Clean Names,Greeting,Position,date
Miller,Mr,chairman,19780718
Volcker,Mr,vice chairman,19780718
Baughman,Mr,president,19780718
Coldwell,Mr,president,19780718
Eastburn,Mr,president,19780718
Jackson,Mr,governor,19780718
Partee,Mr,governor,19780718
Wallich,Mr,governor,19780718
Willes,Mr,president,19780718
Winn,Mr,president,19780718
Balles,Mr,president,19780718
Black,Mr,president,19780718
Kimbrel,Mr,president,19780718
Mayo,Mr,president,19780718
Guffey,Mr,president,19780718
Morris,Mr,president,19780718
Roos,Mr,president,19780718
Broida,Mr,secretary,19780718
Altman,Mr,deputy secretary,19780718
Bernard,Mr,secretary,19780718
Oconnell,Mr,general counsel,19780718
Axilrod,Mr,economist,19780718
Burns,Mr,associate economist,19780718
J Davis,Mr,associate economist,19780718
Ettin,Mr,associate economist,19780718
Keir,Mr,associate economist,19780718
Kichline,Mr,associate economist,19780718
Paulus,Mr,associate economist,19780718
Truman,Mr,associate economist,19780718
Zeisel,Mr,associate economist,19780718
Pardee,Mr,deputy manager for foreign operations,19780718
Sternlight,Mr,deputy manager for domestic operations,19780718
Coyne,Mr,assistant to the board of governors,19780718
Kalchbrenner,Mr,associate director,19780718
Henry,Mr,associate director,19780718
Farar,Ms,economist,19780718
Deck,Ms,economist,19780718
Czerwinski,Mr,first vice president,19780718
Balbach,Mr,senior vice president,19780718
Boehne,Mr,senior vice president,19780718
T Davis,Mr,senior vice president,19780718
Eisenmenger,Mr,senior vice president,19780718
Parthemos,Mr,senior vice president,19780718
Scheld,Mr,senior vice president,19780718
Brandt,Mr,vice president,19780718
Fousek,Mr,vice president,19780718
Keran,Mr,vice president,19780718
Meek,Mr,monetary adviser,19780718
