Clean Names,Greeting,Position,date
Yellen,Ms,chair,20171101
Dudley,Mr,vice chairman,20171101
Brainard,Ms,governor,20171101
Evans,Mr,president,20171101
Harker,Mr,president,20171101
Kaplan,Mr,president,20171101
Kashkari,Mr,president,20171101
Powell,Mr,governor,20171101
Quarles,Mr,governor,20171101
Bostic,Mr,president,20171101
Mester,Ms,president,20171101
Mullinix,Mr,first vice president,20171101
Williams,Mr,first vice president,20171101
Bullard,Mr,president,20171101
George,Ms,president,20171101
Rosegren,Mr,president,20171101
Madigan,Mr,secretary,20171101
Luecke,Mr,deputy secretary,20171101
Skidmore,Mr,assistant secretary,20171101
Smith,Ms,assistant secretary,20171101
Van der weide,Mr,general counsel,20171101
Held,Mr,deputy general counsel,20171101
Kamin,Mr,economist,20171101
Laubach,Mr,economist,20171101
Wilcox,Mr,economist,20171101
Clouse,Mr,associate economist,20171101
Connors,Mr,associate economist,20171101
Sullivan,Mr,associate economist,20171101
Wascher,Mr,associate economist,20171101
Wilson,Ms,associate economist,20171101
Wright,Mr,associate economist,20171101
Potter,Mr,system open market account manager,20171101
Logan,Ms,deputy manager,20171101
Misback,Ms,secretary,20171101
Eichner,Mr,director,20171101
Gibson,Mr,director,20171101
Lehnert,Mr,director,20171101
Covitz,Mr,deputy director,20171101
Edge,Ms,deputy director,20171101
Meyer,Mr,deputy director,20171101
Reeve,Mr,senior special adviser to the chair,20171101
Roberts,Mr,special adviser to the board,20171101
Robertson,Ms,assistant to the board,20171101
Lebow,Mr,senior associate director,20171101
Bomfim,Mr,senior adviser,20171101
Meade,Ms,senior adviser,20171101
Ahmed,Mr,associate director,20171101
Gruber,Mr,associate director,20171101
Lopez-Salido,Mr,associate director,20171101
Aaronson,Ms,assistant director,20171101
Duygan-Bump,Mr,assistant director,20171101
Follette,Mr,assistant director,20171101
Gust,Mr,assistant director,20171101
Beattie,Ms,assistant to the secretary,20171101
Small,Mr,project manager,20171101
Yook,Mr,principal economist,20171101
Goldberg,Mr,senior economist,20171101
Williams,Mr,senior information manager,20171101
Narron,Mr,first vice president,20171101
Altig,Mr,executive vice president,20171101
Athreya,Mr,executive vice president,20171101
Daly,Ms,executive vice president,20171101
Fuhrer,Mr,executive vice president,20171101
Tallman,Mr,executive vice president,20171101
Waller,Mr,executive vice president,20171101
Giannoni,Mr,senior vice president,20171101
Pesenti,Mr,senior vice president,20171101
Bell,Ms,vice president,20171101
Chatterjee,Mr,vice president,20171101
Willis,Mr,vice president,20171101
