Clean Names,Greeting,Position,date
Yellen,Ms,chair,20160727
Dudley,Mr,vice chairman,20160727
Brainard,Ms,governor,20160727
Bullard,Mr,president,20160727
Fischer,Mr,president,20160727
George,Ms,president,20160727
Mester,Ms,president,20160727
Powell,Mr,governor,20160727
Rosengren,Mr,president,20160727
Tarullo,Mr,governor,20160727
Evans,Mr,president,20160727
Harker,Mr,president,20160727
Kaplan,Mr,president,20160727
Kashkari,Mr,president,20160727
Lacker,Mr,president,20160727
Lockhart,Mr,president,20160727
Williams,Mr,president,20160727
Madigan,Mr,secretary,20160727
Luecke,Mr,deputy secretary,20160727
Skidmore,Mr,assistant secretary,20160727
Smith,Ms,assistant secretary,20160727
Alvarez,Mr,general counsel,20160727
Kamin,Mr,economist,20160727
Laubach,Mr,economist,20160727
Wilcox,Mr,economist,20160727
Connors,Mr,associate economist,20160727
Davig,Mr,associate economist,20160727
Leahy,Mr,associate economist,20160727
Lebow,Mr,associate economist,20160727
Mccarthy,Mr,associate economist,20160727
Meyer,Mr,associate economist,20160727
Tallman,Mr,associate economist,20160727
Waller,Mr,associate economist,20160727
Wascher,Mr,associate economist,20160727
Potter,Mr,system open market account manager,20160727
Logan,Ms,deputy manager,20160727
Frierson,Mr,secretary of the board,20160727
Eichner,Mr,director,20160727
Gibson,Mr,director,20160727
Liang,Ms,director,20160727
Clouse,Mr,deputy director,20160727
Covitz,Mr,dpeuty director,20160727
Figura,Mr,special adviser to the board,20160727
Tevlin,Ms,special adviser to the board,20160727
Reeve,Mr,special adviser to the board,20160727
Robertson,Ms,assistant to the board,20160727
Natalucci,Mr,senior associate director,20160727
Weinbach,Ms,senior associate director,20160727
Palumbo,Mr,senior associate director,20160727
Wilson,Ms,senior associate director,20160727
Kiley,Mr,senior adviser,20160727
Bomfim,Mr,senior adviser,20160727
Zickler,Ms,senior adviser,20160727
Doyle,Mr,senior adviser,20160727
Ihrig,Ms,associate director,20160727
Stevens,Mr,deputy associate director,20160727
Follette,Mr,assistant director,20160727
Sharpe,Mr,assistant director,20160727
Klee,Ms,assistant director,20160727
Small,Mr,project manager,20160727
Mertens,Mr,principal economist,20160727
Hinojosa,Ms,information manager,20160727
Gooding,Ms,first vice president,20160727
Altig,Mr,executive vice president,20160727
Feldman,Mr,executive vice president,20160727
Adrian,Mr,senior vice president,20160727
Dotsey,Mr,senior vice president,20160727
Heller,Ms,senior vice president,20160727
Mclaughlin,Ms,senior vice president,20160727
Remache,Ms,senior vice president,20160727
Weinberg,Mr,senior vice president,20160727
Duca,Mr,vice president,20160727
Fisher,Mr,vice president,20160727
Leonard,Ms,vice president,20160727
Martin,Mr,vice president,20160727
Nosal,Mr,vice president,20160727
Paulson,Ms,vice president,20160727
Peek,Mr,vice president,20160727
Zobel,Mr,vice president,20160727
Fernald,Mr,senior research advisor,20160727
