Clean Names,Greeting,Position,date
Bernanke,Mr,chairman,20091216
Dudley,Mr,vice chairman,20091216
Duke,Ms,governor,20091216
Evans,Mr,president,20091216
Kohn,Mr,governor,20091216
Lacker,Mr,president,20091216
Lockhart,Mr,president,20091216
Tarullo,Mr,governor,20091216
Warsh,Mr,governor,20091216
Yellen,Ms,president,20091216
Bullard,Mr,president,20091216
Hoenig,Mr,president,20091216
Pianalto,Ms,president,20091216
Rosengren,Mr,president,20091216
Fisher,Mr,president,20091216
Kocherlakota,Mr,president,20091216
Plosser,Mr,president,20091216
Madigan,Mr,secretary and economist,20091216
Luecke,Mr,assistant secretary,20091216
Skidmore,Mr,assistant secretary,20091216
Smith,Ms,assistant secretary,20091216
Alvarez,Mr,general counsel,20091216
Baxter,Mr,deputy general counsel,20091216
Sheets,Mr,economist,20091216
Altig,Mr,associate economist,20091216
Clouse,Mr,associate economist,20091216
Connors,Mr,associate economist,20091216
Kamin,Mr,associate economist,20091216
Slifman,Mr,associate economist,20091216
Tracy,Mr,associate economist,20091216
Wilcox,Mr,associate economist,20091216
Sack,Mr,manager,20091216
Johnson,Ms,secretary of the board,20091216
Parkinson,Mr,director,20091216
Frierson,Mr,deputy secretary,20091216
Struckmeyer,Mr,deputy staff director,20091216
English,Mr,deputy director,20091216
Robertson,Ms,assistant to the board,20091216
Edwards,Ms,senior associate director,20091216
Levin,Mr,senior associate director,20091216
Nelson,Mr,senior associate director,20091216
Meyer,Mr,senior adviser,20091216
Oliner,Mr,senior adviser,20091216
Zickler,Ms,deputy associate director,20091216
Small,Mr,project manager,20091216
Bassett,Mr,section chief,20091216
Roberts,Mr,section chief,20091216
Beattie,Ms,assistant to the secretary,20091216
Low,Ms,open market secretary specialist,20091216
Williams,Mr,records management analyst,20091216
Fuhrer,Mr,executive vice president,20091216
Rosenblum,Mr,executive vice president,20091216
Krane,Mr,senior vice president,20091216
Mester,Ms,senior vice president,20091216
Schweitzerland,Mr,senior vice president,20091216
Waller,Mr,senior vice president,20091216
Weber,Mr,senior research officer,20091216
Clark,Mr,vice president,20091216
Dotsey,Mr,vice president,20091216
Fernald,Mr,vice president,20091216
Hornstein,Mr,vice president,20091216
Olivei,Mr,vice president,20091216
Wynne,Mr,vice president,20091216
Friedman,Mr,assistant vice president,20091216
Van der klaauw,Mr,assistant vice president,20091216
Martinez-Garcia,Mr,research economist,20091216
