total_words,num_statements,district,is_bank_president,speaker,date,disagreement_score,dissent_chair,num_speakers_in_meeting,year_month,unemployment_rate,year,national_unemployment,unemployment_gap
2559,2,Cleveland,True,MS MESTER,2016-03-16,0.0573206866365929,0.1224109379349043,26,2016-03,5.05,2016,4.714351851851852,0.3356481481481479
3066,15,New York,True,VICE CHAIRMAN DUDLEY,2016-03-16,0.0826272667204509,0.1195343526943779,26,2016-03,4.8,2016,4.714351851851852,0.08564814814814792
3211,88,San Francisco,True,CHAIR YELLEN,2016-04-27,0.1011320651010844,0.0,30,2016-04,4.9,2016,4.705416666666666,0.194583333333334
4208,16,St. Louis,True,MR BULLARD,2016-04-27,0.0585101094479361,0.1670307756095119,30,2016-04,4.25,2016,4.705416666666666,-0.45541666666666636
893,1,New York,True,MR DUDLEY,2016-04-27,0.1688284887337415,0.3088068996210563,30,2016-04,4.8,2016,4.705416666666666,0.09458333333333346
2475,4,Chicago,True,MR EVANS,2016-04-27,0.0455079926784715,0.147105403321328,30,2016-04,4.659999999999999,2016,4.705416666666666,-0.045416666666667105
1458,5,Philadelphia,True,MR HARKER,2016-04-27,0.0924331623356184,0.1563172991476621,30,2016-04,4.966666666666667,2016,4.705416666666666,0.2612500000000004
2461,4,Dallas,True,MR KAPLAN,2016-04-27,0.1074201524187152,0.1857141519646225,30,2016-04,5.3,2016,4.705416666666666,0.5945833333333335
1251,3,Minneapolis,True,MR KASHKARI,2016-04-27,0.0892958475136587,0.1767408076064887,30,2016-04,3.525,2016,4.705416666666666,-1.1804166666666664
2643,10,Richmond,True,MR LACKER,2016-04-27,0.0574676322839969,0.1382466428045616,30,2016-04,5.116666666666666,2016,4.705416666666666,0.4112499999999999
1932,4,Atlanta,True,MR LOCKHART,2016-04-27,0.0626518023798016,0.1372190914813944,30,2016-04,5.38,2016,4.705416666666666,0.6745833333333335
2703,5,Boston,True,MR ROSENGREN,2016-04-27,0.0674082786167332,0.1838660298081715,30,2016-04,4.066666666666667,2016,4.705416666666666,-0.638749999999999
3029,10,San Francisco,True,MR WILLIAMS,2016-04-27,0.0690008030609813,0.1523142486156584,30,2016-04,4.9,2016,4.705416666666666,0.194583333333334
1632,3,Kansas City,True,MS GEORGE,2016-04-27,0.0748645551487532,0.1554788976625152,30,2016-04,4.5,2016,4.705416666666666,-0.20541666666666636
3037,3,Cleveland,True,MS MESTER,2016-04-27,0.0566516741106282,0.1473045697269132,30,2016-04,5.0,2016,4.705416666666666,0.29458333333333364
3508,13,New York,True,VICE CHAIRMAN DUDLEY,2016-04-27,0.0742247782262445,0.1661157084016921,30,2016-04,4.8,2016,4.705416666666666,0.09458333333333346
3054,65,San Francisco,True,CHAIR YELLEN,2016-06-15,0.1010318888126047,0.0,26,2016-06,4.866666666666666,2016,4.722361111111112,0.14430555555555458
3158,18,St. Louis,True,MR BULLARD,2016-06-15,0.1044871348158242,0.2170952977835512,26,2016-06,4.35,2016,4.722361111111112,-0.37236111111111203
2122,4,Chicago,True,MR EVANS,2016-06-15,0.0847069215436064,0.2054085023535857,26,2016-06,4.6,2016,4.722361111111112,-0.12236111111111203
1308,5,Philadelphia,True,MR HARKER,2016-06-15,0.0820688931919154,0.1574194540433922,26,2016-06,4.966666666666667,2016,4.722361111111112,0.2443055555555551
1849,3,Dallas,True,MR KAPLAN,2016-06-15,0.0940544661052611,0.1969377457720575,26,2016-06,5.4,2016,4.722361111111112,0.6776388888888887
836,6,Minneapolis,True,MR KASHKARI,2016-06-15,0.1148335021919174,0.2213925283436286,26,2016-06,3.575,2016,4.722361111111112,-1.1473611111111115
2888,10,Richmond,True,MR LACKER,2016-06-15,0.0913792133942353,0.1495029129066757,26,2016-06,5.066666666666666,2016,4.722361111111112,0.34430555555555475
1299,3,Atlanta,True,MR LOCKHART,2016-06-15,0.0921926496432578,0.1394470444100745,26,2016-06,5.36,2016,4.722361111111112,0.6376388888888886
1067,2,Boston,True,MR ROSENGREN,2016-06-15,0.0986024874539753,0.2208850302138186,26,2016-06,4.0,2016,4.722361111111112,-0.7223611111111117
2824,6,San Francisco,True,MR WILLIAMS,2016-06-15,0.0603247728753019,0.1455597568940116,26,2016-06,4.866666666666666,2016,4.722361111111112,0.14430555555555458
925,2,Kansas City,True,MS GEORGE,2016-06-15,0.1169718499555965,0.2143226204643002,26,2016-06,4.583333333333333,2016,4.722361111111112,-0.13902777777777864
2512,2,Cleveland,True,MS MESTER,2016-06-15,0.0734292518787795,0.1767209721167966,26,2016-06,5.0,2016,4.722361111111112,0.2776388888888883
3846,22,New York,True,VICE CHAIRMAN DUDLEY,2016-06-15,0.0453126973806634,0.1267363795522174,26,2016-06,4.9,2016,4.722361111111112,0.17763888888888868
4241,92,San Francisco,True,CHAIR YELLEN,2016-07-27,0.0714497836614724,0.0,33,2016-07,4.833333333333333,2016,4.714861111111111,0.11847222222222165
2437,8,St. Louis,True,MR BULLARD,2016-07-27,0.0942855658805066,0.1658548049268778,33,2016-07,4.35,2016,4.714861111111111,-0.36486111111111175
2950,9,Chicago,True,MR EVANS,2016-07-27,0.0628950883887914,0.0978475147279247,33,2016-07,4.5600000000000005,2016,4.714861111111111,-0.1548611111111109
1354,5,Philadelphia,True,MR HARKER,2016-07-27,0.1739299796976299,0.2148519228362776,33,2016-07,4.966666666666667,2016,4.714861111111111,0.2518055555555554
2549,7,Dallas,True,MR KAPLAN,2016-07-27,0.0662161293803075,0.11389952429891,33,2016-07,5.4,2016,4.714861111111111,0.685138888888889
1356,4,Minneapolis,True,MR KASHKARI,2016-07-27,0.0942202009518796,0.1352910729886711,33,2016-07,3.575,2016,4.714861111111111,-1.1398611111111112
4571,23,Richmond,True,MR LACKER,2016-07-27,0.053432526000488,0.1069029146716227,33,2016-07,5.066666666666666,2016,4.714861111111111,0.35180555555555504
1721,3,Atlanta,True,MR LOCKHART,2016-07-27,0.0758231508466678,0.1205303531276908,33,2016-07,5.36,2016,4.714861111111111,0.6451388888888889
3038,8,Boston,True,MR ROSENGREN,2016-07-27,0.0582201301719255,0.1300231468811618,33,2016-07,3.966666666666667,2016,4.714861111111111,-0.7481944444444446
4198,11,San Francisco,True,MR WILLIAMS,2016-07-27,0.0749676929194202,0.1089406860190341,33,2016-07,4.833333333333333,2016,4.714861111111111,0.11847222222222165
1579,2,Kansas City,True,MS GEORGE,2016-07-27,0.1186974373301277,0.1497191955192928,33,2016-07,4.6000000000000005,2016,4.714861111111111,-0.11486111111111086
4224,4,Cleveland,True,MS MESTER,2016-07-27,0.0753792860391118,0.1001689548107233,33,2016-07,5.0,2016,4.714861111111111,0.2851388888888886
5260,30,New York,True,VICE CHAIRMAN DUDLEY,2016-07-27,0.0597786230211081,0.0913021423060163,33,2016-07,4.9,2016,4.714861111111111,0.18513888888888896
3202,71,San Francisco,True,CHAIR YELLEN,2016-09-21,0.066542525465455,0.0,28,2016-09,4.7444444444444445,2016,4.700509259259259,0.04393518518518569
2008,9,St. Louis,True,MR BULLARD,2016-09-21,0.0846892171991761,0.1669144540381705,28,2016-09,4.3,2016,4.700509259259259,-0.40050925925925895
3146,6,Chicago,True,MR EVANS,2016-09-21,0.067263790465157,0.1270017018535875,28,2016-09,4.46,2016,4.700509259259259,-0.2405092592592588
1544,2,Philadelphia,True,MR HARKER,2016-09-21,0.1021208526416815,0.1616425935592561,28,2016-09,4.933333333333334,2016,4.700509259259259,0.2328240740740748
1987,5,Dallas,True,MR KAPLAN,2016-09-21,0.1105017578699973,0.194471120516134,28,2016-09,5.449999999999999,2016,4.700509259259259,0.7494907407407405
955,2,Minneapolis,True,MR KASHKARI,2016-09-21,0.0993179695607797,0.1474813252993039,28,2016-09,3.575,2016,4.700509259259259,-1.1255092592592586
2486,5,Richmond,True,MR LACKER,2016-09-21,0.0858947453278198,0.1448722587681198,28,2016-09,5.05,2016,4.700509259259259,0.34949074074074105
1448,4,Atlanta,True,MR LOCKHART,2016-09-21,0.0996337351608344,0.1321166516273767,28,2016-09,5.36,2016,4.700509259259259,0.6594907407407415
1304,8,Boston,True,MR ROSENGREN,2016-09-21,0.1176277033533869,0.1990424422753358,28,2016-09,3.883333333333333,2016,4.700509259259259,-0.8171759259259259
3162,12,San Francisco,True,MR WILLIAMS,2016-09-21,0.0765291004278458,0.1514200828441121,28,2016-09,4.7444444444444445,2016,4.700509259259259,0.04393518518518569
1384,5,Kansas City,True,MS GEORGE,2016-09-21,0.0806890624258181,0.1400374464373889,28,2016-09,4.55,2016,4.700509259259259,-0.15050925925925895
2737,2,Cleveland,True,MS MESTER,2016-09-21,0.0690396166377791,0.1290390101765075,28,2016-09,5.1,2016,4.700509259259259,0.39949074074074087
3550,16,New York,True,VICE CHAIRMAN DUDLEY,2016-09-21,0.0612995584698961,0.1183553642271499,28,2016-09,5.0,2016,4.700509259259259,0.2994907407407412
4408,86,San Francisco,True,CHAIR YELLEN,2016-11-02,0.1057335652256025,0.0,31,2016-11,4.633333333333334,2016,4.645416666666667,-0.012083333333333002
1680,3,St. Louis,True,MR BULLARD,2016-11-02,0.0831102729782516,0.1606160461559674,31,2016-11,4.2,2016,4.645416666666667,-0.44541666666666657
2829,10,Chicago,True,MR EVANS,2016-11-02,0.0605212713758374,0.132385890825889,31,2016-11,4.42,2016,4.645416666666667,-0.22541666666666682
2006,3,Philadelphia,True,MR HARKER,2016-11-02,0.0639038357379574,0.1539263296686189,31,2016-11,4.9,2016,4.645416666666667,0.2545833333333336
2108,10,Dallas,True,MR KAPLAN,2016-11-02,0.0923728029364461,0.177052027842142,31,2016-11,5.4,2016,4.645416666666667,0.7545833333333336
1608,4,Minneapolis,True,MR KASHKARI,2016-11-02,0.085540500148767,0.138339541384574,31,2016-11,3.575,2016,4.645416666666667,-1.0704166666666666
3071,25,Richmond,True,MR LACKER,2016-11-02,0.0606894721718633,0.1647292686889855,31,2016-11,4.983333333333333,2016,4.645416666666667,0.33791666666666664
1287,4,Atlanta,True,MR LOCKHART,2016-11-02,0.0600269419121919,0.1498947717640139,31,2016-11,5.3,2016,4.645416666666667,0.6545833333333331
2303,8,Boston,True,MR ROSENGREN,2016-11-02,0.0539795130779036,0.1584736283061443,31,2016-11,3.8166666666666655,2016,4.645416666666667,-0.8287500000000012
3069,10,San Francisco,True,MR WILLIAMS,2016-11-02,0.0770810249336451,0.1512487980879714,31,2016-11,4.633333333333334,2016,4.645416666666667,-0.012083333333333002
1538,3,Kansas City,True,MS GEORGE,2016-11-02,0.1008094262743046,0.1930745800530142,31,2016-11,4.466666666666666,2016,4.645416666666667,-0.17875000000000085
3512,4,Cleveland,True,MS MESTER,2016-11-02,0.0762744082741647,0.144771685557932,31,2016-11,5.15,2016,4.645416666666667,0.5045833333333336
3913,12,New York,True,VICE CHAIRMAN DUDLEY,2016-11-02,0.0784243848103789,0.1755289052033044,31,2016-11,4.9,2016,4.645416666666667,0.2545833333333336
3142,72,San Francisco,True,CHAIR YELLEN,2016-12-14,0.0873691944518484,0.5528098171042043,31,2016-12,4.577777777777778,2016,4.578287037037037,-0.0005092592592585987
3261,30,St. Louis,True,MR BULLARD,2016-12-14,0.0616765569115448,0.6459402521720133,31,2016-12,4.1,2016,4.578287037037037,-0.47828703703703734
1234,4,Chicago,True,MR EVANS,2016-12-14,0.0851292927026678,0.6097945434035148,31,2016-12,4.3,2016,4.578287037037037,-0.27828703703703717
1070,2,Philadelphia,True,MR HARKER,2016-12-14,0.1487022669045514,0.6740833499493004,31,2016-12,4.833333333333333,2016,4.578287037037037,0.25504629629629605
1513,6,Dallas,True,MR KAPLAN,2016-12-14,0.2041656624191644,0.6526599785163426,31,2016-12,5.35,2016,4.578287037037037,0.7717129629629627
1287,3,Minneapolis,True,MR KASHKARI,2016-12-14,0.0919850454238924,0.6005655025626644,31,2016-12,3.5250000000000004,2016,4.578287037037037,-1.0532870370370366
2532,12,Richmond,True,MR LACKER,2016-12-14,0.0625106756346555,0.6478124231963014,31,2016-12,4.916666666666667,2016,4.578287037037037,0.33837962962963
1211,4,Atlanta,True,MR LOCKHART,2016-12-14,0.0852419928462194,0.6069463085220541,31,2016-12,5.220000000000001,2016,4.578287037037037,0.6417129629629637
1290,4,Boston,True,MR ROSENGREN,2016-12-14,0.0857437765904218,0.6656669933439405,31,2016-12,3.8,2016,4.578287037037037,-0.7782870370370372
1948,14,San Francisco,True,MR WILLIAMS,2016-12-14,0.0767529576781409,0.6375862849502837,31,2016-12,4.577777777777778,2016,4.578287037037037,-0.0005092592592585987
973,2,Kansas City,True,MS GEORGE,2016-12-14,0.0942852874210806,0.5858851745327371,31,2016-12,4.366666666666667,2016,4.578287037037037,-0.21162037037036985
2586,5,Cleveland,True,MS MESTER,2016-12-14,0.0647985124026276,0.6307730918869199,31,2016-12,5.15,2016,4.578287037037037,0.5717129629629634
3257,16,New York,True,VICE CHAIRMAN DUDLEY,2016-12-14,0.073439287298171,0.6135253898242995,31,2016-12,4.8,2016,4.578287037037037,0.22171296296296283
4061,91,San Francisco,True,CHAIR YELLEN,2017-02-01,0.1271824701443277,0.0,28,2017-02,4.444444444444445,2017,4.416898148148149,0.027546296296296013
1669,11,St. Louis,True,MR BULLARD,2017-02-01,0.0657135171940662,0.193166588416384,28,2017-02,3.9,2017,4.416898148148149,-0.5168981481481487
1126,6,Chicago,True,MR EVANS,2017-02-01,0.0828270230120801,0.2355027403511337,28,2017-02,4.0600000000000005,2017,4.416898148148149,-0.35689814814814813
820,3,Philadelphia,True,MR HARKER,2017-02-01,0.1131080522156092,0.2155107622976579,28,2017-02,4.733333333333333,2017,4.416898148148149,0.31643518518518476
2158,11,Dallas,True,MR KAPLAN,2017-02-01,0.1134055849620906,0.2507292314734897,28,2017-02,5.2,2017,4.416898148148149,0.7831018518518515
1094,9,Minneapolis,True,MR KASHKARI,2017-02-01,0.0852984554002737,0.2075541777463037,28,2017-02,3.425,2017,4.416898148148149,-0.9918981481481488
3458,19,Richmond,True,MR LACKER,2017-02-01,0.1176453159066822,0.2290132458129939,28,2017-02,4.75,2017,4.416898148148149,0.33310185185185137
1337,4,Boston,True,MR ROSENGREN,2017-02-01,0.1048092118836688,0.27502938783593,28,2017-02,3.733333333333333,2017,4.416898148148149,-0.6835648148148157
1641,3,San Francisco,True,MR WILLIAMS,2017-02-01,0.0989467422310911,0.242339532726414,28,2017-02,4.444444444444445,2017,4.416898148148149,0.027546296296296013
492,2,Kansas City,True,MS GEORGE,2017-02-01,0.1423200420635004,0.287984088286402,28,2017-02,4.166666666666667,2017,4.416898148148149,-0.25023148148148167
2282,4,Cleveland,True,MS MESTER,2017-02-01,0.0633731474170772,0.1891880952045912,28,2017-02,5.05,2017,4.416898148148149,0.6331018518518512
3460,26,New York,True,VICE CHAIRMAN DUDLEY,2017-02-01,0.0739659660135609,0.1686045752864982,28,2017-02,4.6,2017,4.416898148148149,0.18310185185185102
5224,97,San Francisco,True,CHAIR YELLEN,2017-03-15,0.0488736118597613,0.0,29,2017-03,4.4,2017,4.351944444444444,0.04805555555555596
3082,10,St. Louis,True,MR BULLARD,2017-03-15,0.0523782293107923,0.1005819385079359,29,2017-03,3.85,2017,4.351944444444444,-0.5019444444444443
2458,17,Chicago,True,MR EVANS,2017-03-15,0.0473434752315555,0.0865467574800722,29,2017-03,3.94,2017,4.351944444444444,-0.41194444444444445
2168,4,Philadelphia,True,MR HARKER,2017-03-15,0.0660625022309128,0.1202695620478869,29,2017-03,4.666666666666667,2017,4.351944444444444,0.31472222222222257
1890,4,Dallas,True,MR KAPLAN,2017-03-15,0.0836622866917116,0.1250964218098256,29,2017-03,5.1,2017,4.351944444444444,0.7480555555555553
2510,5,Minneapolis,True,MR KASHKARI,2017-03-15,0.0833625910134706,0.1065848320808404,29,2017-03,3.35,2017,4.351944444444444,-1.0019444444444443
3964,12,Richmond,True,MR LACKER,2017-03-15,0.0521021983813156,0.0917459371058271,29,2017-03,4.683333333333334,2017,4.351944444444444,0.3313888888888892
3466,6,Boston,True,MR ROSENGREN,2017-03-15,0.0643820060675912,0.1141030119852686,29,2017-03,3.733333333333333,2017,4.351944444444444,-0.6186111111111114
4008,10,San Francisco,True,MR WILLIAMS,2017-03-15,0.0588917163031166,0.0951050594837675,29,2017-03,4.4,2017,4.351944444444444,0.04805555555555596
1478,3,Kansas City,True,MS GEORGE,2017-03-15,0.0743108438179858,0.1267232348106195,29,2017-03,4.05,2017,4.351944444444444,-0.30194444444444457
3363,3,Cleveland,True,MS MESTER,2017-03-15,0.0431533172753278,0.0875311242080554,29,2017-03,5.05,2017,4.351944444444444,0.6980555555555554
4787,21,New York,True,VICE CHAIRMAN DUDLEY,2017-03-15,0.0538688271530198,0.0855499965074921,29,2017-03,4.6,2017,4.351944444444444,0.24805555555555525
3714,100,San Francisco,True,CHAIR YELLEN,2017-05-03,0.0920362218151582,0.0,27,2017-05,4.300000000000001,2017,4.233472222222223,0.06652777777777796
2777,13,St. Louis,True,MR BULLARD,2017-05-03,0.0551398900518067,0.1444247582493943,27,2017-05,3.75,2017,4.233472222222223,-0.48347222222222275
1787,9,Chicago,True,MR EVANS,2017-05-03,0.0570690330569816,0.1271378069102839,27,2017-05,3.8,2017,4.233472222222223,-0.4334722222222229
1859,5,Philadelphia,True,MR HARKER,2017-05-03,0.0734281110971647,0.1413428697495425,27,2017-05,4.633333333333334,2017,4.233472222222223,0.399861111111111
1870,6,Dallas,True,MR KAPLAN,2017-05-03,0.0852106793065272,0.2007606214894598,27,2017-05,4.800000000000001,2017,4.233472222222223,0.566527777777778
2037,14,Minneapolis,True,MR KASHKARI,2017-05-03,0.0654732690196997,0.1428007954624682,27,2017-05,3.275,2017,4.233472222222223,-0.9584722222222228
2541,8,Boston,True,MR ROSENGREN,2017-05-03,0.0620922242680149,0.1608917804541721,27,2017-05,3.633333333333333,2017,4.233472222222223,-0.6001388888888899
3066,6,San Francisco,True,MR WILLIAMS,2017-05-03,0.0635715792776048,0.1365513212631535,27,2017-05,4.300000000000001,2017,4.233472222222223,0.06652777777777796
2006,4,Kansas City,True,MS GEORGE,2017-05-03,0.0651673454543014,0.1710230230920237,27,2017-05,3.9166666666666665,2017,4.233472222222223,-0.31680555555555623
3403,5,Cleveland,True,MS MESTER,2017-05-03,0.0663938145538227,0.1148780196804829,27,2017-05,4.95,2017,4.233472222222223,0.7165277777777774
3091,11,New York,True,VICE CHAIRMAN DUDLEY,2017-05-03,0.0505059232405684,0.1141483498293368,27,2017-05,4.6,2017,4.233472222222223,0.3665277777777769
3649,79,San Francisco,True,CHAIR YELLEN,2017-06-14,0.0721240383240849,0.7747229356408155,28,2017-06,4.266666666666667,2017,4.198333333333333,0.06833333333333336
1159,2,Atlanta,True,MR BOSTIC,2017-06-14,0.0883419392278274,0.8684088523500483,28,2017-06,4.46,2017,4.198333333333333,0.2616666666666667
2180,10,St. Louis,True,MR BULLARD,2017-06-14,0.0681664907335571,0.8663227862289113,28,2017-06,3.7,2017,4.198333333333333,-0.4983333333333331
1999,12,Chicago,True,MR EVANS,2017-06-14,0.0456022377677497,0.8383806883927745,28,2017-06,3.82,2017,4.198333333333333,-0.3783333333333334
1235,9,Philadelphia,True,MR HARKER,2017-06-14,0.0718748674695048,0.808394837848157,28,2017-06,4.6000000000000005,2017,4.198333333333333,0.4016666666666673
2003,9,Dallas,True,MR KAPLAN,2017-06-14,0.0954085942234319,0.8602473310593892,28,2017-06,4.699999999999999,2017,4.198333333333333,0.501666666666666
1884,7,Minneapolis,True,MR KASHKARI,2017-06-14,0.0894826203291814,0.8775338190564191,28,2017-06,3.25,2017,4.198333333333333,-0.9483333333333333
2266,6,Boston,True,MR ROSENGREN,2017-06-14,0.0790877658427946,0.8643675963578267,28,2017-06,3.6,2017,4.198333333333333,-0.5983333333333332
2133,9,San Francisco,True,MR WILLIAMS,2017-06-14,0.0982957380427771,0.8602356091166589,28,2017-06,4.266666666666667,2017,4.198333333333333,0.06833333333333336
1461,6,Kansas City,True,MS GEORGE,2017-06-14,0.0729690830619969,0.869846799320436,28,2017-06,3.9,2017,4.198333333333333,-0.29833333333333334
2617,7,Cleveland,True,MS MESTER,2017-06-14,0.0773225103822004,0.8622827183666832,28,2017-06,4.9,2017,4.198333333333333,0.7016666666666671
2920,18,New York,True,VICE CHAIRMAN DUDLEY,2017-06-14,0.0754499248077803,0.8171486003096066,28,2017-06,4.6,2017,4.198333333333333,0.4016666666666664
3210,61,San Francisco,True,CHAIR YELLEN,2017-07-26,0.1038922562637105,0.0,23,2017-07,4.266666666666667,2017,4.189722222222222,0.07694444444444493
1223,2,Atlanta,True,MR BOSTIC,2017-07-26,0.0854917188501495,0.1952752761272524,23,2017-07,4.38,2017,4.189722222222222,0.1902777777777782
950,6,St. Louis,True,MR BULLARD,2017-07-26,0.0908821968045646,0.2139700702771297,23,2017-07,3.7,2017,4.189722222222222,-0.4897222222222215
1553,2,Chicago,True,MR EVANS,2017-07-26,0.070407979919883,0.1760921973187617,23,2017-07,3.88,2017,4.189722222222222,-0.3097222222222218
1347,3,Philadelphia,True,MR HARKER,2017-07-26,0.0963902701615443,0.226583390342716,23,2017-07,4.6000000000000005,2017,4.189722222222222,0.41027777777777885
1910,3,Dallas,True,MR KAPLAN,2017-07-26,0.0893282046475647,0.2173375128612701,23,2017-07,4.6,2017,4.189722222222222,0.41027777777777796
1797,8,Minneapolis,True,MR KASHKARI,2017-07-26,0.0599394845614076,0.1570769560826668,23,2017-07,3.25,2017,4.189722222222222,-0.9397222222222217
1685,5,Boston,True,MR ROSENGREN,2017-07-26,0.0789935552166918,0.1994962361119174,23,2017-07,3.6,2017,4.189722222222222,-0.5897222222222216
1740,2,San Francisco,True,MR WILLIAMS,2017-07-26,0.093111930170013,0.2042504308106393,23,2017-07,4.266666666666667,2017,4.189722222222222,0.07694444444444493
1740,3,Kansas City,True,MS GEORGE,2017-07-26,0.0626617974436882,0.1751315727659693,23,2017-07,3.883333333333333,2017,4.189722222222222,-0.3063888888888888
1847,2,Cleveland,True,MS MESTER,2017-07-26,0.0707163362159558,0.1873705371737765,23,2017-07,4.85,2017,4.189722222222222,0.660277777777778
2633,6,New York,True,VICE CHAIRMAN DUDLEY,2017-07-26,0.0797525426521911,0.1678723598198591,23,2017-07,4.7,2017,4.189722222222222,0.5102777777777785
4151,66,San Francisco,True,CHAIR YELLEN,2017-09-20,0.0914431657848957,0.0,25,2017-09,4.222222222222222,2017,4.152546296296296,0.06967592592592631
1751,4,Atlanta,True,MR BOSTIC,2017-09-20,0.0778087539612047,0.164508801532981,25,2017-09,4.24,2017,4.152546296296296,0.0874537037037042
2307,13,St. Louis,True,MR BULLARD,2017-09-20,0.0463576630077512,0.1616400948181354,25,2017-09,3.7,2017,4.152546296296296,-0.45254629629629584
2364,19,Chicago,True,MR EVANS,2017-09-20,0.0524798657969284,0.166076518206618,25,2017-09,3.86,2017,4.152546296296296,-0.29254629629629614
983,7,Philadelphia,True,MR HARKER,2017-09-20,0.1056404119986925,0.2085774688529581,25,2017-09,4.6000000000000005,2017,4.152546296296296,0.4474537037037045
1612,2,Dallas,True,MR KAPLAN,2017-09-20,0.1209705767186367,0.2056620357487123,25,2017-09,4.449999999999999,2017,4.152546296296296,0.2974537037037033
1242,6,Minneapolis,True,MR KASHKARI,2017-09-20,0.0718210521804431,0.198208876926782,25,2017-09,3.225,2017,4.152546296296296,-0.9275462962962959
1274,3,Boston,True,MR ROSENGREN,2017-09-20,0.0967474048357092,0.2178910493909512,25,2017-09,3.6166666666666663,2017,4.152546296296296,-0.5358796296296298
1401,4,San Francisco,True,MR WILLIAMS,2017-09-20,0.0991752754841281,0.2407467811035418,25,2017-09,4.222222222222222,2017,4.152546296296296,0.06967592592592631
1471,3,Kansas City,True,MS GEORGE,2017-09-20,0.0784452444920315,0.1975689066325128,25,2017-09,3.883333333333333,2017,4.152546296296296,-0.26921296296296315
2977,6,Cleveland,True,MS MESTER,2017-09-20,0.0791635836143872,0.1111931819905187,25,2017-09,4.75,2017,4.152546296296296,0.597453703703704
2112,15,New York,True,VICE CHAIRMAN DUDLEY,2017-09-20,0.0794191457444927,0.1282833995594645,25,2017-09,4.7,2017,4.152546296296296,0.5474537037037042
3401,55,San Francisco,True,CHAIR YELLEN,2017-11-01,0.1531911089994599,0.0,24,2017-11,4.199999999999999,2017,4.095972222222222,0.10402777777777761
1940,2,Atlanta,True,MR BOSTIC,2017-11-01,0.1055435272772929,0.2513985672308322,24,2017-11,4.18,2017,4.095972222222222,0.08402777777777803
3698,10,St. Louis,True,MR BULLARD,2017-11-01,0.0750087881934051,0.1959112456571896,24,2017-11,3.7,2017,4.095972222222222,-0.3959722222222215
1510,2,Chicago,True,MR EVANS,2017-11-01,0.0834983366473418,0.2360715017281135,24,2017-11,3.78,2017,4.095972222222222,-0.3159722222222219
930,2,Philadelphia,True,MR HARKER,2017-11-01,0.115560222460916,0.23754375793622,24,2017-11,4.566666666666666,2017,4.095972222222222,0.47069444444444475
2660,6,Dallas,True,MR KAPLAN,2017-11-01,0.1051386664561111,0.2672331205817285,24,2017-11,4.4,2017,4.095972222222222,0.3040277777777787
1726,6,Minneapolis,True,MR KASHKARI,2017-11-01,0.0876441445744204,0.2471367656132658,24,2017-11,3.225,2017,4.095972222222222,-0.8709722222222216
2223,5,Boston,True,MR ROSENGREN,2017-11-01,0.0896922238553686,0.2944175562160347,24,2017-11,3.583333333333333,2017,4.095972222222222,-0.5126388888888886
2101,3,San Francisco,True,MR WILLIAMS,2017-11-01,0.0965021324706513,0.2648269507851027,24,2017-11,4.199999999999999,2017,4.095972222222222,0.10402777777777761
1495,2,Kansas City,True,MS GEORGE,2017-11-01,0.081669628993475,0.230269084975172,24,2017-11,3.8166666666666655,2017,4.095972222222222,-0.27930555555555614
1921,4,Cleveland,True,MS MESTER,2017-11-01,0.0721952895048471,0.2115450778335064,24,2017-11,4.550000000000001,2017,4.095972222222222,0.45402777777777903
2281,4,New York,True,VICE CHAIRMAN DUDLEY,2017-11-01,0.1550463421014927,0.2150502249199207,24,2017-11,4.6,2017,4.095972222222222,0.504027777777778
2430,57,San Francisco,True,CHAIR YELLEN,2017-12-13,0.1363794789927976,0.0,28,2017-12,4.188888888888889,2017,4.065185185185185,0.1237037037037041
1150,2,Atlanta,True,MR BOSTIC,2017-12-13,0.0916551231330679,0.1920962427399537,28,2017-12,4.16,2017,4.065185185185185,0.09481481481481513
2832,20,St. Louis,True,MR BULLARD,2017-12-13,0.0716882405805339,0.2094602206448998,28,2017-12,3.7,2017,4.065185185185185,-0.36518518518518484
2705,7,Chicago,True,MR EVANS,2017-12-13,0.0567741384533567,0.191616542827289,28,2017-12,3.7,2017,4.065185185185185,-0.36518518518518484
1266,7,Philadelphia,True,MR HARKER,2017-12-13,0.0974889568661953,0.2227385646943853,28,2017-12,4.533333333333334,2017,4.065185185185185,0.4681481481481491
2453,7,Dallas,True,MR KAPLAN,2017-12-13,0.1147869458638485,0.2619151041938824,28,2017-12,4.4,2017,4.065185185185185,0.33481481481481534
1688,8,Minneapolis,True,MR KASHKARI,2017-12-13,0.0743837758118833,0.2237822721811649,28,2017-12,3.2,2017,4.065185185185185,-0.8651851851851848
1197,2,Boston,True,MR ROSENGREN,2017-12-13,0.0882991681371512,0.2481075455988997,28,2017-12,3.533333333333333,2017,4.065185185185185,-0.5318518518518518
2719,11,San Francisco,True,MR WILLIAMS,2017-12-13,0.0684798451027988,0.2106730144593555,28,2017-12,4.188888888888889,2017,4.065185185185185,0.1237037037037041
1193,4,Kansas City,True,MS GEORGE,2017-12-13,0.0763067485689978,0.2268480384075035,28,2017-12,3.8,2017,4.065185185185185,-0.2651851851851852
2088,2,Cleveland,True,MS MESTER,2017-12-13,0.0991831790931974,0.26267638598629,28,2017-12,4.449999999999999,2017,4.065185185185185,0.3848148148148143
