total_words,num_statements,district,is_bank_president,speaker,date,disagreement_score,dissent_chair,num_speakers_in_meeting,year_month,unemployment_rate,year
1164,3,Cleveland,True,MS PIANALTO,2010-08-10,0.0765263729854167,0.1511963793094041,25,2010-08,9.85,2010
1417,2,San Francisco,True,MS YELLEN,2010-08-10,0.0679456896644515,0.1232913680932776,25,2010-08,9.755555555555556,2010
1639,9,New York,True,VICE CHAIRMAN DUDLEY,2010-08-10,0.0583081916267438,0.1148415984706874,25,2010-08,8.6,2010
2898,8,St. Louis,True,MR BULLARD,2010-09-21,0.0823634176927659,0.1050737346207287,23,2010-09,8.55,2010
2351,4,Chicago,True,MR EVANS,2010-09-21,0.0915921093737593,0.1389813911886389,23,2010-09,9.18,2010
2775,13,Dallas,True,MR FISHER,2010-09-21,0.073930687514461,0.1193220728926141,23,2010-09,7.949999999999999,2010
1310,2,Kansas City,True,MR HOENIG,2010-09-21,0.0735684904647161,0.1291580130191238,23,2010-09,6.8500000000000005,2010
2300,4,Minneapolis,True,MR KOCHERLAKOTA,2010-09-21,0.0780198370155741,0.1241678655666322,23,2010-09,5.675,2010
2071,11,Richmond,True,MR LACKER,2010-09-21,0.0638408458746045,0.1166055242145526,23,2010-09,8.933333333333334,2010
1409,3,Atlanta,True,MR LOCKHART,2010-09-21,0.0598074801583013,0.0834599608615117,23,2010-09,10.22,2010
2622,9,Philadelphia,True,MR PLOSSER,2010-09-21,0.0573414853010859,0.092075863962569,23,2010-09,8.533333333333333,2010
1027,3,Boston,True,MR ROSENGREN,2010-09-21,0.0941881805898133,0.1554726466060215,23,2010-09,8.15,2010
1160,2,Cleveland,True,MS PIANALTO,2010-09-21,0.0779630869938319,0.1460277724285313,23,2010-09,9.85,2010
1767,3,San Francisco,True,MS YELLEN,2010-09-21,0.1045334877523664,0.1755031146504978,23,2010-09,9.77777777777778,2010
2035,3,New York,True,VICE CHAIRMAN DUDLEY,2010-09-21,0.0676341999724801,0.1092727785832772,23,2010-09,8.6,2010
3110,15,St. Louis,True,MR BULLARD,2010-11-03,0.0677044869942171,0.1092311462215748,26,2010-11,8.7,2010
2650,18,Chicago,True,MR EVANS,2010-11-03,0.0774119991424634,0.1116856330650739,26,2010-11,8.92,2010
5619,30,Dallas,True,MR FISHER,2010-11-03,0.0805336267102078,0.1136245456572344,26,2010-11,8.05,2010
1887,4,Kansas City,True,MR HOENIG,2010-11-03,0.0641768818311362,0.1150885544759404,26,2010-11,6.833333333333333,2010
2505,24,Minneapolis,True,MR KOCHERLAKOTA,2010-11-03,0.0446214467592215,0.0875765921211654,26,2010-11,5.675,2010
3301,39,Richmond,True,MR LACKER,2010-11-03,0.0440961515870258,0.097597716821466,26,2010-11,8.966666666666667,2010
1716,8,Atlanta,True,MR LOCKHART,2010-11-03,0.0642279682011076,0.1450810321331153,26,2010-11,10.24,2010
3260,16,Philadelphia,True,MR PLOSSER,2010-11-03,0.0619958788944738,0.097718904159754,26,2010-11,8.466666666666667,2010
946,3,Boston,True,MR ROSENGREN,2010-11-03,0.0967778495625344,0.2121648201710043,26,2010-11,8.15,2010
1360,2,Cleveland,True,MS PIANALTO,2010-11-03,0.0915297111315228,0.2086798224648559,26,2010-11,9.75,2010
2521,5,San Francisco,True,MS YELLEN,2010-11-03,0.046151004989046,0.100531923672659,26,2010-11,9.755555555555556,2010
2546,11,New York,True,VICE CHAIRMAN DUDLEY,2010-11-03,0.0785617816143531,0.1080944316094253,26,2010-11,8.5,2010
1770,6,St. Louis,True,MR BULLARD,2010-12-14,0.0915580349482044,0.7409545733944944,25,2010-12,8.65,2010
1562,3,Chicago,True,MR EVANS,2010-12-14,0.0872420084497664,0.7342357654580245,25,2010-12,8.76,2010
2071,13,Dallas,True,MR FISHER,2010-12-14,0.0743609956864072,0.6528554501800377,25,2010-12,8.0,2010
1224,2,Kansas City,True,MR HOENIG,2010-12-14,0.1009075928154519,0.7139909307230431,25,2010-12,6.766666666666667,2010
1845,3,Minneapolis,True,MR KOCHERLAKOTA,2010-12-14,0.1345219797250825,0.7435029889448111,25,2010-12,5.625,2010
1785,8,Richmond,True,MR LACKER,2010-12-14,0.0577951027458055,0.709756250517767,25,2010-12,8.9,2010
1279,9,Atlanta,True,MR LOCKHART,2010-12-14,0.0640573352159453,0.6948448684706489,25,2010-12,10.22,2010
2064,3,Philadelphia,True,MR PLOSSER,2010-12-14,0.0755296961328303,0.7105986238769895,25,2010-12,8.4,2010
987,4,Boston,True,MR ROSENGREN,2010-12-14,0.1042001424095121,0.7617704093007582,25,2010-12,8.049999999999999,2010
795,2,Cleveland,True,MS PIANALTO,2010-12-14,0.1199145432379967,0.7550183097754773,25,2010-12,9.6,2010
1293,2,San Francisco,True,MS YELLEN,2010-12-14,0.0724276292696177,0.7467248488179639,25,2010-12,9.68888888888889,2010
1904,7,New York,True,VICE CHAIRMAN DUDLEY,2010-12-14,0.0946671313855288,0.6867381954386838,25,2010-12,8.5,2010
3054,14,St. Louis,True,MR BULLARD,2011-01-26,0.0798896560915251,0.1108441563305289,31,2011-01,8.6,2011
4142,16,Chicago,True,MR EVANS,2011-01-26,0.0662368264208408,0.0885731392426398,31,2011-01,8.58,2011
4039,31,Dallas,True,MR FISHER,2011-01-26,0.062569378144814,0.0825974753289368,31,2011-01,7.949999999999999,2011
2019,9,Kansas City,True,MR HOENIG,2011-01-26,0.1397610155266043,0.175228893350728,31,2011-01,6.666666666666667,2011
4938,24,Minneapolis,True,MR KOCHERLAKOTA,2011-01-26,0.0719649939307209,0.1122574539899134,31,2011-01,5.575,2011
3870,27,Richmond,True,MR LACKER,2011-01-26,0.0510581864897979,0.0897341306996908,31,2011-01,8.816666666666666,2011
1505,7,Atlanta,True,MR LOCKHART,2011-01-26,0.0775735324819634,0.1241328949847589,31,2011-01,10.14,2011
3507,18,Philadelphia,True,MR PLOSSER,2011-01-26,0.0736553983198986,0.1188499567704947,31,2011-01,8.299999999999999,2011
1563,7,Boston,True,MR ROSENGREN,2011-01-26,0.1146508525020216,0.1648378133745227,31,2011-01,7.983333333333333,2011
1593,3,Cleveland,True,MS PIANALTO,2011-01-26,0.0967615769353169,0.1557797093359441,31,2011-01,9.5,2011
2654,21,San Francisco,True,MS YELLEN,2011-01-26,0.0710566685554361,0.1056685212608338,31,2011-01,9.566666666666666,2011
3111,28,New York,True,VICE CHAIRMAN DUDLEY,2011-01-26,0.0750805146019109,0.123168155904099,31,2011-01,8.4,2011
2496,15,St. Louis,True,MR BULLARD,2011-03-15,0.0643042538607238,0.1063517031268143,26,2011-03,8.45,2011
2091,9,Chicago,True,MR EVANS,2011-03-15,0.0686423100811243,0.1496924630350457,26,2011-03,8.36,2011
2691,30,Dallas,True,MR FISHER,2011-03-15,0.0856534153910415,0.136877677452229,26,2011-03,7.8,2011
1943,9,Kansas City,True,MR HOENIG,2011-03-15,0.1174439071751456,0.1276967295969702,26,2011-03,6.466666666666666,2011
2265,19,Minneapolis,True,MR KOCHERLAKOTA,2011-03-15,0.0872742659016613,0.162804832055435,26,2011-03,5.449999999999999,2011
2631,16,Richmond,True,MR LACKER,2011-03-15,0.0718464165382313,0.1304116154250107,26,2011-03,8.75,2011
1856,22,Atlanta,True,MR LOCKHART,2011-03-15,0.0714082483337468,0.1468942142513671,26,2011-03,9.98,2011
3308,17,Philadelphia,True,MR PLOSSER,2011-03-15,0.0873125403788747,0.12494310549975,26,2011-03,8.200000000000001,2011
837,3,Boston,True,MR ROSENGREN,2011-03-15,0.1308824033870455,0.2254756993763014,26,2011-03,7.816666666666666,2011
1168,6,San Francisco,True,MR WILLIAMS,2011-03-15,0.1314394839044714,0.2358259701460884,26,2011-03,9.411111111111111,2011
1172,2,Cleveland,True,MS PIANALTO,2011-03-15,0.1277610100538567,0.2109519717003576,26,2011-03,9.25,2011
3159,25,San Francisco,True,MS YELLEN,2011-03-15,0.0813795936462375,0.1288316866445547,26,2011-03,9.411111111111111,2011
2415,16,New York,True,VICE CHAIRMAN DUDLEY,2011-03-15,0.1460870614824863,0.1667767157784487,26,2011-03,8.2,2011
6378,15,St. Louis,True,MR BULLARD,2011-04-27,0.068220274414101,0.6986617994981867,26,2011-04,8.350000000000001,2011
3310,13,Chicago,True,MR EVANS,2011-04-27,0.0705144171043228,0.7045666734559386,26,2011-04,8.34,2011
3677,13,Dallas,True,MR FISHER,2011-04-27,0.0630846850947463,0.6495047810233315,26,2011-04,7.75,2011
1935,13,Kansas City,True,MR HOENIG,2011-04-27,0.0638253778310459,0.6751991554015228,26,2011-04,6.383333333333333,2011
3321,22,Minneapolis,True,MR KOCHERLAKOTA,2011-04-27,0.0417318254440276,0.653628318830465,26,2011-04,5.4,2011
4071,33,Richmond,True,MR LACKER,2011-04-27,0.0583818882389006,0.6887356489880813,26,2011-04,8.716666666666667,2011
2426,6,Atlanta,True,MR LOCKHART,2011-04-27,0.0523571549590139,0.6460175905190457,26,2011-04,9.92,2011
4475,24,Philadelphia,True,MR PLOSSER,2011-04-27,0.044882203745836,0.6565338913623888,26,2011-04,8.166666666666666,2011
1621,3,Boston,True,MR ROSENGREN,2011-04-27,0.0851204934298499,0.6670168930865116,26,2011-04,7.75,2011
2180,4,San Francisco,True,MR WILLIAMS,2011-04-27,0.0562251491650255,0.6656725698306076,26,2011-04,9.377777777777778,2011
1923,3,Cleveland,True,MS PIANALTO,2011-04-27,0.0570498052883532,0.6606263369293307,26,2011-04,9.2,2011
2844,4,San Francisco,True,MS YELLEN,2011-04-27,0.0555037721219824,0.6772371624252873,26,2011-04,9.377777777777778,2011
3097,7,New York,True,VICE CHAIRMAN DUDLEY,2011-04-27,0.0903061698691757,0.7102163130497154,26,2011-04,8.2,2011
3262,18,St. Louis,True,MR BULLARD,2011-06-22,0.0704816469697187,0.1076195445724771,31,2011-06,8.35,2011
2355,9,Chicago,True,MR EVANS,2011-06-22,0.0663316457689603,0.1438223134606641,31,2011-06,8.48,2011
3854,29,Dallas,True,MR FISHER,2011-06-22,0.0785876880578608,0.0676664282664999,31,2011-06,7.800000000000001,2011
1537,9,Kansas City,True,MR HOENIG,2011-06-22,0.1040882864650014,0.1470623380804914,31,2011-06,6.3500000000000005,2011
3805,18,Minneapolis,True,MR KOCHERLAKOTA,2011-06-22,0.058404453291604,0.1037851762619843,31,2011-06,5.325,2011
3881,27,Richmond,True,MR LACKER,2011-06-22,0.0576631628968703,0.1162563596042898,31,2011-06,8.783333333333333,2011
1356,6,Atlanta,True,MR LOCKHART,2011-06-22,0.0819901769437424,0.1296941545320612,31,2011-06,9.86,2011
2883,19,Philadelphia,True,MR PLOSSER,2011-06-22,0.1022594511741986,0.101692902413497,31,2011-06,8.200000000000001,2011
2781,9,Boston,True,MR ROSENGREN,2011-06-22,0.0641214672386909,0.1334455980388448,31,2011-06,7.716666666666666,2011
2460,7,San Francisco,True,MR WILLIAMS,2011-06-22,0.0637296705201853,0.1237721131985769,31,2011-06,9.377777777777778,2011
1346,3,Cleveland,True,MS PIANALTO,2011-06-22,0.1118943182371802,0.2119063660864126,31,2011-06,9.2,2011
3291,12,San Francisco,True,MS YELLEN,2011-06-22,0.0724046998435673,0.1055220275407511,31,2011-06,9.377777777777778,2011
1065,1,Philadelphia,True,PRESIDENT PLOSSER,2011-06-22,0.1286098866835351,0.2123021522377852,31,2011-06,8.200000000000001,2011
4679,30,New York,True,VICE CHAIRMAN DUDLEY,2011-06-22,0.0789042002302603,0.0858189580248841,31,2011-06,8.3,2011
2558,11,St. Louis,True,MR BULLARD,2011-08-09,0.0875552523657173,0.4891386648943545,29,2011-08,8.2,2011
1851,15,Chicago,True,MR EVANS,2011-08-09,0.0879461371203917,0.49087200183051,29,2011-08,8.52,2011
2455,29,Dallas,True,MR FISHER,2011-08-09,0.0747590073055326,0.4634188720522739,29,2011-08,7.75,2011
1376,12,Kansas City,True,MR HOENIG,2011-08-09,0.1164988123859633,0.5111848225936855,29,2011-08,6.366666666666667,2011
2668,11,Minneapolis,True,MR KOCHERLAKOTA,2011-08-09,0.0916750589156929,0.5186227885562775,29,2011-08,5.275,2011
2169,3,Richmond,True,MR LACKER,2011-08-09,0.1180064322826984,0.5234811192263407,29,2011-08,8.766666666666667,2011
1725,5,Atlanta,True,MR LOCKHART,2011-08-09,0.0808787998830833,0.4725864693058906,29,2011-08,9.72,2011
3081,18,Philadelphia,True,MR PLOSSER,2011-08-09,0.0581567109967676,0.4634983369840751,29,2011-08,8.233333333333333,2011
1463,5,Boston,True,MR ROSENGREN,2011-08-09,0.084901327137002,0.4849697549836609,29,2011-08,7.633333333333333,2011
1159,2,San Francisco,True,MR WILLIAMS,2011-08-09,0.0840115510097709,0.5041063700193807,29,2011-08,9.27777777777778,2011
1145,2,Cleveland,True,MS PIANALTO,2011-08-09,0.1007336886664224,0.471027116457534,29,2011-08,9.15,2011
2323,8,San Francisco,True,MS YELLEN,2011-08-09,0.0684785203368353,0.4441609808760026,29,2011-08,9.27777777777778,2011
1697,14,New York,True,VICE CHAIRMAN DUDLEY,2011-08-09,0.1088664873921075,0.5035722373124432,29,2011-08,8.4,2011
4975,16,St. Louis,True,MR BULLARD,2011-09-21,0.0725993908985412,0.7442613502811586,30,2011-09,8.15,2011
3930,10,Chicago,True,MR EVANS,2011-09-21,0.0552892428478141,0.6890235225553829,30,2011-09,8.459999999999999,2011
4761,27,Dallas,True,MR FISHER,2011-09-21,0.0724417271072477,0.6630677139415472,30,2011-09,7.65,2011
6046,22,Minneapolis,True,MR KOCHERLAKOTA,2011-09-21,0.0693765447841211,0.6962986739762888,30,2011-09,5.175,2011
4795,47,Richmond,True,MR LACKER,2011-09-21,0.0582722359016989,0.6967378975556862,30,2011-09,8.683333333333334,2011
2860,10,Atlanta,True,MR LOCKHART,2011-09-21,0.0448246820084234,0.6853606602029041,30,2011-09,9.56,2011
4364,13,Philadelphia,True,MR PLOSSER,2011-09-21,0.0490953009403045,0.6880209702779936,30,2011-09,8.200000000000001,2011
3072,12,Boston,True,MR ROSENGREN,2011-09-21,0.044854448640214,0.6988686694579579,30,2011-09,7.583333333333333,2011
2960,5,San Francisco,True,MR WILLIAMS,2011-09-21,0.0466933845478285,0.6701882612782503,30,2011-09,9.144444444444444,2011
1069,3,Kansas City,True,MS GEORGE,2011-09-21,0.1182960407739466,0.6883174373668421,30,2011-09,6.333333333333333,2011
2526,6,Cleveland,True,MS PIANALTO,2011-09-21,0.0706173225945416,0.7259945737793434,30,2011-09,9.0,2011
3568,5,San Francisco,True,MS YELLEN,2011-09-21,0.0654376770548677,0.7509893427146104,30,2011-09,9.144444444444444,2011
6217,31,New York,True,VICE CHAIRMAN DUDLEY,2011-09-21,0.069431604037457,0.7369801153074925,30,2011-09,8.4,2011
4345,23,St. Louis,True,MR BULLARD,2011-11-02,0.0627815742400643,0.5799006751790765,31,2011-11,7.8,2011
3341,12,Chicago,True,MR EVANS,2011-11-02,0.063613888283773,0.59388612248597,31,2011-11,8.18,2011
3816,20,Dallas,True,MR FISHER,2011-11-02,0.080955155062245,0.6169805653022359,31,2011-11,7.35,2011
5364,24,Minneapolis,True,MR KOCHERLAKOTA,2011-11-02,0.0630210920773883,0.5966974594260155,31,2011-11,4.975,2011
4329,30,Richmond,True,MR LACKER,2011-11-02,0.063226347691639,0.5382386070110321,31,2011-11,8.416666666666666,2011
2492,8,Atlanta,True,MR LOCKHART,2011-11-02,0.0531083342524694,0.5455173158526708,31,2011-11,9.24,2011
4960,13,Philadelphia,True,MR PLOSSER,2011-11-02,0.0440728336658523,0.595881361968621,31,2011-11,8.066666666666666,2011
2069,4,Boston,True,MR ROSENGREN,2011-11-02,0.0713162659751892,0.5923889715857262,31,2011-11,7.416666666666667,2011
3218,7,San Francisco,True,MR WILLIAMS,2011-11-02,0.0622871874529128,0.5529968574694266,31,2011-11,8.8,2011
1299,3,Kansas City,True,MS GEORGE,2011-11-02,0.0986073117433631,0.5458040769304501,31,2011-11,6.233333333333333,2011
1386,2,Cleveland,True,MS MESTER,2011-11-02,0.2014704413536076,0.4865945678959957,31,2011-11,8.600000000000001,2011
1732,6,Cleveland,True,MS PIANALTO,2011-11-02,0.0854366299769003,0.5442639049227942,31,2011-11,8.600000000000001,2011
3749,3,San Francisco,True,MS YELLEN,2011-11-02,0.0758911289844253,0.6321594951611537,31,2011-11,8.8,2011
4316,29,New York,True,VICE CHAIRMAN DUDLEY,2011-11-02,0.0863871329127305,0.6541869380963066,31,2011-11,8.5,2011
2609,15,St. Louis,True,MR BULLARD,2011-12-13,0.058517998717132,0.73069672288765,27,2011-12,7.6,2011
2171,4,Chicago,True,MR EVANS,2011-12-13,0.0639920716541585,0.732360834521527,27,2011-12,7.979999999999999,2011
3793,22,Dallas,True,MR FISHER,2011-12-13,0.0767954822788745,0.6889519627227032,27,2011-12,7.199999999999999,2011
3191,7,Minneapolis,True,MR KOCHERLAKOTA,2011-12-13,0.0878223634333489,0.673462808488741,27,2011-12,4.825,2011
2708,13,Richmond,True,MR LACKER,2011-12-13,0.0826563530690983,0.663723034622753,27,2011-12,8.283333333333333,2011
1383,4,Atlanta,True,MR LOCKHART,2011-12-13,0.0670517338403203,0.7563802426112124,27,2011-12,9.08,2011
3567,14,Philadelphia,True,MR PLOSSER,2011-12-13,0.0400499590890622,0.6928047510199955,27,2011-12,8.0,2011
1527,7,Boston,True,MR ROSENGREN,2011-12-13,0.0775772557684753,0.722533857496726,27,2011-12,7.316666666666666,2011
2159,3,San Francisco,True,MR WILLIAMS,2011-12-13,0.0493985631775381,0.7372849696669543,27,2011-12,8.655555555555557,2011
979,3,Kansas City,True,MS GEORGE,2011-12-13,0.1166185127697434,0.802151916709028,27,2011-12,6.15,2011
1844,3,Cleveland,True,MS PIANALTO,2011-12-13,0.0623151395434692,0.7472293309655758,27,2011-12,8.35,2011
2812,3,San Francisco,True,MS YELLEN,2011-12-13,0.0838913486371641,0.7324844150179612,27,2011-12,8.655555555555557,2011
2483,9,New York,True,VICE CHAIRMAN DUDLEY,2011-12-13,0.0946561823588248,0.6677759482674785,27,2011-12,8.6,2011
4562,27,St. Louis,True,MR BULLARD,2012-01-25,0.0657487107344954,0.0975163383856805,39,2012-01,7.45,2012
2746,9,Chicago,True,MR EVANS,2012-01-25,0.0976356246726452,0.1167781377744079,39,2012-01,7.82,2012
3894,15,Dallas,True,MR FISHER,2012-01-25,0.0664704799441947,0.0983479232447399,39,2012-01,7.1,2012
3296,18,Minneapolis,True,MR KOCHERLAKOTA,2012-01-25,0.0704552981940124,0.103126508370555,39,2012-01,4.725,2012
4291,44,Richmond,True,MR LACKER,2012-01-25,0.0843607361069058,0.1195404469052963,39,2012-01,8.183333333333334,2012
2324,14,Atlanta,True,MR LOCKHART,2012-01-25,0.0819476809731766,0.1265254135061512,39,2012-01,8.919999999999998,2012
3745,11,Philadelphia,True,MR PLOSSER,2012-01-25,0.0834531795219979,0.1166548698598856,39,2012-01,7.933333333333334,2012
1929,7,Boston,True,MR ROSENGREN,2012-01-25,0.0750703670070407,0.1371627391926002,39,2012-01,7.216666666666668,2012
2356,5,San Francisco,True,MR WILLIAMS,2012-01-25,0.0797242528634217,0.1302818594969186,39,2012-01,8.522222222222222,2012
761,2,Kansas City,True,MS GEORGE,2012-01-25,0.1494456012583924,0.2055781870965223,39,2012-01,6.05,2012
1690,6,Cleveland,True,MS PIANALTO,2012-01-25,0.1088908341640323,0.159772678049853,39,2012-01,8.15,2012
3750,10,San Francisco,True,MS YELLEN,2012-01-25,0.1007327251728867,0.1133948645481851,39,2012-01,8.522222222222222,2012
3817,28,New York,True,VICE CHAIRMAN DUDLEY,2012-01-25,0.0572146814544277,0.0964355770793715,39,2012-01,8.6,2012
3317,15,St. Louis,True,MR BULLARD,2012-03-13,0.0644411994875797,0.750042307740703,25,2012-03,7.3,2012
2669,13,Chicago,True,MR EVANS,2012-03-13,0.0521042293019189,0.717980851871556,25,2012-03,7.659999999999999,2012
4530,32,Dallas,True,MR FISHER,2012-03-13,0.0840395542650993,0.7212217922898787,25,2012-03,6.85,2012
4610,18,Minneapolis,True,MR KOCHERLAKOTA,2012-03-13,0.0874071631862913,0.7610391800822428,25,2012-03,4.625,2012
4011,30,Richmond,True,MR LACKER,2012-03-13,0.0667939741023309,0.7290520856442386,25,2012-03,8.016666666666667,2012
2020,6,Atlanta,True,MR LOCKHART,2012-03-13,0.0674621996208125,0.7629612287256294,25,2012-03,8.72,2012
4238,9,Philadelphia,True,MR PLOSSER,2012-03-13,0.0532012647564501,0.7275516911770519,25,2012-03,7.933333333333334,2012
1402,3,Boston,True,MR ROSENGREN,2012-03-13,0.0855566655744951,0.7320270600376484,25,2012-03,7.166666666666667,2012
2542,5,San Francisco,True,MR WILLIAMS,2012-03-13,0.0526469277382252,0.7437777093605475,25,2012-03,8.344444444444443,2012
1177,3,Kansas City,True,MS GEORGE,2012-03-13,0.075261518562784,0.6870646709738057,25,2012-03,5.95,2012
1686,3,Cleveland,True,MS PIANALTO,2012-03-13,0.0756158936936125,0.7077594454662514,25,2012-03,7.85,2012
3211,3,San Francisco,True,MS YELLEN,2012-03-13,0.0731982333987095,0.7828120466509381,25,2012-03,8.344444444444443,2012
3161,19,New York,True,VICE CHAIRMAN DUDLEY,2012-03-13,0.0926531567772925,0.7846940802257922,25,2012-03,8.7,2012
2358,9,St. Louis,True,MR BULLARD,2012-04-25,0.0694534515749047,0.1382199825742904,31,2012-04,7.25,2012
2401,12,Chicago,True,MR EVANS,2012-04-25,0.055233263097575,0.1023622047715013,31,2012-04,7.659999999999999,2012
3455,36,Dallas,True,MR FISHER,2012-04-25,0.0875226086177176,0.1061189138142243,31,2012-04,6.85,2012
4000,22,Minneapolis,True,MR KOCHERLAKOTA,2012-04-25,0.0857785107222801,0.1374154931635862,31,2012-04,4.625,2012
4099,39,Richmond,True,MR LACKER,2012-04-25,0.072125170883999,0.1179376472252954,31,2012-04,8.0,2012
1595,10,Atlanta,True,MR LOCKHART,2012-04-25,0.0680604232576302,0.1336064178093494,31,2012-04,8.7,2012
2883,17,Philadelphia,True,MR PLOSSER,2012-04-25,0.0786570478245276,0.1385306561524671,31,2012-04,8.0,2012
2136,11,Boston,True,MR ROSENGREN,2012-04-25,0.056827457256226,0.1256389021864176,31,2012-04,7.183333333333334,2012
1823,5,San Francisco,True,MR WILLIAMS,2012-04-25,0.0751109313662432,0.1353434517272501,31,2012-04,8.288888888888888,2012
721,3,Kansas City,True,MS GEORGE,2012-04-25,0.1271799833656343,0.1937245124968144,31,2012-04,5.916666666666667,2012
1443,2,Cleveland,True,MS PIANALTO,2012-04-25,0.1173776570664393,0.2010828701082414,31,2012-04,7.8,2012
2562,6,San Francisco,True,MS YELLEN,2012-04-25,0.0741250939928177,0.1406592918489135,31,2012-04,8.288888888888888,2012
4868,31,New York,True,VICE CHAIRMAN DUDLEY,2012-04-25,0.0620795630361795,0.1049933625276389,31,2012-04,8.8,2012
4161,11,St. Louis,True,MR BULLARD,2012-06-20,0.0732324252607965,0.1161602303714401,32,2012-06,7.199999999999999,2012
3943,13,Chicago,True,MR EVANS,2012-06-20,0.0859884139327186,0.1380153591226453,32,2012-06,7.659999999999999,2012
5365,22,Dallas,True,MR FISHER,2012-06-20,0.0591179104427692,0.0872613551629902,32,2012-06,6.8,2012
5028,19,Minneapolis,True,MR KOCHERLAKOTA,2012-06-20,0.0859984562607852,0.1218021222883216,32,2012-06,4.65,2012
2775,9,Richmond,True,MR LACKER,2012-06-20,0.0764002870922667,0.1297455591311825,32,2012-06,7.983333333333333,2012
1986,8,Atlanta,True,MR LOCKHART,2012-06-20,0.0580577197339352,0.1129452588892986,32,2012-06,8.620000000000001,2012
3593,5,Philadelphia,True,MR PLOSSER,2012-06-20,0.0679826684664172,0.1138695335687757,32,2012-06,8.1,2012
1540,6,Boston,True,MR ROSENGREN,2012-06-20,0.0861624211814358,0.1257343749588546,32,2012-06,7.216666666666666,2012
2434,11,San Francisco,True,MR WILLIAMS,2012-06-20,0.0511126008285028,0.1143044367018277,32,2012-06,8.244444444444445,2012
1020,3,Kansas City,True,MS GEORGE,2012-06-20,0.109986273839278,0.1793479044588609,32,2012-06,5.916666666666667,2012
1868,3,Cleveland,True,MS PIANALTO,2012-06-20,0.0926160896940253,0.1677446514762502,32,2012-06,7.75,2012
3417,5,San Francisco,True,MS YELLEN,2012-06-20,0.0763797166980424,0.1244603416444066,32,2012-06,8.244444444444445,2012
5832,28,New York,True,VICE CHAIRMAN DUDLEY,2012-06-20,0.0693842992979733,0.1055238069555355,32,2012-06,8.8,2012
6405,32,St. Louis,True,MR BULLARD,2012-08-01,0.0574766064482016,0.6745496576017216,31,2012-08,7.1,2012
3694,20,Chicago,True,MR EVANS,2012-08-01,0.0490784020423016,0.5830359146846943,31,2012-08,7.62,2012
4940,27,Dallas,True,MR FISHER,2012-08-01,0.0714933573215192,0.5635439106741393,31,2012-08,6.55,2012
4949,22,Minneapolis,True,MR KOCHERLAKOTA,2012-08-01,0.0646646830051813,0.6201343004232027,31,2012-08,4.6,2012
5256,43,Richmond,True,MR LACKER,2012-08-01,0.0604935754263658,0.6380444626888864,31,2012-08,7.85,2012
2811,7,Atlanta,True,MR LOCKHART,2012-08-01,0.0580627364680689,0.6292129444638057,31,2012-08,8.42,2012
5664,22,Philadelphia,True,MR PLOSSER,2012-08-01,0.0437407927942122,0.6202145123657548,31,2012-08,8.066666666666666,2012
1774,6,Boston,True,MR ROSENGREN,2012-08-01,0.068263264905803,0.6157048352810418,31,2012-08,7.166666666666667,2012
2690,9,San Francisco,True,MR WILLIAMS,2012-08-01,0.0517544134999894,0.6190464522666348,31,2012-08,7.977777777777778,2012
933,4,Kansas City,True,MS GEORGE,2012-08-01,0.1441065143097346,0.6189747181832588,31,2012-08,5.766666666666667,2012
2080,5,Cleveland,True,MS PIANALTO,2012-08-01,0.0802829279658006,0.6240847450833584,31,2012-08,7.699999999999999,2012
3799,6,San Francisco,True,MS YELLEN,2012-08-01,0.0600233172186508,0.6062837999508767,31,2012-08,7.977777777777778,2012
3812,23,New York,True,VICE CHAIRMAN DUDLEY,2012-08-01,0.0813988180360283,0.6701043245090137,31,2012-08,8.7,2012
5689,32,St. Louis,True,MR BULLARD,2012-09-13,0.0911319903420652,0.109892169410275,38,2012-09,7.1,2012
2380,8,Chicago,True,MR EVANS,2012-09-13,0.0829187304842616,0.1155451679779748,38,2012-09,7.56,2012
4072,44,Dallas,True,MR FISHER,2012-09-13,0.0854244431500605,0.10135746795017,38,2012-09,6.45,2012
3299,8,Minneapolis,True,MR KOCHERLAKOTA,2012-09-13,0.1055564182576767,0.1154558710825021,38,2012-09,4.575,2012
6320,71,Richmond,True,MR LACKER,2012-09-13,0.0765404911492479,0.1004539226687769,38,2012-09,7.766666666666666,2012
1763,14,Atlanta,True,MR LOCKHART,2012-09-13,0.0682608317071642,0.1272614837813115,38,2012-09,8.32,2012
3902,15,Philadelphia,True,MR PLOSSER,2012-09-13,0.0797084426219342,0.1003953786114658,38,2012-09,8.033333333333333,2012
1580,5,Boston,True,MR ROSENGREN,2012-09-13,0.0934575546611957,0.1593689600003024,38,2012-09,7.116666666666667,2012
1418,3,San Francisco,True,MR WILLIAMS,2012-09-13,0.1049399989217284,0.170751104018928,38,2012-09,7.833333333333333,2012
1056,3,Kansas City,True,MS GEORGE,2012-09-13,0.1258365554497128,0.2055683718382092,38,2012-09,5.75,2012
2302,5,Cleveland,True,MS PIANALTO,2012-09-13,0.0760137502448289,0.1352685857027492,38,2012-09,7.65,2012
2475,6,San Francisco,True,MS YELLEN,2012-09-13,0.0875722844250227,0.1357046925849773,38,2012-09,7.833333333333333,2012
5007,55,New York,True,VICE CHAIRMAN DUDLEY,2012-09-13,0.0658451648612593,0.0872320838384753,38,2012-09,8.6,2012
