date,year,district,year_month,unemployment_gap,unemployment_rate,dissent,direction,dissent_easier
1977-09-20,1977.0,9,1977-09,-1.6723148148148148,4.75,0.0,None,0
1977-09-20,1977.0,10,1977-09,-1.7556481481481478,4.666666666666667,0.0,None,0
1977-09-20,1977.0,11,1977-09,-0.2723148148148144,6.15,0.0,None,0
1977-09-20,1977.0,12,1977-09,0.7554629629629623,7.177777777777777,0.0,None,0
1977-10-18,1977.0,1,1977-10,0.386805555555556,6.733333333333333,1.0,Tighter,0
1977-10-18,1977.0,2,1977-10,2.2534722222222223,8.6,0.0,None,0
1977-10-18,1977.0,3,1977-10,1.4534722222222225,7.8,0.0,None,0
1977-10-18,1977.0,4,1977-10,-0.946527777777777,5.4,0.0,None,0
1977-10-18,1977.0,5,1977-10,0.0701388888888896,6.416666666666667,0.0,None,0
1977-10-18,1977.0,6,1977-10,0.4734722222222229,6.82,0.0,None,0
1977-10-18,1977.0,7,1977-10,-0.566527777777778,5.779999999999999,0.0,None,0
1977-10-18,1977.0,8,1977-10,-0.2465277777777776,6.1,0.0,None,0
1977-10-18,1977.0,9,1977-10,-1.6715277777777775,4.675,0.0,None,0
1977-10-18,1977.0,10,1977-10,-1.7631944444444445,4.583333333333333,0.0,None,0
1977-10-18,1977.0,11,1977-10,-0.0965277777777773,6.25,0.0,None,0
1977-10-18,1977.0,12,1977-10,0.6534722222222227,7.0,0.0,None,0
1977-11-15,1977.0,1,1977-11,0.2737499999999997,6.55,0.0,None,0
1977-11-15,1977.0,2,1977-11,2.22375,8.5,0.0,None,0
1977-11-15,1977.0,3,1977-11,1.42375,7.7,0.0,None,0
1977-11-15,1977.0,4,1977-11,-0.8762499999999998,5.4,0.0,None,0
1977-11-15,1977.0,5,1977-11,0.0570833333333329,6.333333333333333,0.0,None,0
1977-11-15,1977.0,6,1977-11,0.42375,6.7,0.0,None,0
1977-11-15,1977.0,7,1977-11,-0.5362499999999999,5.74,0.0,None,0
1977-11-15,1977.0,8,1977-11,-0.2262499999999994,6.050000000000001,0.0,None,0
1977-11-15,1977.0,9,1977-11,-1.65125,4.625,0.0,None,0
1977-11-15,1977.0,10,1977-11,-1.742916666666667,4.533333333333333,0.0,None,0
1977-11-15,1977.0,11,1977-11,0.0737499999999995,6.35,0.0,None,0
1977-11-15,1977.0,12,1977-11,0.5570833333333329,6.833333333333333,0.0,None,0
1977-12-20,1977.0,1,1977-12,0.1669907407407409,6.366666666666667,0.0,None,0
1977-12-20,1977.0,2,1977-12,2.200324074074074,8.4,0.0,None,0
1977-12-20,1977.0,3,1977-12,1.333657407407408,7.533333333333334,0.0,None,0
1977-12-20,1977.0,4,1977-12,-0.7996759259259258,5.4,0.0,None,0
1977-12-20,1977.0,5,1977-12,0.0669907407407404,6.266666666666667,0.0,None,0
1977-12-20,1977.0,6,1977-12,0.3603240740740734,6.56,0.0,None,0
1977-12-20,1977.0,7,1977-12,-0.499675925925926,5.7,0.0,None,0
1977-12-20,1977.0,8,1977-12,-0.1496759259259255,6.050000000000001,1.0,Tighter,0
1977-12-20,1977.0,9,1977-12,-1.624675925925926,4.575,0.0,None,0
1977-12-20,1977.0,10,1977-12,-1.7663425925925926,4.433333333333334,0.0,None,0
1977-12-20,1977.0,11,1977-12,0.2003240740740741,6.4,0.0,None,0
1977-12-20,1977.0,12,1977-12,0.511435185185185,6.711111111111111,0.0,None,0
1978-01-17,1978.0,1,1978-01,0.0562037037037042,6.15,0.0,None,0
1978-01-17,1978.0,2,1978-01,2.106203703703703,8.2,0.0,None,0
1978-01-17,1978.0,3,1978-01,1.3062037037037024,7.399999999999999,0.0,None,0
1978-01-17,1978.0,4,1978-01,-0.7437962962962965,5.35,0.0,None,0
1978-01-17,1978.0,5,1978-01,0.0395370370370367,6.133333333333333,0.0,None,0
1978-01-17,1978.0,6,1978-01,0.3862037037037042,6.48,0.0,None,0
