date,ntfs_change,spread_2_10_change,fg_score,fg_strength,avg_dissent,regional_dissent_share,statement,delta_2Y_1day,delta_5Y_1day,delta_10Y_1day,delta_30Y_1day,delta_2Y_2day,delta_5Y_2day,delta_10Y_2day,delta_30Y_2day,delta_2Y_5day,delta_5Y_5day,delta_10Y_5day,delta_30Y_5day,delta_2Y_0to1,delta_5Y_0to1,delta_10Y_0to1,delta_30Y_0to1,delta_2Y,delta_5Y,delta_10Y,delta_30Y,pc1_level,pc2_slope,pc3_curvature,fg_extended_period,fg_considerable_time,fg_patient,fg_gradual_increases,fg_data_dependent,fg_conditions_warrant,fg_unemployment_threshold,fg_inflation_threshold,fg_balanced_risks,fg_downside_risks,fg_composite,regime
2006-01-31,3.996099540874809,-5.079999999999973,0.0080060174687269,0.0080060174687269,0.2439136717284864,0.1739130434782608,"The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 4-1/2 percent. Although recent economic data have been uneven, the expansion in economic activity appears solid. Core inflation has stayed relatively low in recent months and longer-term inflation expectations remain contained. Nevertheless, possible increases in resource utilization as well as elevated energy prices have the potential to add to inflation pressures. The Committee judges that some further policy firming may be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance. In any event, the Committee will respond to changes in economic prospects as needed to foster these objectives. Voting for the FOMC monetary policy action were: Alan Greenspan, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Roger W. Ferguson, Jr.; Jack Guynn; Donald L. Kohn; Jeffrey M. Lacker; Mark W. Olson; Sandra Pianalto; and Janet L. Yellen. In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 5-1/2 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Kansas City, Dallas, and San Francisco.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03000000000000025,0.009999999999999787,0.009999999999999787,-0.02999999999999936,0.04999999999999982,0.040000000000000036,0.040000000000000036,0.0,0.07000000000000028,0.04999999999999982,0.03000000000000025,0.020000000000000462,-1.163127803479118,0.8056360825268762,0.26255074597416717,0.5006506683879863,0.3949961613612032,0.387484586328251,0.5271139039555817,0.390532637289293,0.41503926605318253,0.35825801469629626,0.43330522124901094,0.382438731204206,0.2856569184918908,0.4075476109016901,pre_crisis
2006-03-28,8.245328858965806,1.4199999999999768,0.0272118825561274,0.0272118825561274,0.2429500475331459,0.1304347826086956,"The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 4-3/4 percent. The slowing of the growth of real GDP in the fourth quarter of 2005 seems largely to have reflected temporary or special factors. Economic growth has rebounded strongly in the current quarter but appears likely to moderate to a more sustainable pace. As yet, the run-up in the prices of energy and other commodities appears to have had only a modest effect on core inflation, ongoing productivity gains have helped to hold the growth of unit labor costs in check, and inflation expectations remain contained. Still, possible increases in resource utilization, in combination with the elevated prices of energy and other commodities, have the potential to add to inflation pressures. The Committee judges that some further policy firming may be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance. In any event, the Committee will respond to changes in economic prospects as needed to foster these objectives. Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Jack Guynn; Donald L. Kohn; Randall S. Kroszner; Jeffrey M. Lacker; Mark W. Olson; Sandra Pianalto; Kevin M. Warsh; and Janet L. Yellen. In a related action, the Board of Governors approved a 25-basis-point increase in the discount rate to 5-3/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Dallas, and San Francisco.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040000000000000036,0.02999999999999936,0.019999999999999574,0.0,0.010000000000000675,0.0,0.019999999999999574,0.040000000000000036,0.10000000000000053,0.09999999999999964,0.10999999999999943,0.10999999999999943,-2.4380574044690593,0.5365333261751428,0.4648838846269577,0.4908924151323786,0.39198367771424825,0.3849202294482077,0.5232294056194794,0.39650910596737676,0.40855469034691994,0.34434885559726247,0.4179947793079193,0.38562570650044536,0.3035441935925248,0.40476030592267626,pre_crisis
2006-05-10,7.921355256064899,0.4900000000000126,0.039761582794906,0.039761582794906,0.2484545154716788,0.16,"The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 5 percent. Economic growth has been quite strong so far this year. The Committee sees growth as likely to moderate to a more sustainable pace, partly reflecting a gradual cooling of the housing market and the lagged effects of increases in interest rates and energy prices. As yet, the run-up in the prices of energy and other commodities appears to have had only a modest effect on core inflation, ongoing productivity gains have helped to hold the growth of unit labor costs in check, and inflation expectations remain contained. Still, possible increases in resource utilization, in combination with the elevated prices of energy and other commodities, have the potential to add to inflation pressures. The Committee judges that some further policy firming may yet be needed to address inflation risks but emphasizes that the extent and timing of any such firming will depend importantly on the evolution of the economic outlook as implied by incoming information. In any event, the Committee will respond to changes in economic prospects as needed to support the attainment of its objectives. Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Jack Guynn; Donald L. Kohn; Randall S. Kroszner; Jeffrey M. Lacker; Mark W. Olson; Sandra Pianalto; Kevin M. Warsh; and Janet L. Yellen. In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 6 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Dallas, and San Francisco.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019999999999999574,0.009999999999999787,0.009999999999999787,0.040000000000000036,0.020000000000000462,0.03000000000000025,0.009999999999999787,0.03000000000000025,-0.6758084393352801,0.19354366558983835,0.12999145434930207,0.4976346797693818,0.3964629934789847,0.3824712497817295,0.5294203221406669,0.38806045676301526,0.4151383241058684,0.37733732596823977,0.4323412448743572,0.38179016368360963,0.2975612803734464,0.40982180409392993,pre_crisis
2006-06-29,-9.354150746763867,2.0500000000000185,0.0279662994845715,0.0279662994845715,0.2427869720483264,0.12,"The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 5-1/4 percent. Recent indicators suggest that economic growth is moderating from its quite strong pace earlier this year, partly reflecting a gradual cooling of the housing market and the lagged effects of increases in interest rates and energy prices. Readings on core inflation have been elevated in recent months. Ongoing productivity gains have held down the rise in unit labor costs, and inflation expectations remain contained. However, the high levels of resource utilization and of the prices of energy and other commodities have the potential to sustain inflation pressures. Although the moderation in the growth of aggregate demand should help to limit inflation pressures over time, the Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information. In any event, the Committee will respond to changes in economic prospects as needed to support the attainment of its objectives. Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Jack Guynn; Donald L. Kohn; Randall S. Kroszner; Jeffrey M. Lacker; Sandra Pianalto; Kevin M. Warsh; and Janet L. Yellen. In a related action, the Board of Governors unanimously approved a 25-basis-point increase in the discount rate to 6-1/4 percent. In taking this action, the Board approved the requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Philadelphia, Cleveland, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, and Dallas.",0.0,0.0,0.0,0.0,0.009999999999999787,0.010000000000000675,0.0,0.009999999999999787,,,,,-0.04999999999999982,-0.07000000000000028,-0.0699999999999994,-0.0699999999999994,-0.1299999999999999,-0.13000000000000078,-0.09999999999999964,-0.08999999999999986,2.260644208944976,-0.8441202036535235,-0.3834755648772142,0.5076435780607299,0.4003748508145386,0.38006515351772663,0.5280649277725743,0.388616289318219,0.40411649571192587,0.37400357936232054,0.42929673011980607,0.39362755456590215,0.3023779745468722,0.4108187133790615,pre_crisis
2006-08-08,-0.0686375077515677,6.02999999999998,-0.0233881640792009,0.0233881640792009,0.2186772612889792,0.1428571428571428,"The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent. Economic growth has moderated from its quite strong pace earlier this year, partly reflecting a gradual cooling of the housing market and the lagged effects of increases in interest rates and energy prices. Readings on core inflation have been elevated in recent months, and the high levels of resource utilization and of the prices of energy and other commodities have the potential to sustain inflation pressures. However, inflation pressures seem likely to moderate over time, reflecting contained inflation expectations and the cumulative effects of monetary policy actions and other factors restraining aggregate demand. Nonetheless, the Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information. Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Jack Guynn; Donald L. Kohn; Randall S. Kroszner; Sandra Pianalto; Kevin M. Warsh; and Janet L. Yellen. Voting against was Jeffrey M. Lacker, who preferred an increase of 25 basis points in the federal funds rate target at this meeting.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04999999999999982,0.040000000000000036,0.03000000000000025,0.03000000000000025,0.0,0.010000000000000675,-0.009999999999999787,0.03000000000000025,-0.04999999999999982,0.0,-0.009999999999999787,0.04999999999999982,-0.050088194011005546,-0.7189625065261608,-0.03318122371267873,0.5823359171092172,0.4701833134415637,0.439571068039727,0.5152083161023444,0.42711818627590503,0.40429918885753824,0.4425837659558268,0.49757732437177526,0.4396958224214006,0.2999869646445956,0.45185598672198946,pre_crisis
2006-09-20,-6.509813030294342,1.16000000000005,-0.0237746032624714,0.0237746032624714,0.2640418004359943,0.08,"The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent. The moderation in economic growth appears to be continuing, partly reflecting a cooling of the housing market. Readings on core inflation have been elevated, and the high levels of resource utilization and of the prices of energy and other commodities have the potential to sustain inflation pressures. However, inflation pressures seem likely to moderate over time, reflecting reduced impetus from energy prices, contained inflation expectations, and the cumulative effects of monetary policy actions and other factors restraining aggregate demand. Nonetheless, the Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information. Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Jack Guynn; Donald L. Kohn; Randall S. Kroszner; Frederic S. Mishkin; Sandra Pianalto; Kevin M. Warsh; and Janet L. Yellen. Voting against was Jeffrey M. Lacker, who preferred an increase of 25 basis points in the federal funds rate target at this meeting.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09999999999999964,-0.10000000000000053,-0.08000000000000007,-0.0699999999999994,-0.08000000000000007,-0.09000000000000075,-0.08999999999999986,-0.08000000000000007,1.6234908835538424,-0.28941229984839806,-0.22688310210652182,0.5881653511414845,0.4736122731582808,0.44249070786365896,0.5107070309137796,0.42738438119364264,0.39616758064744817,0.44710939951050066,0.5044638960119929,0.4439873456553278,0.296606999529766,0.4530694965625882,pre_crisis
2006-10-25,-8.131642230864955,-0.7600000000000051,-0.0221237705766593,0.0221237705766593,0.2272718776917281,0.1818181818181818,"The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent. Economic growth has slowed over the course of the year, partly reflecting a cooling of the housing market. Going forward, the economy seems likely to expand at a moderate pace. Readings on core inflation have been elevated, and the high level of resource utilization has the potential to sustain inflation pressures. However, inflation pressures seem likely to moderate over time, reflecting reduced impetus from energy prices, contained inflation expectations, and the cumulative effects of monetary policy actions and other factors restraining aggregate demand. Nonetheless, the Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information. Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Donald L. Kohn; Randall S. Kroszner; Frederic S. Mishkin; Sandra Pianalto; William Poole; Kevin M. Warsh; and Janet L. Yellen. Voting against was Jeffrey M. Lacker, who preferred an increase of 25 basis points in the federal funds rate target at this meeting.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07000000000000028,-0.05999999999999961,-0.04999999999999982,-0.04999999999999982,-0.10000000000000053,-0.11999999999999922,-0.09999999999999964,-0.11000000000000032,2.102874071746182,-0.37344363959434435,-0.33647657768919265,0.5906871524920035,0.47529603437776524,0.44727264373053477,0.5166593502408237,0.43231971557757953,0.41696248666469593,0.4448680499219695,0.4991995143575958,0.4434236830396192,0.31259642321798964,0.4579285053620577,pre_crisis
2006-12-12,3.3495819008490635,1.7800000000001148,-0.0157905983808394,0.0157905983808394,0.2357763901446621,0.0833333333333333,"The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent. Economic growth has slowed over the course of the year, partly reflecting a substantial cooling of the housing market. Although recent indicators have been mixed, the economy seems likely to expand at a moderate pace on balance over coming quarters. Readings on core inflation have been elevated, and the high level of resource utilization has the potential to sustain inflation pressures. However, inflation pressures seem likely to moderate over time, reflecting reduced impetus from energy prices, contained inflation expectations, and the cumulative effects of monetary policy actions and other factors restraining aggregate demand. Nonetheless, the Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information. Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Donald L. Kohn; Randall S. Kroszner; Frederic S. Mishkin; Sandra Pianalto; William Poole; Kevin M. Warsh; and Janet L. Yellen. Voting against was Jeffrey M. Lacker, who preferred an increase of 25 basis points in the federal funds rate target at this meeting.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020000000000000462,0.0,0.0,0.0,0.08999999999999986,0.08999999999999986,0.08999999999999986,0.09000000000000075,0.03000000000000025,0.040000000000000036,0.0600000000000005,0.0600000000000005,-1.1805441372245606,0.03951933437473677,0.1699420144844571,0.5863503767347408,0.4709531652454755,0.4436398419670273,0.511699667414398,0.42562435971127266,0.4105635778464969,0.44215183501455213,0.4937460427093743,0.43944366643338195,0.30710829065841727,0.45312808237351376,pre_crisis
2007-01-31,-3.241261028814346,-2.3300000000000765,-0.0220415751529231,0.0220415751529231,0.2838658768350954,0.0714285714285714,"The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent. Recent indicators have suggested somewhat firmer economic growth, and some tentative signs of stabilization have appeared in the housing market. Overall, the economy seems likely to expand at a moderate pace over coming quarters. Readings on core inflation have improved modestly in recent months, and inflation pressures seem likely to moderate over time. However, the high level of resource utilization has the potential to sustain inflation pressures. The Committee judges that some inflation risks remain. The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information. Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Susan S. Bies; Thomas M. Hoenig; Donald L. Kohn; Randall S. Kroszner; Cathy E. Minehan; Frederic S. Mishkin; Michael H. Moskow; William Poole; and Kevin M. Warsh.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999574,0.019999999999999574,0.009999999999999787,0.0,-0.020000000000000462,-0.020000000000000462,-0.040000000000000036,-0.05000000000000071,0.47001808655261323,0.22386597696807078,-0.17377368888032532,0.5893789694774074,0.4730708910335104,0.44390884235371453,0.5063091313436047,0.4265332042612797,0.422447663266869,0.44943585171898104,0.49540052979580707,0.4448846812083104,0.3012815363869219,0.45526513008464065,pre_crisis
2007-03-21,-1.4636018566732467,6.320000000000015,-0.016576127191596,0.016576127191596,0.2381923276150708,0.1363636363636363,"The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent. Recent indicators have been mixed and the adjustment in the housing sector is ongoing. Nevertheless, the economy seems likely to continue to expand at a moderate pace over coming quarters. Recent readings on core inflation have been somewhat elevated. Although inflation pressures seem likely to moderate over time, the high level of resource utilization has the potential to sustain those pressures. In these circumstances, the Committee's predominant policy concern remains the risk that inflation will fail to moderate as expected. Future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information. Voting for the FOMC monetary policy action were: Ben S. Bernanke, Chairman; Timothy F. Geithner, Vice Chairman; Thomas M. Hoenig; Donald L. Kohn; Randall S. Kroszner; Cathy E. Minehan; Frederic S. Mishkin; Michael H. Moskow; William Poole; and Kevin M. Warsh.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07000000000000028,0.0600000000000005,0.0699999999999994,0.08000000000000007,-0.019999999999999574,0.020000000000000462,0.040000000000000036,0.07000000000000028,-0.6932247730807246,-0.5725730825623024,0.037382722859591794,0.6026060031294557,0.48322584136083047,0.45375495232894814,0.5100551487830896,0.4417947965855846,0.41336331715735575,0.44908046982566385,0.5015587623905512,0.4391751136021821,0.2965945086071592,0.45912089137708206,pre_crisis
