date,speaker,district,unemployment_discussion_score,unemployment_rate,num_turns
2009-09-23,LACKER,Richmond,0.20314129507901524,9.51978716435598,26136
2009-09-23,LOCKHART,Atlanta,0.241027597152886,9.51978716435598,5346
2009-09-23,PIANALTO,Cleveland,0.34780867001846555,9.51978716435598,1188
2009-09-23,PLOSSER,Philadelphia,0.21870982578933382,9.51978716435598,19602
2009-09-23,ROSENGREN,Boston,0.2706851050514004,9.51978716435598,3564
2009-09-23,YELLEN,San Francisco,0.3000963236793832,9.51978716435598,3564
2009-11-04,BULLARD,St. Louis,0.25819530446577077,9.438856281929976,2680
2009-11-04,DUDLEY,New York,0.21682162223470108,9.438856281929976,10184
2009-11-04,EVANS,Chicago,0.20090392232699816,9.438856281929976,5896
2009-11-04,FISHER,Dallas,0.2563235640324179,9.438856281929976,6968
2009-11-04,HOENIG,Kansas City,0.23431341646176154,9.438856281929976,1608
2009-11-04,KOCHERLAKOTA,Minneapolis,0.25746253740192315,9.438856281929976,4824
2009-11-04,LACKER,Richmond,0.20142058300709897,9.438856281929976,20368
2009-11-04,LOCKHART,Atlanta,0.1900769912631382,9.438856281929976,11256
2009-11-04,PIANALTO,Cleveland,0.3146401235719477,9.438856281929976,1608
2009-11-04,PLOSSER,Philadelphia,0.1628919491357768,9.438856281929976,12864
2009-11-04,ROSENGREN,Boston,0.32790624759167075,9.438856281929976,1608
2009-11-04,YELLEN,San Francisco,0.2615071430107517,9.438856281929976,4020
2009-12-16,BULLARD,St. Louis,0.18430380026239007,8.174735271384248,7500
2009-12-16,DUDLEY,New York,0.2034278057310523,8.174735271384248,4500
2009-12-16,EVANS,Chicago,0.20310996108692822,8.174735271384248,8000
2009-12-16,FISHER,Dallas,0.25488759323196414,8.174735271384248,5500
2009-12-16,HOENIG,Kansas City,0.26646774228145514,8.174735271384248,5000
2009-12-16,KOCHERLAKOTA,Minneapolis,0.2257705843687138,8.174735271384248,10500
2009-12-16,LACKER,Richmond,0.18544152234849223,8.174735271384248,11000
2009-12-16,LOCKHART,Atlanta,0.2723773227983525,8.174735271384248,6000
2009-12-16,PIANALTO,Cleveland,0.27036029537945505,8.174735271384248,2000
2009-12-16,PLOSSER,Philadelphia,0.20894912863966997,8.174735271384248,8500
2009-12-16,ROSENGREN,Boston,0.24216106543601326,8.174735271384248,3500
2009-12-16,YELLEN,San Francisco,0.3248287798328799,8.174735271384248,3000
2010-01-27,BULLARD,St. Louis,0.24704390110493712,7.006034909257958,9690
2010-01-27,DUDLEY,New York,0.1952809352786433,7.006034909257958,7980
2010-01-27,EVANS,Chicago,0.29807713776912836,7.006034909257958,3420
2010-01-27,FISHER,Dallas,0.22536658686576125,7.006034909257958,10260
2010-01-27,HOENIG,Kansas City,0.3217392263328338,7.006034909257958,1710
2010-01-27,KOCHERLAKOTA,Minneapolis,0.25090422693536946,7.006034909257958,11970
2010-01-27,LACKER,Richmond,0.2113841910646858,7.006034909257958,15960
2010-01-27,LOCKHART,Atlanta,0.21936359679754922,7.006034909257958,6840
2010-01-27,PIANALTO,Cleveland,0.295727046050364,7.006034909257958,1710
2010-01-27,PLOSSER,Philadelphia,0.17064088834620553,7.006034909257958,10260
2010-01-27,ROSENGREN,Boston,0.2534958344361421,7.006034909257958,3990
2010-01-27,YELLEN,San Francisco,0.31731815895769727,7.006034909257958,4275
2010-03-16,BULLARD,St. Louis,0.2631092430939984,8.119872895610056,1200
2010-03-16,DUDLEY,New York,0.2359730670565123,8.119872895610056,720
2010-03-16,EVANS,Chicago,0.26398584540905584,8.119872895610056,1440
2010-03-16,FISHER,Dallas,0.21858610472299414,8.119872895610056,2160
2010-03-16,HOENIG,Kansas City,0.250676863754418,8.119872895610056,960
2010-03-16,KOCHERLAKOTA,Minneapolis,0.22958060400452054,8.119872895610056,2160
2010-03-16,LACKER,Richmond,0.23496949982764329,8.119872895610056,2640
2010-03-16,LOCKHART,Atlanta,0.2762363889917509,8.119872895610056,1440
2010-03-16,PIANALTO,Cleveland,0.36046203471649463,8.119872895610056,480
2010-03-16,PLOSSER,Philadelphia,0.27216704898985605,8.119872895610056,720
2010-03-16,ROSENGREN,Boston,0.36394225373575245,8.119872895610056,480
2010-03-16,YELLEN,San Francisco,0.3385707037065992,8.119872895610056,1080
2010-04-28,BULLARD,St. Louis,0.25699312501567045,9.52958232226081,1600
2010-04-28,DUDLEY,New York,0.23502485984186663,9.52958232226081,4160
2010-04-28,EVANS,Chicago,0.22844861479395914,9.52958232226081,2240
2010-04-28,HOENIG,Kansas City,0.22638067051247854,9.52958232226081,2240
2010-04-28,KOCHERLAKOTA,Minneapolis,0.22521828012033546,9.52958232226081,2880
2010-04-28,LACKER,Richmond,0.24967947242987706,9.52958232226081,3840
2010-04-28,LOCKHART,Atlanta,0.27295878490129527,9.52958232226081,2400
2010-04-28,PIANALTO,Cleveland,0.3059266111997489,9.52958232226081,960
2010-04-28,PLOSSER,Philadelphia,0.27975897964799185,9.52958232226081,1280
2010-04-28,ROSENGREN,Boston,0.23280784711676708,9.52958232226081,2240
2010-04-28,YELLEN,San Francisco,0.32036855391980384,9.52958232226081,1440
2010-06-23,BULLARD,St. Louis,0.25589415576791097,7.486634305667936,2170
2010-06-23,DUDLEY,New York,0.21232810986803752,7.486634305667936,5642
2010-06-23,EVANS,Chicago,0.265891765592087,7.486634305667936,2604
2010-06-23,FISHER,Dallas,0.1910881795055646,7.486634305667936,10416
2010-06-23,HOENIG,Kansas City,0.2316595563533037,7.486634305667936,2604
2010-06-23,KOCHERLAKOTA,Minneapolis,0.2726564831029046,7.486634305667936,5859
2010-06-23,LACKER,Richmond,0.18082892475866424,7.486634305667936,10850
2010-06-23,LOCKHART,Atlanta,0.23563397233521902,7.486634305667936,4557
2010-06-23,PIANALTO,Cleveland,0.299078248888488,7.486634305667936,1302
2010-06-23,PLOSSER,Philadelphia,0.1811406651484672,7.486634305667936,7812
2010-06-23,ROSENGREN,Boston,0.28522758804281645,7.486634305667936,3038
2010-06-23,YELLEN,San Francisco,0.285322207340216,7.486634305667936,2604
2010-08-10,BULLARD,St. Louis,0.2934233818600936,6.061689791262037,1192
2010-08-10,DUDLEY,New York,0.2210127779735542,6.061689791262037,2682
2010-08-10,EVANS,Chicago,0.3731477344538678,6.061689791262037,596
2010-08-10,FISHER,Dallas,0.2649538886213054,6.061689791262037,4470
2010-08-10,HOENIG,Kansas City,0.29040260663995743,6.061689791262037,596
2010-08-10,KOCHERLAKOTA,Minneapolis,0.2318672941832785,6.061689791262037,4917
2010-08-10,LACKER,Richmond,0.25448476430260947,6.061689791262037,5364
2010-08-10,LOCKHART,Atlanta,0.2923791542663682,6.061689791262037,1788
2010-08-10,PIANALTO,Cleveland,0.33142174312047057,6.061689791262037,894
2010-08-10,PLOSSER,Philadelphia,0.3136220466742985,6.061689791262037,894
2010-08-10,ROSENGREN,Boston,0.2886597297300707,6.061689791262037,894
2010-08-10,YELLEN,San Francisco,0.349134284773945,6.061689791262037,894
2010-09-21,BULLARD,St. Louis,0.2386693445602381,10.8511729101659,2000
2010-09-21,DUDLEY,New York,0.283855628780549,10.8511729101659,750
2010-09-21,EVANS,Chicago,0.27380220062472693,10.8511729101659,1000
2010-09-21,FISHER,Dallas,0.23323864074568668,10.8511729101659,3250
2010-09-21,HOENIG,Kansas City,0.35200498168737204,10.8511729101659,500
2010-09-21,KOCHERLAKOTA,Minneapolis,0.27874784323958773,10.8511729101659,1500
2010-09-21,LACKER,Richmond,0.20901457414808458,10.8511729101659,2750
2010-09-21,LOCKHART,Atlanta,0.3299585202868784,10.8511729101659,1125
2010-09-21,PIANALTO,Cleveland,0.36958514481063337,10.8511729101659,500
2010-09-21,PLOSSER,Philadelphia,0.24949287803712422,10.8511729101659,2250
2010-09-21,ROSENGREN,Boston,0.3147217140957281,10.8511729101659,750
2010-09-21,YELLEN,San Francisco,0.35969978514917467,10.8511729101659,1125
2010-11-03,BULLARD,St. Louis,0.2540145349934006,9.719039915554095,8700
2010-11-03,DUDLEY,New York,0.2184286576658431,9.719039915554095,6380
2010-11-03,EVANS,Chicago,0.1750032353204797,9.719039915554095,10440
2010-11-03,FISHER,Dallas,0.18440789296427534,9.719039915554095,17400
2010-11-03,HOENIG,Kansas City,0.27198432269926265,9.719039915554095,2320
2010-11-03,KOCHERLAKOTA,Minneapolis,0.22928073268829466,9.719039915554095,20880
2010-11-03,LACKER,Richmond,0.2179822053720091,9.719039915554095,22620
2010-11-03,LOCKHART,Atlanta,0.22718579359299237,9.719039915554095,6960
2010-11-03,PIANALTO,Cleveland,0.3660377788321189,9.719039915554095,1160
2010-11-03,PLOSSER,Philadelphia,0.20297430507318703,9.719039915554095,9280
2010-11-03,ROSENGREN,Boston,0.30606671729526774,9.719039915554095,1740
2010-11-03,YELLEN,San Francisco,0.32583744937395104,9.719039915554095,4350
2010-12-14,BULLARD,St. Louis,0.22585759487614218,9.552093849118512,1428
2010-12-14,DUDLEY,New York,0.22268968343030132,9.552093849118512,1666
2010-12-14,EVANS,Chicago,0.3362890773721147,9.552093849118512,714
2010-12-14,FISHER,Dallas,0.24004900586358335,9.552093849118512,3094
2010-12-14,HOENIG,Kansas City,0.3372816144222281,9.552093849118512,476
2010-12-14,KOCHERLAKOTA,Minneapolis,0.23006164638279764,9.552093849118512,1071
2010-12-14,LACKER,Richmond,0.22061830917876654,9.552093849118512,1904
2010-12-14,LOCKHART,Atlanta,0.24219990939355798,9.552093849118512,3213
2010-12-14,PIANALTO,Cleveland,0.3725592564382701,9.552093849118512,476
2010-12-14,PLOSSER,Philadelphia,0.2672285339390971,9.552093849118512,714
2010-12-14,ROSENGREN,Boston,0.2950881739224897,9.552093849118512,952
2010-12-14,YELLEN,San Francisco,0.35986579605595886,9.552093849118512,714
2011-01-26,BULLARD,St. Louis,0.191521822888046,7.6587698973269775,9128
2011-01-26,DUDLEY,New York,0.2014852761854186,7.6587698973269775,18256
2011-01-26,EVANS,Chicago,0.2266411943732176,7.6587698973269775,10432
2011-01-26,FISHER,Dallas,0.20470007711724605,7.6587698973269775,20212
2011-01-26,HOENIG,Kansas City,0.20745551863712589,7.6587698973269775,5868
2011-01-26,KOCHERLAKOTA,Minneapolis,0.2133146803695477,7.6587698973269775,23472
2011-01-26,LACKER,Richmond,0.230548177399699,7.6587698973269775,17604
2011-01-26,LOCKHART,Atlanta,0.22594997551826582,7.6587698973269775,6846
2011-01-26,PIANALTO,Cleveland,0.26195068771719654,7.6587698973269775,1956
2011-01-26,PLOSSER,Philadelphia,0.1843511870431774,7.6587698973269775,11736
2011-01-26,ROSENGREN,Boston,0.20564355000062076,7.6587698973269775,4564
2011-01-26,YELLEN,San Francisco,0.15550195920131965,7.6587698973269775,20538
2011-03-15,BULLARD,St. Louis,0.25708434319556256,8.232608227418813,7680
2011-03-15,DUDLEY,New York,0.1949113889714263,8.232608227418813,8192
2011-03-15,EVANS,Chicago,0.2651669350058632,8.232608227418813,4608
2011-03-15,FISHER,Dallas,0.19800334790517007,8.232608227418813,15360
2011-03-15,HOENIG,Kansas City,0.20289176097704686,8.232608227418813,4608
2011-03-15,KOCHERLAKOTA,Minneapolis,0.18870301149383922,8.232608227418813,14592
2011-03-15,LACKER,Richmond,0.21770330024429302,8.232608227418813,8192
2011-03-15,LOCKHART,Atlanta,0.20176427366640676,8.232608227418813,16896
2011-03-15,PIANALTO,Cleveland,0.30354367386226666,8.232608227418813,1024
2011-03-15,PLOSSER,Philadelphia,0.20142718684242736,8.232608227418813,8704
2011-03-15,ROSENGREN,Boston,0.25992176681204204,8.232608227418813,1536
2011-03-15,WILLIAMS,San Francisco,0.208737576847199,8.232608227418813,4608
2011-03-15,YELLEN,San Francisco,0.1783101486804752,8.232608227418813,19200
2011-04-27,BULLARD,St. Louis,0.2096129222803311,8.377405314695402,7680
2011-04-27,DUDLEY,New York,0.249342934803376,8.377405314695402,3584
2011-04-27,EVANS,Chicago,0.25176690999997114,8.377405314695402,6656
2011-04-27,FISHER,Dallas,0.21768590836445723,8.377405314695402,6656
2011-04-27,HOENIG,Kansas City,0.2303825843500358,8.377405314695402,6656
2011-04-27,KOCHERLAKOTA,Minneapolis,0.22133374300520536,8.377405314695402,16896
2011-04-27,LACKER,Richmond,0.21363487559263838,8.377405314695402,16896
2011-04-27,LOCKHART,Atlanta,0.2796542287627246,8.377405314695402,4608
2011-04-27,PIANALTO,Cleveland,0.30057282406987185,8.377405314695402,1536
2011-04-27,PLOSSER,Philadelphia,0.2407104661927353,8.377405314695402,12288
2011-04-27,ROSENGREN,Boston,0.3475258967158417,8.377405314695402,1536
2011-04-27,WILLIAMS,San Francisco,0.26014591757602695,8.377405314695402,3072
2011-04-27,YELLEN,San Francisco,0.32202050165250373,8.377405314695402,3072
2011-06-22,BULLARD,St. Louis,0.2244594184471792,4.529210756589688,12204
2011-06-22,DUDLEY,New York,0.18822253134796488,4.529210756589688,20340
2011-06-22,EVANS,Chicago,0.27054025859094843,4.529210756589688,6102
2011-06-22,FISHER,Dallas,0.18779054665522937,4.529210756589688,19662
2011-06-22,HOENIG,Kansas City,0.19775432169271176,4.529210756589688,6102
2011-06-22,KOCHERLAKOTA,Minneapolis,0.2027174739940835,4.529210756589688,18306
2011-06-22,LACKER,Richmond,0.2245706042360845,4.529210756589688,18306
2011-06-22,LOCKHART,Atlanta,0.27458708022862666,4.529210756589688,6102
2011-06-22,PIANALTO,Cleveland,0.28906895905866653,4.529210756589688,2034
2011-06-22,PLOSSER,Philadelphia,0.22173811881741312,4.529210756589688,13560
2011-06-22,ROSENGREN,Boston,0.2012050370843798,4.529210756589688,6102
2011-06-22,WILLIAMS,San Francisco,0.22523980936378418,4.529210756589688,7119
2011-06-22,YELLEN,San Francisco,0.19714408659336677,4.529210756589688,12204
2011-08-09,BULLARD,St. Louis,0.23430694575416647,4.230443988326406,4950
2011-08-09,DUDLEY,New York,0.2146139539199131,4.230443988326406,6300
2011-08-09,EVANS,Chicago,0.24685103291401927,4.230443988326406,6750
2011-08-09,FISHER,Dallas,0.21299638074894953,4.230443988326406,13050
2011-08-09,HOENIG,Kansas City,0.2359394380362439,4.230443988326406,5400
2011-08-09,KOCHERLAKOTA,Minneapolis,0.2992851740445661,4.230443988326406,7425
2011-08-09,LACKER,Richmond,0.371341850209522,4.230443988326406,1350
2011-08-09,LOCKHART,Atlanta,0.3055570982352727,4.230443988326406,3375
2011-08-09,PIANALTO,Cleveland,0.35327267867415013,4.230443988326406,900
2011-08-09,PLOSSER,Philadelphia,0.23047509802946295,4.230443988326406,8100
2011-08-09,ROSENGREN,Boston,0.33154661868367274,4.230443988326406,2250
2011-08-09,WILLIAMS,San Francisco,0.3712368793728148,4.230443988326406,1350
2011-08-09,YELLEN,San Francisco,0.3329636067845761,4.230443988326406,5400
2011-09-21,BULLARD,St. Louis,0.2271912828119976,8.61034363594445,10688
2011-09-21,DUDLEY,New York,0.20582048240027137,8.61034363594445,20708
2011-09-21,EVANS,Chicago,0.27445814933736357,8.61034363594445,6680
2011-09-21,FISHER,Dallas,0.1917372582239889,8.61034363594445,18036
2011-09-21,GEORGE,Kansas City,0.3716627460569884,8.61034363594445,2004
2011-09-21,KOCHERLAKOTA,Minneapolis,0.2493980727140156,8.61034363594445,22044
2011-09-21,LACKER,Richmond,0.20969309760270052,8.61034363594445,31396
2011-09-21,LOCKHART,Atlanta,0.23759152717541474,8.61034363594445,10020
2011-09-21,PIANALTO,Cleveland,0.2687642496977631,8.61034363594445,4008
2011-09-21,PLOSSER,Philadelphia,0.26408981234272055,8.61034363594445,8684
2011-09-21,ROSENGREN,Boston,0.20793080664418054,8.61034363594445,8016
2011-09-21,WILLIAMS,San Francisco,0.26471023882448047,8.61034363594445,5010
2011-09-21,YELLEN,San Francisco,0.2764163894955272,8.61034363594445,5010
2011-11-02,BULLARD,St. Louis,0.21616622680922343,6.196775710885866,12236
2011-11-02,DUDLEY,New York,0.20829202305005956,6.196775710885866,15428
2011-11-02,EVANS,Chicago,0.269473627742465,6.196775710885866,6384
2011-11-02,FISHER,Dallas,0.2022799711865716,6.196775710885866,10640
2011-11-02,GEORGE,Kansas City,0.3445070635135056,6.196775710885866,1596
2011-11-02,KOCHERLAKOTA,Minneapolis,0.21733221835360403,6.196775710885866,19152
2011-11-02,LACKER,Richmond,0.22112972666816536,6.196775710885866,15960
2011-11-02,LOCKHART,Atlanta,0.2972488400621966,6.196775710885866,6384
2011-11-02,MESTER,Cleveland,0.25278564643850265,6.196775710885866,1064
2011-11-02,PIANALTO,Cleveland,0.27188615404009564,6.196775710885866,3192
2011-11-02,PLOSSER,Philadelphia,0.23072578372076527,6.196775710885866,6916
2011-11-02,ROSENGREN,Boston,0.29251320240919065,6.196775710885866,2128
2011-11-02,WILLIAMS,San Francisco,0.2949899783142592,6.196775710885866,5586
2011-11-02,YELLEN,San Francisco,0.2723792818997678,6.196775710885866,2394
2011-12-13,BULLARD,St. Louis,0.22455093312300511,9.800731204175063,5580
2011-12-13,DUDLEY,New York,0.25338273317836824,9.800731204175063,3348
2011-12-13,EVANS,Chicago,0.2709831054136552,9.800731204175063,1488
2011-12-13,FISHER,Dallas,0.21655311939876823,9.800731204175063,8184
2011-12-13,GEORGE,Kansas City,0.3337026479765647,9.800731204175063,1116
2011-12-13,KOCHERLAKOTA,Minneapolis,0.2117776039263342,9.800731204175063,3906
2011-12-13,LACKER,Richmond,0.18324627285998288,9.800731204175063,4836
2011-12-13,LOCKHART,Atlanta,0.30838247995759155,9.800731204175063,2232
2011-12-13,PIANALTO,Cleveland,0.3265066774098072,9.800731204175063,1116
2011-12-13,PLOSSER,Philadelphia,0.22591654931585542,9.800731204175063,5208
2011-12-13,ROSENGREN,Boston,0.27576185388308944,9.800731204175063,2604
2011-12-13,WILLIAMS,San Francisco,0.3255407934570487,9.800731204175063,1674
2011-12-13,YELLEN,San Francisco,0.3030349984962978,9.800731204175063,1674
2012-01-25,BULLARD,St. Louis,0.24134442328771272,9.031140132689757,19602
2012-01-25,DUDLEY,New York,0.23174786753719173,9.031140132689757,20328
2012-01-25,EVANS,Chicago,0.22005926040988835,9.031140132689757,6534
2012-01-25,FISHER,Dallas,0.23380615592363874,9.031140132689757,10890
2012-01-25,GEORGE,Kansas City,0.37439474620551527,9.031140132689757,1452
2012-01-25,KOCHERLAKOTA,Minneapolis,0.23040471558474496,9.031140132689757,19602
2012-01-25,LACKER,Richmond,0.213408582490743,9.031140132689757,31944
2012-01-25,LOCKHART,Atlanta,0.24354929400433223,9.031140132689757,15246
2012-01-25,PIANALTO,Cleveland,0.3360407044260038,9.031140132689757,4356
2012-01-25,PLOSSER,Philadelphia,0.2411781713891712,9.031140132689757,7986
2012-01-25,ROSENGREN,Boston,0.2473047238834037,9.031140132689757,5082
2012-01-25,WILLIAMS,San Francisco,0.2879437739352862,9.031140132689757,5445
2012-01-25,YELLEN,San Francisco,0.23529637178823462,9.031140132689757,10890
2012-03-13,BULLARD,St. Louis,0.27163370428068645,6.9584363515001675,7290
2012-03-13,DUDLEY,New York,0.2633780987282799,6.9584363515001675,9234
2012-03-13,EVANS,Chicago,0.2966863391739574,6.9584363515001675,6318
2012-03-13,FISHER,Dallas,0.22505085534132416,6.9584363515001675,15552
2012-03-13,GEORGE,Kansas City,0.340202685929565,6.9584363515001675,1458
2012-03-13,KOCHERLAKOTA,Minneapolis,0.220577129953215,6.9584363515001675,13122
2012-03-13,LACKER,Richmond,0.22698939413229277,6.9584363515001675,14580
2012-03-13,LOCKHART,Atlanta,0.2644889833579989,6.9584363515001675,4374
2012-03-13,PIANALTO,Cleveland,0.32425138801997433,6.9584363515001675,1458
2012-03-13,PLOSSER,Philadelphia,0.28163641941351114,6.9584363515001675,4374
2012-03-13,ROSENGREN,Boston,0.3475663725056912,6.9584363515001675,1458
2012-03-13,WILLIAMS,San Francisco,0.2800994474222125,6.9584363515001675,3645
2012-03-13,YELLEN,San Francisco,0.36445390925010906,6.9584363515001675,2187
2012-04-25,BULLARD,St. Louis,0.2362284917523646,7.545999479710393,4986
2012-04-25,DUDLEY,New York,0.2649284883387044,7.545999479710393,17728
2012-04-25,EVANS,Chicago,0.2082501515203523,7.545999479710393,6648
2012-04-25,FISHER,Dallas,0.15942262412676853,7.545999479710393,19944
2012-04-25,GEORGE,Kansas City,0.32243384304805267,7.545999479710393,1662
2012-04-25,KOCHERLAKOTA,Minneapolis,0.23281104596156385,7.545999479710393,18282
2012-04-25,LACKER,Richmond,0.195959334704664,7.545999479710393,21606
2012-04-25,LOCKHART,Atlanta,0.23634498351624003,7.545999479710393,8310
2012-04-25,PIANALTO,Cleveland,0.3592193929004849,7.545999479710393,1108
2012-04-25,PLOSSER,Philadelphia,0.21211160069403684,7.545999479710393,9418
2012-04-25,ROSENGREN,Boston,0.25442724206041706,7.545999479710393,6094
2012-04-25,WILLIAMS,San Francisco,0.2869322636971203,7.545999479710393,4155
2012-04-25,YELLEN,San Francisco,0.2828514710736249,7.545999479710393,4986
2012-06-20,BULLARD,St. Louis,0.21218271228804197,7.668718579805673,5588
2012-06-20,DUDLEY,New York,0.21540849539354465,7.668718579805673,14224
2012-06-20,EVANS,Chicago,0.23171970360771105,7.668718579805673,6604
2012-06-20,FISHER,Dallas,0.20025587490805868,7.668718579805673,11176
2012-06-20,GEORGE,Kansas City,0.3327612938895518,7.668718579805673,1524
2012-06-20,KOCHERLAKOTA,Minneapolis,0.2241090646403379,7.668718579805673,14478
2012-06-20,LACKER,Richmond,0.25428567405773544,7.668718579805673,4572
2012-06-20,LOCKHART,Atlanta,0.2887765038929601,7.668718579805673,6096
2012-06-20,PIANALTO,Cleveland,0.31312406785262137,7.668718579805673,1524
2012-06-20,PLOSSER,Philadelphia,0.23990903553054935,7.668718579805673,2540
2012-06-20,ROSENGREN,Boston,0.2526446308777416,7.668718579805673,3048
2012-06-20,WILLIAMS,San Francisco,0.28098435923810966,7.668718579805673,8382
2012-06-20,YELLEN,San Francisco,0.2881821137973093,7.668718579805673,3810
2012-08-01,BULLARD,St. Louis,0.23513822912111595,8.212726544200933,25664
2012-08-01,DUDLEY,New York,0.2053883181560748,8.212726544200933,19248
2012-08-01,EVANS,Chicago,0.20750367128873218,8.212726544200933,16040
2012-08-01,FISHER,Dallas,0.200033876005596,8.212726544200933,21654
2012-08-01,GEORGE,Kansas City,0.293979233731223,8.212726544200933,3208
2012-08-01,KOCHERLAKOTA,Minneapolis,0.2154623596214053,8.212726544200933,26466
2012-08-01,LACKER,Richmond,0.1966937208983406,8.212726544200933,34486
2012-08-01,LOCKHART,Atlanta,0.2803048449133428,8.212726544200933,8421
2012-08-01,PIANALTO,Cleveland,0.26654145949170793,8.212726544200933,4010
2012-08-01,PLOSSER,Philadelphia,0.21444536931258323,8.212726544200933,17644
2012-08-01,ROSENGREN,Boston,0.22757558533750777,8.212726544200933,4812
2012-08-01,WILLIAMS,San Francisco,0.30073380492105667,8.212726544200933,10827
2012-08-01,YELLEN,San Francisco,0.24279649611524703,8.212726544200933,7218
2012-09-13,BULLARD,St. Louis,0.18039027280052747,7.112531276986331,26944
2012-09-13,DUDLEY,New York,0.21880298843336551,7.112531276986331,46310
2012-09-13,EVANS,Chicago,0.22369338347707415,7.112531276986331,6736
2012-09-13,FISHER,Dallas,0.1965259271811675,7.112531276986331,37048
2012-09-13,GEORGE,Kansas City,0.34988232185655366,7.112531276986331,2526
2012-09-13,KOCHERLAKOTA,Minneapolis,0.2283098754326417,7.112531276986331,10104
2012-09-13,LACKER,Richmond,0.2000563571750872,7.112531276986331,59782
2012-09-13,LOCKHART,Atlanta,0.2542453905754902,7.112531276986331,17682
2012-09-13,PIANALTO,Cleveland,0.33677435934031946,7.112531276986331,4210
2012-09-13,PLOSSER,Philadelphia,0.23988002294691213,7.112531276986331,12630
2012-09-13,ROSENGREN,Boston,0.2934369333088649,7.112531276986331,4210
2012-09-13,WILLIAMS,San Francisco,0.3008788953348181,7.112531276986331,3789
2012-09-13,YELLEN,San Francisco,0.2758501688915169,7.112531276986331,8841
2012-10-24,BULLARD,St. Louis,0.22187245214701296,7.102640950045213,10836
2012-10-24,DUDLEY,New York,0.27495761543083147,7.102640950045213,5676
2012-10-24,EVANS,Chicago,0.23091373153957048,7.102640950045213,12900
2012-10-24,FISHER,Dallas,0.22538518172788713,7.102640950045213,13416
2012-10-24,GEORGE,Kansas City,0.3377361754016222,7.102640950045213,2064
2012-10-24,KOCHERLAKOTA,Minneapolis,0.24895893709755573,7.102640950045213,11610
2012-10-24,LACKER,Richmond,0.25877576123643814,7.102640950045213,12900
2012-10-24,LOCKHART,Atlanta,0.30113495707327326,7.102640950045213,6966
2012-10-24,PIANALTO,Cleveland,0.3039468420876982,7.102640950045213,2064
2012-10-24,PLOSSER,Philadelphia,0.23349310242326968,7.102640950045213,5160
2012-10-24,ROSENGREN,Boston,0.29273817857795426,7.102640950045213,2580
2012-10-24,WILLIAMS,San Francisco,0.23193662641414992,7.102640950045213,6192
2012-10-24,YELLEN,San Francisco,0.2659965437368886,7.102640950045213,4644
2012-12-12,BULLARD,St. Louis,0.2345802215695585,5.990761755544947,6720
2012-12-12,DUDLEY,New York,0.27357485141308463,5.990761755544947,6720
2012-12-12,EVANS,Chicago,0.35643119265748885,5.990761755544947,960
2012-12-12,FISHER,Dallas,0.20353427488672185,5.990761755544947,8160
2012-12-12,GEORGE,Kansas City,0.3379189514279738,5.990761755544947,1440
2012-12-12,KOCHERLAKOTA,Minneapolis,0.22025736058240164,5.990761755544947,10800
2012-12-12,LACKER,Richmond,0.26594311989606356,5.990761755544947,4800
2012-12-12,LOCKHART,Atlanta,0.3091524058027701,5.990761755544947,2160
2012-12-12,PIANALTO,Cleveland,0.31316737729890576,5.990761755544947,1920
2012-12-12,PLOSSER,Philadelphia,0.21987444231470166,5.990761755544947,6240
2012-12-12,ROSENGREN,Boston,0.29111040760825524,5.990761755544947,3360
2012-12-12,WILLIAMS,San Francisco,0.3054639017333508,5.990761755544947,2160
2012-12-12,YELLEN,San Francisco,0.26116877798386395,5.990761755544947,2160
2013-01-30,BULLARD,St. Louis,0.26803581202976606,7.34894931625851,7456
2013-01-30,DUDLEY,New York,0.24879868791652138,7.34894931625851,8388
2013-01-30,EVANS,Chicago,0.279863895799169,7.34894931625851,5126
2013-01-30,FISHER,Dallas,0.2104355661126781,7.34894931625851,6524
2013-01-30,GEORGE,Kansas City,0.31392009563449585,7.34894931625851,1398
2013-01-30,KOCHERLAKOTA,Minneapolis,0.27797341967270783,7.34894931625851,10485
2013-01-30,LACKER,Richmond,0.2670667964283315,7.34894931625851,9320
2013-01-30,LOCKHART,Atlanta,0.28123006312685217,7.34894931625851,2796
2013-01-30,PIANALTO,Cleveland,0.28753265353450813,7.34894931625851,2796
2013-01-30,PLOSSER,Philadelphia,0.20794131452006598,7.34894931625851,6524
2013-01-30,ROSENGREN,Boston,0.3350533794560147,7.34894931625851,1398
2013-01-30,WILLIAMS,San Francisco,0.3210664688210639,7.34894931625851,2097
2013-01-30,YELLEN,San Francisco,0.2320551545411804,7.34894931625851,5592
2013-03-20,BULLARD,St. Louis,0.23034684679227885,8.539607060845569,13432
2013-03-20,DUDLEY,New York,0.20967398957425623,8.539607060845569,11680
2013-03-20,EVANS,Chicago,0.2646973147727697,8.539607060845569,11096
2013-03-20,FISHER,Dallas,0.1901783925814285,8.539607060845569,15184
2013-03-20,GEORGE,Kansas City,0.35368851509338883,8.539607060845569,1752
2013-03-20,KOCHERLAKOTA,Minneapolis,0.22436657718347602,8.539607060845569,26280
2013-03-20,LACKER,Richmond,0.21443036309289382,8.539607060845569,10512
2013-03-20,LOCKHART,Atlanta,0.3470413513289726,8.539607060845569,3504
2013-03-20,PIANALTO,Cleveland,0.3591272268351033,8.539607060845569,1752
