date,speaker,district,unemployment_discussion_score,unemployment_rate,num_turns
2013-03-20,PLOSSER,Philadelphia,0.21523722982985435,8.539607060845569,5840
2013-03-20,ROSENGREN,Boston,0.31741018280653466,8.539607060845569,2920
2013-03-20,WILLIAMS,San Francisco,0.3321278130200921,8.539607060845569,4380
2013-03-20,YELLEN,San Francisco,0.36935930108584947,8.539607060845569,2628
2013-05-01,BULLARD,St. Louis,0.26331122740303375,9.087807132528232,6834
2013-05-01,DUDLEY,New York,0.23762851720796307,9.087807132528232,2814
2013-05-01,EVANS,Chicago,0.3078612860951843,9.087807132528232,8442
2013-05-01,FISHER,Dallas,0.22429578976076983,9.087807132528232,4020
2013-05-01,GEORGE,Kansas City,0.3274577514496888,9.087807132528232,1206
2013-05-01,KOCHERLAKOTA,Minneapolis,0.27960253461369683,9.087807132528232,12663
2013-05-01,LACKER,Richmond,0.2603090805163082,9.087807132528232,4020
2013-05-01,LOCKHART,Atlanta,0.3356178549074873,9.087807132528232,3015
2013-05-01,PIANALTO,Cleveland,0.3024430828604865,9.087807132528232,1206
2013-05-01,PLOSSER,Philadelphia,0.2986772993921148,9.087807132528232,1608
2013-05-01,ROSENGREN,Boston,0.319336557675199,9.087807132528232,2010
2013-05-01,WILLIAMS,San Francisco,0.31038735261919775,9.087807132528232,1809
2013-05-01,YELLEN,San Francisco,0.3289929956429611,9.087807132528232,2412
2013-06-19,BULLARD,St. Louis,0.23579394283358282,8.047181909537729,5226
2013-06-19,DUDLEY,New York,0.22585376770740292,8.047181909537729,6030
2013-06-19,EVANS,Chicago,0.30433401282198713,8.047181909537729,1206
2013-06-19,FISHER,Dallas,0.24887794585724698,8.047181909537729,5628
2013-06-19,GEORGE,Kansas City,0.37335885623095294,8.047181909537729,1206
2013-06-19,KOCHERLAKOTA,Minneapolis,0.20418511696727237,8.047181909537729,15075
2013-06-19,LACKER,Richmond,0.2492022674316132,8.047181909537729,5226
2013-06-19,LOCKHART,Atlanta,0.3150494442400912,8.047181909537729,1206
2013-06-19,PLOSSER,Philadelphia,0.22644565414503054,8.047181909537729,2412
2013-06-19,ROSENGREN,Boston,0.25519883197100335,8.047181909537729,2412
2013-06-19,WILLIAMS,San Francisco,0.2572023358505415,8.047181909537729,3618
2013-06-19,YELLEN,San Francisco,0.29979884109988203,8.047181909537729,4221
2013-07-31,BULLARD,St. Louis,0.2597146332273905,9.427077475251156,3724
2013-07-31,DUDLEY,New York,0.21915669212161465,9.427077475251156,15428
2013-07-31,EVANS,Chicago,0.2314499252745276,9.427077475251156,12236
2013-07-31,FISHER,Dallas,0.2496869622030738,9.427077475251156,15428
2013-07-31,GEORGE,Kansas City,0.3854156542475349,9.427077475251156,1064
2013-07-31,KOCHERLAKOTA,Minneapolis,0.25909532679249603,9.427077475251156,7980
2013-07-31,LACKER,Richmond,0.25784460475245563,9.427077475251156,9576
2013-07-31,LOCKHART,Atlanta,0.315757806958481,9.427077475251156,2394
2013-07-31,PIANALTO,Cleveland,0.3475949962408811,9.427077475251156,1064
2013-07-31,PLOSSER,Philadelphia,0.243619408376627,9.427077475251156,7448
2013-07-31,ROSENGREN,Boston,0.31197537679748827,9.427077475251156,1596
2013-07-31,WILLIAMS,San Francisco,0.23694619803348776,9.427077475251156,6384
2013-07-31,YELLEN,San Francisco,0.30332235104877225,9.427077475251156,6384
2013-09-18,BULLARD,St. Louis,0.22447145641371163,3.2888323021088395,10692
2013-09-18,DUDLEY,New York,0.2692243116302972,3.2888323021088395,6804
2013-09-18,EVANS,Chicago,0.2098661430650343,3.2888323021088395,10692
2013-09-18,FISHER,Dallas,0.19223327038067933,3.2888323021088395,16524
2013-09-18,GEORGE,Kansas City,0.3645152739172795,3.2888323021088395,1458
2013-09-18,KOCHERLAKOTA,Minneapolis,0.21322298328828407,3.2888323021088395,18225
2013-09-18,LACKER,Richmond,0.20810663436833485,3.2888323021088395,6318
2013-09-18,LOCKHART,Atlanta,0.25493237503568417,3.2888323021088395,3645
2013-09-18,PIANALTO,Cleveland,0.3424107684579633,3.2888323021088395,1458
2013-09-18,PLOSSER,Philadelphia,0.2983686479576179,3.2888323021088395,972
2013-09-18,ROSENGREN,Boston,0.3022344671545148,3.2888323021088395,2430
2013-09-18,WILLIAMS,San Francisco,0.28906510075405817,3.2888323021088395,5832
2013-09-18,YELLEN,San Francisco,0.2628818716486628,3.2888323021088395,8748
2013-10-30,BULLARD,St. Louis,0.26853155680620117,8.782941420133875,3618
2013-10-30,DUDLEY,New York,0.22414130184616876,8.782941420133875,3618
2013-10-30,EVANS,Chicago,0.25666964197562253,8.782941420133875,8442
2013-10-30,FISHER,Dallas,0.18931325858470224,8.782941420133875,8040
2013-10-30,GEORGE,Kansas City,0.3744699077164594,8.782941420133875,1206
2013-10-30,KOCHERLAKOTA,Minneapolis,0.2419413313503837,8.782941420133875,8442
2013-10-30,LACKER,Richmond,0.3201125854789551,8.782941420133875,4422
2013-10-30,LOCKHART,Atlanta,0.26147857771439925,8.782941420133875,3015
2013-10-30,PIANALTO,Cleveland,0.3393820903681182,8.782941420133875,1206
2013-10-30,PLOSSER,Philadelphia,0.24914418743777828,8.782941420133875,2412
2013-10-30,ROSENGREN,Boston,0.32256866236701376,8.782941420133875,1608
2013-10-30,WILLIAMS,San Francisco,0.26782349516372533,8.782941420133875,5427
2013-10-30,YELLEN,San Francisco,0.3286724449875558,8.782941420133875,1809
2013-12-18,BULLARD,St. Louis,0.22196381568045612,9.075011083711807,5962
2013-12-18,DUDLEY,New York,0.18322145045395832,9.075011083711807,15176
2013-12-18,EVANS,Chicago,0.23698274013772685,9.075011083711807,13008
2013-12-18,FISHER,Dallas,0.22967739892008487,9.075011083711807,9756
2013-12-18,GEORGE,Kansas City,0.37316573977624035,9.075011083711807,1084
2013-12-18,KOCHERLAKOTA,Minneapolis,0.2465155644076409,9.075011083711807,13821
2013-12-18,LACKER,Richmond,0.19167267472872465,9.075011083711807,17344
2013-12-18,LOCKHART,Atlanta,0.3532972969340463,9.075011083711807,1626
2013-12-18,PIANALTO,Cleveland,0.3723343741436593,9.075011083711807,1084
2013-12-18,PLOSSER,Philadelphia,0.200949379197171,9.075011083711807,13550
2013-12-18,ROSENGREN,Boston,0.3293841897893849,9.075011083711807,2168
2013-12-18,WILLIAMS,San Francisco,0.3720783443377673,9.075011083711807,1626
2013-12-18,YELLEN,San Francisco,0.2794289063333019,9.075011083711807,4065
2014-01-29,BULLARD,St. Louis,0.2755354533579551,11.06750136662213,2412
2014-01-29,DUDLEY,New York,0.1689465187937827,11.06750136662213,9648
2014-01-29,EVANS,Chicago,0.2424208382981311,11.06750136662213,2412
2014-01-29,FISHER,Dallas,0.19371560928449455,11.06750136662213,10452
2014-01-29,GEORGE,Kansas City,0.3659501188958346,11.06750136662213,804
2014-01-29,KOCHERLAKOTA,Minneapolis,0.2602040298518833,11.06750136662213,4824
2014-01-29,LACKER,Richmond,0.2033386495407466,11.06750136662213,5628
2014-01-29,LOCKHART,Atlanta,0.33481305353718355,11.06750136662213,1809
2014-01-29,PIANALTO,Cleveland,0.22636501809918363,11.06750136662213,1206
2014-01-29,PLOSSER,Philadelphia,0.2536227712404113,11.06750136662213,4422
2014-01-29,ROSENGREN,Boston,0.32997041909656,11.06750136662213,1608
2014-01-29,WILLIAMS,San Francisco,0.35505978821483103,11.06750136662213,1206
2014-01-29,YELLEN,San Francisco,0.35627327568290057,11.06750136662213,3015
2014-03-19,BULLARD,St. Louis,0.3605143726839524,8.162021181469251,564
2014-03-19,DUDLEY,New York,0.2367608637777742,8.162021181469251,4230
2014-03-19,EVANS,Chicago,0.23336796526674722,8.162021181469251,3384
2014-03-19,FISHER,Dallas,0.2046745825927187,8.162021181469251,4230
2014-03-19,GEORGE,Kansas City,0.3804050065092435,8.162021181469251,564
2014-03-19,KOCHERLAKOTA,Minneapolis,0.22892889368652605,8.162021181469251,5922
2014-03-19,LACKER,Richmond,0.2498905376665671,8.162021181469251,2538
2014-03-19,LOCKHART,Atlanta,0.3341962747014012,8.162021181469251,1269
2014-03-19,PIANALTO,Cleveland,0.35555241733001786,8.162021181469251,564
2014-03-19,PLOSSER,Philadelphia,0.2170078977089159,8.162021181469251,1974
2014-03-19,ROSENGREN,Boston,0.3332751222197015,8.162021181469251,1692
2014-03-19,WILLIAMS,San Francisco,0.22216285931934854,8.162021181469251,4653
2014-04-30,BULLARD,St. Louis,0.23325729044888574,9.927927818567568,15840
2014-04-30,DUDLEY,New York,0.21699940199349088,9.927927818567568,34056
2014-04-30,EVANS,Chicago,0.20664101757276238,9.927927818567568,15048
2014-04-30,FISHER,Dallas,0.17652704931145433,9.927927818567568,26136
2014-04-30,GEORGE,Kansas City,0.25659596200977813,9.927927818567568,4752
2014-04-30,KOCHERLAKOTA,Minneapolis,0.23279642094072536,9.927927818567568,26136
2014-04-30,LACKER,Richmond,0.1982421125413768,9.927927818567568,44352
2014-04-30,LOCKHART,Atlanta,0.19290527895473222,9.927927818567568,9504
2014-04-30,PIANALTO,Cleveland,0.2840411125099662,9.927927818567568,3168
2014-04-30,PLOSSER,Philadelphia,0.23151856729015113,9.927927818567568,8712
2014-04-30,ROSENGREN,Boston,0.2393974075796552,9.927927818567568,18216
2014-04-30,WILLIAMS,San Francisco,0.3383533887308874,9.927927818567568,3564
2014-06-18,BULLARD,St. Louis,0.2404991726940611,6.928204426661161,17020
2014-06-18,DUDLEY,New York,0.18234133290450227,6.928204426661161,24420
2014-06-18,EVANS,Chicago,0.21384051504687027,6.928204426661161,19240
2014-06-18,FISHER,Dallas,0.20013654260202168,6.928204426661161,15540
2014-06-18,GEORGE,Kansas City,0.23939008352112415,6.928204426661161,5180
2014-06-18,KOCHERLAKOTA,Minneapolis,0.23128578328484528,6.928204426661161,27750
2014-06-18,LACKER,Richmond,0.21310627055874903,6.928204426661161,25160
2014-06-18,LOCKHART,Atlanta,0.27027564992639763,6.928204426661161,5550
2014-06-18,MESTER,Cleveland,0.3201464399610143,6.928204426661161,3700
2014-06-18,PLOSSER,Philadelphia,0.20464567602549014,6.928204426661161,8140
2014-06-18,ROSENGREN,Boston,0.24267655769824653,6.928204426661161,5180
2014-06-18,WILLIAMS,San Francisco,0.20341903657949062,6.928204426661161,8880
2014-07-30,BULLARD,St. Louis,0.256730617105384,8.830993141581489,9750
2014-07-30,DUDLEY,New York,0.23271076012866465,8.830993141581489,18850
2014-07-30,EVANS,Chicago,0.24979091473644743,8.830993141581489,18200
2014-07-30,FISHER,Dallas,0.22108903622224058,8.830993141581489,17550
2014-07-30,GEORGE,Kansas City,0.28226751560167296,8.830993141581489,3250
2014-07-30,KOCHERLAKOTA,Minneapolis,0.21331180780645861,8.830993141581489,25350
2014-07-30,LACKER,Richmond,0.22341241498832487,8.830993141581489,13650
2014-07-30,LOCKHART,Atlanta,0.25021726099394836,8.830993141581489,12675
2014-07-30,MESTER,Cleveland,0.2764530238727611,8.830993141581489,3250
2014-07-30,PLOSSER,Philadelphia,0.21772335001946574,8.830993141581489,5200
2014-07-30,ROSENGREN,Boston,0.26273974419210566,8.830993141581489,7150
2014-07-30,WILLIAMS,San Francisco,0.3074112964810264,8.830993141581489,2925
2014-09-17,BULLARD,St. Louis,0.21472361829408265,8.31934404137277,7420
2014-09-17,DUDLEY,New York,0.18744099457570967,8.31934404137277,16960
2014-09-17,EVANS,Chicago,0.2111428966020404,8.31934404137277,4770
2014-09-17,FISHER,Dallas,0.1836317231379701,8.31934404137277,9540
2014-09-17,GEORGE,Kansas City,0.3727565346838893,8.31934404137277,1060
2014-09-17,KOCHERLAKOTA,Minneapolis,0.2365680284906302,8.31934404137277,18285
2014-09-17,LACKER,Richmond,0.24822389420876276,8.31934404137277,9010
2014-09-17,LOCKHART,Atlanta,0.3299627678558811,8.31934404137277,3975
2014-09-17,MESTER,Cleveland,0.18885572227058156,8.31934404137277,3710
2014-09-17,PLOSSER,Philadelphia,0.29649894292151835,8.31934404137277,4770
2014-09-17,ROSENGREN,Boston,0.371291771190669,8.31934404137277,1060
2014-09-17,WILLIAMS,San Francisco,0.27277910939551553,8.31934404137277,9540
2014-10-29,BULLARD,St. Louis,0.23565634580039865,8.04130071451799,3710
2014-10-29,DUDLEY,New York,0.20072034928524665,8.04130071451799,16430
2014-10-29,EVANS,Chicago,0.24749256700059916,8.04130071451799,5830
2014-10-29,FISHER,Dallas,0.20549163627428427,8.04130071451799,10600
2014-10-29,GEORGE,Kansas City,0.35020475341084467,8.04130071451799,2120
2014-10-29,KOCHERLAKOTA,Minneapolis,0.24514317694267157,8.04130071451799,10335
2014-10-29,LACKER,Richmond,0.20214717320899428,8.04130071451799,11660
2014-10-29,LOCKHART,Atlanta,0.2444605861748111,8.04130071451799,6360
2014-10-29,MESTER,Cleveland,0.24353255100818227,8.04130071451799,3180
2014-10-29,PLOSSER,Philadelphia,0.26127032242456516,8.04130071451799,2650
2014-10-29,ROSENGREN,Boston,0.2524232611928975,8.04130071451799,3180
2014-10-29,WILLIAMS,San Francisco,0.2095346646922836,8.04130071451799,8745
2014-12-17,BULLARD,St. Louis,0.2465555828819917,7.637118309301566,5504
2014-12-17,DUDLEY,New York,0.24763086727776712,7.637118309301566,3440
2014-12-17,EVANS,Chicago,0.25558429465553417,7.637118309301566,5160
2014-12-17,FISHER,Dallas,0.19892251248071177,7.637118309301566,8944
2014-12-17,GEORGE,Kansas City,0.39373337193700664,7.637118309301566,688
2014-12-17,KOCHERLAKOTA,Minneapolis,0.21838253623179507,7.637118309301566,9288
2014-12-17,LACKER,Richmond,0.2413603736456314,7.637118309301566,1376
2014-12-17,LOCKHART,Atlanta,0.3013301149754721,7.637118309301566,1548
2014-12-17,MESTER,Cleveland,0.20148597176094446,7.637118309301566,2408
2014-12-17,PLOSSER,Philadelphia,0.29192556848615686,7.637118309301566,688
2014-12-17,ROSENGREN,Boston,0.32907850698428315,7.637118309301566,1032
2014-12-17,WILLIAMS,San Francisco,0.33613278698244775,7.637118309301566,2064
2015-01-28,BULLARD,St. Louis,0.19949510699723838,11.076870414904196,17822
2015-01-28,DUDLEY,New York,0.1860692534956917,11.076870414904196,32830
2015-01-28,EVANS,Chicago,0.19390955603227394,11.076870414904196,23450
2015-01-28,FISHER,Dallas,0.16581917510341762,11.076870414904196,31892
2015-01-28,GEORGE,Kansas City,0.23068846168305807,11.076870414904196,6566
2015-01-28,KOCHERLAKOTA,Minneapolis,0.219347250220315,11.076870414904196,52059
2015-01-28,LACKER,Richmond,0.1968768934460722,11.076870414904196,64722
2015-01-28,LOCKHART,Atlanta,0.2550981556308549,11.076870414904196,7035
2015-01-28,MESTER,Cleveland,0.24806613845012163,11.076870414904196,7504
2015-01-28,PLOSSER,Philadelphia,0.2133613393390974,11.076870414904196,15008
2015-01-28,ROSENGREN,Boston,0.2103225775840633,11.076870414904196,13132
2015-01-28,WILLIAMS,San Francisco,0.250020826837442,11.076870414904196,25326
2015-03-18,BULLARD,St. Louis,0.24917692463473118,8.444214489122565,4096
2015-03-18,DUDLEY,New York,0.20028651366472894,8.444214489122565,10752
2015-03-18,EVANS,Chicago,0.2310821505183741,8.444214489122565,10240
2015-03-18,GEORGE,Kansas City,0.30134752190809777,8.444214489122565,1536
2015-03-18,KOCHERLAKOTA,Minneapolis,0.20306867631099493,8.444214489122565,13824
2015-03-18,LACKER,Richmond,0.19177493603225146,8.444214489122565,13824
2015-03-18,LOCKHART,Atlanta,0.28330659773605354,8.444214489122565,3072
2015-03-18,MESTER,Cleveland,0.2092935369130176,8.444214489122565,2560
2015-03-18,ROSENGREN,Boston,0.27788864374182515,8.444214489122565,3072
2015-03-18,WILLIAMS,San Francisco,0.20816652777014075,8.444214489122565,8448
2015-04-29,BULLARD,St. Louis,0.23981590059546906,12.0,4360
2015-04-29,DUDLEY,New York,0.2018900709848625,12.0,12208
2015-04-29,EVANS,Chicago,0.19960067846845908,12.0,12208
2015-04-29,GEORGE,Kansas City,0.2634375145914079,12.0,2616
2015-04-29,KOCHERLAKOTA,Minneapolis,0.2365479751734567,12.0,7848
2015-04-29,LACKER,Richmond,0.2177281494012304,12.0,7848
2015-04-29,LOCKHART,Atlanta,0.22523435794476232,12.0,3924
2015-04-29,MESTER,Cleveland,0.28927128751321207,12.0,3924
2015-04-29,ROSENGREN,Boston,0.2368064817855225,12.0,5232
2015-04-29,WILLIAMS,San Francisco,0.19539910503914767,12.0,11118
2015-06-17,BULLARD,St. Louis,0.2546756569683887,8.294680069352202,1440
2015-06-17,DUDLEY,New York,0.2463393646221609,8.294680069352202,7200
2015-06-17,EVANS,Chicago,0.31931038864432854,8.294680069352202,720
2015-06-17,GEORGE,Kansas City,0.3011977869173411,8.294680069352202,1440
2015-06-17,KOCHERLAKOTA,Minneapolis,0.23045963889502574,8.294680069352202,6480
2015-06-17,LACKER,Richmond,0.19275749755474691,8.294680069352202,7920
2015-06-17,LOCKHART,Atlanta,0.3061332828042519,8.294680069352202,1080
2015-06-17,MESTER,Cleveland,0.2609570560038976,8.294680069352202,1080
2015-06-17,ROSENGREN,Boston,0.24564754595634397,8.294680069352202,2160
2015-06-17,WILLIAMS,San Francisco,0.20346547710756366,8.294680069352202,12420
2015-07-29,BULLARD,St. Louis,0.28177813387659717,4.89729802302819,2250
2015-07-29,DUDLEY,New York,0.20192210550601755,4.89729802302819,11250
2015-07-29,EVANS,Chicago,0.2281706175997813,4.89729802302819,7200
2015-07-29,GEORGE,Kansas City,0.3117017240261117,4.89729802302819,1350
2015-07-29,KOCHERLAKOTA,Minneapolis,0.20309568151047416,4.89729802302819,19575
2015-07-29,LACKER,Richmond,0.22954991814488837,4.89729802302819,7650
2015-07-29,LOCKHART,Atlanta,0.26287743357557103,4.89729802302819,4050
2015-07-29,MESTER,Cleveland,0.26623572799050904,4.89729802302819,2700
2015-07-29,ROSENGREN,Boston,0.24704820096759814,4.89729802302819,4050
2015-07-29,WILLIAMS,San Francisco,0.22355589958776648,4.89729802302819,8100
2015-09-17,BULLARD,St. Louis,0.2247645760068657,6.799854344920098,7080
2015-09-17,DUDLEY,New York,0.22533391282687068,6.799854344920098,5310
2015-09-17,EVANS,Chicago,0.2270911355835151,6.799854344920098,5664
2015-09-17,GEORGE,Kansas City,0.310999332053128,6.799854344920098,1062
2015-09-17,KOCHERLAKOTA,Minneapolis,0.2159167981903844,6.799854344920098,9027
2015-09-17,LACKER,Richmond,0.19772916457189813,6.799854344920098,4248
2015-09-17,LOCKHART,Atlanta,0.2721282832981063,6.799854344920098,2124
2015-09-17,MESTER,Cleveland,0.2807734478373699,6.799854344920098,1062
2015-09-17,ROSENGREN,Boston,0.2852426782084082,6.799854344920098,2478
2015-09-17,WILLIAMS,San Francisco,0.23344561373578668,6.799854344920098,5841
2015-10-28,BULLARD,St. Louis,0.24246301800764666,8.434083023551237,5080
2015-10-28,DUDLEY,New York,0.2199052127245417,8.434083023551237,17272
2015-10-28,EVANS,Chicago,0.19480630150189393,8.434083023551237,12700
2015-10-28,GEORGE,Kansas City,0.36985235741852046,8.434083023551237,1016
2015-10-28,KOCHERLAKOTA,Minneapolis,0.221534783467096,8.434083023551237,20574
2015-10-28,LACKER,Richmond,0.2657975168145786,8.434083023551237,6096
2015-10-28,LOCKHART,Atlanta,0.19648885736514984,8.434083023551237,10668
2015-10-28,MESTER,Cleveland,0.2156266107704734,8.434083023551237,5588
2015-10-28,ROSENGREN,Boston,0.28331335671734864,8.434083023551237,3556
2015-10-28,WILLIAMS,San Francisco,0.23396725078427055,8.434083023551237,16764
2015-12-16,BULLARD,St. Louis,0.20643330374866303,4.719816877492638,3740
2015-12-16,DUDLEY,New York,0.2527945009714838,4.719816877492638,880
2015-12-16,EVANS,Chicago,0.1862667624863646,4.719816877492638,2640
2015-12-16,GEORGE,Kansas City,0.3569080559249457,4.719816877492638,440
2015-12-16,LACKER,Richmond,0.22926714425232766,4.719816877492638,1760
2015-12-16,LOCKHART,Atlanta,0.3441334595255507,4.719816877492638,660
2015-12-16,MESTER,Cleveland,0.3008019439500423,4.719816877492638,660
2015-12-16,ROSENGREN,Boston,0.3368667481325124,4.719816877492638,440
2015-12-16,WILLIAMS,San Francisco,0.2772747708907448,4.719816877492638,2310
2016-01-27,BULLARD,St. Louis,0.23428121454941472,4.870073034283161,22382
2016-01-27,DUDLEY,New York,0.19823078068065678,4.870073034283161,20938
2016-01-27,EVANS,Chicago,0.18597423492599435,4.870073034283161,26714
2016-01-27,GEORGE,Kansas City,0.284267725491335,4.870073034283161,4332
2016-01-27,KASHKARI,Minneapolis,0.24326556257995763,4.870073034283161,8664
2016-01-27,LACKER,Richmond,0.205434693258652,4.870073034283161,20938
2016-01-27,LOCKHART,Atlanta,0.20156004957371276,4.870073034283161,15162
2016-01-27,MESTER,Cleveland,0.19939871797687447,4.870073034283161,7220
2016-01-27,ROSENGREN,Boston,0.29239782524418184,4.870073034283161,5054
2016-01-27,WILLIAMS,San Francisco,0.21221167553258244,4.870073034283161,20577
2016-03-16,BULLARD,St. Louis,0.2732146866832739,3.627409553821322,5520
2016-03-16,DUDLEY,New York,0.2525471038968398,3.627409553821322,4416
2016-03-16,EVANS,Chicago,0.26992290561367355,3.627409553821322,1932
2016-03-16,GEORGE,Kansas City,0.4031779859345056,3.627409553821322,828
2016-03-16,KASHKARI,Minneapolis,0.403112293486655,3.627409553821322,828
2016-03-16,LACKER,Richmond,0.20074673441081894,3.627409553821322,1932
2016-03-16,LOCKHART,Atlanta,0.3052164953494598,3.627409553821322,1242
2016-03-16,MESTER,Cleveland,0.3487556115293444,3.627409553821322,552
2016-03-16,ROSENGREN,Boston,0.3349403880732579,3.627409553821322,828
2016-03-16,WILLIAMS,San Francisco,0.24588152537683178,3.627409553821322,10350
2016-04-27,BULLARD,St. Louis,0.21159739134401162,3.9048982708055826,4992
2016-04-27,DUDLEY,New York,0.29030525256621653,3.9048982708055826,4368
2016-04-27,EVANS,Chicago,0.29124359948190226,3.9048982708055826,1248
2016-04-27,GEORGE,Kansas City,0.34720159789908417,3.9048982708055826,936
2016-04-27,KASHKARI,Minneapolis,0.3437735541303134,3.9048982708055826,1404
2016-04-27,LACKER,Richmond,0.2642047266386725,3.9048982708055826,3120
2016-04-27,LOCKHART,Atlanta,0.2805976109725627,3.9048982708055826,1872
2016-04-27,MESTER,Cleveland,0.32750484022184384,3.9048982708055826,936
2016-04-27,ROSENGREN,Boston,0.2982325558317967,3.9048982708055826,1560
2016-04-27,WILLIAMS,San Francisco,0.2505481245083072,3.9048982708055826,4680
2016-06-15,BULLARD,St. Louis,0.22858695379841926,4.595249662594461,5256
2016-06-15,DUDLEY,New York,0.2616161978526606,4.595249662594461,6424
2016-06-15,EVANS,Chicago,0.2604058382508929,4.595249662594461,1168
2016-06-15,GEORGE,Kansas City,0.4254026897567251,4.595249662594461,584
2016-06-15,KASHKARI,Minneapolis,0.23192462447865134,4.595249662594461,2628
2016-06-15,LACKER,Richmond,0.28783409203509597,4.595249662594461,2920
2016-06-15,LOCKHART,Atlanta,0.3601503713512956,4.595249662594461,1314
2016-06-15,MESTER,Cleveland,0.35187995755024937,4.595249662594461,584
2016-06-15,ROSENGREN,Boston,0.40728891848855686,4.595249662594461,584
2016-06-15,WILLIAMS,San Francisco,0.2833017243263371,4.595249662594461,2628
2016-07-27,BULLARD,St. Louis,0.23109303176814666,4.778628998133454,3072
2016-07-27,DUDLEY,New York,0.20896753004746493,4.778628998133454,11520
2016-07-27,EVANS,Chicago,0.2587998484356805,4.778628998133454,3456
2016-07-27,GEORGE,Kansas City,0.3366803649430378,4.778628998133454,768
2016-07-27,KASHKARI,Minneapolis,0.26351248271902566,4.778628998133454,2304
2016-07-27,LACKER,Richmond,0.22432716446169454,4.778628998133454,8832
2016-07-27,LOCKHART,Atlanta,0.3216189946034388,4.778628998133454,1728
2016-07-27,MESTER,Cleveland,0.3198227862838922,4.778628998133454,1536
2016-07-27,ROSENGREN,Boston,0.25845934581014035,4.778628998133454,3840
2016-07-27,WILLIAMS,San Francisco,0.2700371877051661,4.778628998133454,6336
2016-09-21,BULLARD,St. Louis,0.25163855451080686,6.266447262007271,2142
2016-09-21,DUDLEY,New York,0.23424387403826896,6.266447262007271,3808
2016-09-21,EVANS,Chicago,0.3476564296533791,6.266447262007271,1428
2016-09-21,GEORGE,Kansas City,0.30338718300295703,6.266447262007271,1190
2016-09-21,KASHKARI,Minneapolis,0.3606690838557226,6.266447262007271,714
2016-09-21,LACKER,Richmond,0.2949822835034535,6.266447262007271,1190
2016-09-21,LOCKHART,Atlanta,0.2898144137483315,6.266447262007271,1428
2016-09-21,MESTER,Cleveland,0.34103002472271426,6.266447262007271,476
2016-09-21,ROSENGREN,Boston,0.23586340184884969,6.266447262007271,1904
2016-09-21,WILLIAMS,San Francisco,0.3448030547781774,6.266447262007271,4284
2016-11-02,BULLARD,St. Louis,0.31443996955393916,2.2514973467055333,1008
2016-11-02,DUDLEY,New York,0.21484480356001598,2.2514973467055333,4032
2016-11-02,EVANS,Chicago,0.24207754969091339,2.2514973467055333,3360
2016-11-02,GEORGE,Kansas City,0.36325529994078476,2.2514973467055333,1008
2016-11-02,KASHKARI,Minneapolis,0.31796910668058737,2.2514973467055333,2016
2016-11-02,LACKER,Richmond,0.2176807785285958,2.2514973467055333,8400
2016-11-02,LOCKHART,Atlanta,0.2651409808278765,2.2514973467055333,2016
2016-11-02,MESTER,Cleveland,0.3174908337952981,2.2514973467055333,1344
2016-11-02,ROSENGREN,Boston,0.2838841950544514,2.2514973467055333,2688
2016-11-02,WILLIAMS,San Francisco,0.25433607247395873,2.2514973467055333,5040
2016-12-14,BULLARD,St. Louis,0.21491266741637416,5.073972615723785,11100
2016-12-14,DUDLEY,New York,0.19277312616723316,5.073972615723785,6290
2016-12-14,EVANS,Chicago,0.31667613742140405,5.073972615723785,1480
2016-12-14,GEORGE,Kansas City,0.38508707760057154,5.073972615723785,740
2016-12-14,KASHKARI,Minneapolis,0.33162944385327353,5.073972615723785,1665
2016-12-14,LACKER,Richmond,0.1799338873084502,5.073972615723785,4440
2016-12-14,LOCKHART,Atlanta,0.3478779099420247,5.073972615723785,2220
2016-12-14,MESTER,Cleveland,0.22160637048468754,5.073972615723785,1850
2016-12-14,ROSENGREN,Boston,0.31213077723481275,5.073972615723785,1480
2016-12-14,WILLIAMS,San Francisco,0.24842942546168978,5.073972615723785,7770
2017-02-01,BULLARD,St. Louis,0.24896373031730878,4.465087412433506,4004
2017-02-01,DUDLEY,New York,0.21196445025511382,4.465087412433506,9464
2017-02-01,EVANS,Chicago,0.23795308646793178,4.465087412433506,2184
2017-02-01,GEORGE,Kansas City,0.35396415410842175,4.465087412433506,728
2017-02-01,KASHKARI,Minneapolis,0.29660030812649907,4.465087412433506,4914
2017-02-01,LACKER,Richmond,0.20050583267118047,4.465087412433506,6916
2017-02-01,MESTER,Cleveland,0.25084190998272105,4.465087412433506,1456
2017-02-01,ROSENGREN,Boston,0.31970165354070085,4.465087412433506,1456
2017-02-01,WILLIAMS,San Francisco,0.3274559493361902,4.465087412433506,1638
2017-03-15,BULLARD,St. Louis,0.2601288719400619,5.6133181968580566,3200
2017-03-15,DUDLEY,New York,0.20559822515474532,5.6133181968580566,6720
2017-03-15,EVANS,Chicago,0.20657298755868567,5.6133181968580566,5440
2017-03-15,GEORGE,Kansas City,0.29481875038410965,5.6133181968580566,960
2017-03-15,KASHKARI,Minneapolis,0.2666845653396853,5.6133181968580566,2400
2017-03-15,LACKER,Richmond,0.18714576633850366,5.6133181968580566,3840
2017-03-15,MESTER,Cleveland,0.2948333795131529,5.6133181968580566,960
2017-03-15,ROSENGREN,Boston,0.24940735170084252,5.6133181968580566,1920
2017-03-15,WILLIAMS,San Francisco,0.23842488731041991,5.6133181968580566,4800
