Voters,Greeting,Vote,date
Yellen,Chair,Yes,20160127
Dudley,Vice Chairman,Yes,20160127
Brainard,Governor,Yes,20160127
Bullard,President,Yes,20160127
Fischer,Governor,Yes,20160127
George,President,Yes,20160127
Mester,President,Yes,20160127
Powell,Governor,Yes,20160127
Rosengren,President,Yes,20160127
Tarullo,Governor,Yes,20160127
