Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20111213
Dudley,Vice Chairman,Yes,20111213
Duke,Governor,Yes,20111213
Evans,President,No,20111213
Fisher,President,Yes,20111213
Kocherlakota,President,Yes,20111213
Plosser,President,Yes,20111213
Raskin,Governor,Yes,20111213
Tarullo,Governor,Yes,20111213
Yellen,Governor,Yes,20111213
