Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20131030
Dudley,Vice Chairman,Yes,20131030
Bullard,President,Yes,20131030
Evans,President,Yes,20131030
George,President,No,20131030
Powell,Governor,Yes,20131030
Rosengren,President,Yes,20131030
Stein,Governor,Yes,20131030
Tarullo,Governor,Yes,20131030
Yellen,Governor,Yes,20131030
