Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,19941115
McDonough,Vice Chairman,Yes,19941115
Blinder,Governor,Yes,19941115
Broaddus,President,No,19941115
Forrestal,President,Yes,19941115
Jordan,President,Yes,19941115
Kelley,Governor,Yes,19941115
Laware,Governor,Yes,19941115
Lindsey,Governor,Yes,19941115
Parry,President,Yes,19941115
Phillips,Governor,Yes,19941115
Yellen,Governor,Yes,19941115
