Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20000628
McDonough,Vice Chairman,Yes,20000628
Broaddus,Preisdent,Yes,20000628
Ferguson,Governor,Yes,20000628
Gramlich,Governor,Yes,20000628
Guynn,President,Yes,20000628
Jordan,President,Yes,20000628
Kelley,Governor,Yes,20000628
Meyer,Governor,Yes,20000628
Parry,President,Yes,20000628
