Voters,Greeting,Vote,date
Yellen,Chair,Yes,20141029
Dudley,Vice Chairman,Yes,20141029
Brainard,Governor,Yes,20141029
Fischer,Governor,Yes,20141029
Fisher,President,Yes,20141029
Kocherlakota,President,No,20141029
Mester,President,Yes,20141029
Plosser,President,Yes,20141029
Powell,Governor,Yes,20141029
Tarullo,Governor,Yes,20141029
