Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20060920
Geithner,Vice Chairman,Yes,20060920
Bies,Governor,Yes,20060920
Guynn,President,Yes,20060920
Kohn,Governor,Yes,20060920
Kroszner,Governor,Yes,20060920
Lacker,President,No,20060920
Mishkin,Governor,Yes,20060920
Pianalto,President,Yes,20060920
Warsh,Governor,Yes,20060920
Yellen,President,Yes,20060920
