Voters,Greeting,Vote,date
Yellen,Chair,Yes,20150917
Dudley,Vice Chairman,Yes,20150917
Brainard,Governor,Yes,20150917
Evans,President,Yes,20150917
Fischer,Governor,Yes,20150917
Lacker,President,No,20150917
Lockhart,President,Yes,20150917
Powell,Governor,Yes,20150917
Tarullo,Governor,Yes,20150917
Williams,President,Yes,20150917
