Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20061212
Geithner,Vice Chairman,Yes,20061212
Bies,Governor,Yes,20061212
Kohn,Governor,Yes,20061212
Kroszner,Governor,Yes,20061212
Lacker,President,No,20061212
Mishkin,Governor,Yes,20061212
Pianalto,President,Yes,20061212
Poole,President,Yes,20061212
Warsh,Governor,Yes,20061212
Yellen,President,Yes,20061212
