Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20071211
Geithner,Vice Chairman,Yes,20071211
Evans,President,Yes,20071211
Hoenig,President,Yes,20071211
Kohn,Governor,Yes,20071211
Kroszner,Governor,Yes,20071211
Mishkin,Governor,Yes,20071211
Poole,President,Yes,20071211
Rosengren,President,No,20071211
Warsh,Governor,Yes,20071211
