Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,19970930
McDonough,Vice Chairman,Yes,19970930
Broaddus,President,Yes,19970930
Guynn,President,Yes,19970930
Kelley,Governor,Yes,19970930
Meyer,Governor,Yes,19970930
Moskow,President,Yes,19970930
Parry,President,Yes,19970930
Phillips,Governor,Yes,19970930
Rivlin,Governor,Yes,19970930
