Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20040504
Geithner,Vice Chairman,Yes,20040504
Bernanke,Governor,Yes,20040504
Bies,Governor,Yes,20040504
Ferguson,Governor,Yes,20040504
Gramlich,Governor,Yes,20040504
Hoenig,Preisdent,Yes,20040504
Kohn,Governor,Yes,20040504
Minehan,President,Yes,20040504
Olson,Governor,Yes,20040504
Pianalto,President,Yes,20040504
Poole, President,Yes,20040504
