Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,19981222
McDonough,Vice Chairman,Yes,19981222
Ferguson,Governor,Yes,19981222
Gramlich,Governor,Yes,19981222
Hoenig,President,Yes,19981222
Jordan,President,No,19981222
Kelley,Governor,Yes,19981222
Meyer,Governor,Yes,19981222
Minehan,Preisdent,Yes,19981222
Poole,President,Yes,19981222
Rivlin,Governor,Yes,19981222
