Voter,Greeting,Vote,date
Greenspan,Chairman,Yes,19950926
McDonough,Vice Chairman,Yes,19950926
Blinder,Governor,Yes,19950926
Hoenig,President,Yes,19950926
Kelley,Governor,Yes,19950926
Lindsey,Governor,Yes,19950926
Melzer,President,Yes,19950926
Minehan,President,Yes,19950926
Moskow,President,Yes,19950926
Phillips,Governor,Yes,19950926
Yellen,Governor,Yes,19950926
