Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20041214
Geithner,Vice Chairman,Yes,20041214
Bernanke,Governor,Yes,20041214
Bies,Governor,Yes,20041214
Ferguson,Governor,Yes,20041214
Gramlich,Governor,Yes,20041214
Hoenig,Preisdent,Yes,20041214
Kohn,Governor,Yes,20041214
Minehan,President,Yes,20041214
Olson,Governor,Yes,20041214
Pianalto,President,Yes,20041214
Poole, President,Yes,20041214
