Voters,Greeting,Vote,date
Yellen,Chair,Yes,20180131
Dudley,Vice Chairman,Yes,20180131
Barkin,President,Yes,20180131
Bostic,President,Yes,20180131
Brainard,Governor,Yes,20180131
Mester,President,Yes,20180131
Powell,Governor,Yes,20180131
Quarles,Governor,Yes,20180131
Williams,President,Yes,20180131
