Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,19960703
McDonough,Vice Chairman,Yes,19960703
Boehne,President,Yes,19960703
Jordan,President,Yes,19960703
Kelley,Governor,Yes,19960703
Lindsey,Governor,Yes,19960703
McTeer,President,Yes,19960703
Meyer,Governor,Yes,19960703
Phillips,Governor,Yes,19960703
Rivlin,Governor,Yes,19960703
Stern,President,No,19960703
Yellen,Governor,Yes,19960703
