Voters,Greeting,Vote,date
Yellen,Chair,Yes,20171213
Dudley,Vice Chairman,Yes,20171213
Brainard,Governor,Yes,20171213
Evans,President,No,20171213
Harker,President,Yes,20171213
Kaplan,President,Yes,20171213
Kashkari,President,No,20171213
Powell,Governor,Yes,20171213
Quarles,Governor,Yes,20171213
