Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20051213
Geithner,Vice Chairman,Yes,20051213
Bies,Governor,Yes,20051213
Ferguson,Governor,Yes,20051213
Fisher,President,Yes,20051213
Kohn,Governor,Yes,20051213
Moskow,President,Yes,20051213
Olson,Governor,Yes,20051213
Santomero,President,Yes,20051213
Stern, President,Yes,20051213
