Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20090128
Dudley,Vice Chairman,Yes,20090128
Duke,Governor,Yes,20090128
Evans,President,Yes,20090128
Kohn,Governor,Yes,20090128
Lacker,President,No,20090128
Lockhart,President,Yes,20090128
Warsh,Governor,Yes,20090128
Yellen,President,Yes,20090128
