Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20110809
Dudley,Vice Chairman,Yes,20110809
Duke,Governor,Yes,20110809
Evans,President,Yes,20110809
Fisher,President,No,20110809
Kocherlakota,President,No,20110809
Plosser,President,No,20110809
Raskin,Governor,Yes,20110809
Tarullo,Governor,Yes,20110809
Yellen,Governor,Yes,20110809
