Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20010627
McDonough,Vice Chairman,Yes,20010627
Ferguson,Governor,Yes,20010627
Gramlich,Governor,Yes,20010627
Hoenig,President,Yes,20010627
Kelley,Governor,Yes,20010627
Meyer,Governor,Yes,20010627
Minehan,President,Yes,20010627
Moskow,President,Yes,20010627
Poole,President,No,20010627
