Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20130619
Dudley,Vice Chairman,Yes,20130619
Bullard,President,No,20130619
Duke,Governor,Yes,20130619
Evans,President,Yes,20130619
George,President,No,20130619
Powell,Governor,Yes,20130619
Raskin,Governor,Yes,20130619
Rosengren,President,Yes,20130619
Stein,Governor,Yes,20130619
Tarullo,Governor,Yes,20130619
Yellen,Governor,Yes,20130619
