Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20121212
Dudley,Vice Chairman,Yes,20121212
Duke,Governor,Yes,20121212
Lacker,President,No,20121212
Lockhart,President,Yes,20121212
Pianalto,President,Yes,20121212
Powell,Governor,Yes,20121212
Raskin,Governor,Yes,20121212
Stein,Governor,Yes,20121212
Tarullo,Governor,Yes,20121212
Williams,President,Yes,20121212
Yellen,Governor,Yes,20121212
