Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20010131
McDonough,Vice Chairman,Yes,20010131
Ferguson,Preisdent,Yes,20010131
Gramlich,Governor,Yes,20010131
Hoenig,President,Yes,20010131
Kelley,Governor,Yes,20010131
Meyer,Governor,Yes,20010131
Minehan,President,Yes,20010131
Moskow,President,Yes,20010131
Poole,President,Yes,20010131
