Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20100127
Dudley,Vice Chairman,Yes,20100127
Bullard,President,Yes,20100127
Duke,Governor,Yes,20100127
Hoenig,President,No,20100127
Kohn,Governor,Yes,20100127
Pianalto,President,Yes,20100127
Rosengren,President,Yes,20100127
Tarullo,Governor,Yes,20100127
Warsh,Governor,Yes,20100127
