Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,19961113
McDonough,Vice Chairman,Yes,19961113
Boehne,President,Yes,19961113
Jordan,President,Yes,19961113
Kelley,Governor,Yes,19961113
Lindsey,Governor,Yes,19961113
McTeer,President,Yes,19961113
Meyer,Governor,Yes,19961113
Phillips,Governor,Yes,19961113
Rivlin,Governor,Yes,19961113
Stern,President,Yes,19961113
Yellen,Governor,Yes,19961113
