Voter,Greeting,Vote,date
Greenspan,Chairman,Yes,20050322
Geithner,Vice Chairman,Yes,20050322
Bernanke,Governor,Yes,20050322
Bies,Governor,Yes,20050322
Ferguson,Governor,Yes,20050322
Gramlich,Governor,Yes,20050322
Guynn,President,Yes,20050322
Kohn,Governor,Yes,20050322
Moskow,President,Yes,20050322
Olson,Governor,Yes,20050322
Santomero,President,Yes,20050322
Stern, President,Yes,20050322
