Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20020507
McDonough,Vice Chairman,Yes,20020507
Bies,Governor,Yes,20020507
Ferguson,Governor,Yes,20020507
Gramlich,Governor,Yes,20020507
Jordan,President,Yes,20020507
McTeer,President,Yes,20020507
Olson,Governor,Yes,20020507
Santomero,President,Yes,20020507
Stern,President,Yes,20020507
