Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20080805
Geithner,Vice Chairman,Yes,20080805
Duke,Governor,Yes,20080805
Fisher,President,No,20080805
Kohn,Governor,Yes,20080805
Kroszner,Governor,Yes,20080805
Mishkin,Governor,Yes,20080805
Pianalto,President,Yes,20080805
Plosser,President,Yes,20080805
Stern,President,Yes,20080805
Warsh,Governor,Yes,20080805
