Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20090624
Dudley,Vice Chairman,Yes,20090624
Duke,Governor,Yes,20090624
Evans,President,Yes,20090624
Kohn,Governor,Yes,20090624
Lacker,President,Yes,20090624
Lockhart,President,Yes,20090624
Tarullo,Governor,Yes,20090624
Warsh,Governor,Yes,20090624
Yellen,President,Yes,20090624
