Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20020813
McDonough,Vice Chairman,Yes,20020813
Bernanke,Governer,Yes,20020813
Bies,Governor,Yes,20020813
Ferguson,Governor,Yes,20020813
Gramlich,Governor,Yes,20020813
Jordan,President,Yes,20020813
Kohn,Governor,Yes,20020813
McTeer,President,Yes,20020813
Olson,Governor,Yes,20020813
Santomero,President,Yes,20020813
Stern,President,Yes,20020813
