Voters,Greeting,Vote,date
Bernanke,Chairman,Yes,20121024
Dudley,Vice Chairman,Yes,20121024
Duke,Governor,Yes,20121024
Lacker,President,No,20121024
Lockhart,President,Yes,20121024
Pianalto,President,Yes,20121024
Powell,Governor,Yes,20121024
Raskin,Governor,Yes,20121024
Stein,Governor,Yes,20121024
Tarullo,Governor,Yes,20121024
Williams,President,Yes,20121024
Yellen,Governor,Yes,20121024
