Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20040128
Geithner,Vice Chairman,Yes,20040128
Bernanke,Governor,Yes,20040128
Bies,Governor,Yes,20040128
Ferguson,Governor,Yes,20040128
Gramlich,Governor,Yes,20040128
Hoenig,Preisdent,Yes,20040128
Kohn,Governor,Yes,20040128
Minehan,President,Yes,20040128
Olson,Governor,Yes,20040128
Pianalto,President,Yes,20040128
Poole, President,Yes,20040128
