Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,19980204
McDonough,Vice Chairman,Yes,19980204
Ferguson,Governor,Yes,19980204
Gramlich,Governor,Yes,19980204
Hoenig,President,Yes,19980204
Jordan,President,Yes,19980204
Kelley,Governor,Yes,19980204
McTeer,President,Yes,19980204
Meyer,Governor,Yes,19980204
Minehan,Preisdent,Yes,19980204
Phillips,Governor,Yes,19980204
Rivlin,Governor,Yes,19980204
