Voters,Greeting,Vote,date
Greenspan,Chairman,Yes,20051101
Geithner,Vice Chairman,Yes,20051101
Bies,Governor,Yes,20051101
Ferguson,Governor,Yes,20051101
Fisher,President,Yes,20051101
Kohn,Governor,Yes,20051101
Moskow,President,Yes,20051101
Olson,Governor,Yes,20051101
Santomero,President,Yes,20051101
Stern, President,Yes,20051101
