Voters,Greeting,Vote,date
Powell,Chairman,Yes,20180926
Williams,Vice Chairman,Yes,20180926
Clarida,Governor,Yes,20180926
Barkin,President,Yes,20180926
Bostic,President,Yes,20180926
Brainard,Governor,Yes,20180926
Mester,President,Yes,20180926
Quarles,Governor,Yes,20180926
George,President,Yes,20180926
