,Transcript,Attendees,Male,Female,date,Percent Male Att,Percent Female Att
184,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20120313_att.csv,60,47,13,20120313,0.7833333333333333,0.21666666666666667
185,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20120425_att.csv,62,46,16,20120425,0.7419354838709677,0.25806451612903225
186,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20120620_att.csv,69,52,17,20120620,0.7536231884057971,0.2463768115942029
187,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20120801_att.csv,64,49,15,20120801,0.765625,0.234375
188,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20120913_att.csv,68,51,17,20120913,0.75,0.25
189,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20121024_att.csv,63,48,15,20121024,0.7619047619047619,0.23809523809523808
190,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20121212_att.csv,66,45,21,20121212,0.6818181818181818,0.3181818181818182
191,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20130130_att.csv,71,54,17,20130130,0.7605633802816901,0.23943661971830985
192,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20130320_att.csv,68,54,14,20130320,0.7941176470588235,0.20588235294117646
193,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20130501_att.csv,63,51,12,20130501,0.8095238095238095,0.19047619047619047
194,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20130619_att.csv,71,55,16,20130619,0.7746478873239436,0.22535211267605634
195,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20130731_att.csv,64,46,18,20130731,0.71875,0.28125
196,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20130918_att.csv,66,51,15,20130918,0.7727272727272727,0.22727272727272727
197,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20131030_att.csv,63,50,13,20131030,0.7936507936507936,0.20634920634920634
198,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20131218_att.csv,65,50,15,20131218,0.7692307692307693,0.23076923076923078
199,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20140129_att.csv,67,55,12,20140129,0.8208955223880597,0.1791044776119403
200,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20140319_att.csv,63,51,12,20140319,0.8095238095238095,0.19047619047619047
201,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20140430_att.csv,75,58,17,20140430,0.7733333333333333,0.22666666666666666
202,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20140618_att.csv,79,58,21,20140618,0.7341772151898734,0.26582278481012656
203,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20140730_att.csv,76,56,20,20140730,0.7368421052631579,0.2631578947368421
204,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20140917_att.csv,70,56,14,20140917,0.8,0.2
205,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20141029_att.csv,71,57,14,20141029,0.8028169014084507,0.19718309859154928
206,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20141217_att.csv,69,53,16,20141217,0.7681159420289855,0.2318840579710145
207,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20150128_att.csv,80,64,16,20150128,0.8,0.2
208,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20150318_att.csv,74,55,19,20150318,0.7432432432432432,0.25675675675675674
209,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20150429_att.csv,74,55,19,20150429,0.7432432432432432,0.25675675675675674
210,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20150617_att.csv,82,62,19,20150617,0.7560975609756098,0.23170731707317074
211,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20150729_att.csv,77,56,21,20150729,0.7272727272727273,0.2727272727272727
212,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20150917_att.csv,74,58,16,20150917,0.7837837837837838,0.21621621621621623
213,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20151028_att.csv,78,64,14,20151028,0.8205128205128205,0.1794871794871795
214,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20151216_att.csv,76,61,15,20151216,0.8026315789473685,0.19736842105263158
215,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20160127_att.csv,76,58,18,20160127,0.7631578947368421,0.23684210526315788
216,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20160316_att.csv,71,55,16,20160316,0.7746478873239436,0.22535211267605634
217,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20160427_att.csv,81,63,18,20160427,0.7777777777777778,0.2222222222222222
218,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20160615_att.csv,79,62,17,20160615,0.7848101265822784,0.21518987341772153
219,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20160727_att.csv,80,59,21,20160727,0.7375,0.2625
220,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20160921_att.csv,78,61,17,20160921,0.782051282051282,0.21794871794871795
221,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20161102_att.csv,85,61,24,20161102,0.7176470588235294,0.2823529411764706
222,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20161214_att.csv,76,60,16,20161214,0.7894736842105263,0.21052631578947367
223,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20170201_att.csv,78,59,19,20170201,0.7564102564102564,0.24358974358974358
224,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20170315_att.csv,75,62,13,20170315,0.8266666666666667,0.17333333333333334
225,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20170503_att.csv,78,58,20,20170503,0.7435897435897436,0.2564102564102564
226,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20170614_att.csv,82,61,21,20170614,0.7439024390243902,0.25609756097560976
227,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20170726_att.csv,71,55,16,20170726,0.7746478873239436,0.22535211267605634
228,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20170920_att.csv,71,58,13,20170920,0.8169014084507042,0.18309859154929578
229,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20171101_att.csv,70,55,15,20171101,0.7857142857142857,0.21428571428571427
230,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20171213_att.csv,74,56,18,20171213,0.7567567567567568,0.24324324324324326
231,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20180131_att.csv,75,54,21,20180131,0.72,0.28
232,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20180321_att.csv,72,56,16,20180321,0.7777777777777778,0.2222222222222222
233,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20180502_att.csv,67,52,15,20180502,0.7761194029850746,0.22388059701492538
234,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20180613_att.csv,78,63,15,20180613,0.8076923076923077,0.19230769230769232
235,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20180801_att.csv,75,58,17,20180801,0.7733333333333333,0.22666666666666666
236,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20180926_att.csv,73,58,15,20180926,0.7945205479452054,0.2054794520547945
237,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20181108_att.csv,92,70,22,20181108,0.7608695652173914,0.2391304347826087
238,/Users/ds3228/OneDrive - Yale University/Desktop/FRB/fomc_transcript/data/processed/Attendees\20181219_att.csv,94,70,24,20181219,0.7446808510638298,0.2553191489361702
