,Speaker,transcript_text,clean_transcript_text,date
20,CHAIR YELLEN,CHAIR YELLEN Any questions for the presenters? President George,Any questions for the presenters? President George,20160921
21,MS GEORGE,MS GEORGE I had a question for Lorie on the reinvestment purchases At one point the expectations were that we would cease reinvestments when we’d get to a federal funds rate of 1 to 1¼ percent Are those expectations of when people expect us to cease reinvestments moving at all relative to expectations for the funds rate and how would they compare with our own?,I had a question for Lorie on the reinvestment purchases At one point the expectations were that we would cease reinvestments when we’d get to a federal funds rate of 1 to 1¼ percent Are those expectations of when people expect us to cease reinvestments moving at all relative to expectations for the funds rate and how would they compare with our own?,20160921
22,MS LOGAN,MS LOGAN The reinvestment expectations in the policy survey are adjusting to changes in expectations for the rate level so they’ve been consistently moving out as expectations of the path of policy have moved out That relationship has stayed fairly stable,The reinvestment expectations in the policy survey are adjusting to changes in expectations for the rate level so they’ve been consistently moving out as expectations of the path of policy have moved out That relationship has stayed fairly stable,20160921
23,MS GEORGE,MS GEORGE So with our projections coming out they are likely to change,So with our projections coming out they are likely to change,20160921
24,MR POTTER,MR POTTER So 1⅜ is the median estimate of where the federal funds rate will be ,So 1⅜ is the median estimate of where the federal funds rate will be,20160921
25,MS GEORGE,MS GEORGE Thank you,Thank you,20160921
26,CHAIR YELLEN,CHAIR YELLEN Any further questions? We do not need a vote on the new counterparty policy but I would like to see whether there is general support for the Desk to go ahead with the plans as we’ve discussed,Any further questions? We do not need a vote on the new counterparty policy but I would like to see whether there is general support for the Desk to go ahead with the plans as we’ve discussed,20160921
27,MR FISCHER,MR FISCHER Yes,Yes,20160921
28,MR DUDLEY,MR DUDLEY Yes,Yes,20160921
29,CHAIR YELLEN,CHAIR YELLEN Okay You have general support And I do need a vote to ratify domestic open market operations,Okay You have general support And I do need a vote to ratify domestic open market operations,20160921
30,VICE CHAIRMAN DUDLEY,VICE CHAIRMAN DUDLEY So moved,So moved,20160921
31,CHAIR YELLEN,CHAIR YELLEN Thank you Without objection We’re ready to move along to the economic and financial briefings and David Wilcox is going to start us off,Thank you Without objection We’re ready to move along to the economic and financial briefings and David Wilcox is going to start us off,20160921
32,MR WILCOX,MR WILCOX4 Thank you Madam Chair I will be referring to the packet titled “The us Outlook” The staff economic projection is not much revised since our assessment in either June which is the last time you provided forecasts for the‌4 The materials used by Mr Wilcox are appended to this transcript (appendix 4)SEP or compared with July so I’ll summarize the current economic situation with greater brevity than usual and will then make the briefing longer than usual overall by reviewing in some detail the comparative labor market experience of blacks Hispanics and whites over the past couple of decadesReal gdp growth during the first half of this year is currently estimated to have been noticeably weaker than we anticipated in July but a shortfall in inventory investment below our expectations more than accounted for the downside surprise The growth of private domestic final purchases during the first half of the year was according to current estimates as strong as we had expected As shown in panel 1 the available indicators as seen through the lens of the various nowcasting models in operation around the System suggest that real gdp growth has rebounded in the current quarter a view with which we concur Indeed as you will see from the path of the black line our judgmental assessment is that the rebound has been a little stronger than we anticipated at the time of the July meeting even taking on board last Thursday’s slightly disappointing retail sales release Our forecast of real gdp growth over the year as a whole is now unrevised from the July TealbookAs you can see from panel 2 our September Tealbook forecast of real gdp growth over the medium term is just a shade weaker than the one we had in July largely because we trimmed our assumption for potential gdp growth and let that show through to actual gdp Overall the picture remains one of steady growth modestly faster than the growth of potential gdp and slowing slightly toward the end of the projection period as the normalization of monetary policy takes firmer hold and discretionary fiscal policy actions add a little less to the growth of demandAs shown in panel 3 we estimate that the output gap has essentiallysed—an assessment very much in line with the range of four models that we track and that produce their own independent estimates of an output gap Over the medium term we expect that output will move above its potential with the differential reaching about 1½ percent of potential gdp by the end of 2018 As a result the unemployment rate shown to the right continues to drift down reaching a low of 4¼ percent in 2019As shown in the bottom two panels the outlook for inflation is also essentially unrevised The most noteworthy development here since the July meeting is that we’ve received some hard data corroborating our earlier expectation that core inflation would step down in the second half of the year We had expected a combination of residual seasonality and the absence of elevated readings in a few idiosyncratic categories to bring core quarterly inflation down into the neighborhood of 1¼ to 1½ percent in the second half of this year and that reduction seems to be in train—an assessment that survived the publication late last week of the PPI and cpi for AugustAs shown in panel 7 on the next page our forecast for top-line pce inflation this year is unrevised on net since December of last year when you first raised the funds rate 25 basis points reflecting a fortuitous counterbalancing of weaker-than-expectedfood prices against stronger-than-expected core inflation As shown to the right we parse the changes in core inflation into the yellow box for “other” price inflation in 2016 Inflation mavens will recall that there were some price spikes early in the year in categories such as jewelry apparel and nonmarket prices—categories that historically have not had much signal value for future inflation Thus far the call not to carry any of those higher readings forward into the second half appears to have been the right one In 2017 and 2018 a variety of very small factors have caused us to trim a cumulative 01 percentage point per year out of our projection The most easily identifiable of these factors is that back in March we took down our assumption for the underlying pace of inflation this year 5 basis pointsI will now turn to reviewing the comparative labor market outcomes of blacks or African Americans Hispanics or Latinos and whites over the past couple of decades A high-level summary is that overall labor market conditions have continued to improve over the past several years and that this improvement has generally been broadly shared across major racial and ethnic groups In relative terms conditions on at least some dimensions have been improving more rapidly of late for African Americans and Hispanics than for whites However in absolute terms labor market conditions remain notably worse for African Americans and HispanicsThe following three panels illustrate the overall improvement in labor market conditions As shown by the black dashed line in panel 9 the national average U-3 unemployment rate has continued to trend down in recent years and as shown by the other lines this is true for blacks and Hispanics as well as for whitesAs shown in panel 10 the broader U-6 measure has also generally continued to trend downward though progress on this measure appears to have been more uneven in recent months for blacks and Hispanics Panel 11 shows employment-to- population ratios for these same groups focusing here on persons between the ages of 25 and 54 in order to limit the influence of the marked differences in age structure across racial and ethnic groups The EPOPs for all groups have trended up over the past several years with the EPOP for blacks or African Americans making especially notable gains after having suffered especially severely during the Great Recession and having lagged the recovery experienced by other groupsThus the labor market experience of Hispanics and African Americans has improved considerably during the past few years That said it remains notably worse in many respects than the labor market experience of whites Starting with the most obvious fact to illustrate this point the unemployment rates for blacks and Hispanics remain much higher than that for whites For example 87 percent on average for blacks over the 12 months ending in August 59 percent for Hispanics and44 percent for whites Moreover panel 12 on your next page shows that at every age unemployment rates are higher for blacks and Hispanics than they are for whitesSimilarly panel 13 shows that with only one exception unemployment rates for blacks and Hispanics at every level of educational attainment are higher than they are for whites of the same educational attainment An especially sobering take on therelative experience of blacks or African Americans compared with whites is revealed by comparing unemployment rates across levels of educational attainmentRemaining in panel 13 for example comparing the blue bar in the rightmost cluster with the green bar just to the left we see that during the 12 months ending in August blacks with a bachelor’s degree or more experienced unemployment at the same42 percent rate as whites with only some college or an associate’s degree Moving to the left blacks with some college education but not a bachelor’s degree experienced a higher unemployment rate than did whites with only a high school degree And blacks with a high school degree experienced more unemployment than did white high school dropoutsAnother aspect of the labor market reality of blacks and Hispanics over the past two decades has been that they have tended to experience a “high beta” version of the unemployment variation of whites Panel 14 on the next page provides a scatter plot of the unemployment rate for blacks plotted against the y-axis against the unemployment rate for whites plotted against the x-axis The red dots show unemployment rates from 1994 through 2007 while the blue dots show rates since the beginning of 2011 As you can see from the red trend line for the early dots apercentage point increase in the unemployment rate for whites before the Great Recession was associated with a 18 percentage point increase in the rate for blacks The bad news is that nothing has changed more recently: As shown by the trend line for the blue dots exactly the same relationship holds in the more recent period The good news to the extent there is any here is that this high-beta relationship implies that unemployment rates have been coming down more rapidly for blacks lately than for whitesPanel 15 provides a similar comparison of Hispanic unemployment rates to white unemployment rates In this case and viewed through this simple lens without controlling for other workforce characteristics there seems to have been some convergence in unemployment experience from the 1990s compared with more recently As denoted by the red dots the multiplier for the Hispanic rate during the 1990s was more than 2 and the level of rates was consistently higher Since the turn of the century the level of the relationship seems to have rotated downward but still the multiplier for Hispanics during the past decade and a half has run in the neighborhood of about 1½An obvious question is what the underlying cause of this high-beta experience of blacks and Hispanics might be One prominent author has suggested that much of the high-beta experience of blacks and Hispanics can be attributed to the disproportionate employment of blacks and Hispanics in the highly cyclical manufacturing and construction industries Another prominent author has attributed the phenomenon to discrimination A third possibility is that it might reflect different age structures or levels of educational attainment across racial and ethnic groupsTo shed light on the plausibility of differing educational attainments as an explanation for the high-beta experience of blacks and Hispanics I stratified the earlier scatter plots by level of educational attainment The four panels on your nextpage show the results for blacks For example the panel in the upper left compares the unemployment experience of blacks with less than a high school degree with that of whites with the same educational attainment As you can see the multiplier in this educational group has averaged 17 The remaining panels perform the same exercise for successively higher levels of attainment The counterintuitive result here is that there is no attenuation of the high-beta experience as education goes up: Even for blacks with a college degree if the unemployment rate of their white counterparts goes up 1 percentage point their own unemployment rate goes up 18 percentage points on average The data point furthest to the northeast in this panel—that is the lower-right panel—is for 2011: In that year the unemployment rate for whites with a BA or more peaked at 39 percent while the rate for their black counterparts hit71 percentYour next page presents the analogous results for Hispanics limiting the sample to 2002 and forward In this case the results differ much more across levels of educational attainment In particular there’s no significant difference between the cyclicality of unemployment of Hispanics and whites who have less than a high school degree (the top-left panel) and a notably smaller difference in the case of those who have a high school degree (shown in the top right) On the other hand the unemployment beta for Hispanics who have some college education (in the bottom left) is about 13 and the beta for those having a bachelor’s degree or more (in the bottom right) is actually a little higher than in the aggregateThis investigation is far from providing a complete answer to the question of why the black and Hispanic unemployment rates historically have behaved like an amplified version of the white unemployment rate But it suggests to me that even if disproportionate employment in manufacturing and construction is part of the explanation for the high-beta experience of blacks and Hispanics more may be going on In particular I am struck by the fact that at least in the case of African Americans the high-beta behavior manifests at all levels of educational attainment including among those with a college degree or more But for sure more work needs to be done hereBeforesing let me briefly note that blacks and Hispanics have worse labor market experiences in other dimensions as well aside from unemployment To give two quick illustrations: As shown in panel 18 blacks and Hispanics report experiencing involuntary part-time employment for economic reasons at considerably higher rates than do whites And as shown in panel 19 blacks experience longer spells of unemployment than do whites You can see this latter result by noting that relatively less of black unemployment relative to white unemployment is accounted for in short-duration spells to the left of the graph whereas relatively more of black unemployment is taken up in long-duration spells to the right of the graph And I haven’t even touched on the issue of wage equity across racial and ethnic groupsThe bottom line that I take away is this: Much progress has been made in recent years in overall labor market conditions Moreover in relative terms blacks and Hispanics have gained disproportionately during the past few years However inabsolute terms the differences across groups remain large and disturbing Much more work remains to be done about why this is so and what can be done about it Paul will carry on with our briefing,Thank you Madam Chair I will be referring to the packet titled “The us Outlook” The staff economic projection is not much revised since our assessment in either June which is the last time you provided forecasts for the‌4 The materials used by Mr Wilcox are appended to this transcript (appendix 4)SEP or compared with July so I’ll summarize the current economic situation with greater brevity than usual and will then make the briefing longer than usual overall by reviewing in some detail the comparative labor market experience of blacks Hispanics and whites over the past couple of decadesReal gdp growth during the first half of this year is currently estimated to have been noticeably weaker than we anticipated in July but a shortfall in inventory investment below our expectations more than accounted for the downside surprise The growth of private domestic final purchases during the first half of the year was according to current estimates as strong as we had expected As shown in panel 1 the available indicators as seen through the lens of the various nowcasting models in operation around the System suggest that real gdp growth has rebounded in the current quarter a view with which we concur Indeed as you will see from the path of the black line our judgmental assessment is that the rebound has been a little stronger than we anticipated at the time of the July meeting even taking on board last Thursday’s slightly disappointing retail sales release Our forecast of real gdp growth over the year as a whole is now unrevised from the July TealbookAs you can see from panel 2 our September Tealbook forecast of real gdp growth over the medium term is just a shade weaker than the one we had in July largely because we trimmed our assumption for potential gdp growth and let that show through to actual gdp Overall the picture remains one of steady growth modestly faster than the growth of potential gdp and slowing slightly toward the end of the projection period as the normalization of monetary policy takes firmer hold and discretionary fiscal policy actions add a little less to the growth of demandAs shown in panel 3 we estimate that the output gap has essentiallysed—an assessment very much in line with the range of four models that we track and that produce their own independent estimates of an output gap Over the medium term we expect that output will move above its potential with the differential reaching about 1½ percent of potential gdp by the end of 2018 As a result the unemployment rate shown to the right continues to drift down reaching a low of 4¼ percent in 2019As shown in the bottom two panels the outlook for inflation is also essentially unrevised The most noteworthy development here since the July meeting is that we’ve received some hard data corroborating our earlier expectation that core inflation would step down in the second half of the year We had expected a combination of residual seasonality and the absence of elevated readings in a few idiosyncratic categories to bring core quarterly inflation down into the neighborhood of 1¼ to 1½ percent in the second half of this year and that reduction seems to be in train—an assessment that survived the publication late last week of the PPI and cpi for AugustAs shown in panel 7 on the next page our forecast for top-line pce inflation this year is unrevised on net since December of last year when you first raised the funds rate 25 basis points reflecting a fortuitous counterbalancing of weaker-than-expectedfood prices against stronger-than-expected core inflation As shown to the right we parse the changes in core inflation into the yellow box for “other” price inflation in 2016 Inflation mavens will recall that there were some price spikes early in the year in categories such as jewelry apparel and nonmarket prices—categories that historically have not had much signal value for future inflation Thus far the call not to carry any of those higher readings forward into the second half appears to have been the right one In 2017 and 2018 a variety of very small factors have caused us to trim a cumulative 01 percentage point per year out of our projection The most easily identifiable of these factors is that back in March we took down our assumption for the underlying pace of inflation this year 5 basis pointsI will now turn to reviewing the comparative labor market outcomes of blacks or African Americans Hispanics or Latinos and whites over the past couple of decades A high-level summary is that overall labor market conditions have continued to improve over the past several years and that this improvement has generally been broadly shared across major racial and ethnic groups In relative terms conditions on at least some dimensions have been improving more rapidly of late for African Americans and Hispanics than for whites However in absolute terms labor market conditions remain notably worse for African Americans and HispanicsThe following three panels illustrate the overall improvement in labor market conditions As shown by the black dashed line in panel 9 the national average U-3 unemployment rate has continued to trend down in recent years and as shown by the other lines this is true for blacks and Hispanics as well as for whitesAs shown in panel 10 the broader U-6 measure has also generally continued to trend downward though progress on this measure appears to have been more uneven in recent months for blacks and Hispanics Panel 11 shows employment-to- population ratios for these same groups focusing here on persons between the ages of 25 and 54 in order to limit the influence of the marked differences in age structure across racial and ethnic groups The EPOPs for all groups have trended up over the past several years with the EPOP for blacks or African Americans making especially notable gains after having suffered especially severely during the Great Recession and having lagged the recovery experienced by other groupsThus the labor market experience of Hispanics and African Americans has improved considerably during the past few years That said it remains notably worse in many respects than the labor market experience of whites Starting with the most obvious fact to illustrate this point the unemployment rates for blacks and Hispanics remain much higher than that for whites For example 87 percent on average for blacks over the 12 months ending in August 59 percent for Hispanics and44 percent for whites Moreover panel 12 on your next page shows that at every age unemployment rates are higher for blacks and Hispanics than they are for whitesSimilarly panel 13 shows that with only one exception unemployment rates for blacks and Hispanics at every level of educational attainment are higher than they are for whites of the same educational attainment An especially sobering take on therelative experience of blacks or African Americans compared with whites is revealed by comparing unemployment rates across levels of educational attainmentRemaining in panel 13 for example comparing the blue bar in the rightmost cluster with the green bar just to the left we see that during the 12 months ending in August blacks with a bachelor’s degree or more experienced unemployment at the same42 percent rate as whites with only some college or an associate’s degree Moving to the left blacks with some college education but not a bachelor’s degree experienced a higher unemployment rate than did whites with only a high school degree And blacks with a high school degree experienced more unemployment than did white high school dropoutsAnother aspect of the labor market reality of blacks and Hispanics over the past two decades has been that they have tended to experience a “high beta” version of the unemployment variation of whites Panel 14 on the next page provides a scatter plot of the unemployment rate for blacks plotted against the y-axis against the unemployment rate for whites plotted against the x-axis The red dots show unemployment rates from 1994 through 2007 while the blue dots show rates since the beginning of 2011 As you can see from the red trend line for the early dots apercentage point increase in the unemployment rate for whites before the Great Recession was associated with a 18 percentage point increase in the rate for blacks The bad news is that nothing has changed more recently: As shown by the trend line for the blue dots exactly the same relationship holds in the more recent period The good news to the extent there is any here is that this high-beta relationship implies that unemployment rates have been coming down more rapidly for blacks lately than for whitesPanel 15 provides a similar comparison of Hispanic unemployment rates to white unemployment rates In this case and viewed through this simple lens without controlling for other workforce characteristics there seems to have been some convergence in unemployment experience from the 1990s compared with more recently As denoted by the red dots the multiplier for the Hispanic rate during the 1990s was more than 2 and the level of rates was consistently higher Since the turn of the century the level of the relationship seems to have rotated downward but still the multiplier for Hispanics during the past decade and a half has run in the neighborhood of about 1½An obvious question is what the underlying cause of this high-beta experience of blacks and Hispanics might be One prominent author has suggested that much of the high-beta experience of blacks and Hispanics can be attributed to the disproportionate employment of blacks and Hispanics in the highly cyclical manufacturing and construction industries Another prominent author has attributed the phenomenon to discrimination A third possibility is that it might reflect different age structures or levels of educational attainment across racial and ethnic groupsTo shed light on the plausibility of differing educational attainments as an explanation for the high-beta experience of blacks and Hispanics I stratified the earlier scatter plots by level of educational attainment The four panels on your nextpage show the results for blacks For example the panel in the upper left compares the unemployment experience of blacks with less than a high school degree with that of whites with the same educational attainment As you can see the multiplier in this educational group has averaged 17 The remaining panels perform the same exercise for successively higher levels of attainment The counterintuitive result here is that there is no attenuation of the high-beta experience as education goes up: Even for blacks with a college degree if the unemployment rate of their white counterparts goes up 1 percentage point their own unemployment rate goes up 18 percentage points on average The data point furthest to the northeast in this panel—that is the lower-right panel—is for 2011: In that year the unemployment rate for whites with a BA or more peaked at 39 percent while the rate for their black counterparts hit71 percentYour next page presents the analogous results for Hispanics limiting the sample to 2002 and forward In this case the results differ much more across levels of educational attainment In particular there’s no significant difference between the cyclicality of unemployment of Hispanics and whites who have less than a high school degree (the top-left panel) and a notably smaller difference in the case of those who have a high school degree (shown in the top right) On the other hand the unemployment beta for Hispanics who have some college education (in the bottom left) is about 13 and the beta for those having a bachelor’s degree or more (in the bottom right) is actually a little higher than in the aggregateThis investigation is far from providing a complete answer to the question of why the black and Hispanic unemployment rates historically have behaved like an amplified version of the white unemployment rate But it suggests to me that even if disproportionate employment in manufacturing and construction is part of the explanation for the high-beta experience of blacks and Hispanics more may be going on In particular I am struck by the fact that at least in the case of African Americans the high-beta behavior manifests at all levels of educational attainment including among those with a college degree or more But for sure more work needs to be done hereBeforesing let me briefly note that blacks and Hispanics have worse labor market experiences in other dimensions as well aside from unemployment To give two quick illustrations: As shown in panel 18 blacks and Hispanics report experiencing involuntary part-time employment for economic reasons at considerably higher rates than do whites And as shown in panel 19 blacks experience longer spells of unemployment than do whites You can see this latter result by noting that relatively less of black unemployment relative to white unemployment is accounted for in short-duration spells to the left of the graph whereas relatively more of black unemployment is taken up in long-duration spells to the right of the graph And I haven’t even touched on the issue of wage equity across racial and ethnic groupsThe bottom line that I take away is this: Much progress has been made in recent years in overall labor market conditions Moreover in relative terms blacks and Hispanics have gained disproportionately during the past few years However inabsolute terms the differences across groups remain large and disturbing Much more work remains to be done about why this is so and what can be done about it Paul will carry on with our briefing,20160921
