,Speaker,transcript_text,clean_transcript_text,date
65,CHAIRMAN POWELL,CHAIRMAN POWELL Thank you President Evans,Thank you President Evans,20180926
66,MR EVANS,MR EVANS Thank you Mr Chairman I’m very happy to be third today because I sensed some themes similar to those identified by those who went before although not the insightful analysis that President Mester just gave on the reaction functionsReports received from my directors and other contacts were similar to those in the previous round Activity is robust and businesses are optimistic about their near-term prospects An exception of course is their continued consternation over trade policy A couple of large manufacturers complained that the steel and other tariffs already in place are costing them a lot of money They expect the fallout to only worsen in 2019 unless there is a breakthrough in trade negotiationsI also continue to hear some firms saying that they have put plans for major new investments on hold until there is more certainty about trade policy Still no one is saying they are canceling projects that were already under way or reducing other spendingThe most interesting comments I heard this round were about the different ways companies are responding to tight labor markets A large temporary employment firm told us that with relatively high churn rates in the United States it continues to be possible to find workers and that more of their clients are willing to pay up to do soI heard about a different experience at a recent outreach event I participated in at Fort Wayne Indiana I visited an e-commerce musical equipment retailer They have studio equipment guitars You can find them online very easily The company described some innovative benefits and workplace amenities they use to attract workers from all parts of the country That’s the interesting part Nearly half of their 1400 employees are transplants from outside their Indiana/Michigan/Ohio regional labor marketAnother story: A major equipment manufacturer told me they have started a concerted effort to train their lower-skilled workers to move up the internal job ladder Though this takes time they see it as a lower-cost way to fill skilled positions than bidding for experienced trained workers and they can identify the best workers in those jobs already Other firms however are delaying projects or turning away business A major electric utility noted that they are slowing construction work on the East Coast because of labor shortages And we continue to hear a number of reports about shortages of truck drivers despite substantial increases in wagesIn another sign of tightening labor markets one of my directors who is a retired union leader noted that workers appear emboldened to make wage and work rule demands that would not have been possible a short time agoRegarding the national outlook clearly the economy has considerable momentum and we’re looking for gdp growth in the second half of 2018 to run at about 3¼ percent As we move through the forecast period we project that tighter monetary policy and waning fiscal stimulus will steadily reduce growth to about 1½ percent by 2021 This is roughly ½ percentage point below what we think potential output growth will be at that timeWe expect unemployment to drop to just under 3½ percent by the end of next year and then slowly edge up to 37 percent by the end of the projection period This is about½ percentage point below our estimate of its natural rate A modestly restrictive monetary policy shouldse the remaining gap within two to three years beyond the forecast horizonWith regard to inflation I feel more comfortable about the outlook than I did for the June sep The post-benchmark revision data show year-over-year core inflation running steadily near target since March and a number of our statistical indicator models are now coalescing near2 percent But some downside risks remain Notably I still think we have a ways to go before we can be confident that inflation expectations have firmed symmetrically around 2 percentAs we look forward our projected path of resource utilization should boost inflation by01 or 02 percentage points even with a flat Phillips curve and a gradual path of rate increases should help firm inflation expectations Our projection has core pce inflation rising to 22 percent in 2020 and remaining at that level in 2021 This is up 01 percentage points or so from our June sep submission There is no reason to be concerned about such a modest overshooting of our inflation target Indeed it may be needed to move inflation expectations symmetrically and sustainably around 2 percentIn sum I think the gradual data-dependent path that monetary policy is on right now is appropriate This should generate the soft landing we are looking for and that shows through in my economic forecast Thank you Mr Chairman,Thank you Mr Chairman I’m very happy to be third today because I sensed some themes similar to those identified by those who went before although not the insightful analysis that President Mester just gave on the reaction functionsReports received from my directors and other contacts were similar to those in the previous round Activity is robust and businesses are optimistic about their near-term prospects An exception of course is their continued consternation over trade policy A couple of large manufacturers complained that the steel and other tariffs already in place are costing them a lot of money They expect the fallout to only worsen in 2019 unless there is a breakthrough in trade negotiationsI also continue to hear some firms saying that they have put plans for major new investments on hold until there is more certainty about trade policy Still no one is saying they are canceling projects that were already under way or reducing other spendingThe most interesting comments I heard this round were about the different ways companies are responding to tight labor markets A large temporary employment firm told us that with relatively high churn rates in the United States it continues to be possible to find workers and that more of their clients are willing to pay up to do soI heard about a different experience at a recent outreach event I participated in at Fort Wayne Indiana I visited an e-commerce musical equipment retailer They have studio equipment guitars You can find them online very easily The company described some innovative benefits and workplace amenities they use to attract workers from all parts of the country That’s the interesting part Nearly half of their 1400 employees are transplants from outside their Indiana/Michigan/Ohio regional labor marketAnother story: A major equipment manufacturer told me they have started a concerted effort to train their lower-skilled workers to move up the internal job ladder Though this takes time they see it as a lower-cost way to fill skilled positions than bidding for experienced trained workers and they can identify the best workers in those jobs already Other firms however are delaying projects or turning away business A major electric utility noted that they are slowing construction work on the East Coast because of labor shortages And we continue to hear a number of reports about shortages of truck drivers despite substantial increases in wagesIn another sign of tightening labor markets one of my directors who is a retired union leader noted that workers appear emboldened to make wage and work rule demands that would not have been possible a short time agoRegarding the national outlook clearly the economy has considerable momentum and we’re looking for gdp growth in the second half of 2018 to run at about 3¼ percent As we move through the forecast period we project that tighter monetary policy and waning fiscal stimulus will steadily reduce growth to about 1½ percent by 2021 This is roughly ½ percentage point below what we think potential output growth will be at that timeWe expect unemployment to drop to just under 3½ percent by the end of next year and then slowly edge up to 37 percent by the end of the projection period This is about½ percentage point below our estimate of its natural rate A modestly restrictive monetary policy shouldse the remaining gap within two to three years beyond the forecast horizonWith regard to inflation I feel more comfortable about the outlook than I did for the June sep The post-benchmark revision data show year-over-year core inflation running steadily near target since March and a number of our statistical indicator models are now coalescing near2 percent But some downside risks remain Notably I still think we have a ways to go before we can be confident that inflation expectations have firmed symmetrically around 2 percentAs we look forward our projected path of resource utilization should boost inflation by01 or 02 percentage points even with a flat Phillips curve and a gradual path of rate increases should help firm inflation expectations Our projection has core pce inflation rising to 22 percent in 2020 and remaining at that level in 2021 This is up 01 percentage points or so from our June sep submission There is no reason to be concerned about such a modest overshooting of our inflation target Indeed it may be needed to move inflation expectations symmetrically and sustainably around 2 percentIn sum I think the gradual data-dependent path that monetary policy is on right now is appropriate This should generate the soft landing we are looking for and that shows through in my economic forecast Thank you Mr Chairman,20180926
67,CHAIRMAN POWELL,CHAIRMAN POWELL Thank you Acting President Gould,Thank you Acting President Gould,20180926
68,MR GOULD,MR GOULD Thank you Mr Chairman Once again it’s an honor to be here and it’s a particular treat to be here with our incoming president Mary DalyThe national economy remains in excellent shape and we’re certainly seeing this strength in the 12th District economy Consumers have been spending at such a brisk clip that my contacts in the shipping industry are having trouble keeping up with the growth in online salesAnd despite any bad press you may hear about tech companies these days I can assure you that Silicon Valley is doing just fine One contact tells me that the overall environment for venture capital activity there is the healthiest he’s seen at any time in a 37-year careerThese conditions are reflected in my sep contribution with a projected expansion of real gdp that will further outstrip the economy’s potential Our estimate of the natural rate of unemployment is unchanged at 46 percent and we expect the observed rate to bottom out at about 34 percent next year Our estimate of trend growth is also unchanged for now at 17 percent with actual growth slated to far exceed that this year and remain above trend next year Finally our projection includes a slight inflation overshoot over the next year or two in line with continued tightening in labor marketsA few factors can temper this strong expansion; they mostly revolve around the international outlook The prospect of an escalating trade war is creating uncertainty causing some West Coast businesses to proactively formulate costly contingency plans and in a fewcases delay expansion decisions For now though direct effects on the District economy have been quite limitedMore generally I view the overall risks to real gdp growth and inflation as being largely balanced New analyses by my staff illustrate this balance in the case of inflation They find that the recent upward movement in core pce inflation has largely been driven by products whose prices don’t move with the business cycle By contrast the contribution of cyclically responsive categories has been steady So their analysis attributes the recent inflation pickup mostly to idiosyncratic factors This raises a downside risk that the pickup will be reversedOn the upside we could see a greater response of the cyclically sensitive components to further labor market tightening Along those lines some of my contacts have started noticing a reawakening of long-dormant pricing power echoing comments made by President Rosengren For instance a manufacturer of outdoor consumer products recently commented on a newfound ability to pass increases in material costs on to retail prices On balance the weight of the evidence indicates that inflation could still move in either direction though relative to our targetFinally one change in my sep is an increase in the estimated neutral funds rate for nominal R* This revision takes into account a few factors likely pushing it upward—for instance the higher federal deficit and lower corporate taxes It also acknowledges recent trends in the data as reflected in the updated estimates drawn from a wide range of models We bumped the San Francisco Fed’s estimated neutral rate up from 25 percent to 275 percent This remains toward the lower end of the range of existing estimates implying significant headroom between it and the current funds rate Accordingly my sep includes two more funds rate increases this year and further gradual increases in 2019 Thank you,Thank you Mr Chairman Once again it’s an honor to be here and it’s a particular treat to be here with our incoming president Mary DalyThe national economy remains in excellent shape and we’re certainly seeing this strength in the 12th District economy Consumers have been spending at such a brisk clip that my contacts in the shipping industry are having trouble keeping up with the growth in online salesAnd despite any bad press you may hear about tech companies these days I can assure you that Silicon Valley is doing just fine One contact tells me that the overall environment for venture capital activity there is the healthiest he’s seen at any time in a 37-year careerThese conditions are reflected in my sep contribution with a projected expansion of real gdp that will further outstrip the economy’s potential Our estimate of the natural rate of unemployment is unchanged at 46 percent and we expect the observed rate to bottom out at about 34 percent next year Our estimate of trend growth is also unchanged for now at 17 percent with actual growth slated to far exceed that this year and remain above trend next year Finally our projection includes a slight inflation overshoot over the next year or two in line with continued tightening in labor marketsA few factors can temper this strong expansion; they mostly revolve around the international outlook The prospect of an escalating trade war is creating uncertainty causing some West Coast businesses to proactively formulate costly contingency plans and in a fewcases delay expansion decisions For now though direct effects on the District economy have been quite limitedMore generally I view the overall risks to real gdp growth and inflation as being largely balanced New analyses by my staff illustrate this balance in the case of inflation They find that the recent upward movement in core pce inflation has largely been driven by products whose prices don’t move with the business cycle By contrast the contribution of cyclically responsive categories has been steady So their analysis attributes the recent inflation pickup mostly to idiosyncratic factors This raises a downside risk that the pickup will be reversedOn the upside we could see a greater response of the cyclically sensitive components to further labor market tightening Along those lines some of my contacts have started noticing a reawakening of long-dormant pricing power echoing comments made by President Rosengren For instance a manufacturer of outdoor consumer products recently commented on a newfound ability to pass increases in material costs on to retail prices On balance the weight of the evidence indicates that inflation could still move in either direction though relative to our targetFinally one change in my sep is an increase in the estimated neutral funds rate for nominal R* This revision takes into account a few factors likely pushing it upward—for instance the higher federal deficit and lower corporate taxes It also acknowledges recent trends in the data as reflected in the updated estimates drawn from a wide range of models We bumped the San Francisco Fed’s estimated neutral rate up from 25 percent to 275 percent This remains toward the lower end of the range of existing estimates implying significant headroom between it and the current funds rate Accordingly my sep includes two more funds rate increases this year and further gradual increases in 2019 Thank you,20180926
69,CHAIRMAN POWELL,CHAIRMAN POWELL Thank you President Barkin,Thank you President Barkin,20180926
70,MR BARKIN,MR BARKIN Thank you Mr Chair The national economy has evolved roughly as we expected since our previous meeting We still see gdp growth well above estimates of trendThe labor market continues its strength Inflation has been at our target and inflation expectations have been stableI think confidence matters for continued momentum in the real economy in the period ahead Both business and consumer sentiment seem strong consistent with low unemployment growth in consumption buoyant markets and expansionary fiscal policy We see this reflected both in national numbers and our Fifth District surveys Over the past four months for example our manufacturing survey composite index hit its highest values in its 25-year historyIt has been a tough month for our District however as Hurricane Florence has killed millions of farm animals and upended the lives and destroyed the property of thousands of people Our hearts go out to them The area most affected was not that densely populated but it will still take some time for rural North Carolina in particular to get back on its feetWe continue to dig into the trade question and it looks like it may well be settling toward a focus on China I would agree with the staff that the limited tariffs actually imposed to date have not had much effect on the overall economy Nevertheless they have meaningfully affected the particular industries in which tariffs have been imposed I sat with a group of farmers who complained that the trade talks were playing a game with their livelihoods at a time when strong agricultural yields had already forced prices down One consequence that we might see is food prices contributing to a near-term underrun of overall inflation relative to core inflationUncertainty about the permanence of eventual tariffs is still limiting supply chain reconfiguration but we do see firms moving when they face competitors with a supply chain thatis less damaged by tariffs This will hurt China This has happened for example with a furniture retailer and a plumbing distributor in our District Each has moved its supply to Vietnam to stay competitive with firms that already manufacture thereMore broadly uncertainty I believe may be limiting our upside Considering the health of the economy I would expect businesses to be investing more than they tell me they areWhen you probe for the reasons for their seeming underinvestment they point to the tariff discussions as President Evans said and the effect on their confidence in the future environmentFinally I get the impression received from contacts that current trade policy talks have already affected the perceived reliability of the United States as a global supplier This reputation has been important in sustaining our strong trade relationships over time but there are signs that that dynamic is starting to reverse A major poultry company that is not meaningfully tariffed told me they see nontariff countries moving supply to diversify away from overconcentration with the United States as we no longer seem as reliable as we once did A defense contractor told me the same thing Any such invisible diversification is absolutely something that we need to keep an eye onWhen I joined the Committee in January there was some debate about whether inflation still needed a push by keeping rates lower for longer I’m comfortable saying as others have said that inflation has firmed and expectations are stable Now the main question for us is howse is the economy to overheating?As the Chairman said at the Jackson Hole symposium in a world of anchored inflation expectations we may well see overheating in different ways We often discuss financial excesses For example our Board of Directors has pushed us on the topic of commercial realestate But I’d also like to emphasize that we should be looking hard at supply constraints and I’m starting to see signs that supply constraints are increasing among contacts in our DistrictClose to home my research staff tells me driver shortages are causing school bus delays in multiple districts Service in Richmond restaurants is on a notable decline Even I’ve noticed that [Laughter] We’re seeing concerns about employee availability as a drag on investment A steel contact told us a plant wasn’t built because of those concerns The plumbing distributor I mentioned earlier said suppliers are not bringing jobs back to the United States because they can’t see building a plant if they can’t become confident they can hire workers For employers who don’t believe they can raise prices enough to offset increased wages we’re starting to see them choose to forgo business A construction firm told us it is turning down work and two defense contractors are imposing delays on their customers Trucking shortages are everywhere A Maryland crab meat processor and a set of soybean farmers report production shortages because they can’t get seasonal immigrant workers and a chicken plant actually reduced the number of shifts because of inability to find workersNow I don’t think I’m ready to call the overheating question quite yet As I said earlier despite all these indications of unusually high resource utilization our contacts report that capital expenditure plans for next year are only moderate to conservative and we continue to see strong employment growth perhaps as people come in from the sidelinesBut I will say I’m watching supply constraintssely and now that quits are back to 2000 levels and nominal wage growth has ticked up I’m watching compensation as well Just ahead of us is the annual merit increase period and like others have said I’m hearing talk of larger-than-normal across-the-board increases So 2019 could be interesting Thank you,Thank you Mr Chair The national economy has evolved roughly as we expected since our previous meeting We still see gdp growth well above estimates of trendThe labor market continues its strength Inflation has been at our target and inflation expectations have been stableI think confidence matters for continued momentum in the real economy in the period ahead Both business and consumer sentiment seem strong consistent with low unemployment growth in consumption buoyant markets and expansionary fiscal policy We see this reflected both in national numbers and our Fifth District surveys Over the past four months for example our manufacturing survey composite index hit its highest values in its 25-year historyIt has been a tough month for our District however as Hurricane Florence has killed millions of farm animals and upended the lives and destroyed the property of thousands of people Our hearts go out to them The area most affected was not that densely populated but it will still take some time for rural North Carolina in particular to get back on its feetWe continue to dig into the trade question and it looks like it may well be settling toward a focus on China I would agree with the staff that the limited tariffs actually imposed to date have not had much effect on the overall economy Nevertheless they have meaningfully affected the particular industries in which tariffs have been imposed I sat with a group of farmers who complained that the trade talks were playing a game with their livelihoods at a time when strong agricultural yields had already forced prices down One consequence that we might see is food prices contributing to a near-term underrun of overall inflation relative to core inflationUncertainty about the permanence of eventual tariffs is still limiting supply chain reconfiguration but we do see firms moving when they face competitors with a supply chain thatis less damaged by tariffs This will hurt China This has happened for example with a furniture retailer and a plumbing distributor in our District Each has moved its supply to Vietnam to stay competitive with firms that already manufacture thereMore broadly uncertainty I believe may be limiting our upside Considering the health of the economy I would expect businesses to be investing more than they tell me they areWhen you probe for the reasons for their seeming underinvestment they point to the tariff discussions as President Evans said and the effect on their confidence in the future environmentFinally I get the impression received from contacts that current trade policy talks have already affected the perceived reliability of the United States as a global supplier This reputation has been important in sustaining our strong trade relationships over time but there are signs that that dynamic is starting to reverse A major poultry company that is not meaningfully tariffed told me they see nontariff countries moving supply to diversify away from overconcentration with the United States as we no longer seem as reliable as we once did A defense contractor told me the same thing Any such invisible diversification is absolutely something that we need to keep an eye onWhen I joined the Committee in January there was some debate about whether inflation still needed a push by keeping rates lower for longer I’m comfortable saying as others have said that inflation has firmed and expectations are stable Now the main question for us is howse is the economy to overheating?As the Chairman said at the Jackson Hole symposium in a world of anchored inflation expectations we may well see overheating in different ways We often discuss financial excesses For example our Board of Directors has pushed us on the topic of commercial realestate But I’d also like to emphasize that we should be looking hard at supply constraints and I’m starting to see signs that supply constraints are increasing among contacts in our DistrictClose to home my research staff tells me driver shortages are causing school bus delays in multiple districts Service in Richmond restaurants is on a notable decline Even I’ve noticed that [Laughter] We’re seeing concerns about employee availability as a drag on investment A steel contact told us a plant wasn’t built because of those concerns The plumbing distributor I mentioned earlier said suppliers are not bringing jobs back to the United States because they can’t see building a plant if they can’t become confident they can hire workers For employers who don’t believe they can raise prices enough to offset increased wages we’re starting to see them choose to forgo business A construction firm told us it is turning down work and two defense contractors are imposing delays on their customers Trucking shortages are everywhere A Maryland crab meat processor and a set of soybean farmers report production shortages because they can’t get seasonal immigrant workers and a chicken plant actually reduced the number of shifts because of inability to find workersNow I don’t think I’m ready to call the overheating question quite yet As I said earlier despite all these indications of unusually high resource utilization our contacts report that capital expenditure plans for next year are only moderate to conservative and we continue to see strong employment growth perhaps as people come in from the sidelinesBut I will say I’m watching supply constraintssely and now that quits are back to 2000 levels and nominal wage growth has ticked up I’m watching compensation as well Just ahead of us is the annual merit increase period and like others have said I’m hearing talk of larger-than-normal across-the-board increases So 2019 could be interesting Thank you,20180926
71,CHAIRMAN POWELL,CHAIRMAN POWELL Thank you President Bullard,Thank you President Bullard,20180926
72,MR BULLARD,MR BULLARD Thank you Mr Chairman The us economy is growing at a healthy pace around 3 percent on a year-over-year basis This pace is considered robust today But in historical us data it would be considered averageDistrict contacts largely confirm that they also saw healthy growth rates in their businesses during the intermeeting period although perhaps slightly off pace earlier this year Trade issues continue to be a focal point of conversation Labor markets continue to perform well One concern is that interest-sensitive residential investment is set to be a drag on growth this year and this bears careful monitoringWhile both the national economy and the Eighth District economy seem generally robust the Committee’s monetary policy strategy for the coming periodcontinues to be a cause for concern from my perspective A look at the graphs on page 3 of Tealbook A indicates why For real gdp industrial production the unemployment rate and consumer prices the Tealbook baseline is similar to projections made by private-sector forecasters But when it comes to short- term interest rates the Tealbook forecast is approximately 100 basis points higher than the Blue Chip median and well outside even the Blue Chip 10 highest forecasts at the end of 2019The private-sector forecasters seem to believe that we can get the same outcomes for real activity and inflation with a much shallower path of the policy rate over the next 15 months The Tealbook baseline as well as perhaps much of the sep is based on the inertial version of the Taylor (1999) policy rule While this policy rule may have served us as a good benchmark in the past I do not think it is serving us well today as it seems to have been designed for an economy that’s very different from the one operating todayFortunately the Tealbook also provides alternatives to the inertial Taylor (1999) rule that can make more sense of today’s macroeconomic environment I think the Committee shouldbegin to put considerably more weight on these alternatives very soon because in my view the consequences of following versions of the inertial Taylor (1999) rule will be unnecessarily increasing recession risk in an environment with very little inflation pressureLet me briefly describe the two alternatives that I find compelling in the “Monetary Policy Strategies” section of Tealbook A One is a flexible price-level targeting rule Price-level targeting is known to be an optimal monetary policy strategy in some versions of New Keynesian macroeconomic models—the workhorse model in the research literature Such a rule would endeavor to maintain the Committee’s 2 percent inflation target on average over a period of several years Because the Committee has missed the target on the low side since 2011 the flexible price-level targeting rule calls for inflation slightly in excess of the 2 percent target for several yearsThe Tealbook simulation gives us some idea of the quantitative magnitudes involved in such a strategy The results on page 102 of Tealbook A are striking The policy rate would essentially be unchanged from its current level during 2019 and 2020 and yet inflation would average only about 2¼ percent—in my opinion within measurement error of the Committee’s 2 percent target This could be a very successful strategy should the Committee adopt itFor those worried about an outbreak of inflation to the upside in such a scenario the Committee can continuesely monitoring TIPS-based expected inflation measures adjusted from a cpi to a pce basis Those measures currently suggest that the Committee will not achieve the inflation target on a pce basis over the next five years But should inflation expectations move up the Committee could adjust appropriatelyAnother aspect of the Committee’s current monetary policy strategy is that while pce inflation is now about at target the unemployment rate is below estimates of the natural rate asdiscussed by David Wilcox in his earlier presentation The current strategy at least inside our models aims to reduce inflationary pressure by increasing the unemployment rate back up to the estimated natural rate I am doubtful that with today’s flat Phillips curve it is really necessary or desirable to attempt to raise the unemployment rate by 90 basis pointsThe Tealbook optimal control simulation with asymmetric loss seems to bear out some of my intuition on this subject In this exercise the loss function for the optimal control calculation puts positive weight on unemployment above the natural rate but no weight on unemployment below the natural rate In other words we do not like unemployment being high—but when unemployment is low everyone is happy Some of this feeds into the comments by President Mester and the Ed Knotek sep policy rule which puts less weight on the unemployment gapAnother way to say this is that strict inflation targeting is a better policy today than it would be in an environment with high unemployment I think this sort of objective is a better description of what this Committee is trying to achieve Page 104 of the Tealbook describes the outcomes under this scenario The policy rate stays relatively flat inflation remains at the2 percent target and unemployment remains lowIt seems to me that this sort of simulation—which is after all using our own model of the economy—has profound implications for how the Committee should as it proceeds approach monetary policy strategy I encourage the Committee to consider these findings in coming deliberations Thank you Mr Chairman,Thank you Mr Chairman The us economy is growing at a healthy pace around 3 percent on a year-over-year basis This pace is considered robust today But in historical us data it would be considered averageDistrict contacts largely confirm that they also saw healthy growth rates in their businesses during the intermeeting period although perhaps slightly off pace earlier this year Trade issues continue to be a focal point of conversation Labor markets continue to perform well One concern is that interest-sensitive residential investment is set to be a drag on growth this year and this bears careful monitoringWhile both the national economy and the Eighth District economy seem generally robust the Committee’s monetary policy strategy for the coming periodcontinues to be a cause for concern from my perspective A look at the graphs on page 3 of Tealbook A indicates why For real gdp industrial production the unemployment rate and consumer prices the Tealbook baseline is similar to projections made by private-sector forecasters But when it comes to short- term interest rates the Tealbook forecast is approximately 100 basis points higher than the Blue Chip median and well outside even the Blue Chip 10 highest forecasts at the end of 2019The private-sector forecasters seem to believe that we can get the same outcomes for real activity and inflation with a much shallower path of the policy rate over the next 15 months The Tealbook baseline as well as perhaps much of the sep is based on the inertial version of the Taylor (1999) policy rule While this policy rule may have served us as a good benchmark in the past I do not think it is serving us well today as it seems to have been designed for an economy that’s very different from the one operating todayFortunately the Tealbook also provides alternatives to the inertial Taylor (1999) rule that can make more sense of today’s macroeconomic environment I think the Committee shouldbegin to put considerably more weight on these alternatives very soon because in my view the consequences of following versions of the inertial Taylor (1999) rule will be unnecessarily increasing recession risk in an environment with very little inflation pressureLet me briefly describe the two alternatives that I find compelling in the “Monetary Policy Strategies” section of Tealbook A One is a flexible price-level targeting rule Price-level targeting is known to be an optimal monetary policy strategy in some versions of New Keynesian macroeconomic models—the workhorse model in the research literature Such a rule would endeavor to maintain the Committee’s 2 percent inflation target on average over a period of several years Because the Committee has missed the target on the low side since 2011 the flexible price-level targeting rule calls for inflation slightly in excess of the 2 percent target for several yearsThe Tealbook simulation gives us some idea of the quantitative magnitudes involved in such a strategy The results on page 102 of Tealbook A are striking The policy rate would essentially be unchanged from its current level during 2019 and 2020 and yet inflation would average only about 2¼ percent—in my opinion within measurement error of the Committee’s 2 percent target This could be a very successful strategy should the Committee adopt itFor those worried about an outbreak of inflation to the upside in such a scenario the Committee can continuesely monitoring TIPS-based expected inflation measures adjusted from a cpi to a pce basis Those measures currently suggest that the Committee will not achieve the inflation target on a pce basis over the next five years But should inflation expectations move up the Committee could adjust appropriatelyAnother aspect of the Committee’s current monetary policy strategy is that while pce inflation is now about at target the unemployment rate is below estimates of the natural rate asdiscussed by David Wilcox in his earlier presentation The current strategy at least inside our models aims to reduce inflationary pressure by increasing the unemployment rate back up to the estimated natural rate I am doubtful that with today’s flat Phillips curve it is really necessary or desirable to attempt to raise the unemployment rate by 90 basis pointsThe Tealbook optimal control simulation with asymmetric loss seems to bear out some of my intuition on this subject In this exercise the loss function for the optimal control calculation puts positive weight on unemployment above the natural rate but no weight on unemployment below the natural rate In other words we do not like unemployment being high—but when unemployment is low everyone is happy Some of this feeds into the comments by President Mester and the Ed Knotek sep policy rule which puts less weight on the unemployment gapAnother way to say this is that strict inflation targeting is a better policy today than it would be in an environment with high unemployment I think this sort of objective is a better description of what this Committee is trying to achieve Page 104 of the Tealbook describes the outcomes under this scenario The policy rate stays relatively flat inflation remains at the2 percent target and unemployment remains lowIt seems to me that this sort of simulation—which is after all using our own model of the economy—has profound implications for how the Committee should as it proceeds approach monetary policy strategy I encourage the Committee to consider these findings in coming deliberations Thank you Mr Chairman,20180926
73,CHAIRMAN POWELL,CHAIRMAN POWELL Thank you So why don’t we take a break now for coffee? And we’ll reconvene at four o’clock according to thisck right here [Laughter] Ignore that otherck Thank you[Coffee break],Thank you So why don’t we take a break now for coffee? And we’ll reconvene at four o’clock according to thisck right here [Laughter] Ignore that otherck Thank you[Coffee break],20180926
74,CHAIRMAN POWELL,CHAIRMAN POWELL Okay Let’s get going again Governor Brainard,Okay Let’s get going again Governor Brainard,20180926
