,Speaker,transcript_text,clean_transcript_text,date
0,CHAIRMAN BERNANKE,CHAIRMAN BERNANKE Good morning everybody Our first item is a staff report on the potential effects of large-scale asset purchases Seth Carpenter will lead but Vice Chairman Dudley would like to introduce the other presenter,Good morning everybody Our first item is a staff report on the potential effects of large-scale asset purchases Seth Carpenter will lead but Vice Chairman Dudley would like to introduce the other presenter,20120913
1,VICE CHAIRMAN DUDLEY,VICE CHAIRMAN DUDLEY I would like to introduce Michelle Ezer from the Markets Group Michelle and I actually had the interesting experience of writing a paper on the case for tips right in the heart of the financial crisis along with Jennifer Roush I am not really sure how I managed to do that during that period but obviously Jennifer and Michelle did most of the work So she is a coauthor,I would like to introduce Michelle Ezer from the Markets Group Michelle and I actually had the interesting experience of writing a paper on the case for tips right in the heart of the financial crisis along with Jennifer Roush I am not really sure how I managed to do that during that period but obviously Jennifer and Michelle did most of the work So she is a coauthor,20120913
2,CHAIRMAN BERNANKE,CHAIRMAN BERNANKE Okay thank you Seth,Okay thank you Seth,20120913
3,MR CARPENTER,MR CARPENTER1 Thank you Mr Chairman I will be referring to the material that’s labeled “Potential Effects of a Large-Scale Asset Purchase Program” The Committee received three memos from the staff discussing various aspects of potential new large-scale asset purchase (LSAP) programs I will discuss some considerations about how lsap programs might be structured and Michelle will discuss the balance sheet and income implications along with the associated exit issuesWhen considering the financial and economic effects of LSAPs the staff analysis starts from a term structure model that embeds Treasury and mbs supply factors as determinants of the yield curve These effects depend on market participants’ beliefs about the entire trajectory of the soma portfolio’s holdings of securities and the types of those securities The FRB/US model assumes that declines in the 10-year Treasury yield pass through roughly one-for-one to other market rates In addition the lower Treasury rate reduces the discount factor in pricing equities boosting stock prices The foreign exchange value of the dollar falls as well For LSAPs that include purchases of mbs there is an additional assumed reduction in mbs and mortgage rates Finally the changes in these market variables are used to simulate the macroeconomic effects of these purchases using the FRB/US modelOf course the results depend critically on the models used and a wide set of assumptions any of which could be challenged First in the staff models the one-1 The materials used by Mr Carpenter and Ms Ezer are appended to this transcript (appendix 1)for-one pass-through from the 10-year Treasury yield to other market rates could misstate the connection among these rates For example frictions like capacity restrictions for originations may prevent mortgage rates from fully adjusting at least in the short run Another source of uncertainty concerns the embedded effects on equity prices and the foreign exchange value of the dollar Some event studies of previous unconventional balance sheet actions point to smaller effects than incorporated into staff analysis Finally the macroeconomic effects of the changes in asset prices are calculated using the FRB/US model and other models would of course yield results that could be larger or smaller In short while the projections represent the staff’s best assessment the effects are clearly subject to considerable uncertaintyBuying either longer-term Treasury securities or mbs should in principle put downward pressure on longer-term interest rates and so stimulate the economy Although staff models suggest that purchases of mbs have a somewhat smaller effect than Treasury purchases on most longer-term interest rates they have somewhat larger effects on mortgage rates and when translated into estimated macroeconomic outcomes the differences are fairly small especially relative to the substantial uncertainty that surrounds such estimates As a result the staff memos did not provide clear guidance regarding the allocation of LSAPs between purchases of longer-term Treasury securities and purchases of MBSLooking at your first exhibit to illustrate the macroeconomic effects that are implied by the staff models we compare a projection in which the mep the Maturity Extension Program is continued as planned—the solid dark blue line—to a projection that assumes that the Committee instead ends the mep and purchases $600 billion in Treasury securities and $400 billion in mbs by late next year That’s labeled option 1 as in the staff memo and it’s the dotted blue line In addition to lowering term premiums from LSAPs this option is also assumed to put downward pressure on longer-term rates by pushing off the first increase in the federal funds rate by about six months This lsap program is projected to boost real gdp lower the unemployment rate and increase the inflation rate somewhat As a consequence more rapid progress toward both of the Committee’s goals is made The staff memorandum provided prior to your last meeting concluded that the purchases under such a program would not likely lead to a deterioration in market functioningMichelle will later discuss some of the anticipated effects of the program on the Federal Reserve’s balance sheet and incomeAs I noted before the estimated interest rate effect of an lsap depends on the public’s understanding of the FOMC’s intended plans for purchases and exit This consideration is particularly important for a flow-based or open-ended program that continues until a certain economic outcome is achieved If the public understands the FOMC’s stopping rule and has the same forecast for the economy as the Committee and the economy evolves according to those projections then our models would suggest that the flow-based lsap is roughly equivalent to a stock-based lsap of the same ultimate size Of course the economy would likely not proceed exactly in line with expectations so under a flow-based lsap the anticipated total amount of assetpurchases would likely be more state dependent and evolve as the economy evolves Option 4 in the memo entitled “Options for an Additional lsap Program”— presented here as the dashed red line—was intended to correspond roughly to such a program when the economy faces an adverse shock and as a result purchases end up at a level that is higher than originally assumed If the ultimate size of purchases in this case is $2 trillion our models suggest that the net effect would be somewhat smaller than if from the beginning a $2 trillion lsap had been implementedHowever a flow-based approach if communicated clearly to the public also could boost business and consumer confidence by reducing the odds of adverse tail outcomes and limiting the expected variance of economic outcomes This confidence effect is not captured in the staff projections but could be important Alternatively if the stopping rule is not clear and the public believed that the Committee might stop purchases somewhat earlier than the Committee actually intended then the interest rate effect could be reduced relative to what our models suggest However as the public came to understand the Committee’s stopping rule the expected size of the soma portfolio would revise up and the interest rate effects would become larger Michelle is now going to discuss the balance sheet projections and some of the issues related to the exit,Thank you Mr Chairman I will be referring to the material that’s labeled “Potential Effects of a Large-Scale Asset Purchase Program” The Committee received three memos from the staff discussing various aspects of potential new large-scale asset purchase (LSAP) programs I will discuss some considerations about how lsap programs might be structured and Michelle will discuss the balance sheet and income implications along with the associated exit issuesWhen considering the financial and economic effects of LSAPs the staff analysis starts from a term structure model that embeds Treasury and mbs supply factors as determinants of the yield curve These effects depend on market participants’ beliefs about the entire trajectory of the soma portfolio’s holdings of securities and the types of those securities The FRB/US model assumes that declines in the 10-year Treasury yield pass through roughly one-for-one to other market rates In addition the lower Treasury rate reduces the discount factor in pricing equities boosting stock prices The foreign exchange value of the dollar falls as well For LSAPs that include purchases of mbs there is an additional assumed reduction in mbs and mortgage rates Finally the changes in these market variables are used to simulate the macroeconomic effects of these purchases using the FRB/US modelOf course the results depend critically on the models used and a wide set of assumptions any of which could be challenged First in the staff models the one-1 The materials used by Mr Carpenter and Ms Ezer are appended to this transcript (appendix 1)for-one pass-through from the 10-year Treasury yield to other market rates could misstate the connection among these rates For example frictions like capacity restrictions for originations may prevent mortgage rates from fully adjusting at least in the short run Another source of uncertainty concerns the embedded effects on equity prices and the foreign exchange value of the dollar Some event studies of previous unconventional balance sheet actions point to smaller effects than incorporated into staff analysis Finally the macroeconomic effects of the changes in asset prices are calculated using the FRB/US model and other models would of course yield results that could be larger or smaller In short while the projections represent the staff’s best assessment the effects are clearly subject to considerable uncertaintyBuying either longer-term Treasury securities or mbs should in principle put downward pressure on longer-term interest rates and so stimulate the economy Although staff models suggest that purchases of mbs have a somewhat smaller effect than Treasury purchases on most longer-term interest rates they have somewhat larger effects on mortgage rates and when translated into estimated macroeconomic outcomes the differences are fairly small especially relative to the substantial uncertainty that surrounds such estimates As a result the staff memos did not provide clear guidance regarding the allocation of LSAPs between purchases of longer-term Treasury securities and purchases of MBSLooking at your first exhibit to illustrate the macroeconomic effects that are implied by the staff models we compare a projection in which the mep the Maturity Extension Program is continued as planned—the solid dark blue line—to a projection that assumes that the Committee instead ends the mep and purchases $600 billion in Treasury securities and $400 billion in mbs by late next year That’s labeled option 1 as in the staff memo and it’s the dotted blue line In addition to lowering term premiums from LSAPs this option is also assumed to put downward pressure on longer-term rates by pushing off the first increase in the federal funds rate by about six months This lsap program is projected to boost real gdp lower the unemployment rate and increase the inflation rate somewhat As a consequence more rapid progress toward both of the Committee’s goals is made The staff memorandum provided prior to your last meeting concluded that the purchases under such a program would not likely lead to a deterioration in market functioningMichelle will later discuss some of the anticipated effects of the program on the Federal Reserve’s balance sheet and incomeAs I noted before the estimated interest rate effect of an lsap depends on the public’s understanding of the FOMC’s intended plans for purchases and exit This consideration is particularly important for a flow-based or open-ended program that continues until a certain economic outcome is achieved If the public understands the FOMC’s stopping rule and has the same forecast for the economy as the Committee and the economy evolves according to those projections then our models would suggest that the flow-based lsap is roughly equivalent to a stock-based lsap of the same ultimate size Of course the economy would likely not proceed exactly in line with expectations so under a flow-based lsap the anticipated total amount of assetpurchases would likely be more state dependent and evolve as the economy evolves Option 4 in the memo entitled “Options for an Additional lsap Program”— presented here as the dashed red line—was intended to correspond roughly to such a program when the economy faces an adverse shock and as a result purchases end up at a level that is higher than originally assumed If the ultimate size of purchases in this case is $2 trillion our models suggest that the net effect would be somewhat smaller than if from the beginning a $2 trillion lsap had been implementedHowever a flow-based approach if communicated clearly to the public also could boost business and consumer confidence by reducing the odds of adverse tail outcomes and limiting the expected variance of economic outcomes This confidence effect is not captured in the staff projections but could be important Alternatively if the stopping rule is not clear and the public believed that the Committee might stop purchases somewhat earlier than the Committee actually intended then the interest rate effect could be reduced relative to what our models suggest However as the public came to understand the Committee’s stopping rule the expected size of the soma portfolio would revise up and the interest rate effects would become larger Michelle is now going to discuss the balance sheet projections and some of the issues related to the exit,20120913
4,MS EZER,MS EZER Thanks Seth As Seth mentioned I will be discussing the balance sheet and income projections described in the lsap options memo and associated exit issues I plan to focus on the same two lsap options Seth discussed though the memo presented several options Turning to the top-left panel of exhibit 2 you can see the path of the portfolio under a baseline scenario in which mep is completed and options 1 and 4 from the memo Under the latter two options the portfolio grows significantly as a result of the asset purchases Consistent with the exit principles we assume that 6 months prior to the first increase in the target federal funds rate securities are allowed to mature without reinvestment and 6 months after that first increase sales of agency securities begin These actions normalize the size of the portfolio through time The addition of a new lsap program extends the period of time between the start of asset sales and when the portfolio normalizes in size For example under option 1 it takes 41 months for the portfolio size to normalize after the initiation of mbs sales This is 6 months longer compared with the mep scenarioIn terms of Federal Reserve income cumulative remittances to the Treasury over the projection period are lower than in a scenario with no additional lsap The lower remittances reflect higher interest expense and the larger capital losses from mbs sales Looking at the top-right panel until 2016 remittances are higher under the lsap scenarios because of the higher interest income from the larger portfolio and minimal additional interest expense Thereafter income is lower as a result of higher interest expense and larger capital losses Under option 1 annual remittances are projected to bottom out near zero By contrast under option 4 remittances fall to zero for more than 5 years and a deferred asset is createdOf course income and balance sheet projections can be sensitive to interest rate projections and those projections are subject to uncertainty One gauge of theinterest rate risk in the portfolio is presented in the middle-left panel Here we present the projections of Federal Reserve remittances under an assumption that1 year after federal funds liftoff the federal funds rate and 10-year Treasury yield are 100 basis points above the baseline levels and these higher levels persist for the remainder of the projection period Under all of the lsap options shown the higher interest rate paths result in a period of no remittances to the Treasury and the creation of a deferred asset as shown in the middle-right panel Under option 4 remittances to the Treasury would cease for a considerable number of years and a substantial deferred asset would be createdThe portfolio projections highlight two implications that an lsap may have on the exit strategy First as shown in the bottom panel the level of reserves would be higher at the time of the first increase in the federal funds rate Second in order to remain consistent with the existing exit principles mbs sales would need to take place over a shorter period than 5 years—the period currently assumed in the projections Absent a shorter mbs sales period or other changes to the exit strategy the size of the portfolio would not normalize within 2 to 3 years of the initiation of asset sales as anticipated by the exit strategy principlesStarting with the first point under option 1 reserve balances will be about$23 trillion at the time of the first increase in the federal funds rate—about $1 trillion larger than expected under the current policy and also $1 trillion larger than assumed in June 2011 While increasing the rate will raise short-term market rates by itself reserve-draining tools can help to ensure aser connection between the rates and greater use of these tools may be needed given the increased quantity of reserves The memo entitled “The Effect of an Additional $1 Trillion lsap on the Exit Strategy” discussed the status of each of the different draining tools However it is too early to provide specific details of a draining plan because such a plan will depend on how markets evolve and the lessons learned once these tools are used in large scaleTurning to the second point the exit strategy principles themselves will not have to change as a result of a new lsap The expectation however that the size of the balance sheet would be normalized within 2 to 3 years of assets sales might not hold depending on the size of the asset purchase program Under option 1 by reducing the period of asset sales to 3½ years from the 5 years assumed in making the projections the portfolio size would normalize within the assumed 2 to 3 years The staff currently believes that the faster average pace of mbs sales would likely be manageable from a market-functioning perspective That said reducing the sales period would concentrate capital losses and result in Federal Reserve remittances declining to zero for a few years and create a deferred asset In contrast assumptions associated with the exit strategy principles would need to be altered under a $2 trillion lsap like that under option 4 Agency sales alone would not be enough to normalize the size of the balance sheet within 2 to 3 years of the initiation of asset sales in this case Moreover sales of securities in the volume envisioned under option 4 over a three-year period may cause market disruptionsIn any event the Committee may wish to review its exit principles periodically particularly if the Committee implemented a flow-based lsap program where the ultimate size of purchases would be unknown Adjustments to the principles could include more heavily relying on asset sales as a tool to drain reserves for example by expanding it to include a moderate pace of Treasury security sales Asset sales could also occur sooner On balance although the current exit strategy principles remain valid additional analysis will be useful to determine whether alternate strategies might prove more helpful Thank you Mr Chairman Seth and I will be happy to answer any questions,Thanks Seth As Seth mentioned I will be discussing the balance sheet and income projections described in the lsap options memo and associated exit issues I plan to focus on the same two lsap options Seth discussed though the memo presented several options Turning to the top-left panel of exhibit 2 you can see the path of the portfolio under a baseline scenario in which mep is completed and options 1 and 4 from the memo Under the latter two options the portfolio grows significantly as a result of the asset purchases Consistent with the exit principles we assume that 6 months prior to the first increase in the target federal funds rate securities are allowed to mature without reinvestment and 6 months after that first increase sales of agency securities begin These actions normalize the size of the portfolio through time The addition of a new lsap program extends the period of time between the start of asset sales and when the portfolio normalizes in size For example under option 1 it takes 41 months for the portfolio size to normalize after the initiation of mbs sales This is 6 months longer compared with the mep scenarioIn terms of Federal Reserve income cumulative remittances to the Treasury over the projection period are lower than in a scenario with no additional lsap The lower remittances reflect higher interest expense and the larger capital losses from mbs sales Looking at the top-right panel until 2016 remittances are higher under the lsap scenarios because of the higher interest income from the larger portfolio and minimal additional interest expense Thereafter income is lower as a result of higher interest expense and larger capital losses Under option 1 annual remittances are projected to bottom out near zero By contrast under option 4 remittances fall to zero for more than 5 years and a deferred asset is createdOf course income and balance sheet projections can be sensitive to interest rate projections and those projections are subject to uncertainty One gauge of theinterest rate risk in the portfolio is presented in the middle-left panel Here we present the projections of Federal Reserve remittances under an assumption that1 year after federal funds liftoff the federal funds rate and 10-year Treasury yield are 100 basis points above the baseline levels and these higher levels persist for the remainder of the projection period Under all of the lsap options shown the higher interest rate paths result in a period of no remittances to the Treasury and the creation of a deferred asset as shown in the middle-right panel Under option 4 remittances to the Treasury would cease for a considerable number of years and a substantial deferred asset would be createdThe portfolio projections highlight two implications that an lsap may have on the exit strategy First as shown in the bottom panel the level of reserves would be higher at the time of the first increase in the federal funds rate Second in order to remain consistent with the existing exit principles mbs sales would need to take place over a shorter period than 5 years—the period currently assumed in the projections Absent a shorter mbs sales period or other changes to the exit strategy the size of the portfolio would not normalize within 2 to 3 years of the initiation of asset sales as anticipated by the exit strategy principlesStarting with the first point under option 1 reserve balances will be about$23 trillion at the time of the first increase in the federal funds rate—about $1 trillion larger than expected under the current policy and also $1 trillion larger than assumed in June 2011 While increasing the rate will raise short-term market rates by itself reserve-draining tools can help to ensure aser connection between the rates and greater use of these tools may be needed given the increased quantity of reserves The memo entitled “The Effect of an Additional $1 Trillion lsap on the Exit Strategy” discussed the status of each of the different draining tools However it is too early to provide specific details of a draining plan because such a plan will depend on how markets evolve and the lessons learned once these tools are used in large scaleTurning to the second point the exit strategy principles themselves will not have to change as a result of a new lsap The expectation however that the size of the balance sheet would be normalized within 2 to 3 years of assets sales might not hold depending on the size of the asset purchase program Under option 1 by reducing the period of asset sales to 3½ years from the 5 years assumed in making the projections the portfolio size would normalize within the assumed 2 to 3 years The staff currently believes that the faster average pace of mbs sales would likely be manageable from a market-functioning perspective That said reducing the sales period would concentrate capital losses and result in Federal Reserve remittances declining to zero for a few years and create a deferred asset In contrast assumptions associated with the exit strategy principles would need to be altered under a $2 trillion lsap like that under option 4 Agency sales alone would not be enough to normalize the size of the balance sheet within 2 to 3 years of the initiation of asset sales in this case Moreover sales of securities in the volume envisioned under option 4 over a three-year period may cause market disruptionsIn any event the Committee may wish to review its exit principles periodically particularly if the Committee implemented a flow-based lsap program where the ultimate size of purchases would be unknown Adjustments to the principles could include more heavily relying on asset sales as a tool to drain reserves for example by expanding it to include a moderate pace of Treasury security sales Asset sales could also occur sooner On balance although the current exit strategy principles remain valid additional analysis will be useful to determine whether alternate strategies might prove more helpful Thank you Mr Chairman Seth and I will be happy to answer any questions,20120913
5,CHAIRMAN BERNANKE,CHAIRMAN BERNANKE Thank you very much Of course this is just a summary of a lot of work that the staff has been doing on all aspects of asset purchases You have received a number of memos Also let me just mention that a little bit later this morning we will talk about the consensus forecast which gives in more detail the staff projections of the effects of programs of different sizes on the economy Let me now open the floor in case there are any questions for staff President Plosser,Thank you very much Of course this is just a summary of a lot of work that the staff has been doing on all aspects of asset purchases You have received a number of memos Also let me just mention that a little bit later this morning we will talk about the consensus forecast which gives in more detail the staff projections of the effects of programs of different sizes on the economy Let me now open the floor in case there are any questions for staff President Plosser,20120913
6,MR PLOSSER,MR PLOSSER Thank you Mr Chairman I have two questions I appreciate all of the work that went into this It has been quite helpful to me in thinking about what is going on Seth has made a good summary of the uncertainties and the range and assumptions that are needed to get the point estimates I want to focus on two thingsOne has to do with the assumptions about market segmentation and pass-through In some sense the FRB/US assumes—as you mentioned Seth—that the pass-through from the reduction of Treasuries to corporate and mortgage-backed securities is one-for-one which suggests as you alluded to that there is more segmentation across duration than there is across asset classes in the case of the models So one question I have would be suppose that actually there was more segmentation across asset classes than across the term structure? In other words if 5-year Treasuries were a better substitute for 10-year Treasuries than mortgage-backed securities or corporate bonds are for 10-year securities—which is the way it is kind of structured in the model—how would that change your analysis of these effects? That is one questionAnd the second question is you talked about the assumptions that are made and the uncertainties and yet what we really got at the end of the day were some point estimates So if I had to push you and I wanted to think about standard errors on these point estimates how big do you think they are truly likely to be? Can we tell the difference given the uncertainties among these different strategies? What is your assessment of that? So those are the two questions I have,Thank you Mr Chairman I have two questions I appreciate all of the work that went into this It has been quite helpful to me in thinking about what is going on Seth has made a good summary of the uncertainties and the range and assumptions that are needed to get the point estimates I want to focus on two thingsOne has to do with the assumptions about market segmentation and pass-through In some sense the FRB/US assumes—as you mentioned Seth—that the pass-through from the reduction of Treasuries to corporate and mortgage-backed securities is one-for-one which suggests as you alluded to that there is more segmentation across duration than there is across asset classes in the case of the models So one question I have would be suppose that actually there was more segmentation across asset classes than across the term structure? In other words if 5-year Treasuries were a better substitute for 10-year Treasuries than mortgage-backed securities or corporate bonds are for 10-year securities—which is the way it is kind of structured in the model—how would that change your analysis of these effects? That is one questionAnd the second question is you talked about the assumptions that are made and the uncertainties and yet what we really got at the end of the day were some point estimates So if I had to push you and I wanted to think about standard errors on these point estimates how big do you think they are truly likely to be? Can we tell the difference given the uncertainties among these different strategies? What is your assessment of that? So those are the two questions I have,20120913
7,MR CARPENTER,MR CARPENTER Okay The first question what if there were more segmentation across asset types than across maturities? I think pretty clearly what you would see in that case is that we might have an effect on Treasury yields if we are buying Treasuries and that would tend to push down Treasury yields and widen the spread relative to other asset types And to the extent that it’s other interest rates that have a direct effect on economic activity you would get a smaller effect So I think in principle that’s the way it would goThe hard part there I think is there has clearly got to be a little bit of that going on And the previous memo about market functioning that we sent around said we might get to the point where you are buying so much that you are dislocating the Treasury curve from the rest of market interest rates I think we are very sensitive to that possibility and I think the staff conclusion so far is that we haven’t gotten to that point And I think some of the other studies of LSAPs and how they work also point to pretty substantial spillovers to other asset classes—some Fed studies and some academic studies So I think that’s a reasonable hypothesis to maintain—I think it’s something that we will want to worry a lot about especially if the purchases were so large that they were to somehow disrupt market functioning But my reading so far is that we are not there yet for some of those reasonsAnother reason is—especially if you go back to some of the previous LSAPs—as the Desk has made clear what segment of the market we are buying there have been some pretty clear adjustments in interest rates at different points along the curve This suggests that the maintained hypothesis that we have that the maturity matters a lot is coming through in some of the event studies When the Desk helped the market understand exactly what the maturity distribution of purchases was going to be we saw some movements of yields at the long end relative to the belly of the curve that suggest that people see this sort of segmentation across maturities In addition I think some of the reaction to the mep caused us to feel a little bit better about that assumption The movement in the short rate relative to the long rate once you control for expectations seemed to conform reasonably well with some of the interest rate models that we haveSo I think the short answer is you would get a widening of spreads and to the extent that Treasuries aren’t the thing that matters for economic activity you would get less of an effectOn the other hand if you were to do mortgage-backed securities purchases and the same hypothesis came up then presumably you’d get a bigger effect just on the mbs rate and presumably mortgages as well And so the scenario you bring up might be an argument for having both asset classes—an argument that we didn’t cover in the memo If there is this segmentation across asset types then buying both Treasuries and mbs may be a good thing to do because then you will be able to affect both of those rates instead of relying on the purchases of Treasuries to also push down mortgage and mbs yields along with it,Okay The first question what if there were more segmentation across asset types than across maturities? I think pretty clearly what you would see in that case is that we might have an effect on Treasury yields if we are buying Treasuries and that would tend to push down Treasury yields and widen the spread relative to other asset types And to the extent that it’s other interest rates that have a direct effect on economic activity you would get a smaller effect So I think in principle that’s the way it would goThe hard part there I think is there has clearly got to be a little bit of that going on And the previous memo about market functioning that we sent around said we might get to the point where you are buying so much that you are dislocating the Treasury curve from the rest of market interest rates I think we are very sensitive to that possibility and I think the staff conclusion so far is that we haven’t gotten to that point And I think some of the other studies of LSAPs and how they work also point to pretty substantial spillovers to other asset classes—some Fed studies and some academic studies So I think that’s a reasonable hypothesis to maintain—I think it’s something that we will want to worry a lot about especially if the purchases were so large that they were to somehow disrupt market functioning But my reading so far is that we are not there yet for some of those reasonsAnother reason is—especially if you go back to some of the previous LSAPs—as the Desk has made clear what segment of the market we are buying there have been some pretty clear adjustments in interest rates at different points along the curve This suggests that the maintained hypothesis that we have that the maturity matters a lot is coming through in some of the event studies When the Desk helped the market understand exactly what the maturity distribution of purchases was going to be we saw some movements of yields at the long end relative to the belly of the curve that suggest that people see this sort of segmentation across maturities In addition I think some of the reaction to the mep caused us to feel a little bit better about that assumption The movement in the short rate relative to the long rate once you control for expectations seemed to conform reasonably well with some of the interest rate models that we haveSo I think the short answer is you would get a widening of spreads and to the extent that Treasuries aren’t the thing that matters for economic activity you would get less of an effectOn the other hand if you were to do mortgage-backed securities purchases and the same hypothesis came up then presumably you’d get a bigger effect just on the mbs rate and presumably mortgages as well And so the scenario you bring up might be an argument for having both asset classes—an argument that we didn’t cover in the memo If there is this segmentation across asset types then buying both Treasuries and mbs may be a good thing to do because then you will be able to affect both of those rates instead of relying on the purchases of Treasuries to also push down mortgage and mbs yields along with it,20120913
8,MR PLOSSER,MR PLOSSER To interrupt just a second on that point though that begs the question about buying MBS—let’s say even if it might help the mortgage market You don’t have any evidence on whether that pass-through to corporate and other asset classes is either differential orthe same or less than it would be with Treasuries? Are you assuming that other asset classes would follow the same amount then in that kind of story?,To interrupt just a second on that point though that begs the question about buying MBS—let’s say even if it might help the mortgage market You don’t have any evidence on whether that pass-through to corporate and other asset classes is either differential orthe same or less than it would be with Treasuries? Are you assuming that other asset classes would follow the same amount then in that kind of story?,20120913
9,MR CARPENTER,MR CARPENTER Right So I was trying to go into the counterfactual world where we are assuming this asset segmentation And so there there are lots of other hypotheses Our models sort of—and they are empirical models where we get the results based on actual data— suggest that the purchases of mbs do have the same general effect on longer-term interest rates by pulling out the longer-term assets and pushing things down If we had a different model we would have to confront all of those same questions that you asked including if there is a segmentation what sort of pass-through would there be? But the models that we have and the estimation that we have done suggest that we are getting more or less the same effect on longer- term rates of mbs and Treasuries I was just saying in the alternate version of the world where there is a segmentation it might be an argument for buying two different types of assets that we didn’t discuss in the memoYour second question about standard errors is a really good one and it is hard There are lots of different models that we have coming together and I think Dave can probably speak really knowledgeably about the standard errors especially from the FRB/US model But there is layering model upon model to try to get these effects I think we feel pretty good that we know for sure the sign of the first derivative which is in what direction these things would happenWe presented a lot of results though for different-sized LSAPs in the memos as Michelle pointed out—$750 billion $1 trillion $2 trillion I think we can’t say with any confidence that we know the difference between a $750 billion lsap and a $1 trillion lsap We are pretty sure we know that the $1 trillion one does more but those are sose to each other that I don’t havemuch confidence in being able to differentiate It’s that sort of uncertainty I see but I don’t know if you want to talk about the macro effects,Right So I was trying to go into the counterfactual world where we are assuming this asset segmentation And so there there are lots of other hypotheses Our models sort of—and they are empirical models where we get the results based on actual data— suggest that the purchases of mbs do have the same general effect on longer-term interest rates by pulling out the longer-term assets and pushing things down If we had a different model we would have to confront all of those same questions that you asked including if there is a segmentation what sort of pass-through would there be? But the models that we have and the estimation that we have done suggest that we are getting more or less the same effect on longer- term rates of mbs and Treasuries I was just saying in the alternate version of the world where there is a segmentation it might be an argument for buying two different types of assets that we didn’t discuss in the memoYour second question about standard errors is a really good one and it is hard There are lots of different models that we have coming together and I think Dave can probably speak really knowledgeably about the standard errors especially from the FRB/US model But there is layering model upon model to try to get these effects I think we feel pretty good that we know for sure the sign of the first derivative which is in what direction these things would happenWe presented a lot of results though for different-sized LSAPs in the memos as Michelle pointed out—$750 billion $1 trillion $2 trillion I think we can’t say with any confidence that we know the difference between a $750 billion lsap and a $1 trillion lsap We are pretty sure we know that the $1 trillion one does more but those are sose to each other that I don’t havemuch confidence in being able to differentiate It’s that sort of uncertainty I see but I don’t know if you want to talk about the macro effects,20120913
