,speaker,date,speak_count,speaker_unique,speak_length
1706,VICE CHAIRMAN MCDONOUGH,20010821,7,MCDONOUGH,9109
1707,MS MINEHAN,20010821,5,MINEHAN,7055
1708,MR KOS,20010821,1,KOS,8205
1709,MR PARRY,20010821,6,PARRY,6727
1710,MR WILCOX,20010821,3,WILCOX,11109
1711,MR REINHART,20010821,1,REINHART,9893
1712,MR BROADDUS,20010821,4,BROADDUS,7942
1713,MR MCTEER,20010821,3,MCTEER,3285
1714,MR MOSKOW,20010821,2,MOSKOW,6583
1715,MR STERN,20010821,3,STERN,5869
1716,MR GUYNN,20010821,3,GUYNN,8652
1717,MR SANTOMERO,20010821,2,SANTOMERO,4702
1718,MR HOENIG,20010821,3,HOENIG,4864
1719,MR JORDAN,20010821,2,JORDAN,9844
1720,MR FERGUSON,20010821,3,FERGUSON,6835
1721,MR POOLE,20010821,2,POOLE,6571
1722,MR GRAMLICH,20010821,2,GRAMLICH,5862
1723,MR MEYER,20010821,2,MEYER,7677
1724,MR KELLEY,20010821,2,KELLEY,3334
1725,MR KOHN,20010821,1,KOHN,12083
1726,MS SMITH,20010821,1,SMITH,98
1727,MR BERNARD,20010821,2,BERNARD,844
1728,MR BERNARDC,20010821,1,BERNARDC,215
1729,CHAIRMAN GREENSPAN,20011002,66,GREENSPAN,7142
1730,VICE CHAIRMAN MCDONOUGH,20011002,6,MCDONOUGH,3477
1731,MR KOS,20011002,9,KOS,18519
1732,MR POOLE,20011002,5,POOLE,8229
1733,MR JORDAN,20011002,7,JORDAN,12305
1734,MR REINHART,20011002,2,REINHART,981
1735,MR HILTON,20011002,1,HILTON,1149
1736,MS MINEHAN,20011002,8,MINEHAN,11133
1737,MR STOCKTON,20011002,7,STOCKTON,16032
1738,MS JOHNSON,20011002,3,JOHNSON,11110
1739,MR MOSKOW,20011002,4,MOSKOW,5877
1740,MR PARRY,20011002,7,PARRY,6524
1741,MR MCTEER,20011002,2,MCTEER,5144
1742,MR STERN,20011002,2,STERN,3348
1743,MR HOENIG,20011002,3,HOENIG,5346
1744,MR GUYNN,20011002,2,GUYNN,5887
1745,MR SANTOMERO,20011002,2,SANTOMERO,5021
1746,MR BROADDUS,20011002,2,BROADDUS,6483
1747,MR FERGUSON,20011002,2,FERGUSON,5708
1748,MR KELLEY,20011002,2,KELLEY,2801
1749,MR MEYER,20011002,3,MEYER,8094
1750,MR GRAMLICH,20011002,3,GRAMLICH,3150
1751,MR KOHN,20011002,3,KOHN,12010
1752,MR BERNARD,20011002,1,BERNARD,741
1753,MR BERNARDC,20011002,1,BERNARDC,215
1754,CHAIRMAN GREENSPAN,20011106,98,GREENSPAN,15665
1755,VICE CHAIRMAN MCDONOUGH,20011106,20,MCDONOUGH,8932
1756,MR KOS,20011106,9,KOS,15824
1757,MR REINHART,20011106,3,REINHART,984
1758,MR POOLE,20011106,9,POOLE,8400
1759,MR STOCKTON,20011106,16,STOCKTON,24201
1760,MS JOHNSON,20011106,2,JOHNSON,7675
1761,MR MOSKOW,20011106,8,MOSKOW,6943
1762,MR BROADDUS,20011106,5,BROADDUS,6360
1763,MR WILCOX,20011106,3,WILCOX,2182
1764,MR MEYER,20011106,7,MEYER,8649
1765,MR PARRY,20011106,12,PARRY,6634
1766,MR STERN,20011106,5,STERN,4437
1767,MR MCTEER,20011106,2,MCTEER,5066
1768,MS MINEHAN,20011106,27,MINEHAN,12630
1769,MR GUYNN,20011106,2,GUYNN,7448
1770,MR HOENIG,20011106,7,HOENIG,7018
1771,MR SANTOMERO,20011106,2,SANTOMERO,6479
1772,MR JORDAN,20011106,3,JORDAN,14028
1773,MR FERGUSON,20011106,3,FERGUSON,5169
1774,MR GRAMLICH,20011106,6,GRAMLICH,6643
1775,MR KELLEY,20011106,3,KELLEY,2735
1776,MR KOHN,20011106,8,KOHN,15618
1777,CHAIRMAN GREENSPAN,20011106,1,GREENPAN,15665
1778,MR BERNARD,20011106,2,BERNARD,775
1779,MR BERNARDC,20011106,1,BERNARDC,194
1780,CHAIRMAN GREENSPAN,20011211,80,GREENSPAN,25168
1781,MS BIES,20011211,3,BIES,2490
1782,MR OLSON,20011211,3,OLSON,1588
1783,VICE CHAIRMAN MCDONOUGH,20011211,8,MCDONOUGH,4988
1784,MS MINEHAN,20011211,11,MINEHAN,13309
1785,MR KOS,20011211,6,KOS,14072
1786,CHAIRMAN GREENSPAN,20011211,4,GREENPAN,25168
1787,MR REINHART,20011211,11,REINHART,5322
1788,MR HOWARD,20011211,3,HOWARD,4082
1789,MS JOHNSON,20011211,1,JOHNSON,20
1790,MR STOCKTON,20011211,19,STOCKTON,23223
1791,MR POOLE,20011211,6,POOLE,7070
1792,MR JORDAN,20011211,6,JORDAN,10166
1793,MR MOSKOW,20011211,4,MOSKOW,6605
1794,MR PARRY,20011211,6,PARRY,7369
1795,MR KOHN,20011211,13,KOHN,13837
1796,MR MCTEER,20011211,4,MCTEER,5318
1797,MR HOENIG,20011211,6,HOENIG,5507
1798,MR GUYNN,20011211,3,GUYNN,8587
1799,MR BROADDUS,20011211,3,BROADDUS,8201
1800,MR STERN,20011211,2,STERN,5268
1801,MR SANTOMERO,20011211,2,SANTOMERO,5782
1802,MR GRAMLICH,20011211,2,GRAMLICH,4719
1803,MR FERGUSON,20011211,2,FERGUSON,4138
1804,MR MEYER,20011211,2,MEYER,12814
1805,MR BERNARD,20011211,1,BERNARD,754
1806,MR BERNARDC,20011211,1,BERNARDC,230
1807,CHAIRMAN GREENSPAN,20020130,115,GREENSPAN,20790
1808,MR FERGUSON,20020130,45,FERGUSON,22403
1809,MR OLSON,20020130,5,OLSON,5249
1810,MR STERN,20020130,6,STERN,4687
1811,MR BERNARDS,20020130,1,BERNARDS,504
1812,VICE CHAIRMAN MCDONOUGH,20020130,19,MCDONOUGH,10800
1813,MR KOS,20020130,3,KOS,8043
1814,MR POOLE,20020130,22,POOLE,20374
1815,MR JORDAN,20020130,10,JORDAN,18248
1816,MR REIFSCHNEIDER,20020130,6,REIFSCHNEIDER,15748
1817,MR WILLIAMS,20020130,7,WILLIAMS,13377
1818,MR STOCKTON,20020130,9,STOCKTON,6201
1819,MR GOODFRIEND,20020130,6,GOODFRIEND,22366
1820,MR PARRY,20020130,18,PARRY,8737
1821,MR BROADDUS,20020130,7,BROADDUS,7644
1822,MR WILCOX,20020130,8,WILCOX,15557
1823,MR SLIFMAN,20020130,8,SLIFMAN,12246
1824,MS JOHNSON,20020130,1,JOHNSON,17226
1825,MR MOSKOW,20020130,12,MOSKOW,9246
1826,MR GRAMLICH,20020130,4,GRAMLICH,5612
1827,MS MINEHAN,20020130,18,MINEHAN,12851
1828,MR SANTOMERO,20020130,5,SANTOMERO,8925
1829,MR MCTEER,20020130,4,MCTEER,7346
1830,MR HOENIG,20020130,3,HOENIG,4532
1831,MR GUYNN,20020130,3,GUYNN,8130
1832,MS BIES,20020130,3,BIES,6425
1833,MR KOHN,20020130,8,KOHN,11351
1834,MR BERNARD,20020130,1,BERNARD,727
1835,MR BERNARDC,20020130,1,BERNARDC,215
1836,MR MATTINGLY,20020130,14,MATTINGLY,2327
1837,CHAIRMAN GREENSPAN,20020319,91,GREENSPAN,18329
1838,VICE CHAIRMAN MCDONOUGH,20020319,14,MCDONOUGH,8830
1839,MR KOS,20020319,4,KOS,11855
1840,MS JOHNSON,20020319,9,JOHNSON,12597
1841,MR PARRY,20020319,11,PARRY,7074
1842,MR JORDAN,20020319,5,JORDAN,9998
1843,MR REINHART,20020319,8,REINHART,16155
1844,MR KOHN,20020319,6,KOHN,4807
1845,MR BROADDUS,20020319,8,BROADDUS,11487
1846,MR POOLE,20020319,6,POOLE,7430
1847,MR STERN,20020319,4,STERN,3070
1848,MR GRAMLICH,20020319,8,GRAMLICH,7114
1849,MR SANTOMERO,20020319,4,SANTOMERO,8487
1850,MS MINEHAN,20020319,10,MINEHAN,17419
1851,MR FERGUSON,20020319,19,FERGUSON,11955
1852,MR HOENIG,20020319,5,HOENIG,7413
1853,MS BIES,20020319,4,BIES,4542
1854,MR MOSKOW,20020319,5,MOSKOW,5928
1855,MR GUYNN,20020319,5,GUYNN,8523
1856,MR MCTEER,20020319,6,MCTEER,4720
1857,MR STOCKTON,20020319,9,STOCKTON,17130
1858,MR OLSON,20020319,2,OLSON,2856
1859,MR BERNARD,20020319,1,BERNARD,736
1860,MR BERNARDC,20020319,1,BERNARDC,215
1861,CHAIRMAN GREENSPAN,20020507,87,GREENSPAN,19132
1862,VICE CHAIRMAN MCDONOUGH,20020507,8,MCDONOUGH,4080
1863,MR KOS,20020507,7,KOS,12889
1864,MR REINHART,20020507,8,REINHART,2573
1865,GECHAIRMAN GREENSPAN,20020507,1,GREENSPAN,16
1866,MR STOCKTON,20020507,12,STOCKTON,18346
1867,MS JOHNSON,20020507,13,JOHNSON,9883
1868,MR PARRY,20020507,8,PARRY,6134
1869,MR POOLE,20020507,5,POOLE,3970
1870,MR MOSKOW,20020507,2,MOSKOW,4794
1871,MS MINEHAN,20020507,5,MINEHAN,5633
1872,MR STERN,20020507,3,STERN,2466
1873,MR JORDAN,20020507,2,JORDAN,6309
1874,MR SANTOMERO,20020507,5,SANTOMERO,7026
1875,MR GUYNN,20020507,2,GUYNN,8094
1876,MR BROADDUS,20020507,3,BROADDUS,6263
1877,MR MCTEER,20020507,3,MCTEER,2727
1878,MR HOENIG,20020507,2,HOENIG,6277
1879,MR FERGUSON,20020507,2,FERGUSON,2419
1880,MR GRAMLICH,20020507,3,GRAMLICH,3388
1881,MS BIES,20020507,2,BIES,3125
1882,MR OLSON,20020507,5,OLSON,2203
1883,MR KOHN,20020507,3,KOHN,12873
1884,MR BERNARD,20020507,2,BERNARD,924
1885,CHAIRMAN GREENSPAN,20020626,106,GREENSPAN,34552
1886,VICE CHAIRMAN MCDONOUGH,20020626,14,MCDONOUGH,12400
1887,MR KOS,20020626,1,KOS,11092
1888,MR ROLNICK,20020626,15,ROLNICK,17447
1889,MR MOSKOW,20020626,13,MOSKOW,9803
1890,MR PARRY,20020626,20,PARRY,8045
1891,MR STOCKTON,20020626,9,STOCKTON,21709
1892,MS MINEHAN,20020626,6,MINEHAN,8714
1893,MR ROBERTS,20020626,8,ROBERTS,8924
1894,MR LEBOW,20020626,8,LEBOW,15038
1895,MR BRAYTON,20020626,14,BRAYTON,4244
1896,MR GRAMLICH,20020626,4,GRAMLICH,7689
1897,MR JORDAN,20020626,3,JORDAN,8672
1898,MR BROADDUS,20020626,8,BROADDUS,11304
1899,MR POOLE,20020626,9,POOLE,10518
1900,MR FERGUSON,20020626,8,FERGUSON,6380
1901,MS BIES,20020626,3,BIES,4102
1902,MR OLSON,20020626,3,OLSON,3286
1903,MR OLINER,20020626,3,OLINER,12598
1904,MS JOHNSON,20020626,5,JOHNSON,19112
1905,MR HOENIG,20020626,5,HOENIG,4776
1906,MR STERN,20020626,4,STERN,2983
1907,MR SANTOMERO,20020626,2,SANTOMERO,6381
1908,MR BARRON,20020626,2,BARRON,5908
1909,MR MCTEER,20020626,3,MCTEER,4359
1910,MR KOHN,20020626,3,KOHN,9857
1911,MR REINHART,20020626,12,REINHART,1686
1912,MR BERNARD,20020626,2,BERNARD,696
1913,MR BERNARDC,20020626,1,BERNARDC,215
1914,CHAIRMAN GREENSPAN,20020813,74,GREENSPAN,17818
1915,MR GUYNN,20020813,4,GUYNN,7330
1916,VICE CHAIRMAN MCDONOUGH,20020813,10,MCDONOUGH,7101
1917,MR FERGUSON,20020813,5,FERGUSON,7485
1918,MR JORDAN,20020813,3,JORDAN,8822
1919,MR KOHN,20020813,3,KOHN,8452
1920,MR KOS,20020813,10,KOS,11602
1921,MR REINHART,20020813,8,REINHART,12065
1922,MS BIES,20020813,3,BIES,3321
1923,MR PARRY,20020813,7,PARRY,6619
1924,MR WILCOX,20020813,4,WILCOX,10741
1925,MS JOHNSON,20020813,4,JOHNSON,8302
1926,CHAIRMAN GREENSPAN,20020813,1,GREESPAN,17818
1927,MR STOCKTON,20020813,1,STOCKTON,485
1928,MR MOSKOW,20020813,5,MOSKOW,7394
1929,MR HOENIG,20020813,2,HOENIG,5271
1930,MR POOLE,20020813,2,POOLE,3494
1931,MR MCTEER,20020813,2,MCTEER,4719
1932,MS MINEHAN,20020813,3,MINEHAN,8282
1933,MR SANTOMERO,20020813,3,SANTOMERO,7735
1934,MR BROADDUS,20020813,2,BROADDUS,7129
1935,MR STERN,20020813,2,STERN,4085
1936,MR OLSON,20020813,2,OLSON,3442
1937,MR BERNANKE,20020813,2,BERNANKE,4638
1938,MR GRAMLICH,20020813,4,GRAMLICH,5179
1939,MR BERNARD,20020813,1,BERNARD,705
1940,MR BERNARDC,20020813,1,BERNARDC,252
1941,CHAIRMAN GREENSPAN,20020924,99,GREENSPAN,30822
1942,VICE CHAIRMAN MCDONOUGH,20020924,16,MCDONOUGH,4396
1943,MR KOS,20020924,11,KOS,15785
1944,MR REINHART,20020924,9,REINHART,11805
1945,MR BERNANKE,20020924,4,BERNANKE,2684
1946,MS JOHNSON,20020924,8,JOHNSON,11930
1947,MR POOLE,20020924,6,POOLE,8024
1948,CHAIRMAN GREENSPAN,20020924,1,GREENPAN,30822
1949,MR JORDAN,20020924,7,JORDAN,9143
1950,MR MCTEER,20020924,8,MCTEER,8070
1951,MR STOCKTON,20020924,10,STOCKTON,18627
1952,MR BROADDUS,20020924,3,BROADDUS,8535
1953,MR MOSKOW,20020924,8,MOSKOW,7383
1954,MR PARRY,20020924,5,PARRY,6146
1955,MR STERN,20020924,4,STERN,3469
1956,MR GUYNN,20020924,2,GUYNN,9126
1957,MR SANTOMERO,20020924,2,SANTOMERO,6138
1958,MS MINEHAN,20020924,7,MINEHAN,11162
1959,MR HOENIG,20020924,3,HOENIG,4981
1960,MR GRAMLICH,20020924,4,GRAMLICH,5796
1961,MR KOHN,20020924,3,KOHN,7425
1962,MR FERGUSON,20020924,5,FERGUSON,8104
1963,MS BIES,20020924,4,BIES,3150
1964,MR OLSON,20020924,3,OLSON,3602
1965,MR BERNARD,20020924,1,BERNARD,734
1966,MR BERNARDC,20020924,1,BERNARDC,251
1967,CHAIRMAN GREENSPAN,20021106,91,GREENSPAN,19929
1968,VICE CHAIRMAN MCDONOUGH,20021106,18,MCDONOUGH,7394
1969,MR KOS,20021106,4,KOS,13096
1970,MR BROADDUS,20021106,5,BROADDUS,9605
1971,MR STOCKTON,20021106,15,STOCKTON,23370
1972,MS JOHNSON,20021106,1,JOHNSON,8148
1973,MS MINEHAN,20021106,12,MINEHAN,13046
1974,MR PARRY,20021106,7,PARRY,7661
1975,CHAIRMAN GREENSPAN,20021106,1,GREESPAN,19929
1976,MR MCTEER,20021106,3,MCTEER,5803
1977,MR GRAMLICH,20021106,5,GRAMLICH,6716
1978,MR POOLE,20021106,4,POOLE,11548
1979,MR HOENIG,20021106,5,HOENIG,7137
1980,MR MOSKOW,20021106,5,MOSKOW,7092
1981,MR JORDAN,20021106,3,JORDAN,9658
1982,MR SANTOMERO,20021106,5,SANTOMERO,8337
1983,MR STERN,20021106,2,STERN,2822
1984,MR GUYNN,20021106,3,GUYNN,8459
1985,MR KOHN,20021106,3,KOHN,8652
1986,MS BIES,20021106,4,BIES,3839
1987,MR FERGUSON,20021106,4,FERGUSON,8849
1988,MR OLSON,20021106,3,OLSON,6298
1989,MR BERNANKE,20021106,2,BERNANKE,4080
1990,MR REINHART,20021106,11,REINHART,13073
1991,MR BERNARD,20021106,1,BERNARD,714
1992,MR BERNARDC,20021106,1,BERNARDC,253
1993,MR LANG,20021106,3,LANG,5618
1994,ACFMR KOS,20021106,1,KOS,768
1995,CHAIRMAN GREENSPAN,20021210,69,GREENSPAN,3573
1996,VICE CHAIRMAN MCDONOUGH,20021210,7,MCDONOUGH,3569
1997,MR KOS,20021210,2,KOS,10838
1998,MR BERNANKE,20021210,6,BERNANKE,4701
1999,MR STOCKTON,20021210,32,STOCKTON,30830
2000,MS JOHNSON,20021210,1,JOHNSON,5395
2001,MR JORDAN,20021210,3,JORDAN,3892
2002,MR POOLE,20021210,11,POOLE,6113
2003,MR REINHART,20021210,7,REINHART,1997
2004,MR MOSKOW,20021210,7,MOSKOW,6026
2005,MR BROADDUS,20021210,4,BROADDUS,6031
2006,MR PARRY,20021210,18,PARRY,6838
2007,MS MINEHAN,20021210,8,MINEHAN,6279
2008,MR WILCOX,20021210,4,WILCOX,1249
2009,MR GRAMLICH,20021210,4,GRAMLICH,4661
2010,MR GUYNN,20021210,2,GUYNN,4917
2011,MR SANTOMERO,20021210,2,SANTOMERO,4809
2012,MR STERN,20021210,2,STERN,2762
2013,MR MCTEER,20021210,3,MCTEER,4753
2014,MR KOHN,20021210,2,KOHN,5820
2015,MR HOENIG,20021210,2,HOENIG,3076
2016,MR OLSON,20021210,2,OLSON,2516
2017,MR FERGUSON,20021210,2,FERGUSON,5338
2018,MS BIES,20021210,2,BIES,3922
2019,MR MADIGAN,20021210,2,MADIGAN,6201
2020,MR BERNARD,20021210,1,BERNARD,684
2021,MR BERNARDC,20021210,1,BERNARDC,253
2022,CHAIRMAN GREENSPAN,20030129,131,GREENSPAN,29800
2023,MS PIANALTO,20030129,3,PIANALTO,4480
2024,MR FERGUSON,20030129,20,FERGUSON,7972
2025,MR KOHN,20030129,6,KOHN,10540
2026,MR BERNARD,20030129,2,BERNARD,1352
2027,VICE CHAIRMAN MCDONOUGH,20030129,29,MCDONOUGH,14859
2028,MR KOS,20030129,13,KOS,18220
2029,MR BROADDUS,20030129,12,BROADDUS,13227
2030,MS MINEHAN,20030129,13,MINEHAN,9647
2031,MR SACK,20030129,16,SACK,20430
2032,MR BERNANKE,20030129,14,BERNANKE,6067
2033,MR CROUSHORE,20030129,2,CROUSHORE,7664
2034,MR REINHART,20030129,11,REINHART,14457
2035,MR RUDEBUSCH,20030129,20,RUDEBUSCH,22541
2036,MR GRAMLICH,20030129,10,GRAMLICH,7248
2037,MR TETLOW,20030129,10,TETLOW,7068
2038,MR POOLE,20030129,7,POOLE,11009
2039,MR MOSKOW,20030129,5,MOSKOW,5070
2040,MR PARRY,20030129,6,PARRY,6915
2041,MR STERN,20030129,4,STERN,4762
2042,MR SANTOMERO,20030129,3,SANTOMERO,9161
2043,MR HOENIG,20030129,5,HOENIG,4904
2044,MS BIES,20030129,7,BIES,5377
2045,MR STOCKTON,20030129,5,STOCKTON,5547
2046,MS KOS,20030129,1,KOS,117
2047,MR SLIFMAN,20030129,10,SLIFMAN,16905
2048,MR STRUCKMEYER,20030129,10,STRUCKMEYER,12562
2049,MS JOHNSON,20030129,15,JOHNSON,26379
2050,MR GUYNN,20030129,2,GUYNN,6638
2051,MR MCTEER,20030129,1,MCTEER,2998
2052,MR OLSON,20030129,1,OLSON,5061
2053,MR BERNARDC,20030129,1,BERNARDC,251
2054,CHAIRMAN GREENSPAN,20030318,86,GREENSPAN,18477
2055,VICE CHAIRMAN MCDONOUGH,20030318,13,MCDONOUGH,4373
2056,MR PARRY,20030318,9,PARRY,5314
2057,MR KOS,20030318,9,KOS,15245
2058,MR FERGUSON,20030318,5,FERGUSON,4733
2059,MR REINHART,20030318,5,REINHART,11301
2060,MR BERNANKE,20030318,5,BERNANKE,3902
2061,MS JOHNSON,20030318,2,JOHNSON,8525
2062,MR STOCKTON,20030318,9,STOCKTON,23997
2063,MR BROADDUS,20030318,7,BROADDUS,8355
2064,MR HOENIG,20030318,7,HOENIG,5350
2065,MS MINEHAN,20030318,11,MINEHAN,13713
2066,MR MOSKOW,20030318,7,MOSKOW,5826
2067,MR POOLE,20030318,3,POOLE,3823
2068,MR GUYNN,20030318,3,GUYNN,8281
2069,MR STERN,20030318,2,STERN,3405
2070,MR SANTOMERO,20030318,3,SANTOMERO,6619
2071,MR KOHN,20030318,3,KOHN,6402
2072,MR MCTEER,20030318,4,MCTEER,5952
2073,MR GRAMLICH,20030318,3,GRAMLICH,4784
2074,MS PIANALTO,20030318,2,PIANALTO,5298
2075,MR OLSON,20030318,2,OLSON,2741
2076,MS BIES,20030318,2,BIES,4886
2077,ICHAIRMAN GREENSPAN,20030318,1,GREENSPAN,24
2078,MR BERNARD,20030318,3,BERNARD,448
2079,MR BERNARDC,20030318,1,BERNARDC,251
2080,CHAIRMAN GREENSPAN,20030506,80,GREENSPAN,23477
2081,VICE CHAIRMAN MCDONOUGH,20030506,13,MCDONOUGH,5793
2082,MR KOS,20030506,6,KOS,13342
2083,MR FERGUSON,20030506,12,FERGUSON,12407
2084,MR POOLE,20030506,15,POOLE,8431
2085,MR BROADDUS,20030506,5,BROADDUS,7494
2086,MR STOCKTON,20030506,19,STOCKTON,21523
2087,MS JOHNSON,20030506,1,JOHNSON,7191
2088,MR PARRY,20030506,7,PARRY,6937
2089,MR MOSKOW,20030506,6,MOSKOW,7332
2090,MR WILCOX,20030506,5,WILCOX,1160
2091,MS MINEHAN,20030506,8,MINEHAN,12311
2092,MR OLSON,20030506,4,OLSON,5232
2093,MR SLIFMAN,20030506,2,SLIFMAN,101
2094,MR BERNANKE,20030506,4,BERNANKE,4731
2095,MR SANTOMERO,20030506,2,SANTOMERO,6427
2096,MR GUYNN,20030506,3,GUYNN,8668
2097,MR STERN,20030506,2,STERN,4915
2098,MR MCTEER,20030506,2,MCTEER,5704
2099,MR HOENIG,20030506,5,HOENIG,5117
2100,MS PIANALTO,20030506,2,PIANALTO,4806
2101,MR KOHN,20030506,2,KOHN,8500
2102,MS BIES,20030506,3,BIES,5002
2103,MR GRAMLICH,20030506,4,GRAMLICH,6610
2104,MR REINHART,20030506,3,REINHART,12882
2105,ICHAIRMAN GREENSPAN,20030506,1,GREENSPAN,43
2106,MR BERNARD,20030506,2,BERNARD,436
2107,MR BERNARDC,20030506,1,BERNARDC,251
2108,CHAIRMAN GREENSPAN,20030625,117,GREENSPAN,38772
2109,MR POOLE,20030625,8,POOLE,14919
2110,MR GUYNN,20030625,7,GUYNN,10010
2111,MR REINHART,20030625,24,REINHART,40574
2112,MR KOS,20030625,5,KOS,42498
2113,MR FERGUSON,20030625,16,FERGUSON,15030
2114,MS JOHNSON,20030625,4,JOHNSON,15912
2115,MR HOENIG,20030625,11,HOENIG,6169
2116,MS MINEHAN,20030625,13,MINEHAN,16075
2117,MR STERN,20030625,3,STERN,5191
2118,MR PARRY,20030625,16,PARRY,9386
2119,MR MOSKOW,20030625,14,MOSKOW,10532
2120,MR BROADDUS,20030625,4,BROADDUS,14703
2121,MR GRAMLICH,20030625,4,GRAMLICH,8616
2122,MR KOHN,20030625,4,KOHN,15440
2123,MR BERNANKE,20030625,6,BERNANKE,10077
2124,MR SANTOMERO,20030625,3,SANTOMERO,10324
2125,MS BIES,20030625,4,BIES,7865
2126,MR OLSON,20030625,3,OLSON,6199
2127,MS PIANALTO,20030625,3,PIANALTO,5057
2128,MR MCTEER,20030625,9,MCTEER,7935
2129,MR OLINER,20030625,4,OLINER,13820
2130,MR WILCOX,20030625,7,WILCOX,12770
2131,MR STOCKTON,20030625,3,STOCKTON,1640
2132,MR STEWART,20030625,2,STEWART,6188
2133,MR BERNARD,20030625,1,BERNARD,778
2134,MR BERNARDC,20030625,1,BERNARDC,255
2135,CHAIRMAN GREENSPAN,20030625,1,GREESPAN,38772
2136,CHAIRMAN GREENSPAN,20030625,1,GREENSPAN,38772
2137,CHAIRMAN GREENSPAN,20030812,105,GREENSPAN,20821
2138,MR FERGUSON,20030812,24,FERGUSON,11752
2139,MR KOS,20030812,15,KOS,18869
2140,MR REINHART,20030812,11,REINHART,1845
2141,MS JOHNSON,20030812,2,JOHNSON,941
2142,MR PARRY,20030812,14,PARRY,6660
2143,MR STEWART,20030812,3,STEWART,5192
2144,MS BIES,20030812,5,BIES,4919
2145,MS MINEHAN,20030812,20,MINEHAN,12980
2146,MR BERNANKE,20030812,5,BERNANKE,6501
2147,MR WILCOX,20030812,10,WILCOX,16333
2148,UK PMI,20030812,1,PMI,7373
2149,MR MOSKOW,20030812,7,MOSKOW,4873
2150,GDPCHAIRMAN GREENSPAN,20030812,1,GREENSPAN,15
2151,MR STERN,20030812,3,STERN,3793
2152,MR BROADDUS,20030812,5,BROADDUS,7093
2153,MR GUYNN,20030812,4,GUYNN,6354
2154,MR SANTOMERO,20030812,3,SANTOMERO,6913
2155,MS PIANALTO,20030812,2,PIANALTO,3843
2156,MR MCTEER,20030812,3,MCTEER,4631
2157,MR POOLE,20030812,6,POOLE,7385
2158,MR HOENIG,20030812,4,HOENIG,5907
2159,MR KOHN,20030812,4,KOHN,8789
2160,MR OLSON,20030812,2,OLSON,1553
2161,MR GRAMLICH,20030812,9,GRAMLICH,7779
2162,MR MADIGAN,20030812,1,MADIGAN,8945
2163,MR BERNARD,20030812,1,BERNARD,954
2164,MR BERNARDC,20030812,1,BERNARDC,256
2165,MS SMITH,20030812,8,SMITH,806
2166,CHAIRMAN GREENSPAN,20030916,100,GREENSPAN,19268
2167,MR PARRY,20030916,8,PARRY,5959
2168,MR REINHART,20030916,3,REINHART,11015
2169,MR POOLE,20030916,11,POOLE,10881
2170,MR GRAMLICH,20030916,9,GRAMLICH,6836
2171,MR BERNANKE,20030916,5,BERNANKE,4889
2172,MR KOHN,20030916,7,KOHN,8442
2173,MR FERGUSON,20030916,15,FERGUSON,9533
2174,MS MINEHAN,20030916,7,MINEHAN,10181
2175,MR MOSKOW,20030916,7,MOSKOW,6372
2176,MS SMITH,20030916,3,SMITH,371
2177,MR GUYNN,20030916,5,GUYNN,4704
2178,MS BIES,20030916,4,BIES,6111
2179,MR KOS,20030916,6,KOS,15737
2180,MS JOHNSON,20030916,3,JOHNSON,6927
2181,MR STOCKTON,20030916,16,STOCKTON,25281
2182,MR BROADDUS,20030916,4,BROADDUS,2831
2183,MR HOENIG,20030916,4,HOENIG,5595
2184,MR SANTOMERO,20030916,2,SANTOMERO,6520
2185,MR STEWART,20030916,2,STEWART,4409
2186,MR STERN,20030916,3,STERN,3309
2187,GDPMR BROADDUS,20030916,1,BROADDUS,4228
2188,MS PIANALTO,20030916,2,PIANALTO,4649
2189,MR MCTEER,20030916,2,MCTEER,3557
2190,MR OLSON,20030916,2,OLSON,2458
2191,MR BERNARD,20030916,1,BERNARD,896
2192,MR BERNARDC,20030916,1,BERNARDC,256
2193,CHAIRMAN GREENSPAN,20031028,107,GREENSPAN,24248
2194,MR FERGUSON,20031028,13,FERGUSON,11931
2195,MR KOS,20031028,11,KOS,14182
2196,MS JOHNSON,20031028,8,JOHNSON,9091
2197,MR MCTEER,20031028,4,MCTEER,3981
2198,MR POOLE,20031028,15,POOLE,12505
2199,MR REINHART,20031028,20,REINHART,19236
2200,MR STOCKTON,20031028,17,STOCKTON,26077
2201,MR HOENIG,20031028,5,HOENIG,7275
2202,MR MOSKOW,20031028,8,MOSKOW,7513
2203,MR PARRY,20031028,16,PARRY,5925
2204,MR STERN,20031028,8,STERN,3486
2205,MS MINEHAN,20031028,8,MINEHAN,14870
2206,MR SANTOMERO,20031028,5,SANTOMERO,6716
2207,MR STEWART,20031028,2,STEWART,3578
2208,MR GUYNN,20031028,3,GUYNN,5678
2209,MR BROADDUS,20031028,4,BROADDUS,7119
2210,MS PIANALTO,20031028,2,PIANALTO,3960
2211,MR KOHN,20031028,3,KOHN,10140
2212,MR GRAMLICH,20031028,10,GRAMLICH,5066
2213,MR OLSON,20031028,5,OLSON,4718
2214,MS BIES,20031028,2,BIES,3548
2215,MR BERNANKE,20031028,3,BERNANKE,6500
2216,IMR GRAMLICH,20031028,1,GRAMLICH,6
2217,MR BERNARD,20031028,1,BERNARD,939
2218,MR BERNARDC,20031028,1,BERNARDC,256
2219,MR GEITHNER,20031209,2,GEITHNER,782
2220,CHAIRMAN GREENSPAN,20031209,89,GREENSPAN,18763
2221,MR FERGUSON,20031209,24,FERGUSON,22778
