,Unnamed: 0,date,speaker,speak_count,speak_length,avg_next_speaker_length,avg_next_speaker_gender,laughter_sum,first_to_introduce_topic,sum_interrupted,sum_interrupter,sum_hedge,avg_day_sentiment,avg_sentiment_per_speaker,short_name,dissenter_dummy,total_yes_vote,total_no_vote,total_vote,perc_disset_vote
0,3294.0,20081216,mr aaronson,1.0,763.0,1029.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0621216037205013,0.0185185185185185,aaronson,,9,1,10,0.1
1,3316.0,20081216,ms aaronson,6.0,15603.0,1844.3333333333333,1.0,1.0,3.0,0.0,3.0,8.0,0.0621216037205013,-0.0453806212002934,aaronson,,9,1,10,0.1
2,5193.0,20161214,ms aaronson,13.0,15746.0,966.3076923076924,1.0,0.0,5.0,2.0,2.0,12.0,0.06511152936269,0.0078069026807681,aaronson,,8,2,10,0.2
3,5025.0,20160427,mr adrian,2.0,9488.0,4951.5,1.0,0.0,1.0,0.0,0.0,4.0,0.0750407577621427,0.0003472222222221,adrian,,9,1,10,0.1
4,3295.0,20081216,mr ahmed,9.0,10963.0,224.0,1.0,0.0,5.0,0.0,3.0,5.0,0.0621216037205013,0.0179046120468715,ahmed,,9,1,10,0.1
5,5056.0,20160615,mr ahmed,10.0,12988.0,1070.1,1.0,1.0,3.0,1.0,7.0,20.0,0.0844807701790191,0.0725877166311949,ahmed,,10,0,10,0.0
6,5387.0,20171213,mr ahmed,3.0,11629.0,3369.0,1.0,2.0,0.0,1.0,2.0,16.0,0.0553751646191274,0.0845333019299442,ahmed,,7,2,9,0.2222222222222222
7,1172.0,19990203,mr alexander,2.0,19264.0,297.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0351279054183673,0.0810810810810811,alexander,,11,0,11,0.0
8,5133.0,20160921,ms allison,1.0,105.0,153.0,1.0,0.0,0.0,0.0,0.0,0.0,0.057280551397603,0.111111111111111,allison,,7,3,10,0.3
9,5082.0,20160727,mr altig,1.0,8049.0,8415.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0735308869729018,0.0177838577291382,altig,,9,1,10,0.1
10,2900.0,20070131,mr alvarez,2.0,68.0,239.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0696424098113195,0.1666666666666665,alvarez,,11,0,11,0.0
11,3027.0,20070918,mr alvarez,8.0,6258.0,120.0,1.0,0.0,0.0,0.0,1.0,15.0,0.0749708634494756,0.2100136984618408,alvarez,,10,0,10,0.0
12,3076.0,20071211,mr alvarez,6.0,563.0,35.333333333333336,0.3333333333333333,0.0,1.0,0.0,0.0,2.0,0.0828135116006517,0.0892255892255891,alvarez,,9,1,10,0.1
13,3188.0,20080625,mr alvarez,4.0,6961.0,779.2857142857143,1.0,2.0,4.0,0.0,0.0,6.0,0.048794227408951,0.0783072038840859,alvarez,,9,1,10,0.1
14,3477.0,20090923,mr alvarez,1.0,120.0,197.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0768794277894048,0.166666666666667,alvarez,,10,0,10,0.0
15,3504.0,20091104,mr alvarez,1.0,410.0,507.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0781176726068758,0.142857142857143,alvarez,,10,0,10,0.0
16,4096.0,20120620,mr alvarez,2.0,1623.0,300.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0820193887258525,0.159015942825728,alvarez,,11,1,12,0.08333333333333333
17,4260.0,20130130,mr alvarez,2.0,46.0,46.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0700777564840191,0.15,alvarez,,11,1,12,0.08333333333333333
18,4290.0,20130320,mr alvarez,2.0,1200.0,317.5,0.5,0.0,1.0,0.0,3.0,2.0,0.0938013546477429,0.0974264705882355,alvarez,,11,1,12,0.08333333333333333
19,4585.0,20140618,mr alvarez,2.0,953.0,365.0,1.0,0.0,1.0,0.0,10.0,0.0,0.0720092974643879,0.0654761904761905,alvarez,,10,0,10,0.0
20,4800.0,20150429,mr alvarez,2.0,622.0,11.5,0.5,0.0,0.0,0.0,8.0,1.0,0.0662972907963524,0.117456896551724,alvarez,,10,0,10,0.0
21,5203.0,20170201,mr alvarez,1.0,751.0,125.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0529082126253681,0.125,alvarez,,10,0,10,0.0
22,5493.0,20180613,mr ammer,2.0,151.0,15.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0779530971641646,0.0,ammer,,8,0,8,0.0
23,778.0,19970702,chairman greensp an,2.0,433.0,1282.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0357744969583312,-0.0615384615384615,an,,10,0,10,0.0
24,3101.0,20080130,mr angulo,4.0,8879.0,556.5,0.75,0.0,1.0,0.0,1.0,5.0,0.044676583658356,0.0717843036235616,angulo,,9,1,10,0.1
25,3189.0,20080625,mr angulo,18.0,21200.0,471.8888888888889,1.0,0.0,4.0,1.0,1.0,15.0,0.048794227408951,0.0514530196908948,angulo,,9,1,10,0.1
26,3375.0,20090318,ms bailey,2.0,927.0,96.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0756462993432953,0.0230769230769231,bailey,,10,0,10,0.0
27,5415.0,20180131,mr barkin,3.0,4539.0,25.0,0.0,1.0,1.0,0.0,4.0,10.0,0.0671651058203518,0.1717375517034511,barkin,0.0,9,0,9,0.0
28,5445.0,20180321,mr barkin,3.0,5748.0,21.33333333333333,1.0,3.0,1.0,0.0,4.0,6.0,0.0707426398070769,0.1191632576409357,barkin,0.0,8,0,8,0.0
29,5469.0,20180502,mr barkin,6.0,6488.0,325.5,1.0,0.0,4.0,0.0,0.0,13.0,0.078504501202632,0.1089199688246981,barkin,0.0,8,0,8,0.0
30,5494.0,20180613,mr barkin,7.0,5988.0,134.0,1.0,1.0,2.0,1.0,1.0,8.0,0.0779530971641646,0.1263603682568942,barkin,0.0,8,0,8,0.0
31,5517.0,20180801,mr barkin,7.0,10202.0,127.71428571428572,1.0,3.0,4.0,0.0,1.0,16.0,0.0849636121614795,0.144388343030939,barkin,0.0,8,0,8,0.0
32,5546.0,20180926,mr barkin,2.0,7124.0,26.0,1.0,1.0,0.0,0.0,0.0,12.0,0.086237595840019,0.0090074639152625,barkin,0.0,9,0,9,0.0
33,5570.0,20181108,mr barkin,5.0,15295.0,61.0,1.0,3.0,0.0,0.0,6.0,14.0,0.0996552584031038,0.0709183999270206,barkin,0.0,9,0,9,0.0
34,5597.0,20181219,mr barkin,6.0,10648.0,290.3333333333333,1.0,2.0,2.0,0.0,1.0,15.0,0.0960616254705209,0.1599280044986762,barkin,0.0,10,0,10,0.0
35,1883.0,20020626,mr barron,2.0,5908.0,16.0,1.0,0.0,0.0,0.0,3.0,9.0,0.0583781640825564,0.3722554890219562,barron,,10,0,10,0.0
36,2848.0,20061025,mr barron,4.0,8386.0,286.5,1.0,1.0,0.0,0.0,0.0,12.0,0.0587810717012625,0.2174814080212914,barron,,10,1,11,0.09090909090909091
37,2873.0,20061212,mr barron,2.0,7073.0,18.5,1.0,1.0,1.0,0.0,0.0,12.0,0.0562731312744107,0.077940119760479,barron,,10,1,11,0.09090909090909091
38,2901.0,20070131,mr barron,3.0,11555.0,23.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0696424098113195,0.091656772875534,barron,,11,0,11,0.0
39,3770.0,20110126,mr barron,2.0,13.0,135.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0702559244578263,0.25,barron,,11,0,11,0.0
40,3267.0,20081029,mr bassett,1.0,12506.0,2038.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0614421749488351,0.0336134453781513,bassett,,10,0,10,0.0
41,4291.0,20130320,mr bassett,1.0,7033.0,84.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0938013546477429,0.0498338870431894,bassett,,11,1,12,0.08333333333333333
42,5571.0,20181108,mr bassett,1.0,7680.0,59.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0996552584031038,0.058321479374111,bassett,,9,0,9,0.0
43,1914.0,20020813,mr bernanke,2.0,4638.0,14.5,1.0,2.0,0.0,0.0,0.0,9.0,0.0318357574875492,-0.0176854754440961,bernanke,0.0,12,0,12,0.0
44,1942.0,20020924,mr bernanke,4.0,2684.0,560.5,1.0,1.0,0.0,0.0,1.0,5.0,0.0273616717284753,0.0705968894493484,bernanke,0.0,10,2,12,0.16666666666666666
45,1970.0,20021106,mr bernanke,2.0,4080.0,29.5,1.0,1.0,0.0,0.0,1.0,7.0,0.0203425076419735,0.0724758052867254,bernanke,0.0,12,0,12,0.0
46,1996.0,20021210,mr bernanke,6.0,4701.0,217.5,1.0,1.0,0.0,0.0,1.0,12.0,0.0721468215281177,0.0762163561076603,bernanke,0.0,12,0,12,0.0
47,2023.0,20030129,mr bernanke,14.0,6067.0,1310.4615384615386,1.0,1.0,0.0,0.0,3.0,14.0,0.0654068230784498,0.1358170487129762,bernanke,0.0,12,0,12,0.0
48,2056.0,20030318,mr bernanke,5.0,3902.0,171.2,1.0,0.0,1.0,0.0,1.0,6.0,0.0739911379520936,0.1832479010163499,bernanke,0.0,12,0,12,0.0
49,2082.0,20030506,mr bernanke,4.0,4731.0,81.0,1.0,2.0,0.0,0.0,4.0,7.0,0.0298424074855602,0.1022271268057786,bernanke,0.0,12,0,12,0.0
50,2112.0,20030625,mr bernanke,6.0,10077.0,276.5,1.0,0.0,0.0,1.0,1.0,13.0,0.0377749181473734,0.1189827771257761,bernanke,0.0,11,1,12,0.08333333333333333
51,2140.0,20030812,mr bernanke,5.0,6501.0,241.4,1.0,1.0,0.0,0.0,2.0,11.0,0.0590266181045485,0.0910437492120098,bernanke,0.0,12,0,12,0.0
52,2169.0,20030916,mr bernanke,5.0,4889.0,137.0,1.0,0.0,0.0,0.0,3.0,10.0,0.062147520810601,0.0620210848717444,bernanke,0.0,12,0,12,0.0
53,2196.0,20031028,mr bernanke,3.0,6500.0,241.66666666666663,1.0,0.0,0.0,0.0,1.0,5.0,0.0550059045724082,0.116019433177428,bernanke,0.0,12,0,12,0.0
54,2221.0,20031209,mr bernanke,4.0,6589.0,230.5,1.0,0.0,2.0,0.0,2.0,10.0,0.0408745300963965,-0.0539963414282833,bernanke,0.0,12,0,12,0.0
55,2251.0,20040128,mr bernanke,9.0,13165.0,18.875,1.0,1.0,3.0,0.0,3.0,15.0,0.0507937830432617,0.0526193208659728,bernanke,0.0,12,0,12,0.0
56,2281.0,20040316,mr bernanke,5.0,6366.0,38.2,1.0,0.0,0.0,1.0,3.0,8.0,0.0429565141310481,0.0872506202732192,bernanke,0.0,12,0,12,0.0
57,2306.0,20040504,mr bernanke,3.0,6523.0,65.33333333333333,1.0,2.0,1.0,0.0,1.0,12.0,0.0583476500993068,0.0832385456577266,bernanke,0.0,12,0,12,0.0
58,2334.0,20040630,mr bernanke,7.0,7834.0,408.1428571428572,1.0,3.0,2.0,0.0,5.0,12.0,0.0487726665746871,0.0943776040882302,bernanke,0.0,12,0,12,0.0
59,2368.0,20040810,mr bernanke,3.0,6058.0,102.66666666666669,1.0,1.0,0.0,1.0,5.0,15.0,0.0470004059918934,0.1372803336639454,bernanke,0.0,12,0,12,0.0
60,2394.0,20040921,mr bernanke,4.0,3503.0,208.0,0.5,0.0,2.0,0.0,3.0,6.0,0.0788308686356203,0.2512099921935988,bernanke,0.0,12,0,12,0.0
61,2421.0,20041110,mr bernanke,3.0,5220.0,22.666666666666668,1.0,0.0,0.0,1.0,3.0,16.0,0.0360455945116696,0.0694301128540428,bernanke,0.0,12,0,12,0.0
62,2447.0,20041214,mr bernanke,3.0,5515.0,18.33333333333333,1.0,0.0,0.0,0.0,3.0,10.0,0.0724533468734408,0.240607513988809,bernanke,0.0,12,0,12,0.0
63,2478.0,20050202,mr bernanke,7.0,9101.0,306.2857142857143,0.4285714285714285,1.0,3.0,0.0,5.0,12.0,0.082682800170329,0.2379279015267463,bernanke,0.0,12,0,12,0.0
64,2508.0,20050322,mr bernanke,6.0,5530.0,186.66666666666663,1.0,1.0,2.0,0.0,8.0,7.0,0.0435695057902449,0.086584516449126,bernanke,0.0,12,0,12,0.0
65,2716.0,20060328,bchairman bernanke,1.0,25.0,1610.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0641089866525517,0.0,bernanke,0.0,11,0,11,0.0
66,2717.0,20060328,chairman bernanke,110.0,23717.0,2389.9767441860463,0.686046511627907,6.0,25.0,0.0,1.0,20.0,0.0641089866525517,0.0420396628262282,bernanke,0.0,11,0,11,0.0
67,2741.0,20060510,chairman bernanke,90.0,17550.0,2007.3222222222223,0.7666666666666667,5.0,27.0,0.0,1.0,24.0,0.0478384387987338,0.0486865238251718,bernanke,0.0,11,0,11,0.0
68,2766.0,20060629,bchairman bernanke,1.0,33.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0620132330281794,0.166666666666667,bernanke,0.0,10,0,10,0.0
69,2767.0,20060629,chairman bernanke,77.0,20072.0,2761.4415584415583,0.7532467532467533,5.0,30.0,0.0,0.0,24.0,0.0620132330281794,0.0489364943632254,bernanke,0.0,10,0,10,0.0
70,2793.0,20060629,pcechairman bernanke,1.0,3.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0620132330281794,0.0,bernanke,0.0,10,0,10,0.0
71,2795.0,20060808,chairman bernanke,79.0,20375.0,3265.333333333333,0.7692307692307693,2.0,27.0,0.0,0.0,18.0,0.0725027977145798,0.1100963740363623,bernanke,0.0,9,1,10,0.1
72,2821.0,20060920,chairman bernanke,62.0,20812.0,2776.2741935483878,0.8064516129032258,10.0,9.0,0.0,0.0,19.0,0.082388521216531,0.1075137299213478,bernanke,0.0,10,1,11,0.09090909090909091
73,2846.0,20061025,chairman bernanke,107.0,27359.0,2679.0093457943926,0.8130841121495327,11.0,4.0,0.0,1.0,19.0,0.0587810717012625,0.0747374911217379,bernanke,0.0,10,1,11,0.09090909090909091
74,2870.0,20061212,bchairman bernanke,2.0,63.0,3229.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0562731312744107,0.1,bernanke,0.0,10,1,11,0.09090909090909091
75,2871.0,20061212,cchairman bernanke,1.0,55.0,2424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0562731312744107,0.125,bernanke,0.0,10,1,11,0.09090909090909091
76,2872.0,20061212,chairman bernanke,81.0,20133.0,2186.246913580247,0.7283950617283951,10.0,10.0,0.0,0.0,26.0,0.0562731312744107,0.0629600741644049,bernanke,0.0,10,1,11,0.09090909090909091
77,2896.0,20070131,bchairman bernanke,2.0,40.0,2256.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0696424098113195,0.1,bernanke,0.0,11,0,11,0.0
78,2898.0,20070131,chairman bernanke,151.0,38731.0,1917.6533333333332,0.82,14.0,32.0,0.0,0.0,44.0,0.0696424098113195,0.071759964684614,bernanke,0.0,11,0,11,0.0
79,2928.0,20070321,bchairman bernanke,1.0,25.0,1116.0,1.0,0.0,1.0,0.0,1.0,0.0,0.067092004244218,0.0,bernanke,0.0,10,0,10,0.0
80,2929.0,20070321,chairman bernanke,110.0,24199.0,2600.3818181818183,0.8272727272727273,10.0,33.0,0.0,1.0,34.0,0.067092004244218,0.0751255298139594,bernanke,0.0,10,0,10,0.0
81,2951.0,20070509,chairman bernanke,78.0,22692.0,2272.6666666666665,0.8076923076923077,7.0,21.0,0.0,0.0,33.0,0.0400624224483275,0.0594392819970692,bernanke,0.0,10,0,10,0.0
82,2973.0,20070628,bchairman bernanke,1.0,2320.0,10.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0701751282576872,0.134328358208955,bernanke,0.0,10,0,10,0.0
83,2974.0,20070628,chairman bernanke,134.0,37326.0,2476.8805970149256,0.8208955223880597,11.0,37.0,0.0,0.0,44.0,0.0701751282576872,0.0574714868077981,bernanke,0.0,10,0,10,0.0
84,3002.0,20070807,chairman bernanke,80.0,22203.0,2363.5625,0.925,15.0,13.0,0.0,0.0,23.0,0.0871221656544054,0.0899213638135828,bernanke,0.0,10,0,10,0.0
85,3026.0,20070918,chairman bernanke,109.0,27123.0,2420.336283185841,0.9380530973451328,9.0,20.0,0.0,1.0,33.0,0.0749708634494756,0.0711871973501535,bernanke,0.0,10,0,10,0.0
86,3051.0,20071031,chairman bernanke,106.0,29641.0,1939.7075471698115,0.9339622641509434,5.0,17.0,2.0,1.0,33.0,0.0492066156032747,0.0502467477031791,bernanke,0.0,10,0,10,0.0
87,3075.0,20071211,chairman bernanke,71.0,23623.0,2726.957746478873,0.8873239436619719,7.0,10.0,0.0,0.0,33.0,0.0828135116006517,0.0922665866839329,bernanke,0.0,9,1,10,0.1
88,3097.0,20071211,oischairman bernanke,1.0,2102.0,11516.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0828135116006517,0.0977011494252874,bernanke,0.0,9,1,10,0.1
89,3099.0,20080130,chairman bernanke,107.0,28802.0,2560.543689320388,0.9223300970873788,7.0,20.0,0.0,1.0,32.0,0.044676583658356,0.0302466833334278,bernanke,0.0,9,1,10,0.1
90,3134.0,20080318,chairman bernanke,65.0,15815.0,2566.8253968253966,0.9206349206349206,3.0,20.0,0.0,1.0,16.0,0.0578113632210861,0.0776606567893338,bernanke,0.0,8,2,10,0.2
91,3136.0,20080318,dchairman bernanke,1.0,14.0,189.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0578113632210861,0.25,bernanke,0.0,8,2,10,0.2
92,3158.0,20080430,bchairman bernanke,1.0,27.0,1619.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0423769662983845,0.2,bernanke,0.0,8,2,10,0.2
93,3159.0,20080430,chairman bernanke,111.0,44588.0,2369.377358490566,0.9150943396226416,10.0,25.0,0.0,1.0,33.0,0.0423769662983845,0.0234592436336945,bernanke,0.0,8,2,10,0.2
94,3186.0,20080625,bchairman bernanke,1.0,26.0,3420.0,1.0,0.0,1.0,0.0,0.0,0.0,0.048794227408951,0.2,bernanke,0.0,9,1,10,0.1
95,3187.0,20080625,chairman bernanke,110.0,33986.0,2546.706896551724,0.9482758620689656,1.0,54.0,0.0,1.0,38.0,0.048794227408951,0.0445749023185779,bernanke,0.0,9,1,10,0.1
96,3214.0,20080805,bchairman bernanke,2.0,53.0,1875.0,1.0,0.0,1.0,0.0,0.0,0.0,0.071844146673639,0.2,bernanke,0.0,10,1,11,0.09090909090909091
97,3215.0,20080805,chairman bernanke,62.0,17768.0,3436.8275862068967,0.8620689655172413,6.0,24.0,0.0,0.0,21.0,0.071844146673639,0.083829030375083,bernanke,0.0,10,1,11,0.09090909090909091
98,3240.0,20080916,chairman bernanke,82.0,29361.0,1463.1,0.9375,5.0,22.0,0.0,1.0,28.0,0.0810644557755799,0.0881033065270317,bernanke,0.0,10,0,10,0.0
99,3264.0,20081029,achairman bernanke,1.0,23.0,5359.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0614421749488351,0.0,bernanke,0.0,10,0,10,0.0
100,3265.0,20081029,chairman bernanke,113.0,42543.0,1889.926605504587,0.8899082568807339,2.0,41.0,2.0,3.0,40.0,0.0614421749488351,0.0652676451777265,bernanke,0.0,10,0,10,0.0
101,3266.0,20081029,imfchairman bernanke,1.0,17.0,931.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0614421749488351,0.0,bernanke,0.0,10,0,10,0.0
102,3293.0,20081216,chairman bernanke,160.0,56783.0,2058.6753246753246,0.8701298701298701,8.0,74.0,0.0,3.0,57.0,0.0621216037205013,0.0621181655013065,bernanke,0.0,9,1,10,0.1
103,3322.0,20090128,chairman bernanke,162.0,61045.0,1437.5776397515529,0.8881987577639752,10.0,60.0,1.0,6.0,73.0,0.0622062229752147,0.0745430079572805,bernanke,0.0,8,1,9,0.1111111111111111
104,3354.0,20090318,chairman bernanke,188.0,55795.0,1614.854838709677,0.8817204301075269,11.0,64.0,1.0,1.0,63.0,0.0756462993432953,0.0723733214992848,bernanke,0.0,10,0,10,0.0
105,3382.0,20090318,talfchairman bernanke,1.0,46.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0756462993432953,0.166666666666667,bernanke,0.0,10,0,10,0.0
106,3387.0,20090429,bchairman bernanke,1.0,26.0,2741.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0949292943961225,0.2,bernanke,0.0,10,0,10,0.0
107,3388.0,20090429,chairman bernanke,120.0,36561.0,1886.4285714285716,0.8403361344537815,8.0,24.0,1.0,3.0,42.0,0.0949292943961225,0.0786863808378662,bernanke,0.0,10,0,10,0.0
108,3416.0,20090624,bchairman bernanke,1.0,19.0,3081.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0852196887491879,0.0,bernanke,0.0,10,0,10,0.0
109,3417.0,20090624,chairman bernanke,123.0,31391.0,2471.032520325203,0.8699186991869918,7.0,25.0,1.0,1.0,27.0,0.0852196887491879,0.0956856612194612,bernanke,0.0,10,0,10,0.0
110,3448.0,20090812,chairman bernanke,90.0,30075.0,2459.079545454545,0.9090909090909092,7.0,17.0,0.0,0.0,16.0,0.0655454475187735,0.054623118927566,bernanke,0.0,10,0,10,0.0
111,3474.0,20090812,rmbschairman bernanke,1.0,700.0,324.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0655454475187735,0.0967741935483871,bernanke,0.0,10,0,10,0.0
112,3476.0,20090923,chairman bernanke,153.0,50232.0,1574.894039735099,0.9470198675496688,14.0,45.0,2.0,5.0,61.0,0.0768794277894048,0.0895817280470545,bernanke,0.0,10,0,10,0.0
113,3501.0,20091104,bchairman bernanke,2.0,60.0,2563.0,0.5,0.0,1.0,0.0,1.0,0.0,0.0781176726068758,0.1833333333333335,bernanke,0.0,10,0,10,0.0
114,3503.0,20091104,chairman bernanke,134.0,43749.0,1687.1060606060605,0.9242424242424242,9.0,60.0,3.0,7.0,54.0,0.0781176726068758,0.0700020375157939,bernanke,0.0,10,0,10,0.0
115,3532.0,20091216,chairman bernanke,137.0,38103.0,1788.5367647058824,0.9338235294117648,11.0,44.0,1.0,3.0,36.0,0.0694972891659887,0.0809770151946059,bernanke,0.0,10,0,10,0.0
116,3561.0,20100127,chairman bernanke,148.0,44187.0,1873.641891891892,0.9256756756756755,9.0,40.0,0.0,4.0,51.0,0.0746601879356524,0.0903197799038704,bernanke,0.0,9,1,10,0.1
117,3590.0,20100316,bchairman bernanke,1.0,368.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0839713417848391,-0.0606060606060606,bernanke,0.0,9,1,10,0.1
118,3591.0,20100316,chairman bernanke,78.0,37788.0,2372.641025641026,0.8974358974358975,8.0,37.0,0.0,0.0,33.0,0.0839713417848391,0.1143893184684936,bernanke,0.0,9,1,10,0.1
119,3614.0,20100428,bchairman bernanke,1.0,29.0,3756.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0841178362266319,-0.25,bernanke,0.0,9,1,10,0.1
120,3615.0,20100428,chairman bernanke,104.0,38026.0,2557.75,0.875,3.0,30.0,0.0,1.0,34.0,0.0841178362266319,0.1166171104459133,bernanke,0.0,9,1,10,0.1
121,3640.0,20100623,bchairman bernanke,1.0,26.0,3025.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0730966409705873,0.2,bernanke,0.0,9,1,10,0.1
122,3641.0,20100623,chairman bernanke,122.0,49537.0,1704.4016393442623,0.9098360655737704,4.0,33.0,2.0,1.0,37.0,0.0730966409705873,0.0843009111799047,bernanke,0.0,9,1,10,0.1
123,3668.0,20100810,chairman bernanke,87.0,31720.0,2421.3837209302324,0.8953488372093024,4.0,20.0,2.0,1.0,23.0,0.0755040151688918,0.0969814140687075,bernanke,0.0,9,1,10,0.1
124,3694.0,20100921,chairman bernanke,80.0,32987.0,2634.493670886076,0.8987341772151899,6.0,14.0,0.0,0.0,33.0,0.0958424651102826,0.0998272081157308,bernanke,0.0,8,1,9,0.1111111111111111
125,3717.0,20101103,chairman bernanke,149.0,60071.0,1719.358108108108,0.8783783783783784,9.0,20.0,1.0,6.0,56.0,0.0565657751231591,0.0455088872527886,bernanke,0.0,9,1,10,0.1
126,3743.0,20101214,bchairman bernanke,1.0,58.0,687.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0679950995000392,0.25,bernanke,0.0,10,1,11,0.09090909090909091
127,3744.0,20101214,chairman bernanke,63.0,21550.0,2646.873015873016,0.7936507936507936,2.0,8.0,0.0,1.0,23.0,0.0679950995000392,0.0931912554413432,bernanke,0.0,10,1,11,0.09090909090909091
128,3768.0,20110126,chairman bernanke,157.0,34326.0,1860.2420382165608,0.821656050955414,10.0,46.0,0.0,1.0,35.0,0.0702559244578263,0.0724748142094926,bernanke,0.0,11,0,11,0.0
129,3769.0,20110126,fomcchairman bernanke,1.0,234.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0702559244578263,0.16,bernanke,0.0,11,0,11,0.0
130,3802.0,20110315,chairman bernanke,116.0,32379.0,1707.575221238938,0.8761061946902655,7.0,30.0,0.0,4.0,23.0,0.0557189228903061,0.0813911687965062,bernanke,0.0,10,0,10,0.0
131,3827.0,20110427,bchairman bernanke,1.0,26.0,1826.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0735475316523697,0.2,bernanke,0.0,10,0,10,0.0
132,3828.0,20110427,chairman bernanke,141.0,55714.0,2213.897810218978,0.8394160583941606,14.0,44.0,1.0,1.0,51.0,0.0735475316523697,0.0940785376481743,bernanke,0.0,10,0,10,0.0
133,3853.0,20110622,chairman bernanke,184.0,65825.0,1660.7808988764043,0.8370786516853933,17.0,79.0,1.0,1.0,83.0,0.0721214378693924,0.0796845075228648,bernanke,0.0,10,0,10,0.0
134,3884.0,20110809,achairman bernanke,1.0,308.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0574690540926296,0.321428571428571,bernanke,0.0,7,3,10,0.3
135,3887.0,20110809,bchairman bernanke,2.0,148.0,2580.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0574690540926296,0.2,bernanke,0.0,7,3,10,0.3
136,3888.0,20110809,chairman bernanke,127.0,31178.0,1554.725806451613,0.8709677419354839,6.0,31.0,6.0,8.0,24.0,0.0574690540926296,0.0833586471043534,bernanke,0.0,7,3,10,0.3
137,3913.0,20110921,bchairman bernanke,1.0,16.0,197.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0694238312512154,0.0,bernanke,0.0,7,3,10,0.3
138,3914.0,20110921,cchairman bernanke,1.0,59.0,77.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0694238312512154,0.0,bernanke,0.0,7,3,10,0.3
139,3915.0,20110921,chairman bernanke,171.0,57455.0,2135.8373493975905,0.8253012048192772,12.0,73.0,1.0,1.0,59.0,0.0694238312512154,0.0816105960511609,bernanke,0.0,7,3,10,0.3
140,3943.0,20111102,achairman bernanke,1.0,42.0,46.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0636613115167884,-0.25,bernanke,0.0,9,1,10,0.1
141,3944.0,20111102,bchairman bernanke,1.0,29.0,4214.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0636613115167884,0.2,bernanke,0.0,9,1,10,0.1
142,3945.0,20111102,chairman bernanke,122.0,45960.0,2872.612068965517,0.7844827586206896,10.0,61.0,3.0,3.0,40.0,0.0636613115167884,0.0912860222867284,bernanke,0.0,9,1,10,0.1
143,3973.0,20111213,achairman bernanke,1.0,91.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0816475616899619,0.333333333333333,bernanke,0.0,9,1,10,0.1
144,3974.0,20111213,chairman bernanke,98.0,33960.0,2427.778947368421,0.7894736842105263,8.0,39.0,1.0,3.0,30.0,0.0816475616899619,0.1069810599177679,bernanke,0.0,9,1,10,0.1
145,4000.0,20120125,chairman bernanke,159.0,48208.0,1717.5584415584417,0.7987012987012987,8.0,37.0,0.0,1.0,56.0,0.0552041664590712,0.0658138215898283,bernanke,0.0,9,1,10,0.1
