date,year,month,quarter,speaker,position,short_name,greeting,briefer_dummy,bucket_1,bucket_2,bucket_3,bucket_4,total,bucket1_perc,bucket2_perc,bucket3_perc,bucket4_perc,speak_count,speak_length,avg_next_speaker_length,avg_next_speaker_gender,laughter_sum,first_to_introduce_topic,sum_interrupted,sum_interrupter,sum_hedge,avg_day_sentiment,avg_sentiment_per_speaker,dissenter_dummy,total_yes_vote,total_no_vote,total_vote,perc_disset_vote,Attendees,Male,Female,Percent.Male.Att,Percent.Female.Att,ATT.NOT.VOTERS,Female.Voters,Male.Voters,Female.NON.Voters,Male.NON.Voters,Number.of.Voters,percent_fem_voter,percent_male_voter,Number.of.NonVoters,percent_female_NONvoters,percent_male_NONvoters,Total.Voters,voter_dummy,fin_crisis,econ_crisis,target_upper,target_lower,target_mid,chair,b1_dummy,b2_dummy,b3_dummy,b4_dummy,fem_dummy,pol_dummy,epu,mpu,shawdow_i_rate
11/15/1994,1994,11,4,mr prell,economist,prell,Mr,1,19,11,4,17,51,0.37254902,0.215686275,0.078431373,0.333333333,24,14254,282,0.68,1,2,1,3,43,0.057673275,0.100252071,NA,11,1,12,0.083333333,51,43,8,0.843137255,0.156862745,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,116.1364461,126.3685017,5.966025824
11/15/1994,1994,11,4,ms lovett,manager for domestic operations,lovett,Ms,1,19,11,4,17,51,0.37254902,0.215686275,0.078431373,0.333333333,6,432,40.16666667,1,0,0,0,2,0,0.057673275,0.116161616,NA,11,1,12,0.083333333,51,43,8,0.843137255,0.156862745,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,1,NA,116.1364461,126.3685017,5.966025824
11/15/1994,1994,11,4,mr fisher,manager for foreign operations,fisher,Mr,1,19,11,4,17,51,0.37254902,0.215686275,0.078431373,0.333333333,14,7152,155.9333333,1,0,1,0,2,11,0.057673275,0.060899452,NA,11,1,12,0.083333333,51,43,8,0.843137255,0.156862745,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,116.1364461,126.3685017,5.966025824
11/15/1994,1994,11,4,mr kohn,president,kohn,Mr,1,19,11,4,17,51,0.37254902,0.215686275,0.078431373,0.333333333,10,2450,976.2,0.9,0,0,0,2,5,0.057673275,0.107034256,NA,11,1,12,0.083333333,51,43,8,0.843137255,0.156862745,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,1,0,0,0,0,NA,116.1364461,126.3685017,5.966025824
12/20/1994,1994,12,4,mr fisher,manager for foreign operations,fisher,Mr,1,19,8,4,20,51,0.37254902,0.156862745,0.078431373,0.392156863,2,578,76,1,0,0,0,3,2,0.034543084,0.155,NA,11,1,12,0.083333333,51,45,6,0.882352941,0.117647059,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,87.64626396,86.43605695,7.116965918
12/20/1994,1994,12,4,mr truman,economist,truman,Mr,1,19,8,4,20,51,0.37254902,0.156862745,0.078431373,0.392156863,4,2118,171.5,1,0,0,1,4,7,0.034543084,0.052493324,NA,11,1,12,0.083333333,51,45,6,0.882352941,0.117647059,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,87.64626396,86.43605695,7.116965918
12/20/1994,1994,12,4,ms lovett,manager for domestic operations,lovett,Ms,1,19,8,4,20,51,0.37254902,0.156862745,0.078431373,0.392156863,3,1686,66.33333333,0.333333333,0,0,0,3,3,0.034543084,0.177350427,NA,11,1,12,0.083333333,51,45,6,0.882352941,0.117647059,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,1,NA,87.64626396,86.43605695,7.116965918
12/20/1994,1994,12,4,mr prell,economist,prell,Mr,1,19,8,4,20,51,0.37254902,0.156862745,0.078431373,0.392156863,14,8777,509.1428571,1,0,1,0,3,18,0.034543084,0.020494632,NA,11,1,12,0.083333333,51,45,6,0.882352941,0.117647059,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,87.64626396,86.43605695,7.116965918
12/20/1994,1994,12,4,mr kohn,president,kohn,Mr,1,19,8,4,20,51,0.37254902,0.156862745,0.078431373,0.392156863,3,55,3168.333333,1,0,0,0,3,0,0.034543084,0,NA,11,1,12,0.083333333,51,45,6,0.882352941,0.117647059,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,1,0,0,0,0,NA,87.64626396,86.43605695,7.116965918
2/4/1994,1994,2,1,mr kohn,secretary and economist,kohn,Mr,1,17,9,4,22,52,0.326923077,0.173076923,0.076923077,0.423076923,29,8619,400.516129,0.967741935,1,2,3,15,7,0.042640351,0.055180683,NA,10,0,10,0,52,47,5,0.903846154,0.096153846,42,1,9,0,0,10,0.1,0.9,0,NA,NA,10,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,77.52547059,65.79154812,3.428679226
2/4/1994,1994,2,1,mr hooper,assistant director,hooper,Mr,1,17,9,4,22,52,0.326923077,0.173076923,0.076923077,0.423076923,3,501,220,1,0,0,0,8,0,0.042640351,0.117748918,NA,10,0,10,0,52,47,5,0.903846154,0.096153846,42,1,9,0,0,10,0.1,0.9,0,NA,NA,10,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,77.52547059,65.79154812,3.428679226
2/4/1994,1994,2,1,ms lovett,manager,lovett,Ms,1,17,9,4,22,52,0.326923077,0.173076923,0.076923077,0.423076923,11,3564,326.1666667,0.916666667,1,1,0,11,7,0.042640351,0.057026868,NA,10,0,10,0,52,47,5,0.903846154,0.096153846,42,1,9,0,0,10,0.1,0.9,0,NA,NA,10,0,0,0,NA,NA,NA,greenspan,0,0,0,1,1,NA,77.52547059,65.79154812,3.428679226
2/4/1994,1994,2,1,mr fisher,manager,fisher,Mr,1,17,9,4,22,52,0.326923077,0.173076923,0.076923077,0.423076923,2,207,61.5,1,0,0,0,7,0,0.042640351,-0.066666667,NA,10,0,10,0,52,47,5,0.903846154,0.096153846,42,1,9,0,0,10,0.1,0.9,0,NA,NA,10,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,77.52547059,65.79154812,3.428679226
2/4/1994,1994,2,1,mr prell,economist,prell,Mr,1,17,9,4,22,52,0.326923077,0.173076923,0.076923077,0.423076923,38,16726,138.6666667,1,0,1,3,15,48,0.042640351,0.100502964,NA,10,0,10,0,52,47,5,0.903846154,0.096153846,42,1,9,0,0,10,0.1,0.9,0,NA,NA,10,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,77.52547059,65.79154812,3.428679226
3/22/1994,1994,3,1,mr truman,economist,truman,Mr,1,16,10,4,18,48,0.333333333,0.208333333,0.083333333,0.375,23,13972,208.5714286,0.857142857,0,1,0,3,20,0.044056761,0.082247226,NA,8,2,10,0.2,48,42,6,0.875,0.125,38,1,9,0,0,10,0.1,0.9,0,NA,NA,10,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,84.14653546,104.5888833,3.687515937
3/22/1994,1994,3,1,ms lovett,manager,lovett,Ms,1,16,10,4,18,48,0.333333333,0.208333333,0.083333333,0.375,2,35,73,0.5,0,0,0,1,0,0.044056761,0,NA,8,2,10,0.2,48,42,6,0.875,0.125,38,1,9,0,0,10,0.1,0.9,0,NA,NA,10,0,0,0,NA,NA,NA,greenspan,0,0,0,1,1,NA,84.14653546,104.5888833,3.687515937
3/22/1994,1994,3,1,mr kohn,secretary and economist,kohn,Mr,1,16,10,4,18,48,0.333333333,0.208333333,0.083333333,0.375,7,6328,3439.166667,1,0,1,1,3,16,0.044056761,0.146084171,NA,8,2,10,0.2,48,42,6,0.875,0.125,38,1,9,0,0,10,0.1,0.9,0,NA,NA,10,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,84.14653546,104.5888833,3.687515937
3/22/1994,1994,3,1,mr prell,economist,prell,Mr,1,16,10,4,18,48,0.333333333,0.208333333,0.083333333,0.375,9,6946,87.55555556,1,1,0,0,1,20,0.044056761,0.016366907,NA,8,2,10,0.2,48,42,6,0.875,0.125,38,1,9,0,0,10,0.1,0.9,0,NA,NA,10,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,84.14653546,104.5888833,3.687515937
3/22/1994,1994,3,1,mr fisher,manager,fisher,Mr,1,16,10,4,18,48,0.333333333,0.208333333,0.083333333,0.375,3,432,98,1,0,0,0,1,0,0.044056761,-0.070707071,NA,8,2,10,0.2,48,42,6,0.875,0.125,38,1,9,0,0,10,0.1,0.9,0,NA,NA,10,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,84.14653546,104.5888833,3.687515937
5/17/1994,1994,5,2,mr truman,economist,truman,Mr,1,16,15,5,16,52,0.307692308,0.288461538,0.096153846,0.307692308,3,915,116.6666667,1,0,0,0,6,0,0.047632401,0.040082523,NA,10,0,10,0,52,43,9,0.826923077,0.173076923,42,1,9,0,0,10,0.1,0.9,0,NA,NA,10,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,110.1581895,160.7677577,4.431783117
5/17/1994,1994,5,2,mr prell,economist,prell,Mr,1,16,15,5,16,52,0.307692308,0.288461538,0.096153846,0.307692308,15,10006,211.2857143,1,0,0,0,6,28,0.047632401,0.065930299,NA,10,0,10,0,52,43,9,0.826923077,0.173076923,42,1,9,0,0,10,0.1,0.9,0,NA,NA,10,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,110.1581895,160.7677577,4.431783117
5/17/1994,1994,5,2,mr kohn,secretary and economist,kohn,Mr,1,16,15,5,16,52,0.307692308,0.288461538,0.096153846,0.307692308,7,2978,1444.285714,0.714285714,0,0,0,5,6,0.047632401,0.095371708,NA,10,0,10,0,52,43,9,0.826923077,0.173076923,42,1,9,0,0,10,0.1,0.9,0,NA,NA,10,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,110.1581895,160.7677577,4.431783117
5/17/1994,1994,5,2,mr fisher,manager,fisher,Mr,1,16,15,5,16,52,0.307692308,0.288461538,0.096153846,0.307692308,9,3803,163.1666667,1,0,1,2,7,16,0.047632401,0.043238908,NA,10,0,10,0,52,43,9,0.826923077,0.173076923,42,1,9,0,0,10,0.1,0.9,0,NA,NA,10,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,110.1581895,160.7677577,4.431783117
5/17/1994,1994,5,2,ms lovett,manager,lovett,Ms,1,16,15,5,16,52,0.307692308,0.288461538,0.096153846,0.307692308,10,3828,132.25,1,0,0,0,8,8,0.047632401,0.09581173,NA,10,0,10,0,52,43,9,0.826923077,0.173076923,42,1,9,0,0,10,0.1,0.9,0,NA,NA,10,0,0,0,NA,NA,NA,greenspan,0,0,0,1,1,NA,110.1581895,160.7677577,4.431783117
8/16/1994,1994,8,3,mr kohn,secretary and economist,kohn,Mr,1,17,11,5,18,51,0.333333333,0.215686275,0.098039216,0.352941176,5,1557,2479.4,1,0,1,0,3,5,0.05999873,0.0312262,NA,12,0,12,0,51,44,7,0.862745098,0.137254902,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,87.7473441,100.5066393,4.742931629
8/16/1994,1994,8,3,mr prell,economist,prell,Mr,1,17,11,5,18,51,0.333333333,0.215686275,0.098039216,0.352941176,20,11635,95.7,0.8,1,0,0,3,32,0.05999873,0.097431229,NA,12,0,12,0,51,44,7,0.862745098,0.137254902,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,87.7473441,100.5066393,4.742931629
8/16/1994,1994,8,3,ms lovett,manager for domestic operations,lovett,Ms,1,17,11,5,18,51,0.333333333,0.215686275,0.098039216,0.352941176,1,45,137,1,0,0,0,3,0,0.05999873,0.333333333,NA,12,0,12,0,51,44,7,0.862745098,0.137254902,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,1,NA,87.7473441,100.5066393,4.742931629
8/16/1994,1994,8,3,mr fisher,manager for foreign operations,fisher,Mr,1,17,11,5,18,51,0.333333333,0.215686275,0.098039216,0.352941176,3,4008,194.3333333,1,1,1,0,3,9,0.05999873,0.087878788,NA,12,0,12,0,51,44,7,0.862745098,0.137254902,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,87.7473441,100.5066393,4.742931629
9/27/1994,1994,9,3,mr prell,economist,prell,Mr,1,19,10,4,18,51,0.37254902,0.196078431,0.078431373,0.352941176,16,5445,151.2666667,0.8,1,0,1,3,13,0.035888027,0.051530449,NA,11,1,12,0.083333333,51,43,8,0.843137255,0.156862745,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,93.1808571,51.97155066,5.076840641
9/27/1994,1994,9,3,ms lovett,manager for domestic operations,lovett,Ms,1,19,10,4,18,51,0.37254902,0.196078431,0.078431373,0.352941176,7,4650,60,0.875,0,0,0,3,6,0.035888027,-0.073341225,NA,11,1,12,0.083333333,51,43,8,0.843137255,0.156862745,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,1,NA,93.1808571,51.97155066,5.076840641
9/27/1994,1994,9,3,mr truman,economist,truman,Mr,1,19,10,4,18,51,0.37254902,0.196078431,0.078431373,0.352941176,5,2614,41.2,1,0,0,0,2,2,0.035888027,0.083955033,NA,11,1,12,0.083333333,51,43,8,0.843137255,0.156862745,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,93.1808571,51.97155066,5.076840641
9/27/1994,1994,9,3,mr fisher,manager for foreign operations,fisher,Mr,1,19,10,4,18,51,0.37254902,0.196078431,0.078431373,0.352941176,14,8008,112.9230769,0.923076923,0,0,1,3,9,0.035888027,0.063286885,NA,11,1,12,0.083333333,51,43,8,0.843137255,0.156862745,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,93.1808571,51.97155066,5.076840641
9/27/1994,1994,9,3,mr kohn,president,kohn,Mr,1,19,10,4,18,51,0.37254902,0.196078431,0.078431373,0.352941176,4,1027,4363.25,1,0,0,0,2,0,0.035888027,0.045833333,NA,11,1,12,0.083333333,51,43,8,0.843137255,0.156862745,39,2,10,0,0,12,0.166666667,0.833333333,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,1,0,0,0,0,NA,93.1808571,51.97155066,5.076840641
11/15/1995,1995,11,4,mr prell,economist,prell,Mr,1,18,9,6,19,52,0.346153846,0.173076923,0.115384615,0.365384615,24,11902,315.6896552,0.931034483,4,4,0,0,32,0.035713024,0.068567243,NA,10,1,11,0.090909091,52,46,6,0.884615385,0.115384615,41,1,4,0,0,5,0.2,0.8,0,NA,NA,5,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,90.58875285,93.93924263,5.421266203
11/15/1995,1995,11,4,mr kohn,secretary and economist,kohn,Mr,1,18,9,6,19,52,0.346153846,0.173076923,0.115384615,0.365384615,21,4506,499.047619,0.952380952,0,0,1,1,13,0.035713024,0.078445451,NA,10,1,11,0.090909091,52,46,6,0.884615385,0.115384615,41,1,4,0,0,5,0.2,0.8,0,NA,NA,5,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,90.58875285,93.93924263,5.421266203
11/15/1995,1995,11,4,mr fisher,system open market account manager,fisher,Mr,1,18,9,6,19,52,0.346153846,0.173076923,0.115384615,0.365384615,37,10156,151.6578947,0.868421053,0,6,1,1,14,0.035713024,0.040464989,NA,10,1,11,0.090909091,52,46,6,0.884615385,0.115384615,41,1,4,0,0,5,0.2,0.8,0,NA,NA,5,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,90.58875285,93.93924263,5.421266203
11/15/1995,1995,11,4,pcemr prell,economist,prell,Mr,1,18,9,6,19,52,0.346153846,0.173076923,0.115384615,0.365384615,1,162,73,1,0,1,0,0,0,0.035713024,0.0625,NA,10,1,11,0.090909091,52,46,6,0.884615385,0.115384615,41,1,4,0,0,5,0.2,0.8,0,NA,NA,5,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,90.58875285,93.93924263,5.421266203
12/19/1995,1995,12,4,mr kohn,secretary and economist,kohn,Mr,1,17,7,4,20,48,0.354166667,0.145833333,0.083333333,0.416666667,15,10411,259.1176471,1,0,1,1,1,23,0.019904514,-0.015095266,NA,11,0,11,0,49,42,7,0.857142857,0.142857143,38,2,4,0,0,6,0.333333333,0.666666667,0,NA,NA,6,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,111.6023127,176.5157021,5.332461345
12/19/1995,1995,12,4,mr prell,economist,prell,Mr,1,17,7,4,20,48,0.354166667,0.145833333,0.083333333,0.416666667,6,2031,451.8571429,1,0,1,0,1,5,0.019904514,0.028571429,NA,11,0,11,0,49,42,7,0.857142857,0.142857143,38,2,4,0,0,6,0.333333333,0.666666667,0,NA,NA,6,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,111.6023127,176.5157021,5.332461345
12/19/1995,1995,12,4,mr fisher,system open market account manager,fisher,Mr,1,17,7,4,20,48,0.354166667,0.145833333,0.083333333,0.416666667,10,2129,179.1,0.9,0,1,0,0,0,0.019904514,0.067861354,NA,11,0,11,0,49,42,7,0.857142857,0.142857143,38,2,4,0,0,6,0.333333333,0.666666667,0,NA,NA,6,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,111.6023127,176.5157021,5.332461345
2/1/1995,1995,2,1,mr prell,economist,prell,Mr,1,19,12,6,25,62,0.306451613,0.193548387,0.096774194,0.403225806,12,2564,174.1666667,1,0,1,0,16,6,0.047054449,0.057074443,NA,12,0,12,0,62,54,8,0.870967742,0.129032258,50,3,9,0,0,12,0.25,0.75,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,130.3566806,166.7413204,5.990823706
2/1/1995,1995,2,1,mr fisher,system open market account manager,fisher,Mr,1,19,12,6,25,62,0.306451613,0.193548387,0.096774194,0.403225806,17,6315,165.8125,1,0,1,0,17,7,0.047054449,0.071909721,NA,12,0,12,0,62,54,8,0.870967742,0.129032258,50,3,9,0,0,12,0.25,0.75,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,130.3566806,166.7413204,5.990823706
2/1/1995,1995,2,1,mr hooper,assistant director,hooper,Mr,1,19,12,6,25,62,0.306451613,0.193548387,0.096774194,0.403225806,3,128,82.33333333,1,0,1,1,12,0,0.047054449,0.037037037,NA,12,0,12,0,62,54,8,0.870967742,0.129032258,50,3,9,0,0,12,0.25,0.75,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,130.3566806,166.7413204,5.990823706
2/1/1995,1995,2,1,mr kohn,secretary and economist,kohn,Mr,1,19,12,6,25,62,0.306451613,0.193548387,0.096774194,0.403225806,22,4433,216.8636364,0.590909091,1,1,1,17,8,0.047054449,0.06438194,NA,12,0,12,0,62,54,8,0.870967742,0.129032258,50,3,9,0,0,12,0.25,0.75,0,NA,NA,12,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,130.3566806,166.7413204,5.990823706
3/28/1995,1995,3,1,mr truman,economist,truman,Mr,1,18,9,5,17,49,0.367346939,0.183673469,0.102040816,0.346938776,17,8892,263.1764706,0.882352941,0,0,0,3,13,0.03245841,0.063042213,NA,11,0,11,0,49,43,6,0.87755102,0.12244898,38,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,96.35862162,96.29856451,5.999391874
3/28/1995,1995,3,1,mr fisher,system open market account manager,fisher,Mr,1,18,9,5,17,49,0.367346939,0.183673469,0.102040816,0.346938776,19,5706,121.4444444,0.944444444,1,0,0,3,6,0.03245841,0.039939298,NA,11,0,11,0,49,43,6,0.87755102,0.12244898,38,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,96.35862162,96.29856451,5.999391874
3/28/1995,1995,3,1,iimr kohn,secretary and economist,kohn,Mr,1,18,9,5,17,49,0.367346939,0.183673469,0.102040816,0.346938776,1,200,138,1,0,0,0,2,0,0.03245841,0.157894737,NA,11,0,11,0,49,43,6,0.87755102,0.12244898,38,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,96.35862162,96.29856451,5.999391874
3/28/1995,1995,3,1,mr kohn,secretary and economist,kohn,Mr,1,18,9,5,17,49,0.367346939,0.183673469,0.102040816,0.346938776,15,7229,105.3333333,0.866666667,0,0,0,3,12,0.03245841,0.057473656,NA,11,0,11,0,49,43,6,0.87755102,0.12244898,38,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,96.35862162,96.29856451,5.999391874
3/28/1995,1995,3,1,mr prell,economist,prell,Mr,1,18,9,5,17,49,0.367346939,0.183673469,0.102040816,0.346938776,19,3532,139.0555556,1,0,0,0,3,7,0.03245841,0.014738334,NA,11,0,11,0,49,43,6,0.87755102,0.12244898,38,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,96.35862162,96.29856451,5.999391874
5/23/1995,1995,5,2,mr prell,economist,prell,Mr,1,18,8,5,17,48,0.375,0.166666667,0.104166667,0.354166667,14,6932,144.1428571,0.857142857,0,1,0,1,28,0.031804856,0.0882817,NA,10,1,11,0.090909091,48,42,6,0.875,0.125,37,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,63.30757797,39.37144283,5.79438635
5/23/1995,1995,5,2,mr fisher,system open market account manager,fisher,Mr,1,18,8,5,17,48,0.375,0.166666667,0.104166667,0.354166667,15,5337,241.9333333,0.866666667,2,0,0,1,7,0.031804856,0.068550707,NA,10,1,11,0.090909091,48,42,6,0.875,0.125,37,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,63.30757797,39.37144283,5.79438635
5/23/1995,1995,5,2,mr kohn,secretary and economist,kohn,Mr,1,18,8,5,17,48,0.375,0.166666667,0.104166667,0.354166667,8,1251,93,0.875,1,0,0,1,1,0.031804856,0.052871763,NA,10,1,11,0.090909091,48,42,6,0.875,0.125,37,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,63.30757797,39.37144283,5.79438635
5/23/1995,1995,5,2,coffee breakmr kohn,secretary and economist,kohn,Mr,1,18,8,5,17,48,0.375,0.166666667,0.104166667,0.354166667,1,25,82,1,0,0,0,0,0,0.031804856,0,NA,10,1,11,0.090909091,48,42,6,0.875,0.125,37,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,63.30757797,39.37144283,5.79438635
7/6/1995,1995,7,3,mr prell,economist,prell,Mr,1,18,9,4,19,50,0.36,0.18,0.08,0.38,13,5490,193.7692308,1,0,2,0,6,12,0.044138311,0.036911183,NA,10,1,11,0.090909091,50,42,8,0.84,0.16,39,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,89.35136289,88.64650384,5.539711657
7/6/1995,1995,7,3,ms johnson,assistant director,johnson,Ms,1,18,9,4,19,50,0.36,0.18,0.08,0.38,3,4178,203.3333333,1,0,0,0,6,13,0.044138311,0.045974794,NA,10,1,11,0.090909091,50,42,8,0.84,0.16,39,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,1,NA,89.35136289,88.64650384,5.539711657
7/6/1995,1995,7,3,mr fisher,system open market account manager,fisher,Mr,1,18,9,4,19,50,0.36,0.18,0.08,0.38,15,4492,147.2352941,1,0,2,5,14,15,0.044138311,0.091631215,NA,10,1,11,0.090909091,50,42,8,0.84,0.16,39,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,89.35136289,88.64650384,5.539711657
7/6/1995,1995,7,3,mr simpson,associate director,simpson,Mr,1,18,9,4,19,50,0.36,0.18,0.08,0.38,6,1162,159.5,1,0,0,0,6,1,0.044138311,0.066182533,NA,10,1,11,0.090909091,50,42,8,0.84,0.16,39,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,89.35136289,88.64650384,5.539711657
7/6/1995,1995,7,3,mr kohn,secretary and economist,kohn,Mr,1,18,9,4,19,50,0.36,0.18,0.08,0.38,28,7482,142.75,0.875,0,1,1,12,16,0.044138311,0.112475907,NA,10,1,11,0.090909091,50,42,8,0.84,0.16,39,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,89.35136289,88.64650384,5.539711657
8/22/1995,1995,8,3,mr stockton,associate economist,stockton,Mr,1,18,9,5,17,49,0.367346939,0.183673469,0.102040816,0.346938776,14,7709,157.5714286,0.928571429,0,0,0,2,22,0.037720934,0.11386979,NA,11,0,11,0,49,40,9,0.816326531,0.183673469,38,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,45.52693452,35.92119879,5.492497887
8/22/1995,1995,8,3,mr kohn,secretary and economist,kohn,Mr,1,18,9,5,17,49,0.367346939,0.183673469,0.102040816,0.346938776,20,7869,426.8695652,0.956521739,2,0,1,2,12,0.037720934,-0.004241659,NA,11,0,11,0,49,40,9,0.816326531,0.183673469,38,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,45.52693452,35.92119879,5.492497887
8/22/1995,1995,8,3,mr fisher,system open market account manager,fisher,Mr,1,18,9,5,17,49,0.367346939,0.183673469,0.102040816,0.346938776,6,2080,454.6666667,0.333333333,0,0,0,2,0,0.037720934,-0.020763359,NA,11,0,11,0,49,40,9,0.816326531,0.183673469,38,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,45.52693452,35.92119879,5.492497887
9/26/1995,1995,9,3,mr prell,economist,prell,Mr,1,18,9,5,19,51,0.352941176,0.176470588,0.098039216,0.37254902,15,9114,230.8,0.933333333,0,0,1,2,29,0.039127231,-0.005299411,NA,11,0,11,0,51,43,8,0.843137255,0.156862745,40,3,8,0,0,11,0.272727273,0.727272727,0,NA,NA,11,0,0,0,NA,NA,NA,greenspan,0,0,0,1,0,NA,53.49117021,32.48447844,5.541904535
