,short_name,Position,date,voter_dum
2078,mester,President,20180926,1
2079,quarles,Governor,20180926,1
2080,george,President,20180926,1
2081,powell,Chairman,20181108,1
2082,williams,Vice Chairman,20181108,1
2083,barkin,President,20181108,1
2084,bostic,President,20181108,1
2085,brainard,Governor,20181108,1
2086,clarida,Governor,20181108,1
2087,daly,President,20181108,1
2088,mester,President,20181108,1
2089,quarles,Governor,20181108,1
2090,powell,Chairman,20181219,1
2091,williams,Vice Chairman,20181219,1
2092,barkin,President,20181219,1
2093,bostic,President,20181219,1
2094,bowman,Governor,20181219,1
2095,brainard,Governor,20181219,1
2096,clarida,Governor,20181219,1
2097,daly,President,20181219,1
2098,mester,President,20181219,1
2099,quarles,Governor,20181219,1
