,Unnamed: 0,date,bucket_1,bucket_2,bucket_3,bucket_4,total,bucket1_perc,bucket2_perc,bucket3_perc,bucket4_perc,speaker,speak_count,speak_length,avg_next_speaker_length,avg_next_speaker_gender,laughter_sum,first_to_introduce_topic,sum_interrupted,sum_interrupter,sum_hedge,avg_day_sentiment,avg_sentiment_per_speaker,short_name,dissenter_dummy,total_yes_vote,total_no_vote,total_vote,perc_disset_vote,Attendees,Male,Female,Percent Male Att,Percent Female Att,ATT NOT VOTERS,Female Voters,Male Voters,Female NON Voters,Male NON Voters,Number of Voters,percent_fem_voter,percent_male_voter,Number of NonVoters,percent_female_NONvoters,percent_male_NONvoters,Total Voters
77,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,mr hoenig,4.0,4598.0,195.5,1.0,0.0,0.0,0.0,4.0,6.0,0.0440567609369017,0.1176855001259764,hoenig,,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
78,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,mr jordan,14.0,13679.0,251.2142857142857,1.0,0.0,0.0,2.0,4.0,18.0,0.0440567609369017,0.0332003996848627,jordan,1.0,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
79,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,mr keehn,3.0,5783.0,16.0,1.0,0.0,0.0,0.0,1.0,11.0,0.0440567609369017,0.148561371288644,keehn,,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
80,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,mr kelley,5.0,7555.0,29.2,1.0,2.0,1.0,0.0,1.0,16.0,0.0440567609369017,0.1093548092860211,kelley,0.0,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
81,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,mr kohn,7.0,6328.0,3439.1666666666665,1.0,0.0,1.0,1.0,3.0,16.0,0.0440567609369017,0.1460841709775553,kohn,,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
82,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,mr laware,4.0,4388.0,14.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0440567609369017,0.0463320946296398,laware,0.0,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
83,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,chairman greenspanmr lindsey,1.0,51.0,34.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0440567609369017,0.125,lindsey,0.0,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
84,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,mr lindsey,20.0,8882.0,307.1578947368421,0.9473684210526316,1.0,0.0,1.0,4.0,15.0,0.0440567609369017,0.1008409995298497,lindsey,0.0,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
85,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,ms lovett,2.0,35.0,73.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0440567609369017,0.0,lovett,,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
86,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,vice chairman mcdonough,12.0,13145.0,230.91666666666663,0.9166666666666666,0.0,0.0,0.0,1.0,28.0,0.0440567609369017,-0.0452210190689732,mcdonough,0.0,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
87,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,mr mcteer,8.0,4562.0,287.75,1.0,1.0,0.0,1.0,4.0,7.0,0.0440567609369017,0.0729447234749461,mcteer,,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
88,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,xmr mcteer,1.0,143.0,259.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0440567609369017,0.0714285714285714,mcteer,,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
89,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,mr melzer,6.0,7273.0,38.333333333333336,1.0,0.0,1.0,0.0,1.0,13.0,0.0440567609369017,0.0169054101628443,melzer,,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
90,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,mr melzert,1.0,93.0,266.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0440567609369017,0.0,melzert,,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
91,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,ms minehan,8.0,5702.0,181.375,1.0,0.0,0.0,1.0,4.0,10.0,0.0440567609369017,0.0877233338800502,minehan,,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
92,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,ms minehanf,1.0,237.0,459.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0440567609369017,0.227272727272727,minehanf,,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
93,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,mr parry,15.0,7339.0,357.5,1.0,0.0,0.0,0.0,4.0,18.0,0.0440567609369017,0.1440196991217398,parry,0.0,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
94,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,ms phillips,5.0,6534.0,25.8,1.0,0.0,0.0,0.0,1.0,15.0,0.0440567609369017,0.0462887989203779,phillips,0.0,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
95,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,mr prell,9.0,6946.0,87.55555555555556,1.0,1.0,0.0,0.0,1.0,20.0,0.0440567609369017,0.0163669069894456,prell,,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
96,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,mr stern,3.0,4377.0,16.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0440567609369017,0.0912037037037036,stern,,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
97,40,19940322,16,10,4,18,48,0.3333333333333333,0.2083333333333333,0.0833333333333333,0.375,mr truman,23.0,13972.0,208.57142857142856,0.8571428571428571,0.0,1.0,0.0,3.0,20.0,0.0440567609369017,0.0822472263360913,truman,,8.0,2.0,10.0,0.2,48.0,42.0,6.0,0.875,0.125,38.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
98,41,19940517,16,15,5,16,52,0.3076923076923077,0.2884615384615384,0.0961538461538461,0.3076923076923077,mr bernard,1.0,672.0,13.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0476324007206106,0.114754098360656,bernard,,10.0,0.0,10.0,0.0,52.0,43.0,9.0,0.8269230769230769,0.173076923076923,42.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
99,41,19940517,16,15,5,16,52,0.3076923076923077,0.2884615384615384,0.0961538461538461,0.3076923076923077,mr bernardc,1.0,226.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0476324007206106,0.0,bernardc,,10.0,0.0,10.0,0.0,52.0,43.0,9.0,0.8269230769230769,0.173076923076923,42.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,0.0,,,10.0
