,speaker,date,speak_count,speaker_unique
4748,MR LAUBACH,20150128,9,LAUBACH
4749,MS LOGAN,20150128,15,LOGAN
4750,MR ROSENGREN,20150128,14,ROSENGREN
4751,MR CLOUSE,20150128,13,CLOUSE
4752,MR LOCKHART,20150128,5,LOCKHART
4753,MS GEORGE,20150128,7,GEORGE
4754,MR KAMIN,20150128,10,KAMIN
4755,MR WILCOX,20150128,30,WILCOX
4756,MR KILEY,20150128,4,KILEY
4757,MR WASCHER,20150128,3,WASCHER
4758,MR RUDD,20150128,1,RUDD
4759,MS LIANG,20150128,3,LIANG
4760,MR FROST,20150128,2,FROST
4761,MR REIFSCHNEIDER,20150128,6,REIFSCHNEIDER
4762,CHAIR YELLEN,20150318,131,YELLEN
4763,MR FISCHER,20150318,22,FISCHER
4764,MR POTTER,20150318,26,POTTER
4765,MR KOCHERLAKOTA,20150318,22,KOCHERLAKOTA
4766,MR EVANS,20150318,21,EVANS
4767,MS LOGAN,20150318,10,LOGAN
4768,MR LACKER,20150318,28,LACKER
4769,MR ROSENGREN,20150318,6,ROSENGREN
4770,RRPMS LOGAN,20150318,1,LOGAN
4771,MR POWELL,20150318,14,POWELL
4772,VICE CHAIRMAN DUDLEY,20150318,24,DUDLEY
4773,MS BRAINARD,20150318,12,BRAINARD
4774,RRPCHAIR YELLEN,20150318,1,YELLEN
4775,MS IHRIG,20150318,4,IHRIG
4776,MR MARTIN,20150318,2,MARTIN
4777,MS MESTER,20150318,5,MESTER
4778,MR LOCKHART,20150318,4,LOCKHART
4779,MR TARULLO,20150318,17,TARULLO
4780,MR PRICHARD,20150318,3,PRICHARD
4781,MS HOLCOMB,20150318,4,HOLCOMB
4782,MR WILLIAMS,20150318,13,WILLIAMS
4783,MS GEORGE,20150318,3,GEORGE
4784,MR BULLARD,20150318,8,BULLARD
4785,MR LAUBACH,20150318,19,LAUBACH
4786,MR LUECKE,20150318,2,LUECKE
4787,MR KAMIN,20150318,16,KAMIN
4788,MR WILCOX,20150318,10,WILCOX
4789,MR KIM,20150318,1,KIM
4790,MR WASCHER,20150318,4,WASCHER
4791,GDPMR EVANS,20150318,1,EVANS
4792,VARIOUS PARTICIPANTS,20150318,1,PARTICIPANTS
4793,CHAIR YELLEN,20150429,124,YELLEN
4794,MR FISCHER,20150429,6,FISCHER
4795,MR POTTER,20150429,20,POTTER
4796,MS LOGAN,20150429,4,LOGAN
4797,MR POWELL,20150429,8,POWELL
4798,MR BULLARD,20150429,11,BULLARD
4799,MR LACKER,20150429,22,LACKER
4800,VICE CHAIRMAN DUDLEY,20150429,30,DUDLEY
4801,MS MEADE,20150429,6,MEADE
4802,MR LOCKHART,20150429,6,LOCKHART
4803,MR ROSENGREN,20150429,13,ROSENGREN
4804,MR ALVAREZ,20150429,2,ALVAREZ
4805,MS GEORGE,20150429,6,GEORGE
4806,MR TARULLO,20150429,13,TARULLO
4807,MS BRAINARD,20150429,4,BRAINARD
4808,MR EVANS,20150429,28,EVANS
4809,MR WILLIAMS,20150429,18,WILLIAMS
4810,MS MESTER,20150429,10,MESTER
4811,MR PRICHARD,20150429,3,PRICHARD
4812,MS HOLCOMB,20150429,3,HOLCOMB
4813,MR KOCHERLAKOTA,20150429,12,KOCHERLAKOTA
4814,MR WASCHER,20150429,15,WASCHER
4815,MR KAMIN,20150429,3,KAMIN
4816,MR GALLIN,20150429,1,GALLIN
4817,GDPMR BULLARD,20150429,1,BULLARD
4818,MR ENGEN,20150429,1,ENGEN
4819,MR LAUBACH,20150429,13,LAUBACH
4820,MR LUECKE,20150429,1,LUECKE
4821,CHAIR YELLEN,20150617,76,YELLEN
4822,MR FISCHER,20150617,15,FISCHER
4823,MR POTTER,20150617,41,POTTER
4824,MR ROSENGREN,20150617,7,ROSENGREN
4825,VICE CHAIRMAN DUDLEY,20150617,23,DUDLEY
4826,MR WILLIAMS,20150617,26,WILLIAMS
4827,MR POWELL,20150617,3,POWELL
4828,MR LACKER,20150617,22,LACKER
4829,MR KOCHERLAKOTA,20150617,13,KOCHERLAKOTA
4830,MS GEORGE,20150617,4,GEORGE
4831,MS BRAINARD,20150617,13,BRAINARD
4832,MR FOLLETTE,20150617,6,FOLLETTE
4833,MS WILSON,20150617,6,WILSON
4834,MR TETLOW,20150617,1,TETLOW
4835,MR WILCOX,20150617,5,WILCOX
4836,MR KAMIN,20150617,1,KAMIN
4837,MS MESTER,20150617,3,MESTER
4838,MR LOCKHART,20150617,2,LOCKHART
4839,MR PRICHARD,20150617,5,PRICHARD
4840,MS HOLCOMB,20150617,2,HOLCOMB
4841,MR EVANS,20150617,2,EVANS
4842,MR BULLARD,20150617,4,BULLARD
4843,MR LAUBACH,20150617,13,LAUBACH
4844,MR TARULLO,20150617,2,TARULLO
4845,MR LUECKE,20150617,1,LUECKE
4846,CHAIR YELLEN,20150729,122,YELLEN
4847,MR HARKER,20150729,4,HARKER
4848,MR FISCHER,20150729,20,FISCHER
4849,MR POTTER,20150729,24,POTTER
4850,MS LOGAN,20150729,2,LOGAN
4851,MR BULLARD,20150729,5,BULLARD
4852,MR EVANS,20150729,17,EVANS
4853,MR KOCHERLAKOTA,20150729,32,KOCHERLAKOTA
4854,MR CLOUSE,20150729,2,CLOUSE
4855,MR TARULLO,20150729,18,TARULLO
4856,VICE CHAIRMAN DUDLEY,20150729,27,DUDLEY
4857,MS KLEE,20150729,1,KLEE
4858,MS REMACHE,20150729,8,REMACHE
4859,MR WILLIAMS,20150729,15,WILLIAMS
4860,MR ROSENGREN,20150729,10,ROSENGREN
4861,MS BRAINARD,20150729,10,BRAINARD
4862,MR LACKER,20150729,17,LACKER
4863,MR LAUBACH,20150729,12,LAUBACH
4864,MR LOCKHART,20150729,6,LOCKHART
4865,MS MESTER,20150729,6,MESTER
4866,MR WILCOX,20150729,6,WILCOX
4867,MS GEORGE,20150729,3,GEORGE
4868,MS HOLCOMB,20150729,3,HOLCOMB
4869,MR POWELL,20150729,4,POWELL
4870,MR CLARK,20150729,2,CLARK
4871,MS MEADE,20150729,1,MEADE
4872,MR KAMIN,20150729,2,KAMIN
4873,MS LIANG,20150729,12,LIANG
4874,MR WASCHER,20150729,1,WASCHER
4875,MR LUECKE,20150729,1,LUECKE
4876,CHAIR YELLEN,20150917,92,YELLEN
4877,MR KAPLAN,20150917,4,KAPLAN
4878,MR FISCHER,20150917,9,FISCHER
4879,MR POTTER,20150917,32,POTTER
4880,MS LOGAN,20150917,2,LOGAN
4881,MR BULLARD,20150917,21,BULLARD
4882,MR EVANS,20150917,17,EVANS
4883,MR WILLIAMS,20150917,11,WILLIAMS
4884,VICE CHAIRMAN DUDLEY,20150917,16,DUDLEY
4885,MR ROSENGREN,20150917,8,ROSENGREN
4886,MR KOCHERLAKOTA,20150917,19,KOCHERLAKOTA
4887,MR KAMIN,20150917,3,KAMIN
4888,MS KLEE,20150917,6,KLEE
4889,MR ERCEG,20150917,8,ERCEG
4890,MR LAUBACH,20150917,4,LAUBACH
4891,MR LACKER,20150917,12,LACKER
4892,MR WILCOX,20150917,8,WILCOX
4893,MS MESTER,20150917,3,MESTER
4894,MS GEORGE,20150917,3,GEORGE
4895,MR TARULLO,20150917,8,TARULLO
4896,MR POWELL,20150917,3,POWELL
4897,MS BRAINARD,20150917,3,BRAINARD
4898,MR COVAS,20150917,1,COVAS
4899,MR REIFSCHNEIDER,20150917,1,REIFSCHNEIDER
4900,MR LOCKHART,20150917,4,LOCKHART
4901,MR HARKER,20150917,3,HARKER
4902,MR LUECKE,20150917,1,LUECKE
4903,CHAIR YELLEN,20151028,145,YELLEN
4904,MR KOCHERLAKOTA,20151028,28,KOCHERLAKOTA
4905,MR FISCHER,20151028,20,FISCHER
4906,MR GUST,20151028,1,GUST
4907,MR YI,20151028,3,YI
4908,MR TAMBALOTTI,20151028,7,TAMBALOTTI
4909,MR LACKER,20151028,13,LACKER
4910,MR EVANS,20151028,26,EVANS
4911,MR BULLARD,20151028,10,BULLARD
4912,VICE CHAIRMAN DUDLEY,20151028,34,DUDLEY
4913,MR LAUBACH,20151028,13,LAUBACH
4914,MR WILLIAMS,20151028,23,WILLIAMS
4915,MR TARULLO,20151028,21,TARULLO
4916,MR LOCKHART,20151028,15,LOCKHART
4917,MS MESTER,20151028,11,MESTER
4918,MR ROSENGREN,20151028,7,ROSENGREN
4919,MR HARKER,20151028,4,HARKER
4920,MR POWELL,20151028,4,POWELL
4921,MS BRAINARD,20151028,7,BRAINARD
4922,MR KAPLAN,20151028,7,KAPLAN
4923,MS LOGAN,20151028,3,LOGAN
4924,RRPMR TARULLO,20151028,1,TARULLO
4925,MR POTTER,20151028,4,POTTER
4926,MS IHRIG,20151028,1,IHRIG
4927,MR LEBOW,20151028,5,LEBOW
4928,MR KAMIN,20151028,4,KAMIN
4929,MR LEHNERT,20151028,12,LEHNERT
4930,MR DUDLEY,20151028,1,DUDLEY
4931,MS GEORGE,20151028,2,GEORGE
4932,MR MADIGAN,20151028,1,MADIGAN
4933,CHAIR YELLEN,20151216,74,YELLEN
4934,MR LYON,20151216,3,LYON
4935,MR FISCHER,20151216,14,FISCHER
4936,MR POTTER,20151216,12,POTTER
4937,MS LOGAN,20151216,4,LOGAN
4938,MR BULLARD,20151216,17,BULLARD
4939,MR TARULLO,20151216,8,TARULLO
4940,MR ROBERTS,20151216,8,ROBERTS
4941,MR GRUBER,20151216,7,GRUBER
4942,MR WU,20151216,1,WU
4943,MR EVANS,20151216,13,EVANS
4944,MR WILCOX,20151216,3,WILCOX
4945,MR WILLIAMS,20151216,8,WILLIAMS
4946,MR LAUBACH,20151216,2,LAUBACH
4947,MR KAMIN,20151216,1,KAMIN
4948,MR ROSENGREN,20151216,2,ROSENGREN
4949,MR LACKER,20151216,8,LACKER
4950,MS GEORGE,20151216,2,GEORGE
4951,MR LOCKHART,20151216,2,LOCKHART
4952,MR HARKER,20151216,3,HARKER
4953,MS BRAINARD,20151216,2,BRAINARD
4954,MR KAPLAN,20151216,2,KAPLAN
4955,MR POWELL,20151216,2,POWELL
4956,MS MESTER,20151216,3,MESTER
4957,VICE CHAIRMAN DUDLEY,20151216,4,DUDLEY
4958,MR MADIGAN,20151216,5,MADIGAN
4959,CHAIR YELLEN,20160127,216,YELLEN
4960,MR WILLIAMS,20160127,23,WILLIAMS
4961,MR FISCHER,20160127,55,FISCHER
4962,MR TARULLO,20160127,36,TARULLO
4963,MR POWELL,20160127,14,POWELL
4964,MR MADIGAN,20160127,4,MADIGAN
4965,MR BULLARD,20160127,33,BULLARD
4966,VICE CHAIRMAN DUDLEY,20160127,32,DUDLEY
4967,MR POTTER,20160127,36,POTTER
4968,MS GEORGE,20160127,7,GEORGE
4969,IGMS GEORGE,20160127,1,GEORGE
4970,MS MESTER,20160127,14,MESTER
4971,MR ROSENGREN,20160127,7,ROSENGREN
4972,MR EVANS,20160127,40,EVANS
4973,MR LACKER,20160127,32,LACKER
4974,MR KAPLAN,20160127,13,KAPLAN
4975,MR KASHKARI,20160127,8,KASHKARI
4976,MS BRAINARD,20160127,12,BRAINARD
4977,MS LOGAN,20160127,7,LOGAN
4978,MS WEINBACH,20160127,10,WEINBACH
4979,MR HARKER,20160127,4,HARKER
4980,IOERMR POTTER,20160127,1,POTTER
4981,MR LOCKHART,20160127,14,LOCKHART
4982,MR KAMIN,20160127,3,KAMIN
4983,MR WILCOX,20160127,16,WILCOX
4984,MS LIANG,20160127,6,LIANG
4985,MR REIFSCHNEIDER,20160127,2,REIFSCHNEIDER
4986,MR WASCHER,20160127,1,WASCHER
4987,MR LAUBACH,20160127,17,LAUBACH
4988,MR ENGSTROM,20160127,1,ENGSTROM
4989,MR CLARK,20160127,9,CLARK
4990,SEPMR CLARK,20160127,1,CLARK
4991,MS SMITH,20160127,1,SMITH
4992,MR ENGLISH,20160127,1,ENGLISH
4993,GOVERNOR FISCHER,20160127,1,FISCHER
4994,CHAIR YELLEN,20160316,69,YELLEN
4995,MR FISCHER,20160316,5,FISCHER
4996,MR POTTER,20160316,8,POTTER
4997,MS LOGAN,20160316,1,LOGAN
4998,VICE CHAIRMAN DUDLEY,20160316,15,DUDLEY
4999,MR HARKER,20160316,4,HARKER
5000,MR LACKER,20160316,8,LACKER
5001,MR WILCOX,20160316,23,WILCOX
5002,MS WILSON,20160316,13,WILSON
5003,MR TETLOW,20160316,1,TETLOW
5004,MR WILLIAMS,20160316,27,WILLIAMS
5005,MR WASCHER,20160316,2,WASCHER
5006,MR TARULLO,20160316,4,TARULLO
5007,MR BULLARD,20160316,21,BULLARD
5008,MR ROSENGREN,20160316,3,ROSENGREN
5009,MS BRAINARD,20160316,2,BRAINARD
5010,MR KAPLAN,20160316,2,KAPLAN
5011,MR EVANS,20160316,7,EVANS
5012,MS MESTER,20160316,2,MESTER
5013,MR LOCKHART,20160316,3,LOCKHART
5014,MS GEORGE,20160316,3,GEORGE
5015,MR POWELL,20160316,2,POWELL
5016,MR KASHKARI,20160316,2,KASHKARI
5017,MR LAUBACH,20160316,6,LAUBACH
5018,MR DUDLEY,20160316,1,DUDLEY
5019,MR MADIGAN,20160316,1,MADIGAN
5020,CHAIR YELLEN,20160427,90,YELLEN
5021,MR FISCHER,20160427,17,FISCHER
5022,MR FUHRER,20160427,4,FUHRER
5023,MR ADRIAN,20160427,2,ADRIAN
5024,MR SIM,20160427,2,SIM
5025,MR LOCKHART,20160427,4,LOCKHART
5026,MR ROSENGREN,20160427,5,ROSENGREN
5027,MR TARULLO,20160427,24,TARULLO
5028,MS MESTER,20160427,3,MESTER
5029,MR WILLIAMS,20160427,10,WILLIAMS
5030,MR HARKER,20160427,5,HARKER
5031,MS BRAINARD,20160427,4,BRAINARD
5032,MR EVANS,20160427,4,EVANS
5033,MR BULLARD,20160427,18,BULLARD
5034,MR LACKER,20160427,10,LACKER
5035,MS GEORGE,20160427,3,GEORGE
5036,MR KASHKARI,20160427,3,KASHKARI
5037,MR KAPLAN,20160427,4,KAPLAN
5038,MR POWELL,20160427,4,POWELL
5039,MR DUDLEY,20160427,1,DUDLEY
5040,MR POTTER,20160427,12,POTTER
5041,MS LOGAN,20160427,1,LOGAN
5042,VICE CHAIRMAN DUDLEY,20160427,16,DUDLEY
5043,MR WASCHER,20160427,8,WASCHER
5044,MR KAMIN,20160427,12,KAMIN
5045,MS LIANG,20160427,8,LIANG
5046,MR RUDD,20160427,3,RUDD
5047,MR WILCOX,20160427,1,WILCOX
5048,MR LAUBACH,20160427,1,LAUBACH
5049,MR MADIGAN,20160427,2,MADIGAN
5050,CHAIR YELLEN,20160615,66,YELLEN
5051,MR FISCHER,20160615,19,FISCHER
5052,VICE CHAIRMAN DUDLEY,20160615,23,DUDLEY
5053,MR POTTER,20160615,4,POTTER
5054,MR RUDD,20160615,11,RUDD
5055,MR AHMED,20160615,10,AHMED
5056,MR WU,20160615,1,WU
5057,MR KASHKARI,20160615,7,KASHKARI
5058,MR WILLIAMS,20160615,7,WILLIAMS
5059,MR BULLARD,20160615,23,BULLARD
5060,MR KAMIN,20160615,14,KAMIN
5061,MR WILCOX,20160615,13,WILCOX
5062,GDPMR KAMIN,20160615,1,KAMIN
5063,MR TARULLO,20160615,6,TARULLO
5064,MR LOCKHART,20160615,3,LOCKHART
5065,MR HARKER,20160615,6,HARKER
5066,MS BRAINARD,20160615,2,BRAINARD
5067,MR ROSENGREN,20160615,2,ROSENGREN
5068,MR POWELL,20160615,2,POWELL
5069,MS GEORGE,20160615,2,GEORGE
5070,MR KAPLAN,20160615,3,KAPLAN
5071,MS MESTER,20160615,2,MESTER
5072,MR EVANS,20160615,4,EVANS
5073,MR LACKER,20160615,10,LACKER
5074,MR LAUBACH,20160615,5,LAUBACH
5075,MR MADIGAN,20160615,3,MADIGAN
5076,CHAIR YELLEN,20160727,92,YELLEN
5077,MR FISCHER,20160727,20,FISCHER
5078,MR POTTER,20160727,16,POTTER
5079,MR DOYLE,20160727,10,DOYLE
5080,MR ALTIG,20160727,1,ALTIG
5081,MS KLEE,20160727,6,KLEE
5082,MS REMACHE,20160727,1,REMACHE
5083,VICE CHAIRMAN DUDLEY,20160727,32,DUDLEY
5084,MR TARULLO,20160727,12,TARULLO
5085,MR ROSENGREN,20160727,10,ROSENGREN
5086,MR LACKER,20160727,27,LACKER
5087,MS MCLAUGHLIN,20160727,2,MCLAUGHLIN
5088,TSLFMR LACKER,20160727,1,LACKER
5089,MR LAUBACH,20160727,6,LAUBACH
5090,ECBMR DOYLE,20160727,1,DOYLE
5091,MR KAPLAN,20160727,9,KAPLAN
5092,MR BULLARD,20160727,10,BULLARD
5093,MR WILLIAMS,20160727,11,WILLIAMS
5094,MS MESTER,20160727,4,MESTER
5095,MR EVANS,20160727,9,EVANS
5096,MR LOCKHART,20160727,3,LOCKHART
5097,MR KASHKARI,20160727,4,KASHKARI
5098,MR POWELL,20160727,3,POWELL
5099,MS BRAINARD,20160727,3,BRAINARD
5100,MS LOGAN,20160727,1,LOGAN
5101,MR KAMIN,20160727,5,KAMIN
5102,MR WILCOX,20160727,9,WILCOX
5103,MR KILEY,20160727,1,KILEY
5104,MR FOLLETTE,20160727,2,FOLLETTE
5105,MS GEORGE,20160727,2,GEORGE
5106,MR HARKER,20160727,5,HARKER
5107,PRESIDENT ROSENGREN,20160727,2,ROSENGREN
5108,MR MADIGAN,20160727,2,MADIGAN
5109,CHAIR YELLEN,20160921,73,YELLEN
5110,MR FISCHER,20160921,8,FISCHER
5111,VICE CHAIRMAN DUDLEY,20160921,18,DUDLEY
5112,MR POTTER,20160921,7,POTTER
5113,MR BULLARD,20160921,11,BULLARD
5114,MS ALLISON,20160921,1,ALLISON
5115,MR LACKER,20160921,7,LACKER
5116,MS LOGAN,20160921,2,LOGAN
5117,MS GEORGE,20160921,6,GEORGE
5118,MR DUDLEY,20160921,1,DUDLEY
5119,MR WILCOX,20160921,10,WILCOX
5120,MR WOOD,20160921,1,WOOD
5121,MS KLEE,20160921,1,KLEE
5122,MS BRAINARD,20160921,3,BRAINARD
5123,MR WILLIAMS,20160921,15,WILLIAMS
5124,IIMR POTTER,20160921,1,POTTER
5125,MR KILEY,20160921,1,KILEY
5126,MR EVANS,20160921,6,EVANS
5127,MR LOCKHART,20160921,4,LOCKHART
5128,MR KAMIN,20160921,13,KAMIN
5129,MR LAUBACH,20160921,2,LAUBACH
5130,MR ROSENGREN,20160921,8,ROSENGREN
5131,MR TARULLO,20160921,4,TARULLO
5132,MS MESTER,20160921,2,MESTER
5133,MR HARKER,20160921,2,HARKER
5134,MR KAPLAN,20160921,5,KAPLAN
5135,MR KASHKARI,20160921,2,KASHKARI
5136,MR POWELL,20160921,2,POWELL
5137,MR MADIGAN,20160921,3,MADIGAN
5138,CHAIR YELLEN,20161102,89,YELLEN
5139,MR FISCHER,20161102,12,FISCHER
5140,MR DAVIG,20161102,1,DAVIG
5141,MS IHRIG,20161102,2,IHRIG
5142,MR MARTIN,20161102,2,MARTIN
5143,MS LEONARD,20161102,1,LEONARD
5144,MR LAUBACH,20161102,10,LAUBACH
5145,VICE CHAIRMAN DUDLEY,20161102,14,DUDLEY
5146,MR POTTER,20161102,7,POTTER
5147,MR LACKER,20161102,29,LACKER
5148,MR LOCKHART,20161102,4,LOCKHART
5149,MR WILLIAMS,20161102,13,WILLIAMS
5150,MR ROSENGREN,20161102,10,ROSENGREN
5151,MR POWELL,20161102,3,POWELL
5152,MR EVANS,20161102,11,EVANS
5153,MR BULLARD,20161102,3,BULLARD
5154,MR HARKER,20161102,3,HARKER
5155,MR KAPLAN,20161102,10,KAPLAN
5156,MR TARULLO,20161102,15,TARULLO
5157,MS GEORGE,20161102,3,GEORGE
5158,MS MESTER,20161102,4,MESTER
5159,MR KASHKARI,20161102,4,KASHKARI
5160,MS BRAINARD,20161102,3,BRAINARD
5161,MS LOGAN,20161102,8,LOGAN
5162,MR CLOUSE,20161102,2,CLOUSE
5163,MR MADIGAN,20161102,3,MADIGAN
5164,MR ENGEN,20161102,4,ENGEN
5165,MR KAMIN,20161102,3,KAMIN
5166,MR PALUMBO,20161102,22,PALUMBO
5167,MS LIANG,20161102,4,LIANG
5168,DOJVICE CHAIRMAN DUDLEY,20161102,1,DUDLEY
5169,CHAIR YELLEN,20161214,74,YELLEN
5170,MR FISCHER,20161214,23,FISCHER
5171,MR LOCKHART,20161214,4,LOCKHART
5172,MR MADIGAN,20161214,4,MADIGAN
5173,VICE CHAIRMAN DUDLEY,20161214,25,DUDLEY
5174,MR POTTER,20161214,16,POTTER
5175,MR LACKER,20161214,16,LACKER
5176,MR LAUBACH,20161214,16,LAUBACH
5177,MS LOGAN,20161214,3,LOGAN
5178,MR KAPLAN,20161214,8,KAPLAN
5179,MR KAMIN,20161214,13,KAMIN
5180,MS AARONSON,20161214,13,AARONSON
5181,MR DOYLE,20161214,16,DOYLE
5182,MR KIM,20161214,1,KIM
5183,MR REIFSCHNEIDER,20161214,2,REIFSCHNEIDER
5184,MR EVANS,20161214,4,EVANS
5185,MR WILLIAMS,20161214,14,WILLIAMS
5186,MR WILCOX,20161214,13,WILCOX
5187,MR DUDLEY,20161214,1,DUDLEY
5188,MR ROSENGREN,20161214,4,ROSENGREN
5189,MR KASHKARI,20161214,3,KASHKARI
5190,MR BULLARD,20161214,32,BULLARD
5191,MR TARULLO,20161214,5,TARULLO
5192,MS BRAINARD,20161214,2,BRAINARD
5193,MS GEORGE,20161214,2,GEORGE
5194,MR POWELL,20161214,2,POWELL
5195,MR HARKER,20161214,2,HARKER
5196,MS MESTER,20161214,6,MESTER
5197,SEPCHAIR YELLEN,20161214,1,YELLEN
5198,VICE CHAIRMAN DUDLEY,20161214,1,DUDLEY
5199,BCHAIR YELLEN,20161214,1,YELLEN
5200,CHAIR YELLEN,20170201,95,YELLEN
5201,MR FISCHER,20170201,25,FISCHER
5202,MR EVANS,20170201,7,EVANS
5203,MR TARULLO,20170201,12,TARULLO
5204,VICE CHAIRMAN DUDLEY,20170201,32,DUDLEY
5205,MR POWELL,20170201,4,POWELL
5206,MR MADIGAN,20170201,3,MADIGAN
5207,MR WILCOX,20170201,11,WILCOX
5208,MR POTTER,20170201,13,POTTER
5209,MS LOGAN,20170201,13,LOGAN
5210,MR KASHKARI,20170201,10,KASHKARI
5211,MR LAUBACH,20170201,4,LAUBACH
5212,MS MESTER,20170201,4,MESTER
5213,MS BRAINARD,20170201,5,BRAINARD
5214,MR LEHNERT,20170201,8,LEHNERT
5215,MR KAMIN,20170201,25,KAMIN
5216,MR KAPLAN,20170201,13,KAPLAN
5217,MR BULLARD,20170201,12,BULLARD
5218,WTOCHAIR YELLEN,20170201,1,YELLEN
5219,WTOMR KAMIN,20170201,1,KAMIN
5220,MR LACKER,20170201,19,LACKER
5221,MR ROSENGREN,20170201,5,ROSENGREN
5222,MR REIFSCHNEIDER,20170201,5,REIFSCHNEIDER
5223,MR WILLIAMS,20170201,3,WILLIAMS
5224,MR HARKER,20170201,3,HARKER
5225,MS GOODING,20170201,2,GOODING
5226,MS GEORGE,20170201,2,GEORGE
5227,MR ALVAREZ,20170201,1,ALVAREZ
5228,CHAIR YELLEN,20170315,98,YELLEN
5229,MR FISCHER,20170315,21,FISCHER
5230,MR ROSENGREN,20170315,6,ROSENGREN
5231,MR KASHKARI,20170315,5,KASHKARI
5232,MR POTTER,20170315,8,POTTER
5233,MS LOGAN,20170315,8,LOGAN
5234,MR TARULLO,20170315,15,TARULLO
5235,VICE CHAIRMAN DUDLEY,20170315,23,DUDLEY
5236,MS IHRIG,20170315,3,IHRIG
5237,MS REMACHE,20170315,6,REMACHE
5238,MR CLOUSE,20170315,1,CLOUSE
5239,MR LACKER,20170315,14,LACKER
5240,MR LOPEZ,20170315,1,LOPEZ
5241,MR WILLIAMS,20170315,10,WILLIAMS
5242,MR BULLARD,20170315,12,BULLARD
5243,MS MESTER,20170315,3,MESTER
5244,MR POWELL,20170315,4,POWELL
5245,MR HARKER,20170315,4,HARKER
5246,MS GOODING,20170315,3,GOODING
5247,MR EVANS,20170315,18,EVANS
5248,MR KAPLAN,20170315,4,KAPLAN
5249,MS BRAINARD,20170315,4,BRAINARD
5250,MS GEORGE,20170315,3,GEORGE
5251,MR WASCHER,20170315,4,WASCHER
5252,MR KAMIN,20170315,11,KAMIN
5253,MR CAVALLO,20170315,1,CAVALLO
5254,MR LAUBACH,20170315,4,LAUBACH
5255,MR MADIGAN,20170315,3,MADIGAN
5256,MR LEBOW,20170315,1,LEBOW
5257,CHAIR YELLEN,20170503,105,YELLEN
5258,MR FISCHER,20170503,17,FISCHER
5259,MR POTTER,20170503,2,POTTER
5260,MR BULLARD,20170503,16,BULLARD
5261,VICE CHAIRMAN DUDLEY,20170503,17,DUDLEY
5262,MR WILCOX,20170503,18,WILCOX
5263,MS WILSON,20170503,4,WILSON
5264,MS EDGE,20170503,2,EDGE
5265,MR WASCHER,20170503,4,WASCHER
5266,MR KASHKARI,20170503,15,KASHKARI
5267,MR LAUBACH,20170503,9,LAUBACH
5268,MS BRAINARD,20170503,5,BRAINARD
5269,MR ROSENGREN,20170503,8,ROSENGREN
5270,MR WILLIAMS,20170503,6,WILLIAMS
5271,MR LEHNERT,20170503,3,LEHNERT
5272,MR KAPLAN,20170503,7,KAPLAN
5273,MS GEORGE,20170503,4,GEORGE
5274,MR EVANS,20170503,10,EVANS
5275,MS MESTER,20170503,5,MESTER
5276,MR MULLINIX,20170503,3,MULLINIX
5277,MR POWELL,20170503,6,POWELL
5278,MR HARKER,20170503,6,HARKER
5279,MS GOODING,20170503,3,GOODING
5280,MR ROBERTS,20170503,1,ROBERTS
5281,MR MADIGAN,20170503,4,MADIGAN
5282,MR SKIDMORE,20170503,1,SKIDMORE
5283,MS LOGAN,20170503,3,LOGAN
5284,CHAIR YELLEN,20170614,82,YELLEN
5285,MR FISCHER,20170614,7,FISCHER
5286,MR BOSTIC,20170614,3,BOSTIC
5287,MR KASHKARI,20170614,7,KASHKARI
5288,UCLACHAIR YELLEN,20170614,1,YELLEN
5289,MR EVANS,20170614,13,EVANS
5290,MR POTTER,20170614,18,POTTER
5291,MS LOGAN,20170614,3,LOGAN
5292,MR ROSENGREN,20170614,8,ROSENGREN
5293,MR HARKER,20170614,10,HARKER
5294,VICE CHAIRMAN DUDLEY,20170614,19,DUDLEY
5295,MS GEORGE,20170614,7,GEORGE
5296,MS MESTER,20170614,7,MESTER
5297,MR POWELL,20170614,6,POWELL
5298,MS BRAINARD,20170614,5,BRAINARD
5299,MR BULLARD,20170614,10,BULLARD
5300,MS TEVLIN,20170614,13,TEVLIN
5301,MR ERCEG,20170614,2,ERCEG
5302,MS ZARUTSKIE,20170614,1,ZARUTSKIE
5303,MR KAPLAN,20170614,10,KAPLAN
5304,MR WILCOX,20170614,15,WILCOX
5305,MR WILLIAMS,20170614,10,WILLIAMS
5306,MR KAMIN,20170614,2,KAMIN
5307,MR MULLINIX,20170614,2,MULLINIX
5308,MR LAUBACH,20170614,3,LAUBACH
5309,BMR LAUBACH,20170614,1,LAUBACH
5310,BCHAIR YELLEN,20170614,1,YELLEN
5311,MR MADIGAN,20170614,1,MADIGAN
5312,CHAIR YELLEN,20170726,61,YELLEN
5313,MR FISCHER,20170726,15,FISCHER
5314,VICE CHAIRMAN DUDLEY,20170726,8,DUDLEY
5315,MR POTTER,20170726,7,POTTER
5316,MR KASHKARI,20170726,11,KASHKARI
5317,MR WILCOX,20170726,1,WILCOX
5318,MR KAMIN,20170726,5,KAMIN
5319,MS KLEE,20170726,2,KLEE
5320,MR ROSENGREN,20170726,6,ROSENGREN
5321,MR LEHNERT,20170726,6,LEHNERT
5322,MS BRAINARD,20170726,4,BRAINARD
5323,MR BULLARD,20170726,7,BULLARD
5324,MR KAPLAN,20170726,3,KAPLAN
5325,MS GEORGE,20170726,3,GEORGE
