"","url","date","year","month","day","transcript_date"
"1","https://www.federalreserve.gov/monetarypolicy/files/FOMC20180131meeting.pdf","2018-01-31",2018,"01",31,"2018-01-31"
"2","https://www.federalreserve.gov/monetarypolicy/files/FOMC20180321meeting.pdf","2018-03-21",2018,"03",21,"2018-03-21"
"3","https://www.federalreserve.gov/monetarypolicy/files/FOMC20180502meeting.pdf","2018-05-02",2018,"05",2,"2018-05-02"
"4","https://www.federalreserve.gov/monetarypolicy/files/FOMC20180613meeting.pdf","2018-06-13",2018,"06",13,"2018-06-13"
"5","https://www.federalreserve.gov/monetarypolicy/files/FOMC20180801meeting.pdf","2018-08-01",2018,"08",1,"2018-08-01"
"6","https://www.federalreserve.gov/monetarypolicy/files/FOMC20180926meeting.pdf","2018-09-26",2018,"09",26,"2018-09-26"
"7","https://www.federalreserve.gov/monetarypolicy/files/FOMC20181108meeting.pdf","2018-11-08",2018,"11",8,"2018-11-08"
"8","https://www.federalreserve.gov/monetarypolicy/files/FOMC20181219meeting.pdf","2018-12-19",2018,"12",19,"2018-12-19"
