Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,20051213
Geithner,Mr,vice chairman,20051213
Bies,Ms,governor,20051213
Ferguson,Mr,governor,20051213
Fisher,Mr,president,20051213
Kohn,Mr,governor,20051213
Moskow,Mr,president,20051213
Olson,Mr,governor,20051213
Santomero,Mr,president,20051213
Stern,Mr,president,20051213
Cumming,Ms,president,20051213
Guynn,Mr,president,20051213
Lacker,Mr,president,20051213
Pianalto,Ms,president,20051213
Yellen,Ms,president,20051213
Hoenig,Mr,president,20051213
Minehan,Ms,president,20051213
Poole,Mr,president,20051213
Reinhart,Mr,secretary and economist,20051213
Danker,Ms,deputy secretary,20051213
Smith,Ms,assistant secretary,20051213
Alvarez,Mr,general counsel,20051213
Baxter,Mr,deputy general cousnel,20051213
Johnson,Ms,economist,20051213
Stockton,Mr,economist,20051213
Connors,Mr,associate economist,20051213
Freeman,Mr,associate economist,20051213
Madigan,Mr,associate economist,20051213
Mester,Ms,associate economist,20051213
Oliner,Mr,associate economist,20051213
Rosenblum,Mr,associate economist,20051213
Tracy,Mr,associate economist,20051213
Wilcox,Mr,associate economist,20051213
Kos,Mr,system open market account manager,20051213
Slifman,Mr,associate director,20051213
Struckmeyer,Mr,associate director,20051213
Whitesell,Mr,deputy associate director,20051213
English,Mr,assistant director,20051213
Sheets,Mr,assistant director,20051213
Simpson,Mr,senior adviser,20051213
Skidmore,Mr,special assistant to the board,20051213
Small,Mr,project manager,20051213
Zakrajsek,Mr,section chief,20051213
Kumasaka,Mr,senior financial analyst,20051213
Low,Ms,open market secretariat specialist,20051213
Barron,Mr,first vice president,20051213
Fuhrer,Mr,senior vice president,20051213
Hakkio,Mr,senior vice president,20051213
Rasche,Mr,senior vice president,20051213
Sniderman,Mr,senior vice president,20051213
Weinberg,Mr,senior vice president,20051213
Williams,Mr,senior vice president,20051213
Cunningham,Mr,vice president,20051213
Mosser,Ms,vice president,20051213
Sullivan,Mr,vice president,20051213
Weber,Mr,senior research officer,20051213
