Clean Names,Greeting,Position,date
Bernanke,Mr,chairman,20090128
Dudley,Mr,vice chairman,20090128
Duke,Ms,governor,20090128
Evans,Mr,president,20090128
Kohn,Mr,governor,20090128
Lacker,Mr,president,20090128
Lockhart,Mr,president,20090128
Warsh,Mr,governor,20090128
Yellen,Ms,president,20090128
Bullard,Mr,president,20090128
Cumming,Ms,first vice president,20090128
Hoenig,Mr,president,20090128
Pianalto,Ms,president,20090128
Rosengren,mr,president,20090128
Fisher,Mr,president,20090128
Plosser,Mr,president,20090128
Stern,Mr,president,20090128
Madigan,Mr,secretary and economist,20090128
Danker,Ms,deputy secretary,20090128
Luecke,Mr,assistant secretary,20090128
Skidmore,Mr,assistant secretary,20090128
Smith,Ms,assistant secretary,20090128
Alvarez,Mr,general counsel,20090128
Ashton,Mr,assistant general counsel,20090128
Sheets,Mr,economist,20090128
Stockton,Mr,economist,20090128
Altig,Mr,associate economist,20090128
Clouse,Mr,associate economist,20090128
Connors,Mr,associate economist,20090128
Kamin,Mr,associate economist,20090128
Slifman,Mr,associate economist,20090128
Tracy,Mr,associate economist,20090128
Wilcox,Mr,associate economist,20090128
Mosser,Ms,temporary manager,20090128
Johnson,Ms,secretary of the board,20090128
Frierson,Mr,deputy secretary,20090128
Struckmeyer,Mr,deputy staff director,20090128
Bailey,Ms,deputy director,20090128
English,Mr,deputy director,20090128
Blanchard,Mr,assistant to the board,20090128
Reifschneider,Mr,associate director,20090128
Wascher,Mr,associate director,20090128
Levin,Mr,associate director,20090128
Shanks,Ms,associate secretary,20090128
Reeve,Mr,deputy associate director,20090128
Sichel,Mr,deputy associate director,20090128
Meyer,Mr,senior adviser,20090128
Oliner,Mr,senior adviser,20090128
Dynan,Ms,assistant director,20090128
Small,Mr,project manager,20090128
Kusko,Ms,senior economist,20090128
Gust,Mr,senior economist,20090128
Driscoll,Mr,economist,20090128
King,Mr,economist,20090128
Beattie,Ms,assistant to the secretary,20090128
Low,Ms,open market secretariat specialist,20090128
Green,Ms,first vice president,20090128
Fuhrer,Mr,executive vice president,20090128
Rosenblum,Mr,executive vice president,20090128
Snidermand,Mr,executive vice president,20090128
Hilton,Mr,senior vice president,20090128
Krane,Mr,senior vice president,20090128
Mester,Ms,senior vice president,20090128
Perelmuter,Ms,senior vice president,20090128
Rasche,Mr,senior vice president,20090128
Rudebusch,Mr,senior vice president,20090128
Sellon,Mr,senior vice president,20090128
Weber,Mr,senior research officer,20090128
Hetzel,Mr,senior economist,20090128
