Clean Names,Greeting,Position,date
Yellen,Ms,chair,20161214
Dudley,Mr,vice chairman,20161214
Brainard,Ms,governor,20161214
Bullard,Mr,president,20161214
Fischer,Mr,president,20161214
George,Ms,president,20161214
Mester,Ms,president,20161214
Powell,Mr,governor,20161214
Rosengren,Mr,president,20161214
Tarullo,Mr,governor,20161214
Evans,Mr,president,20161214
Harker,Mr,president,20161214
Kaplan,Mr,president,20161214
Kashkari,Mr,president,20161214
Strine,Mr,first vice president,20161214
Lacker,Mr,president,20161214
Lockhart,Mr,president,20161214
Williams,Mr,president,20161214
Madigan,Mr,secretary,20161214
Luecke,Mr,deputy secretary,20161214
Skidmore,Mr,assistant secretary,20161214
Smith,Ms,assistant secretary,20161214
Alvarez,Mr,general counsel,20161214
Held,Mr,deputy general counsel,20161214
Kamin,Mr,economist,20161214
Laubach,Mr,economist,20161214
Wilcox,Mr,economist,20161214
Connors,Mr,associate economist,20161214
Lebow,Mr,associate economist,20161214
Leahy,Mr,associate economist,20161214
Meyer,Mr,associate economist,20161214
Waller,Mr,associate economist,20161214
Wascher,Mr,associate economist,20161214
Potter,Mr,system open market account manager,20161214
Logan,Ms,deputy manager,20161214
Frierson,Mr,secretary,20161214
Eichner,Mr,director,20161214
Gibson,Mr,director,20161214
Shanks,Ms,deputy secretary,20161214
Clouse,Mr,deputy director,20161214
Lehnert,Mr,deputy director,20161214
Wilson,Ms,deputy director,20161214
Reeve,Mr,senior special adviser to the chair,20161214
Bowman,Mr,special adviser to the board,20161214
Figura,Mr,special adviser to the board,20161214
Gruber,Mr,special adviser to the board,20161214
Mckeehan,Ms,special adviser to the board,20161214
Reifschneider,Mr,special adviser to the board,20161214
Robertson,Ms,assistant to the board,20161214
Bomfim,Mr,senior adviser,20161214
Tetlow,Mr,senior adviser,20161214
Zickler,Ms,senior adviser,20161214
Passmore,Mr,senior adviser,20161214
Doyle,Mr,associate director,20161214
Tevlin,Ms,associate director,20161214
Aaronson,Ms,assistant director,20161214
Gust,Mr,assistant director,20161214
Kim,Mr,adviser,20161214
Pence,Ms,adviser,20161214
Beattie,Ms,assistant to the secretary,20161214
Small,Mr,project manager,20161214
Herbst,Mr,principal economist,20161214
Petrasek,Mr,principal economist,20161214
Sangster,Mr,information management analyst,20161214
Mullinix,Mr,first vice president,20161214
Altig,Mr,executive vice president,20161214
Dotsey,Mr,senior vice president,20161214
Koenig,Mr,senior vice president,20161214
Krane,Mr,senior vice president,20161214
Schweitzer,Mr,senior vice president,20161214
Fitzgerald,Mr,vice president,20161214
Olivei,Mr,vice president,20161214
Sbordone,Ms,vice president,20161214
Spiegel,Mr,vice president,20161214
Wolman,Mr,vice president,20161214
Van Zandweghe,Mr,assistant vice president,20161214
