Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,20020626
McDonough,Mr,vice chairman,20020626
Bies,Ms,governor,20020626
Ferguson,Mr,governor,20020626
Gramlich,Mr,governor,20020626
Jordan,Mr,president,20020626
Mcteer,Mr,president,20020626
Olson,Mr,governor,20020626
Santomero,Mr,president,20020626
Stern,Mr,president,20020626
Broaddus,Mr,president,20020626
Moskow,Mr,president,20020626
Parry,Mr,president,20020626
Hoenig,Mr,president,20020626
Minehan,Ms,president,20020626
Poole,Mr,president,20020626
Kohn,Mr,secretary and economist,20020626
Bernard,Mr,deputy secretary,20020626
Gillum,Mr,assistant secretary,20020626
Smith,Ms,assistant secretary,20020626
Mattingly,Mr,general counsel,20020626
Johnson,Ms,economist,20020626
Reinhart,Mr,economist,20020626
Stockton,Mr,economist,20020626
Connors,Mr,associate economist,20020626
Cumming,Ms,associate economist,20020626
Howard,Mr,associate economist,20020626
Lindsey,Mr,associate economist,20020626
Mester,Ms,associate economist,20020626
Oliner,Mr,associate economist,20020626
Rolnick,Mr,associate economist,20020626
Rosenblum,Mr,associate economist,20020626
Sniderman,Mr,associate economist,20020626
Wilcox,Mr,associate economist,20020626
Kos,Mr,system open market account manager,20020626
Ettin,Mr,deputy director,20020626
Madigan,Mr,deputy director,20020626
Slifman,Mr,associate director,20020626
Struckmeyer,Mr,associate director,20020626
Freeman,Mr,deputy associate director,20020626
Whitesell,Mr,deputy associate director,20020626
English,Mr,assistant director,20020626
Reifschneider,Mr,assistant director,20020626
Wascher,Mr,assistant director,20020626
Simpson,Mr,senior adviser,20020626
Brayton,Mr,senior economist,20020626
Dynan,Ms,senior economist,20020626
Lebow,Mr,senior economist,20020626
Roberts,Mr,senior economist,20020626
Bomfim,Mr,senior economist,20020626
Skidmore,Mr,special assistant to the board,20020626
Low,Ms,open market secretariat assistant,20020626
Barron,Mr,first vice president,20020626
Eisenbeis,Mr,senior vice president,20020626
Fuhrer,Mr,senior vice president,20020626
Goodfriend,Mr,senior vice president,20020626
Hakkio,Mr,senior vice president,20020626
Hunter,Mr,senior vice president,20020626
Judd,Mr,senior vice president,20020626
Krieger,Ms,senior vice president,20020626
Rasche,Mr,senior vice president,20020626
