Clean Names,Greeting,Position,date
Bernanke,Mr,chairman,20120125
Dudley,Mr,vice chairman,20120125
Duke,Ms,governor,20120125
Lacker,Mr,president,20120125
Lockhart,Mr,president,20120125
Pianalto,Ms,president,20120125
Raskin,Ms,governor,20120125
Tarullo,Mr,governor,20120125
Williams,Mr,president,20120125
Yellen,Ms,president,20120125
Bullard,Mr,president,20120125
Cumming,Ms,first vice president,20120125
Evans,Mr,president,20120125
George,Ms,president,20120125
Rosengren,Mr,president,20120125
Fisher,Mr,president,20120125
Kocherlakota,Mr,president,20120125
Plosser,Mr,president,20120125
English,Mr,secretary and economist,20120125
Danker,Ms,deputy secretary,20120125
Luecke,Mr,assistant secretary,20120125
Skidmore,Mr,assistant secretary,20120125
Smith,Ms,assistant secretary,20120125
Alvarez,Mr,general counsel,20120125
Baxter,Mr,deputy general counsel,20120125
Kamin,Mr,economist,20120125
Wilcox,Mr,economist,20120125
Altig,Mr,associate economist,20120125
Connors,Mr,associate economist,20120125
Leahy,Mr,associate economist,20120125
Nelson,Mr,associate economist,20120125
Potter,Mr,associate economist,20120125
Reifschneider,Mr,associate economist,20120125
Rudebusch,Mr,associate economist,20120125
Wascher,Mr,associate economist,20120125
Sack,Mr,system open market account manager,20120125
Gibson,Mr,director,20120125
Liang,Ms,director,20120125
Faust,Mr,special advisor to the board,20120125
Levin,Mr,special advisor to the board,20120125
Clouse,Mr,deputy director,20120125
Robertson,Ms,assistant to the board,20120125
Sichel,Mr,senior associate director,20120125
Meade,Ms,senior adviser,20120125
Meyer,Mr,senior adviser,20120125
Zickler,Ms,senior adviser,20120125
Slifman,Mr,senior adviser,20120125
Engen,Mr,associate director,20120125
Covitz,Mr,associate director,20120125
Reeve,Mr,associate director,20120125
Gallin,Mr,deputy associate director,20120125
Small,Mr,project manager,20120125
Scotti,Ms,senior economist,20120125
Sheiner,Ms,senior economist,20120125
Kumasaka,Me,senior financial analyst,20120125
Lewis,Mr,economist,20120125
Williams,Mr,records management analyst,20120125
Montgomery,Mr,first vice president,20120125
Fuhrer,Mr,executive vice president,20120125
Mester,Ms,executive vice president,20120125
Rosenblum,Mr,executive vice president,20120125
Sullivan,Mr,executive vice president,20120125
Hakkio,Mr,senior vice president,20120125
Schweitzer,Mr,senior vice president,20120125
Waller,Mr,senior vice president,20120125
Yi,Mr,senior vice president,20120125
Duca,Mr,vice president,20120125
Haughwout,Mr,vice president,20120125
Remache,Ms,assistant vice president,20120125
Hetzel,Mr,senior economist,20120125
Cooper,Mr,economist,20120125
