Clean Names,Greeting,Position,date
Greenspan,Mr,chairman,19950926
McDonough,Mr,vice chairman,19950926
Blinder,Mr,governor,19950926
Hoenig,Mr,president,19950926
Kelley,Mr,governor,19950926
Lindsey,Mr,governor,19950926
Melzer,Mr,president,19950926
Minehan,Ms,president,19950926
Moskow,Mr,president,19950926
Phillips,Ms,governor,19950926
Yellen,Ms,governor,19950926
Boehne,Mr,president,19950926
Jordan,Mr,president,19950926
McTeer,Mr,president,19950926
Stern,Mr,president,19950926
Broaddus,Mr,president,19950926
Forrestal,Mr,president,19950926
Parry,Mr,president,19950926
Kohn,Mr,secretary and economist,19950926
Bernard,Mr,deputy secretary,19950926
Coyne,Mr,assistant secretary,19950926
Gillum,Mr,assistant secretary,19950926
Mattingly,Mr,general counsel,19950926
Prell,Mr,economist,19950926
Truman,Mr,economist,19950926
Davis,Mr,associate economist,19950926
Dewald,Mr,associate economist,19950926
Hunter,Mr,associate economist,19950926
Lindsey,Mr,associate economist,19950926
Mishkin,Mr,associate economist,19950926
Slifman,Mr,associate economist,19950926
Stockton,Mr,associate economist,19950926
Fisher,Mr,system open market account manager,19950926
Winn,Mr,assistant to the board,19950926
Ettin,Mr,deputy director,19950926
Madigan,Mr,associate director,19950926
Simpson,Mr,associate director,19950926
Hooper,Mr,assistant director,19950926
Johnson,Ms,assistant director,19950926
Ramm,Mr,section chief,19950926
Low,Ms,open market secretariat assistant,19950926
Pianalto,Ms,first vice president,19950926
Lang,Mr,senior vice president,19950926
Rolnick,Mr,senior vice president,19950926
Sniderman,Mr,senior vice president,19950926
Tschinkel,Ms,senior vice president,19950926
Cox,Mr,vice president,19950926
Hetzel,Mr,vice president,19950926
Judd,Mr,vice president,19950926
McNees,Mr,vice president,19950926
Meulendyke,Ms,adviser,19950926
